,L1
915148800000,0.89
915152400000,0.906
915156000000,0.905
915159600000,0.896
915163200000,0.88
915166800000,0.862
915170400000,0.845
915174000000,0.819
915177600000,0.796
915181200000,0.802
915184800000,0.815
915188400000,0.833
915192000000,0.831
915195600000,0.829
915199200000,0.819
915202800000,0.785
915206400000,0.768
915210000000,0.764
915213600000,0.74
915217200000,0.733
915220800000,0.746
915224400000,0.75
915228000000,0.754
915231600000,0.757
915235200000,0.787
915238800000,0.827
915242400000,0.848
915246000000,0.85
915249600000,0.855
915253200000,0.86
915256800000,0.868
915260400000,0.867
915264000000,0.857
915267600000,0.846
915271200000,0.844
915274800000,0.846
915278400000,0.833
915282000000,0.802
915285600000,0.783
915289200000,0.8
915292800000,0.804
915296400000,0.766
915300000000,0.706
915303600000,0.697
915307200000,0.691
915310800000,0.706
915314400000,0.715
915318000000,0.695
915321600000,0.707
915325200000,0.739
915328800000,0.706
915332400000,0.646
915336000000,0.583
915339600000,0.571
915343200000,0.595
915346800000,0.613
915350400000,0.63
915354000000,0.645
915357600000,0.663
915361200000,0.661
915364800000,0.626
915368400000,0.579
915372000000,0.55
915375600000,0.528
915379200000,0.499
915382800000,0.489
915386400000,0.471
915390000000,0.457
915393600000,0.459
915397200000,0.498
915400800000,0.55
915404400000,0.577
915408000000,0.621
915411600000,0.68
915415200000,0.724
915418800000,0.74
915422400000,0.751
915426000000,0.788
915429600000,0.812
915433200000,0.815
915436800000,0.796
915440400000,0.784
915444000000,0.762
915447600000,0.757
915451200000,0.752
915454800000,0.737
915458400000,0.717
915462000000,0.707
915465600000,0.703
915469200000,0.697
915472800000,0.693
915476400000,0.668
915480000000,0.666
915483600000,0.695
915487200000,0.714
915490800000,0.712
915494400000,0.757
915498000000,0.872
915501600000,0.906
915505200000,0.903
915508800000,0.895
915512400000,0.883
915516000000,0.865
915519600000,0.845
915523200000,0.796
915526800000,0.787
915530400000,0.796
915534000000,0.785
915537600000,0.775
915541200000,0.762
915544800000,0.765
915548400000,0.752
915552000000,0.722
915555600000,0.715
915559200000,0.711
915562800000,0.708
915566400000,0.708
915570000000,0.732
915573600000,0.759
915577200000,0.762
915580800000,0.816
915584400000,0.86
915588000000,0.849
915591600000,0.827
915595200000,0.801
915598800000,0.782
915602400000,0.77
915606000000,0.74
915609600000,0.68
915613200000,0.642
915616800000,0.647
