,L1
504921600000,0.75
504925200000,0.882
504928800000,0.932
504932400000,0.952
504936000000,0.944
504939600000,0.916
504943200000,0.874
504946800000,0.819
504950400000,0.759
504954000000,0.722
504957600000,0.733
504961200000,0.735
504964800000,0.724
504968400000,0.683
504972000000,0.654
504975600000,0.623
504979200000,0.607
504982800000,0.613
504986400000,0.635
504990000000,0.651
504993600000,0.69
504997200000,0.744
505000800000,0.777
505004400000,0.797
505008000000,0.847
505011600000,0.866
505015200000,0.861
505018800000,0.845
505022400000,0.82
505026000000,0.794
505029600000,0.777
505033200000,0.77
505036800000,0.77
505040400000,0.759
505044000000,0.783
505047600000,0.805
505051200000,0.82
505054800000,0.836
505058400000,0.806
505062000000,0.777
505065600000,0.756
505069200000,0.718
505072800000,0.682
505076400000,0.665
505080000000,0.638
505083600000,0.601
505087200000,0.568
505090800000,0.517
505094400000,0.527
505098000000,0.521
505101600000,0.464
505105200000,0.41
505108800000,0.375
505112400000,0.372
505116000000,0.383
505119600000,0.364
505123200000,0.305
505126800000,0.316
505130400000,0.356
505134000000,0.337
505137600000,0.27
505141200000,0.211
505144800000,0.167
505148400000,0.119
505152000000,0.075
505155600000,0.047
505159200000,0.035
505162800000,0.041
505166400000,0.076
505170000000,0.225
505173600000,0.448
505177200000,0.619
505180800000,0.732
505184400000,0.78
505188000000,0.789
505191600000,0.772
505195200000,0.732
505198800000,0.684
505202400000,0.648
505206000000,0.63
505209600000,0.606
505213200000,0.618
505216800000,0.664
505220400000,0.679
505224000000,0.705
505227600000,0.724
505231200000,0.746
505234800000,0.751
505238400000,0.747
505242000000,0.751
505245600000,0.763
505249200000,0.788
505252800000,0.804
505256400000,0.829
505260000000,0.858
505263600000,0.886
505267200000,0.92
505270800000,0.94
505274400000,0.938
505278000000,0.933
505281600000,0.93
505285200000,0.93
505288800000,0.931
505292400000,0.931
505296000000,0.927
505299600000,0.921
505303200000,0.918
505306800000,0.917
505310400000,0.911
505314000000,0.906
505317600000,0.898
505321200000,0.897
505324800000,0.899
505328400000,0.896
505332000000,0.89
505335600000,0.875
505339200000,0.862
505342800000,0.855
505346400000,0.848
505350000000,0.857
505353600000,0.883
505357200000,0.88
505360800000,0.87
505364400000,0.848
505368000000,0.819
505371600000,0.791
505375200000,0.776
505378800000,0.764
505382400000,0.75
505386000000,0.719
505389600000,0.707
505393200000,0.704
505396800000,0.704
505400400000,0.705
505404000000,0.697
505407600000,0.663
505411200000,0.616
505414800000,0.587
505418400000,0.574
505422000000,0.568
505425600000,0.55
505429200000,0.543
505432800000,0.539
505436400000,0.553
505440000000,0.599
505443600000,0.621
505447200000,0.614
505450800000,0.601
505454400000,0.604
505458000000,0.607
505461600000,0.618
505465200000,0.626
505468800000,0.621
505472400000,0.588
505476000000,0.591
505479600000,0.615
505483200000,0.669
505486800000,0.682
505490400000,0.713
505494000000,0.737
505497600000,0.756
505501200000,0.791
505504800000,0.801
505508400000,0.811
505512000000,0.837
505515600000,0.852
505519200000,0.884
505522800000,0.924
505526400000,0.963
505530000000,0.975
505533600000,0.98
505537200000,0.981
505540800000,0.981
505544400000,0.982
505548000000,0.982
505551600000,0.981
505555200000,0.977
505558800000,0.975
505562400000,0.975
505566000000,0.974
505569600000,0.974
505573200000,0.973
505576800000,0.972
505580400000,0.972
505584000000,0.97
505587600000,0.967
505591200000,0.966
505594800000,0.967
505598400000,0.967
505602000000,0.967
505605600000,0.965
505609200000,0.964
505612800000,0.966
505616400000,0.96
505620000000,0.954
505623600000,0.945
505627200000,0.938
505630800000,0.93
505634400000,0.924
505638000000,0.919
505641600000,0.91
505645200000,0.896
505648800000,0.887
505652400000,0.873
505656000000,0.864
505659600000,0.865
505663200000,0.855
505666800000,0.862
505670400000,0.87
505674000000,0.875
505677600000,0.883
505681200000,0.888
505684800000,0.898
505688400000,0.894
505692000000,0.889
505695600000,0.894
505699200000,0.922
505702800000,0.93
505706400000,0.926
505710000000,0.923
505713600000,0.923
505717200000,0.923
505720800000,0.922
505724400000,0.922
505728000000,0.915
505731600000,0.912
505735200000,0.917
505738800000,0.924
505742400000,0.93
505746000000,0.934
505749600000,0.935
505753200000,0.93
505756800000,0.926
505760400000,0.922
505764000000,0.914
505767600000,0.912
505771200000,0.906
505774800000,0.906
505778400000,0.91
505782000000,0.926
505785600000,0.952
505789200000,0.961
505792800000,0.962
505796400000,0.956
505800000000,0.954
505803600000,0.947
505807200000,0.943
505810800000,0.933
505814400000,0.923
505818000000,0.913
505821600000,0.911
505825200000,0.918
505828800000,0.92
505832400000,0.919
