,V2
1640995200000,0.956
1640998800000,0.961
1641002400000,0.962
1641006000000,0.959
1641009600000,0.952
1641013200000,0.942
1641016800000,0.933
1641020400000,0.927
1641024000000,0.919
1641027600000,0.907
1641031200000,0.898
1641034800000,0.9
1641038400000,0.908
1641042000000,0.916
1641045600000,0.918
1641049200000,0.92
1641052800000,0.918
1641056400000,0.912
1641060000000,0.906
1641063600000,0.906
1641067200000,0.91
1641070800000,0.915
1641074400000,0.918
1641078000000,0.926
1641081600000,0.926
1641085200000,0.916
1641088800000,0.893
1641092400000,0.858
1641096000000,0.821
1641099600000,0.78
1641103200000,0.751
1641106800000,0.735
1641110400000,0.748
1641114000000,0.785
1641117600000,0.818
1641121200000,0.843
1641124800000,0.861
1641128400000,0.875
1641132000000,0.881
1641135600000,0.882
1641139200000,0.887
1641142800000,0.895
1641146400000,0.902
1641150000000,0.91
1641153600000,0.913
1641157200000,0.914
1641160800000,0.914
1641164400000,0.917
1641168000000,0.924
1641171600000,0.924
1641175200000,0.917
1641178800000,0.895
1641182400000,0.861
1641186000000,0.82
1641189600000,0.77
1641193200000,0.72
1641196800000,0.697
1641200400000,0.71
1641204000000,0.734
1641207600000,0.75
1641211200000,0.777
1641214800000,0.821
1641218400000,0.865
1641222000000,0.876
1641225600000,0.875
1641229200000,0.876
1641232800000,0.871
1641236400000,0.86
1641240000000,0.839
1641243600000,0.82
1641247200000,0.808
1641250800000,0.812
1641254400000,0.823
1641258000000,0.821
1641261600000,0.808
1641265200000,0.77
1641268800000,0.721
1641272400000,0.677
1641276000000,0.636
1641279600000,0.599
1641283200000,0.569
1641286800000,0.587
1641290400000,0.621
1641294000000,0.659
1641297600000,0.683
1641301200000,0.726
1641304800000,0.768
1641308400000,0.789
1641312000000,0.778
1641315600000,0.753
1641319200000,0.728
1641322800000,0.714
1641326400000,0.702
1641330000000,0.689
1641333600000,0.683
1641337200000,0.678
1641340800000,0.69
1641344400000,0.675
1641348000000,0.649
1641351600000,0.611
1641355200000,0.552
1641358800000,0.492
1641362400000,0.442
1641366000000,0.407
1641369600000,0.374
1641373200000,0.377
1641376800000,0.491
1641380400000,0.59
1641384000000,0.633
1641387600000,0.672
1641391200000,0.704
1641394800000,0.706
1641398400000,0.685
1641402000000,0.66
1641405600000,0.643
1641409200000,0.655
1641412800000,0.679
1641416400000,0.68
1641420000000,0.665
1641423600000,0.633
1641427200000,0.592
1641430800000,0.503
1641434400000,0.386
1641438000000,0.307
1641441600000,0.264
1641445200000,0.232
1641448800000,0.209
1641452400000,0.192
1641456000000,0.192
1641459600000,0.185
1641463200000,0.208
1641466800000,0.266
1641470400000,0.314
1641474000000,0.317
1641477600000,0.302
1641481200000,0.32
1641484800000,0.379
1641488400000,0.461
1641492000000,0.538
1641495600000,0.561
1641499200000,0.559
1641502800000,0.538
1641506400000,0.506
1641510000000,0.482
1641513600000,0.477
1641517200000,0.448
1641520800000,0.391
1641524400000,0.324
1641528000000,0.249
1641531600000,0.174
1641535200000,0.133
