,S1
883612800000,0.416
883616400000,0.438
883620000000,0.419
883623600000,0.383
883627200000,0.346
883630800000,0.324
883634400000,0.317
883638000000,0.309
883641600000,0.313
883645200000,0.379
883648800000,0.41
883652400000,0.413
883656000000,0.389
883659600000,0.358
883663200000,0.332
883666800000,0.306
883670400000,0.278
883674000000,0.259
883677600000,0.249
883681200000,0.249
883684800000,0.259
883688400000,0.288
883692000000,0.321
883695600000,0.298
883699200000,0.294
883702800000,0.372
883706400000,0.399
883710000000,0.4
883713600000,0.393
883717200000,0.388
883720800000,0.395
883724400000,0.388
883728000000,0.411
883731600000,0.482
883735200000,0.512
883738800000,0.535
883742400000,0.554
883746000000,0.568
883749600000,0.583
883753200000,0.59
883756800000,0.601
883760400000,0.615
883764000000,0.626
883767600000,0.633
883771200000,0.635
883774800000,0.655
883778400000,0.644
883782000000,0.557
883785600000,0.61
883789200000,0.686
883792800000,0.682
883796400000,0.626
883800000000,0.549
883803600000,0.479
883807200000,0.428
883810800000,0.379
883814400000,0.372
883818000000,0.442
883821600000,0.504
883825200000,0.552
883828800000,0.599
883832400000,0.623
883836000000,0.635
883839600000,0.624
883843200000,0.618
883846800000,0.625
883850400000,0.63
883854000000,0.63
883857600000,0.622
883861200000,0.633
883864800000,0.621
883868400000,0.592
883872000000,0.594
883875600000,0.615
883879200000,0.568
883882800000,0.508
883886400000,0.457
883890000000,0.432
883893600000,0.432
883897200000,0.425
883900800000,0.434
883904400000,0.488
883908000000,0.513
883911600000,0.539
883915200000,0.544
883918800000,0.538
883922400000,0.522
883926000000,0.494
883929600000,0.466
883933200000,0.45
883936800000,0.447
883940400000,0.447
883944000000,0.457
883947600000,0.496
883951200000,0.541
883954800000,0.521
883958400000,0.527
883962000000,0.622
883965600000,0.649
883969200000,0.643
883972800000,0.61
883976400000,0.57
883980000000,0.547
883983600000,0.529
883987200000,0.534
883990800000,0.596
883994400000,0.627
883998000000,0.642
884001600000,0.661
884005200000,0.687
884008800000,0.693
884012400000,0.676
884016000000,0.642
884019600000,0.607
884023200000,0.619
884026800000,0.63
884030400000,0.652
884034000000,0.713
884037600000,0.721
884041200000,0.698
884044800000,0.725
884048400000,0.784
884052000000,0.787
884055600000,0.763
884059200000,0.729
884062800000,0.699
884066400000,0.672
884070000000,0.644
884073600000,0.637
884077200000,0.692
884080800000,0.755
884084400000,0.814
884088000000,0.846
884091600000,0.846
884095200000,0.824
884098800000,0.772
884102400000,0.794
884106000000,0.819
884109600000,0.831
884113200000,0.835
884116800000,0.835
884120400000,0.835
884124000000,0.831
884127600000,0.808
884131200000,0.819
884134800000,0.853
884138400000,0.864
884142000000,0.859
884145600000,0.849
884149200000,0.838
884152800000,0.83
884156400000,0.816
884160000000,0.798
884163600000,0.783
884167200000,0.786
884170800000,0.786
884174400000,0.78
884178000000,0.772
884181600000,0.75
884185200000,0.724
884188800000,0.702
884192400000,0.663
884196000000,0.642
884199600000,0.627
884203200000,0.62
884206800000,0.631
884210400000,0.627
884214000000,0.557
884217600000,0.61
884221200000,0.692
884224800000,0.718
884228400000,0.672
884232000000,0.58
884235600000,0.488
884239200000,0.401
884242800000,0.341
884246400000,0.343
884250000000,0.407
884253600000,0.451
884257200000,0.491
884260800000,0.495
884264400000,0.484
884268000000,0.488
884271600000,0.474
884275200000,0.466
884278800000,0.484
884282400000,0.525
884286000000,0.552
884289600000,0.536
884293200000,0.556
884296800000,0.538
884300400000,0.501
884304000000,0.581
884307600000,0.678
884311200000,0.71
884314800000,0.724
884318400000,0.726
884322000000,0.722
884325600000,0.721
884329200000,0.709
884332800000,0.675
884336400000,0.669
884340000000,0.659
884343600000,0.65
884347200000,0.637
884350800000,0.633
884354400000,0.658
884358000000,0.668
884361600000,0.674
884365200000,0.708
884368800000,0.75
884372400000,0.768
884376000000,0.78
884379600000,0.783
884383200000,0.739
884386800000,0.721
884390400000,0.785
884394000000,0.826
884397600000,0.822
884401200000,0.8
884404800000,0.768
884408400000,0.725
884412000000,0.675
884415600000,0.609
884419200000,0.556
884422800000,0.547
884426400000,0.54
884430000000,0.552
884433600000,0.55
884437200000,0.54
884440800000,0.53
884444400000,0.516
884448000000,0.47
884451600000,0.422
884455200000,0.384
884458800000,0.358
884462400000,0.331
884466000000,0.318
884469600000,0.285
884473200000,0.203
884476800000,0.202
884480400000,0.188
884484000000,0.171
884487600000,0.147
884491200000,0.118
884494800000,0.09
884498400000,0.079
884502000000,0.089
884505600000,0.127
884509200000,0.203
884512800000,0.224
884516400000,0.221
884520000000,0.222
884523600000,0.217
884527200000,0.206
884530800000,0.191
884534400000,0.182
884538000000,0.181
884541600000,0.186
884545200000,0.196
884548800000,0.212
884552400000,0.233
884556000000,0.227
884559600000,0.204
884563200000,0.298
884566800000,0.347
884570400000,0.392
884574000000,0.435
884577600000,0.472
884581200000,0.506
884584800000,0.536
884588400000,0.539
884592000000,0.519
884595600000,0.527
884599200000,0.522
884602800000,0.538
884606400000,0.542
884610000000,0.538
884613600000,0.523
884617200000,0.516
884620800000,0.507
884624400000,0.549
884628000000,0.578
884631600000,0.587
884635200000,0.579
884638800000,0.566
884642400000,0.586
884646000000,0.656
884649600000,0.791
884653200000,0.814
884656800000,0.821
884660400000,0.814
884664000000,0.794
884667600000,0.768
884671200000,0.744
884674800000,0.708
884678400000,0.633
884682000000,0.54
884685600000,0.483
884689200000,0.481
884692800000,0.487
884696400000,0.496
884700000000,0.503
884703600000,0.484
884707200000,0.45
884710800000,0.422
884714400000,0.401
884718000000,0.438
884721600000,0.528
884725200000,0.602
884728800000,0.595
884732400000,0.698
884736000000,0.813
884739600000,0.778
884743200000,0.711
884746800000,0.639
884750400000,0.547
884754000000,0.434
884757600000,0.342
884761200000,0.231
884764800000,0.155
884768400000,0.181
884772000000,0.259
884775600000,0.323
884779200000,0.371
884782800000,0.418
884786400000,0.442
884790000000,0.395
884793600000,0.32
884797200000,0.309
884800800000,0.328
884804400000,0.309
884808000000,0.27
884811600000,0.213
884815200000,0.156
884818800000,0.104
884822400000,0.133
884826000000,0.138
884829600000,0.138
884833200000,0.142
884836800000,0.138
884840400000,0.118
884844000000,0.085
884847600000,0.053
884851200000,0.039
884854800000,0.06
884858400000,0.103
884862000000,0.155
884865600000,0.196
884869200000,0.211
884872800000,0.205
884876400000,0.179
884880000000,0.141
884883600000,0.118
884887200000,0.117
884890800000,0.133
884894400000,0.139
884898000000,0.133
884901600000,0.112
884905200000,0.075
884908800000,0.058
884912400000,0.025
884916000000,0.005
884919600000,0.0
884923200000,0.0
884926800000,0.0
884930400000,0.006
884934000000,0.031
884937600000,0.067
884941200000,0.144
884944800000,0.191
884948400000,0.181
884952000000,0.168
884955600000,0.167
884959200000,0.171
884962800000,0.178
884966400000,0.177
884970000000,0.167
884973600000,0.156
884977200000,0.155
884980800000,0.172
884984400000,0.19
884988000000,0.164
884991600000,0.146
884995200000,0.155
884998800000,0.151
885002400000,0.144
885006000000,0.135
885009600000,0.123
885013200000,0.106
885016800000,0.088
885020400000,0.079
885024000000,0.093
885027600000,0.158
885031200000,0.209
885034800000,0.184
885038400000,0.159
885042000000,0.14
885045600000,0.133
885049200000,0.137
885052800000,0.142
885056400000,0.145
885060000000,0.146
885063600000,0.144
885067200000,0.141
885070800000,0.138
885074400000,0.101
885078000000,0.058
885081600000,0.031
885085200000,0.009
885088800000,0.002
885092400000,0.002
885096000000,0.005
885099600000,0.011
