,B1
883612800000,0.63
883616400000,0.61
883620000000,0.573
883623600000,0.541
883627200000,0.516
883630800000,0.501
883634400000,0.504
883638000000,0.535
883641600000,0.566
883645200000,0.559
883648800000,0.552
883652400000,0.517
883656000000,0.476
883659600000,0.447
883663200000,0.421
883666800000,0.413
883670400000,0.394
883674000000,0.384
883677600000,0.384
883681200000,0.398
883684800000,0.428
883688400000,0.468
883692000000,0.491
883695600000,0.496
883699200000,0.567
883702800000,0.585
883706400000,0.578
883710000000,0.582
883713600000,0.586
883717200000,0.588
883720800000,0.606
883724400000,0.641
883728000000,0.668
883731600000,0.652
883735200000,0.599
883738800000,0.553
883742400000,0.524
883746000000,0.498
883749600000,0.486
883753200000,0.474
883756800000,0.472
883760400000,0.517
883764000000,0.58
883767600000,0.575
883771200000,0.58
883774800000,0.574
883778400000,0.538
883782000000,0.552
883785600000,0.655
883789200000,0.672
883792800000,0.642
883796400000,0.621
883800000000,0.61
883803600000,0.6
883807200000,0.598
883810800000,0.592
883814400000,0.57
883818000000,0.51
883821600000,0.451
883825200000,0.41
883828800000,0.377
883832400000,0.37
883836000000,0.361
883839600000,0.356
883843200000,0.37
883846800000,0.405
883850400000,0.438
883854000000,0.497
883857600000,0.535
883861200000,0.565
883864800000,0.56
883868400000,0.627
883872000000,0.708
883875600000,0.719
883879200000,0.673
883882800000,0.622
883886400000,0.6
883890000000,0.608
883893600000,0.644
883897200000,0.694
883900800000,0.713
883904400000,0.656
883908000000,0.575
883911600000,0.538
883915200000,0.506
883918800000,0.495
883922400000,0.488
883926000000,0.473
883929600000,0.47
883933200000,0.486
883936800000,0.51
883940400000,0.516
883944000000,0.515
883947600000,0.523
883951200000,0.525
883954800000,0.556
883958400000,0.648
883962000000,0.668
883965600000,0.668
883969200000,0.674
883972800000,0.672
883976400000,0.675
883980000000,0.696
883983600000,0.725
883987200000,0.732
883990800000,0.675
883994400000,0.593
883998000000,0.553
884001600000,0.513
884005200000,0.481
884008800000,0.472
884012400000,0.475
884016000000,0.447
884019600000,0.42
884023200000,0.431
884026800000,0.477
884030400000,0.539
884034000000,0.574
884037600000,0.572
884041200000,0.672
884044800000,0.805
884048400000,0.835
884052000000,0.831
884055600000,0.829
884059200000,0.827
884062800000,0.816
884066400000,0.801
884070000000,0.785
884073600000,0.734
884077200000,0.601
884080800000,0.471
884084400000,0.419
884088000000,0.413
884091600000,0.411
884095200000,0.461
884098800000,0.513
884102400000,0.537
884106000000,0.552
884109600000,0.525
884113200000,0.55
884116800000,0.591
884120400000,0.676
884124000000,0.73
884127600000,0.773
884131200000,0.85
884134800000,0.882
884138400000,0.883
884142000000,0.88
884145600000,0.88
884149200000,0.888
884152800000,0.901
884156400000,0.903
884160000000,0.876
884163600000,0.794
884167200000,0.725
884170800000,0.685
884174400000,0.644
884178000000,0.605
884181600000,0.571
884185200000,0.551
884188800000,0.516
884192400000,0.46
884196000000,0.456
884199600000,0.449
884203200000,0.435
884206800000,0.428
884210400000,0.409
884214000000,0.441
884217600000,0.567
884221200000,0.633
884224800000,0.641
884228400000,0.644
884232000000,0.654
884235600000,0.642
884239200000,0.63
884242800000,0.636
884246400000,0.627
884250000000,0.592
884253600000,0.538
884257200000,0.51
884260800000,0.475
884264400000,0.433
884268000000,0.405
