,S1
978307200000,0.877
978310800000,0.915
978314400000,0.928
978318000000,0.919
978321600000,0.889
978325200000,0.86
978328800000,0.828
978332400000,0.775
978336000000,0.736
978339600000,0.746
978343200000,0.726
978346800000,0.705
978350400000,0.7
978354000000,0.672
978357600000,0.633
978361200000,0.569
978364800000,0.516
978368400000,0.501
978372000000,0.5
978375600000,0.494
978379200000,0.481
978382800000,0.484
978386400000,0.469
978390000000,0.391
978393600000,0.374
978397200000,0.419
978400800000,0.415
978404400000,0.381
978408000000,0.334
978411600000,0.3
978415200000,0.287
978418800000,0.285
978422400000,0.29
978426000000,0.348
978429600000,0.372
978433200000,0.403
978436800000,0.427
978440400000,0.446
978444000000,0.488
978447600000,0.479
978451200000,0.445
978454800000,0.42
978458400000,0.403
978462000000,0.395
978465600000,0.391
978469200000,0.41
978472800000,0.433
978476400000,0.403
978480000000,0.469
978483600000,0.538
978487200000,0.58
978490800000,0.586
978494400000,0.566
978498000000,0.535
978501600000,0.495
978505200000,0.433
978508800000,0.386
978512400000,0.429
978516000000,0.472
978519600000,0.497
978523200000,0.484
978526800000,0.471
978530400000,0.466
978534000000,0.465
978537600000,0.459
978541200000,0.492
978544800000,0.526
978548400000,0.558
978552000000,0.585
978555600000,0.601
978559200000,0.62
978562800000,0.618
978566400000,0.741
978570000000,0.785
978573600000,0.792
978577200000,0.788
978580800000,0.776
978584400000,0.741
978588000000,0.706
978591600000,0.664
978595200000,0.638
978598800000,0.617
978602400000,0.613
978606000000,0.615
978609600000,0.622
978613200000,0.639
978616800000,0.656
978620400000,0.672
978624000000,0.687
978627600000,0.741
978631200000,0.777
978634800000,0.762
978638400000,0.753
978642000000,0.777
978645600000,0.762
978649200000,0.777
978652800000,0.85
978656400000,0.902
978660000000,0.906
978663600000,0.898
978667200000,0.882
978670800000,0.856
978674400000,0.822
978678000000,0.772
978681600000,0.72
978685200000,0.692
978688800000,0.674
978692400000,0.648
978696000000,0.623
978699600000,0.631
978703200000,0.604
978706800000,0.607
978710400000,0.601
978714000000,0.649
978717600000,0.648
978721200000,0.633
978724800000,0.619
978728400000,0.629
978732000000,0.618
978735600000,0.612
978739200000,0.674
978742800000,0.75
978746400000,0.757
978750000000,0.706
978753600000,0.637
978757200000,0.586
978760800000,0.55
978764400000,0.541
978768000000,0.556
978771600000,0.589
978775200000,0.621
978778800000,0.63
978782400000,0.604
978786000000,0.553
978789600000,0.504
978793200000,0.437
978796800000,0.395
978800400000,0.386
978804000000,0.391
978807600000,0.407
978811200000,0.428
978814800000,0.446
978818400000,0.436
978822000000,0.374
978825600000,0.376
978829200000,0.444
978832800000,0.465
978836400000,0.445
978840000000,0.42
978843600000,0.404
978847200000,0.391
978850800000,0.343
978854400000,0.284
978858000000,0.29
978861600000,0.323
978865200000,0.362
978868800000,0.37
978872400000,0.374
978876000000,0.392
978879600000,0.418
978883200000,0.423
978886800000,0.403
978890400000,0.374
978894000000,0.337
978897600000,0.315
978901200000,0.3
978904800000,0.292
978908400000,0.246
978912000000,0.264
978915600000,0.325
978919200000,0.323
978922800000,0.313
978926400000,0.305
978930000000,0.279
978933600000,0.259
978937200000,0.216
978940800000,0.2
978944400000,0.24
978948000000,0.274
978951600000,0.292
978955200000,0.289
978958800000,0.295
978962400000,0.298
978966000000,0.281
978969600000,0.271
978973200000,0.271
978976800000,0.298
978980400000,0.337
978984000000,0.376
