,N2
978307200000,0.622
978310800000,0.71
978314400000,0.722
978318000000,0.701
978321600000,0.666
978325200000,0.635
978328800000,0.62
978332400000,0.598
978336000000,0.51
978339600000,0.484
978343200000,0.498
978346800000,0.545
978350400000,0.598
978354000000,0.631
978357600000,0.65
978361200000,0.678
978364800000,0.654
978368400000,0.604
978372000000,0.556
978375600000,0.516
978379200000,0.488
978382800000,0.471
978386400000,0.463
978390000000,0.442
978393600000,0.505
978397200000,0.466
978400800000,0.413
978404400000,0.357
978408000000,0.307
978411600000,0.272
978415200000,0.253
978418800000,0.251
978422400000,0.248
978426000000,0.26
978429600000,0.306
978433200000,0.345
978436800000,0.35
978440400000,0.356
978444000000,0.363
978447600000,0.374
978451200000,0.376
978454800000,0.366
978458400000,0.367
978462000000,0.379
978465600000,0.395
978469200000,0.419
978472800000,0.415
978476400000,0.448
978480000000,0.507
978483600000,0.512
978487200000,0.504
978490800000,0.473
978494400000,0.427
978498000000,0.382
978501600000,0.348
978505200000,0.319
978508800000,0.278
978512400000,0.27
978516000000,0.298
978519600000,0.323
978523200000,0.345
978526800000,0.377
978530400000,0.447
978534000000,0.516
978537600000,0.535
978541200000,0.519
978544800000,0.487
978548400000,0.449
978552000000,0.42
978555600000,0.398
978559200000,0.362
978562800000,0.391
978566400000,0.515
978570000000,0.58
978573600000,0.605
978577200000,0.605
978580800000,0.583
978584400000,0.543
978588000000,0.498
978591600000,0.444
978595200000,0.332
978598800000,0.285
978602400000,0.302
978606000000,0.366
978609600000,0.425
978613200000,0.447
978616800000,0.449
978620400000,0.454
978624000000,0.457
978627600000,0.454
978631200000,0.466
978634800000,0.466
978638400000,0.476
978642000000,0.476
978645600000,0.501
978649200000,0.559
978652800000,0.7
978656400000,0.773
978660000000,0.792
978663600000,0.778
978667200000,0.757
978670800000,0.73
978674400000,0.705
978678000000,0.644
978681600000,0.544
978685200000,0.538
978688800000,0.583
978692400000,0.59
978696000000,0.54
978699600000,0.513
978703200000,0.492
978706800000,0.479
978710400000,0.449
978714000000,0.436
978717600000,0.415
978721200000,0.395
978724800000,0.367
978728400000,0.345
978732000000,0.32
978735600000,0.31
978739200000,0.442
978742800000,0.49
978746400000,0.494
978750000000,0.464
978753600000,0.407
978757200000,0.337
978760800000,0.272
978764400000,0.203
978768000000,0.145
978771600000,0.149
978775200000,0.157
978778800000,0.167
978782400000,0.171
978786000000,0.167
978789600000,0.172
978793200000,0.176
978796800000,0.179
978800400000,0.178
978804000000,0.185
978807600000,0.184
978811200000,0.175
978814800000,0.155
978818400000,0.136
978822000000,0.11
978825600000,0.119
978829200000,0.133
978832800000,0.135
978836400000,0.123
978840000000,0.103
978843600000,0.085
978847200000,0.079
978850800000,0.075
978854400000,0.068
978858000000,0.073
978861600000,0.096
978865200000,0.13
978868800000,0.161
978872400000,0.205
978876000000,0.201
978879600000,0.181
978883200000,0.157
978886800000,0.132
978890400000,0.136
978894000000,0.147
978897600000,0.153
978901200000,0.155
978904800000,0.171
978908400000,0.194
978912000000,0.298
978915600000,0.332
978919200000,0.281
978922800000,0.234
978926400000,0.208
978930000000,0.19
978933600000,0.179
978937200000,0.159
978940800000,0.127
978944400000,0.119
978948000000,0.133
978951600000,0.153
978955200000,0.182
978958800000,0.202
978962400000,0.217
978966000000,0.227
978969600000,0.231
978973200000,0.223
978976800000,0.231
978980400000,0.272
978984000000,0.325
978987600000,0.341
978991200000,0.329
978994800000,0.28
978998400000,0.316
979002000000,0.325
979005600000,0.279
979009200000,0.248
979012800000,0.233
979016400000,0.228
979020000000,0.245
979023600000,0.268
979027200000,0.237
979030800000,0.263
979034400000,0.317
979038000000,0.349
979041600000,0.348
979045200000,0.334
979048800000,0.299
979052400000,0.281
979056000000,0.248
979059600000,0.238
979063200000,0.235
979066800000,0.243
979070400000,0.251
979074000000,0.257
979077600000,0.249
979081200000,0.253
979084800000,0.288
979088400000,0.287
979092000000,0.295
979095600000,0.311
979099200000,0.311
979102800000,0.274
979106400000,0.219
979110000000,0.157
979113600000,0.119
979117200000,0.117
979120800000,0.12
979124400000,0.113
979128000000,0.099
979131600000,0.083
979135200000,0.069
979138800000,0.057
979142400000,0.046
979146000000,0.042
979149600000,0.042
979153200000,0.05
979156800000,0.059
979160400000,0.067
979164000000,0.068
979167600000,0.058
979171200000,0.058
979174800000,0.049
979178400000,0.041
979182000000,0.031
979185600000,0.021
979189200000,0.014
979192800000,0.011
979196400000,0.011
979200000000,0.014
979203600000,0.024
979207200000,0.038
979210800000,0.054
979214400000,0.064
979218000000,0.068
979221600000,0.065
979225200000,0.061
979228800000,0.058
979232400000,0.059
979236000000,0.06
979239600000,0.062
979243200000,0.07
979246800000,0.082
979250400000,0.09
979254000000,0.084
979257600000,0.096
979261200000,0.092
979264800000,0.081
979268400000,0.071
979272000000,0.068
979275600000,0.065
979279200000,0.062
979282800000,0.06
979286400000,0.065
979290000000,0.07
979293600000,0.072
979297200000,0.072
979300800000,0.068
979304400000,0.058
979308000000,0.051
979311600000,0.051
979315200000,0.056
979318800000,0.07
979322400000,0.088
979326000000,0.111
979329600000,0.133
979333200000,0.153
979336800000,0.162
979340400000,0.153
979344000000,0.164
979347600000,0.151
979351200000,0.125
979354800000,0.103
979358400000,0.086
979362000000,0.078
979365600000,0.086
979369200000,0.103
979372800000,0.101
979376400000,0.111
979380000000,0.118
979383600000,0.108
979387200000,0.096
979390800000,0.088
979394400000,0.086
