,L2
567993600000,0.352
567997200000,0.39
568000800000,0.398
568004400000,0.399
568008000000,0.401
568011600000,0.392
568015200000,0.377
568018800000,0.351
568022400000,0.302
568026000000,0.253
568029600000,0.236
568033200000,0.243
568036800000,0.268
568040400000,0.289
568044000000,0.308
568047600000,0.334
568051200000,0.359
568054800000,0.364
568058400000,0.349
568062000000,0.333
568065600000,0.32
568069200000,0.28
568072800000,0.231
568076400000,0.189
568080000000,0.202
568083600000,0.187
568087200000,0.14
568090800000,0.096
568094400000,0.062
568098000000,0.03
568101600000,0.006
568105200000,0.001
568108800000,0.002
568112400000,0.026
568116000000,0.072
568119600000,0.144
568123200000,0.207
568126800000,0.247
568130400000,0.283
568134000000,0.325
568137600000,0.352
568141200000,0.337
568144800000,0.304
568148400000,0.296
568152000000,0.332
568155600000,0.376
568159200000,0.414
568162800000,0.418
568166400000,0.478
568170000000,0.501
568173600000,0.479
568177200000,0.455
568180800000,0.433
568184400000,0.391
568188000000,0.355
568191600000,0.352
568195200000,0.386
568198800000,0.45
568202400000,0.503
568206000000,0.522
568209600000,0.516
568213200000,0.526
568216800000,0.556
568220400000,0.571
568224000000,0.585
568227600000,0.596
568231200000,0.592
568234800000,0.586
568238400000,0.59
568242000000,0.538
568245600000,0.479
568249200000,0.421
568252800000,0.433
568256400000,0.43
568260000000,0.375
568263600000,0.344
568267200000,0.314
568270800000,0.253
568274400000,0.195
568278000000,0.169
568281600000,0.154
568285200000,0.122
568288800000,0.09
568292400000,0.079
568296000000,0.091
568299600000,0.106
568303200000,0.114
568306800000,0.133
568310400000,0.167
568314000000,0.201
568317600000,0.229
568321200000,0.242
568324800000,0.236
568328400000,0.223
568332000000,0.214
568335600000,0.205
568339200000,0.243
568342800000,0.276
568346400000,0.277
568350000000,0.241
568353600000,0.193
568357200000,0.156
568360800000,0.14
568364400000,0.146
568368000000,0.161
568371600000,0.201
568375200000,0.289
568378800000,0.379
568382400000,0.404
568386000000,0.411
568389600000,0.413
568393200000,0.413
568396800000,0.422
568400400000,0.457
568404000000,0.501
568407600000,0.541
568411200000,0.563
568414800000,0.565
568418400000,0.574
568422000000,0.614
568425600000,0.715
568429200000,0.759
568432800000,0.755
568436400000,0.695
568440000000,0.603
568443600000,0.51
568447200000,0.443
568450800000,0.398
568454400000,0.341
