,Py1
1483228800000,0.856
1483232400000,0.868
1483236000000,0.871
1483239600000,0.879
1483243200000,0.886
1483246800000,0.88
1483250400000,0.863
1483254000000,0.829
1483257600000,0.788
1483261200000,0.79
1483264800000,0.784
1483268400000,0.757
1483272000000,0.732
1483275600000,0.722
1483279200000,0.739
1483282800000,0.766
1483286400000,0.775
1483290000000,0.764
1483293600000,0.746
1483297200000,0.739
1483300800000,0.74
1483304400000,0.728
1483308000000,0.702
1483311600000,0.678
1483315200000,0.729
1483318800000,0.765
1483322400000,0.772
1483326000000,0.77
1483329600000,0.752
1483333200000,0.724
1483336800000,0.704
1483340400000,0.675
1483344000000,0.636
1483347600000,0.697
1483351200000,0.744
1483354800000,0.761
1483358400000,0.744
1483362000000,0.729
1483365600000,0.728
1483369200000,0.741
1483372800000,0.756
1483376400000,0.768
1483380000000,0.769
1483383600000,0.755
1483387200000,0.732
1483390800000,0.693
1483394400000,0.651
1483398000000,0.609
1483401600000,0.649
1483405200000,0.65
1483408800000,0.615
1483412400000,0.538
1483416000000,0.445
1483419600000,0.347
1483423200000,0.31
1483426800000,0.278
1483430400000,0.237
1483434000000,0.23
1483437600000,0.3
1483441200000,0.39
1483444800000,0.444
1483448400000,0.476
1483452000000,0.472
1483455600000,0.491
1483459200000,0.516
1483462800000,0.526
1483466400000,0.503
1483470000000,0.484
1483473600000,0.454
1483477200000,0.438
1483480800000,0.458
1483484400000,0.481
1483488000000,0.558
1483491600000,0.525
1483495200000,0.462
1483498800000,0.407
1483502400000,0.367
1483506000000,0.328
1483509600000,0.29
1483513200000,0.229
1483516800000,0.146
1483520400000,0.104
1483524000000,0.112
1483527600000,0.171
1483531200000,0.3
1483534800000,0.416
1483538400000,0.441
1483542000000,0.448
1483545600000,0.449
1483549200000,0.475
1483552800000,0.494
1483556400000,0.532
1483560000000,0.582
1483563600000,0.655
1483567200000,0.684
1483570800000,0.733
1483574400000,0.821
1483578000000,0.845
1483581600000,0.816
1483585200000,0.756
1483588800000,0.72
1483592400000,0.695
1483596000000,0.664
1483599600000,0.618
1483603200000,0.552
1483606800000,0.572
1483610400000,0.629
1483614000000,0.661
1483617600000,0.661
1483621200000,0.649
1483624800000,0.629
1483628400000,0.626
1483632000000,0.638
1483635600000,0.635
1483639200000,0.636
1483642800000,0.651
1483646400000,0.67
1483650000000,0.674
1483653600000,0.664
1483657200000,0.643
1483660800000,0.661
1483664400000,0.68
1483668000000,0.68
1483671600000,0.649
1483675200000,0.59
1483678800000,0.513
1483682400000,0.457
1483686000000,0.402
1483689600000,0.324
1483693200000,0.341
1483696800000,0.417
1483700400000,0.484
1483704000000,0.524
1483707600000,0.529
1483711200000,0.5
1483714800000,0.492
1483718400000,0.476
1483722000000,0.457
1483725600000,0.451
1483729200000,0.462
1483732800000,0.468
1483736400000,0.488
1483740000000,0.512
1483743600000,0.505
1483747200000,0.578
1483750800000,0.595
1483754400000,0.571
1483758000000,0.529
1483761600000,0.475
1483765200000,0.41
1483768800000,0.367
1483772400000,0.355
1483776000000,0.323
1483779600000,0.345
1483783200000,0.405
1483786800000,0.444
1483790400000,0.467
1483794000000,0.447
1483797600000,0.41
1483801200000,0.402
1483804800000,0.42
1483808400000,0.441
1483812000000,0.469
1483815600000,0.467
1483819200000,0.466
1483822800000,0.46
1483826400000,0.437
1483830000000,0.383
1483833600000,0.379
1483837200000,0.387
1483840800000,0.41
1483844400000,0.447
1483848000000,0.467
1483851600000,0.445
1483855200000,0.388
1483858800000,0.341
1483862400000,0.311
1483866000000,0.358
1483869600000,0.432
1483873200000,0.504
1483876800000,0.565
1483880400000,0.631
1483884000000,0.674
1483887600000,0.67
1483891200000,0.698
1483894800000,0.768
1483898400000,0.791
1483902000000,0.78
1483905600000,0.75
1483909200000,0.725
1483912800000,0.742
1483916400000,0.805
1483920000000,0.824
1483923600000,0.785
1483927200000,0.718
1483930800000,0.682
1483934400000,0.726
1483938000000,0.695
1483941600000,0.558
1483945200000,0.283
1483948800000,0.133
1483952400000,0.123
1483956000000,0.233
1483959600000,0.449
1483963200000,0.633
1483966800000,0.712
1483970400000,0.668
1483974000000,0.638
1483977600000,0.653
1483981200000,0.695
1483984800000,0.732
1483988400000,0.715
1483992000000,0.731
1483995600000,0.699
1483999200000,0.658
1484002800000,0.633
1484006400000,0.644
1484010000000,0.647
1484013600000,0.674
1484017200000,0.714
1484020800000,0.744
1484024400000,0.725
1484028000000,0.677
1484031600000,0.626
1484035200000,0.685
1484038800000,0.765
1484042400000,0.789
1484046000000,0.827
1484049600000,0.871
1484053200000,0.914
1484056800000,0.937
1484060400000,0.916
1484064000000,0.864
1484067600000,0.81
1484071200000,0.779
1484074800000,0.777
1484078400000,0.796
1484082000000,0.777
1484085600000,0.729
1484089200000,0.663
1484092800000,0.582
1484096400000,0.558
1484100000000,0.545
1484103600000,0.57
1484107200000,0.603
1484110800000,0.6
1484114400000,0.574
1484118000000,0.496
1484121600000,0.466
1484125200000,0.488
1484128800000,0.544
1484132400000,0.558
1484136000000,0.518
1484139600000,0.439
1484143200000,0.376
1484146800000,0.358
1484150400000,0.32
1484154000000,0.308
1484157600000,0.337
1484161200000,0.395
1484164800000,0.459
1484168400000,0.476
1484172000000,0.456
1484175600000,0.379
1484179200000,0.399
1484182800000,0.413
1484186400000,0.375
1484190000000,0.334
1484193600000,0.323
1484197200000,0.32
1484200800000,0.247
1484204400000,0.18
1484208000000,0.184
1484211600000,0.235
1484215200000,0.252
1484218800000,0.274
1484222400000,0.31
1484226000000,0.311
1484229600000,0.299
1484233200000,0.289
1484236800000,0.279
1484240400000,0.286
1484244000000,0.291
1484247600000,0.279
1484251200000,0.272
1484254800000,0.258
1484258400000,0.234
1484262000000,0.192
1484265600000,0.217
1484269200000,0.255
1484272800000,0.278
1484276400000,0.271
1484280000000,0.252
1484283600000,0.234
1484287200000,0.21
1484290800000,0.173
1484294400000,0.146
1484298000000,0.163
1484301600000,0.203
1484305200000,0.243
1484308800000,0.283
1484312400000,0.332
1484316000000,0.376
1484319600000,0.401
1484323200000,0.396
1484326800000,0.393
1484330400000,0.391
1484334000000,0.402
1484337600000,0.414
1484341200000,0.425
1484344800000,0.395
1484348400000,0.322
1484352000000,0.291
1484355600000,0.388
1484359200000,0.386
1484362800000,0.425
1484366400000,0.472
1484370000000,0.463
1484373600000,0.433
1484377200000,0.399
1484380800000,0.376
1484384400000,0.426
1484388000000,0.501
1484391600000,0.543
1484395200000,0.544
1484398800000,0.513
1484402400000,0.525
1484406000000,0.544
1484409600000,0.555
1484413200000,0.567
1484416800000,0.56
1484420400000,0.557
1484424000000,0.537
1484427600000,0.482
1484431200000,0.421
1484434800000,0.362
1484438400000,0.413
1484442000000,0.447
1484445600000,0.455
1484449200000,0.481
1484452800000,0.493
1484456400000,0.488
1484460000000,0.487
1484463600000,0.516
1484467200000,0.583
1484470800000,0.67
1484474400000,0.778
1484478000000,0.847
1484481600000,0.89
1484485200000,0.924
1484488800000,0.945
1484492400000,0.945
1484496000000,0.941
1484499600000,0.924
1484503200000,0.905
1484506800000,0.895
1484510400000,0.89
1484514000000,0.856
1484517600000,0.846
1484521200000,0.864
1484524800000,0.882
1484528400000,0.891
1484532000000,0.889
1484535600000,0.877
1484539200000,0.862
1484542800000,0.865
1484546400000,0.877
1484550000000,0.881
1484553600000,0.873
1484557200000,0.872
1484560800000,0.876
1484564400000,0.881
1484568000000,0.872
1484571600000,0.864
1484575200000,0.849
1484578800000,0.823
1484582400000,0.817
1484586000000,0.831
1484589600000,0.849
1484593200000,0.849
1484596800000,0.844
1484600400000,0.836
1484604000000,0.829
1484607600000,0.822
1484611200000,0.851
1484614800000,0.885
1484618400000,0.913
1484622000000,0.926
1484625600000,0.919
1484629200000,0.91
1484632800000,0.907
1484636400000,0.902
1484640000000,0.889
1484643600000,0.888
1484647200000,0.884
1484650800000,0.879
1484654400000,0.878
1484658000000,0.87
1484661600000,0.856
1484665200000,0.835
1484668800000,0.808
1484672400000,0.781
1484676000000,0.77
1484679600000,0.765
1484683200000,0.768
1484686800000,0.782
1484690400000,0.791
1484694000000,0.801
1484697600000,0.84
1484701200000,0.847
1484704800000,0.841
1484708400000,0.837
1484712000000,0.819
