,S1
1483228800000,0.886
1483232400000,0.927
1483236000000,0.939
1483239600000,0.941
1483243200000,0.937
1483246800000,0.929
1483250400000,0.905
1483254000000,0.87
1483257600000,0.825
1483261200000,0.796
1483264800000,0.793
1483268400000,0.793
1483272000000,0.789
1483275600000,0.787
1483279200000,0.764
1483282800000,0.763
1483286400000,0.759
1483290000000,0.727
1483293600000,0.726
1483297200000,0.711
1483300800000,0.702
1483304400000,0.681
1483308000000,0.678
1483311600000,0.675
1483315200000,0.806
1483318800000,0.877
1483322400000,0.878
1483326000000,0.885
1483329600000,0.89
1483333200000,0.892
1483336800000,0.88
1483340400000,0.847
1483344000000,0.796
1483347600000,0.77
1483351200000,0.82
1483354800000,0.854
1483358400000,0.855
1483362000000,0.854
1483365600000,0.855
1483369200000,0.832
1483372800000,0.791
1483376400000,0.772
1483380000000,0.762
1483383600000,0.721
1483387200000,0.673
1483390800000,0.586
1483394400000,0.497
1483398000000,0.476
1483401600000,0.612
1483405200000,0.657
1483408800000,0.697
1483412400000,0.674
1483416000000,0.654
1483419600000,0.651
1483423200000,0.635
1483426800000,0.587
1483430400000,0.535
1483434000000,0.516
1483437600000,0.553
1483441200000,0.547
1483444800000,0.562
1483448400000,0.552
1483452000000,0.494
1483455600000,0.488
1483459200000,0.556
1483462800000,0.586
1483466400000,0.592
1483470000000,0.571
1483473600000,0.516
1483477200000,0.453
1483480800000,0.429
1483484400000,0.439
1483488000000,0.483
1483491600000,0.55
1483495200000,0.519
1483498800000,0.525
1483502400000,0.58
1483506000000,0.657
1483509600000,0.678
1483513200000,0.642
1483516800000,0.593
1483520400000,0.552
1483524000000,0.554
1483527600000,0.601
1483531200000,0.669
1483534800000,0.718
1483538400000,0.759
1483542000000,0.795
1483545600000,0.822
1483549200000,0.854
1483552800000,0.85
1483556400000,0.865
1483560000000,0.884
1483563600000,0.891
1483567200000,0.885
1483570800000,0.868
1483574400000,0.87
1483578000000,0.87
1483581600000,0.849
1483585200000,0.814
1483588800000,0.768
1483592400000,0.72
1483596000000,0.68
1483599600000,0.619
1483603200000,0.566
1483606800000,0.556
1483610400000,0.574
1483614000000,0.584
1483617600000,0.59
1483621200000,0.586
1483624800000,0.578
1483628400000,0.572
1483632000000,0.583
1483635600000,0.587
1483639200000,0.59
1483642800000,0.599
1483646400000,0.601
1483650000000,0.595
1483653600000,0.542
1483657200000,0.506
1483660800000,0.628
1483664400000,0.702
1483668000000,0.736
1483671600000,0.741
1483675200000,0.73
1483678800000,0.722
1483682400000,0.708
1483686000000,0.672
1483689600000,0.615
1483693200000,0.591
1483696800000,0.606
1483700400000,0.617
1483704000000,0.627
1483707600000,0.647
1483711200000,0.638
1483714800000,0.606
1483718400000,0.55
1483722000000,0.535
1483725600000,0.509
1483729200000,0.48
1483732800000,0.47
1483736400000,0.491
1483740000000,0.498
1483743600000,0.491
1483747200000,0.615
1483750800000,0.697
1483754400000,0.71
1483758000000,0.69
1483761600000,0.649
1483765200000,0.612
1483768800000,0.594
1483772400000,0.562
1483776000000,0.542
1483779600000,0.571
1483783200000,0.599
1483786800000,0.599
1483790400000,0.57
1483794000000,0.542
1483797600000,0.521
1483801200000,0.485
1483804800000,0.454
1483808400000,0.439
1483812000000,0.422
1483815600000,0.436
1483819200000,0.435
1483822800000,0.452
1483826400000,0.459
1483830000000,0.43
1483833600000,0.521
1483837200000,0.673
1483840800000,0.739
1483844400000,0.734
1483848000000,0.7
1483851600000,0.663
1483855200000,0.651
1483858800000,0.663
1483862400000,0.673
1483866000000,0.707
1483869600000,0.727
1483873200000,0.731
1483876800000,0.741
1483880400000,0.773
1483884000000,0.791
1483887600000,0.808
1483891200000,0.794
1483894800000,0.786
1483898400000,0.786
1483902000000,0.775
1483905600000,0.786
1483909200000,0.797
1483912800000,0.829
1483916400000,0.793
1483920000000,0.779
1483923600000,0.741
1483927200000,0.731
1483930800000,0.795
1483934400000,0.857
1483938000000,0.881
1483941600000,0.882
1483945200000,0.885
1483948800000,0.87
1483952400000,0.843
1483956000000,0.829
1483959600000,0.812
1483963200000,0.815
1483966800000,0.806
1483970400000,0.772
1483974000000,0.762
1483977600000,0.777
1483981200000,0.784
1483984800000,0.785
1483988400000,0.792
1483992000000,0.816
1483995600000,0.818
1483999200000,0.8
1484002800000,0.768
1484006400000,0.778
1484010000000,0.813
1484013600000,0.833
1484017200000,0.826
1484020800000,0.81
1484024400000,0.809
1484028000000,0.826
1484031600000,0.836
1484035200000,0.851
1484038800000,0.836
1484042400000,0.809
1484046000000,0.78
1484049600000,0.762
1484053200000,0.766
1484056800000,0.794
1484060400000,0.808
1484064000000,0.825
1484067600000,0.805
1484071200000,0.785
1484074800000,0.732
1484078400000,0.643
1484082000000,0.647
1484085600000,0.618
1484089200000,0.571
1484092800000,0.678
1484096400000,0.754
1484100000000,0.725
1484103600000,0.683
1484107200000,0.656
1484110800000,0.635
1484114400000,0.596
1484118000000,0.538
1484121600000,0.481
1484125200000,0.511
1484128800000,0.535
1484132400000,0.601
1484136000000,0.645
1484139600000,0.664
1484143200000,0.658
1484146800000,0.672
1484150400000,0.697
1484154000000,0.707
1484157600000,0.71
1484161200000,0.68
1484164800000,0.663
1484168400000,0.672
1484172000000,0.657
1484175600000,0.642
1484179200000,0.646
1484182800000,0.726
1484186400000,0.734
1484190000000,0.72
1484193600000,0.692
1484197200000,0.605
1484200800000,0.526
1484204400000,0.457
1484208000000,0.397
1484211600000,0.373
1484215200000,0.391
1484218800000,0.431
1484222400000,0.437
1484226000000,0.459
1484229600000,0.482
1484233200000,0.47
1484236800000,0.488
1484240400000,0.512
1484244000000,0.476
1484247600000,0.433
1484251200000,0.423
1484254800000,0.467
1484258400000,0.454
1484262000000,0.392
1484265600000,0.402
1484269200000,0.432
1484272800000,0.45
1484276400000,0.422
1484280000000,0.417
1484283600000,0.416
1484287200000,0.432
1484290800000,0.427
1484294400000,0.432
1484298000000,0.512
1484301600000,0.544
1484305200000,0.574
1484308800000,0.589
1484312400000,0.595
1484316000000,0.606
1484319600000,0.61
1484323200000,0.626
1484326800000,0.604
1484330400000,0.605
1484334000000,0.615
1484337600000,0.612
1484341200000,0.613
1484344800000,0.619
1484348400000,0.642
1484352000000,0.566
1484355600000,0.54
1484359200000,0.586
1484362800000,0.619
1484366400000,0.626
1484370000000,0.623
1484373600000,0.61
1484377200000,0.637
1484380800000,0.662
1484384400000,0.668
1484388000000,0.61
1484391600000,0.592
1484395200000,0.603
1484398800000,0.605
1484402400000,0.602
1484406000000,0.638
1484409600000,0.704
1484413200000,0.751
1484416800000,0.765
1484420400000,0.794
1484424000000,0.795
1484427600000,0.747
1484431200000,0.703
1484434800000,0.591
1484438400000,0.436
1484442000000,0.366
1484445600000,0.312
1484449200000,0.261
1484452800000,0.309
1484456400000,0.75
1484460000000,0.851
1484463600000,0.873
1484467200000,0.865
1484470800000,0.84
1484474400000,0.78
1484478000000,0.768
1484481600000,0.73
1484485200000,0.656
1484488800000,0.568
1484492400000,0.571
1484496000000,0.603
1484499600000,0.64
1484503200000,0.73
1484506800000,0.808
1484510400000,0.866
1484514000000,0.899
1484517600000,0.922
1484521200000,0.936
1484524800000,0.938
1484528400000,0.933
1484532000000,0.942
1484535600000,0.969
1484539200000,0.982
1484542800000,0.973
1484546400000,0.953
1484550000000,0.935
1484553600000,0.924
1484557200000,0.932
1484560800000,0.934
1484564400000,0.932
1484568000000,0.939
1484571600000,0.946
1484575200000,0.95
1484578800000,0.946
1484582400000,0.942
1484586000000,0.946
1484589600000,0.945
1484593200000,0.939
1484596800000,0.933
1484600400000,0.941
1484604000000,0.949
1484607600000,0.951
1484611200000,0.956
1484614800000,0.961
1484618400000,0.963
1484622000000,0.963
1484625600000,0.959
1484629200000,0.95
1484632800000,0.938
1484636400000,0.935
1484640000000,0.927
1484643600000,0.922
1484647200000,0.918
1484650800000,0.919
1484654400000,0.918
1484658000000,0.911
1484661600000,0.906
1484665200000,0.896
1484668800000,0.856
1484672400000,0.803
1484676000000,0.788
1484679600000,0.794
1484683200000,0.813
1484686800000,0.83
1484690400000,0.829
1484694000000,0.844
1484697600000,0.898
1484701200000,0.917
1484704800000,0.917
1484708400000,0.919
1484712000000,0.915
1484715600000,0.898
1484719200000,0.872
1484722800000,0.83
1484726400000,0.777
1484730000000,0.733
1484733600000,0.688
1484737200000,0.675
1484740800000,0.678
1484744400000,0.697
1484748000000,0.748
1484751600000,0.786
1484755200000,0.777
1484758800000,0.776
1484762400000,0.769
1484766000000,0.746
1484769600000,0.71
1484773200000,0.687
1484776800000,0.66
1484780400000,0.674
1484784000000,0.763
1484787600000,0.808
1484791200000,0.792
1484794800000,0.783
1484798400000,0.754
1484802000000,0.714
1484805600000,0.665
1484809200000,0.599
1484812800000,0.532
1484816400000,0.473
1484820000000,0.458
1484823600000,0.451
1484827200000,0.448
1484830800000,0.475
1484834400000,0.456
1484838000000,0.419
1484841600000,0.422
1484845200000,0.444
1484848800000,0.444
1484852400000,0.464
1484856000000,0.476
1484859600000,0.516
1484863200000,0.535
1484866800000,0.543
1484870400000,0.658
1484874000000,0.757
1484877600000,0.774
1484881200000,0.742
1484884800000,0.702
1484888400000,0.672
1484892000000,0.639
1484895600000,0.59
1484899200000,0.562
1484902800000,0.599
1484906400000,0.615
1484910000000,0.622
1484913600000,0.613
1484917200000,0.631
1484920800000,0.636
1484924400000,0.602
1484928000000,0.606
1484931600000,0.65
1484935200000,0.702
1484938800000,0.73
1484942400000,0.719
1484946000000,0.695
1484949600000,0.666
1484953200000,0.645
1484956800000,0.689
1484960400000,0.728
1484964000000,0.762
1484967600000,0.762
1484971200000,0.748
1484974800000,0.696
1484978400000,0.606
1484982000000,0.495
1484985600000,0.42
1484989200000,0.41
1484992800000,0.36
1484996400000,0.33
1485000000000,0.297
1485003600000,0.297
1485007200000,0.303
1485010800000,0.3
