,Py2
1483228800000,0.862
1483232400000,0.886
1483236000000,0.89
1483239600000,0.893
1483243200000,0.9
1483246800000,0.902
1483250400000,0.893
1483254000000,0.858
1483257600000,0.791
1483261200000,0.771
1483264800000,0.745
1483268400000,0.721
1483272000000,0.705
1483275600000,0.676
1483279200000,0.675
1483282800000,0.702
1483286400000,0.712
1483290000000,0.71
1483293600000,0.697
1483297200000,0.694
1483300800000,0.684
1483304400000,0.658
1483308000000,0.611
1483311600000,0.599
1483315200000,0.712
1483318800000,0.779
1483322400000,0.804
1483326000000,0.812
1483329600000,0.798
1483333200000,0.762
1483336800000,0.722
1483340400000,0.663
1483344000000,0.55
1483347600000,0.574
1483351200000,0.651
1483354800000,0.71
1483358400000,0.692
1483362000000,0.663
1483365600000,0.652
1483369200000,0.663
1483372800000,0.679
1483376400000,0.688
1483380000000,0.683
1483383600000,0.654
1483387200000,0.63
1483390800000,0.586
1483394400000,0.55
1483398000000,0.536
1483401600000,0.657
1483405200000,0.706
1483408800000,0.724
1483412400000,0.729
1483416000000,0.722
1483419600000,0.666
1483423200000,0.574
1483426800000,0.471
1483430400000,0.328
1483434000000,0.291
1483437600000,0.333
1483441200000,0.374
1483444800000,0.401
1483448400000,0.411
1483452000000,0.41
1483455600000,0.414
1483459200000,0.419
1483462800000,0.426
1483466400000,0.435
1483470000000,0.419
1483473600000,0.37
1483477200000,0.325
1483480800000,0.282
1483484400000,0.273
1483488000000,0.37
1483491600000,0.401
1483495200000,0.423
1483498800000,0.436
1483502400000,0.444
1483506000000,0.43
1483509600000,0.4
1483513200000,0.343
1483516800000,0.231
1483520400000,0.162
1483524000000,0.136
1483527600000,0.131
1483531200000,0.152
1483534800000,0.176
1483538400000,0.186
1483542000000,0.204
1483545600000,0.213
1483549200000,0.242
1483552800000,0.279
1483556400000,0.323
1483560000000,0.354
1483563600000,0.432
1483567200000,0.411
1483570800000,0.347
1483574400000,0.339
1483578000000,0.394
1483581600000,0.392
1483585200000,0.41
1483588800000,0.513
1483592400000,0.631
1483596000000,0.689
1483599600000,0.654
1483603200000,0.559
1483606800000,0.519
1483610400000,0.522
1483614000000,0.522
1483617600000,0.544
1483621200000,0.552
1483624800000,0.552
1483628400000,0.571
1483632000000,0.603
1483635600000,0.606
1483639200000,0.605
1483642800000,0.625
1483646400000,0.642
1483650000000,0.643
1483653600000,0.619
1483657200000,0.618
1483660800000,0.693
1483664400000,0.701
1483668000000,0.697
1483671600000,0.667
1483675200000,0.623
1483678800000,0.562
1483682400000,0.494
1483686000000,0.388
1483689600000,0.26
1483693200000,0.244
1483696800000,0.268
1483700400000,0.313
1483704000000,0.371
