,B1
1483228800000,0.768
1483232400000,0.816
1483236000000,0.839
1483239600000,0.854
1483243200000,0.862
1483246800000,0.861
1483250400000,0.866
1483254000000,0.844
1483257600000,0.795
1483261200000,0.71
1483264800000,0.606
1483268400000,0.517
1483272000000,0.494
1483275600000,0.47
1483279200000,0.437
1483282800000,0.447
1483286400000,0.465
1483290000000,0.481
1483293600000,0.494
1483297200000,0.498
1483300800000,0.503
1483304400000,0.461
1483308000000,0.429
1483311600000,0.415
1483315200000,0.508
1483318800000,0.618
1483322400000,0.655
1483326000000,0.642
1483329600000,0.623
1483333200000,0.629
1483336800000,0.654
1483340400000,0.644
1483344000000,0.596
1483347600000,0.507
1483351200000,0.447
1483354800000,0.43
1483358400000,0.432
1483362000000,0.449
1483365600000,0.484
1483369200000,0.55
1483372800000,0.606
1483376400000,0.583
1483380000000,0.492
1483383600000,0.379
1483387200000,0.252
1483390800000,0.16
1483394400000,0.102
1483398000000,0.092
1483401600000,0.147
1483405200000,0.27
1483408800000,0.408
1483412400000,0.439
1483416000000,0.426
1483419600000,0.407
1483423200000,0.388
1483426800000,0.381
1483430400000,0.364
1483434000000,0.376
1483437600000,0.391
1483441200000,0.396
1483444800000,0.395
1483448400000,0.379
1483452000000,0.391
1483455600000,0.402
1483459200000,0.407
1483462800000,0.398
1483466400000,0.368
1483470000000,0.341
1483473600000,0.337
1483477200000,0.342
1483480800000,0.358
1483484400000,0.374
1483488000000,0.463
1483491600000,0.535
1483495200000,0.579
1483498800000,0.608
1483502400000,0.623
1483506000000,0.618
1483509600000,0.61
1483513200000,0.583
1483516800000,0.525
1483520400000,0.467
1483524000000,0.414
1483527600000,0.368
1483531200000,0.336
1483534800000,0.272
1483538400000,0.203
1483542000000,0.137
1483545600000,0.163
1483549200000,0.272
1483552800000,0.349
1483556400000,0.402
1483560000000,0.422
1483563600000,0.43
1483567200000,0.42
1483570800000,0.385
1483574400000,0.407
1483578000000,0.502
1483581600000,0.553
1483585200000,0.51
1483588800000,0.425
1483592400000,0.376
1483596000000,0.371
1483599600000,0.407
1483603200000,0.45
1483606800000,0.475
1483610400000,0.481
1483614000000,0.487
1483617600000,0.486
1483621200000,0.457
1483624800000,0.425
1483628400000,0.449
1483632000000,0.476
1483635600000,0.503
1483639200000,0.535
1483642800000,0.556
1483646400000,0.547
1483650000000,0.526
1483653600000,0.495
1483657200000,0.488
1483660800000,0.538
1483664400000,0.504
1483668000000,0.442
1483671600000,0.397
1483675200000,0.371
