,N2
1420070400000,0.353
1420074000000,0.509
1420077600000,0.603
1420081200000,0.638
1420084800000,0.626
1420088400000,0.566
1420092000000,0.456
1420095600000,0.305
1420099200000,0.122
1420102800000,0.0
1420106400000,0.0
1420110000000,0.0
1420113600000,0.0
1420117200000,0.0
1420120800000,0.0
1420124400000,0.0
1420128000000,0.0
1420131600000,0.0
1420135200000,0.0
1420138800000,0.0
1420142400000,0.0
1420146000000,0.0
1420149600000,0.036
1420153200000,0.213
1420156800000,0.406
1420160400000,0.515
1420164000000,0.587
1420167600000,0.608
1420171200000,0.594
1420174800000,0.552
1420178400000,0.459
1420182000000,0.287
1420185600000,0.124
1420189200000,0.0
1420192800000,0.0
1420196400000,0.0
1420200000000,0.0
1420203600000,0.0
1420207200000,0.0
1420210800000,0.0
1420214400000,0.0
1420218000000,0.0
1420221600000,0.0
1420225200000,0.0
1420228800000,0.0
1420232400000,0.0
1420236000000,0.03
1420239600000,0.196
1420243200000,0.352
1420246800000,0.466
1420250400000,0.557
1420254000000,0.575
1420257600000,0.569
1420261200000,0.484
1420264800000,0.387
1420268400000,0.209
1420272000000,0.074
1420275600000,0.0
1420279200000,0.0
1420282800000,0.0
1420286400000,0.0
1420290000000,0.0
1420293600000,0.0
1420297200000,0.0
1420300800000,0.0
1420304400000,0.0
1420308000000,0.0
1420311600000,0.0
1420315200000,0.0
1420318800000,0.0
1420322400000,0.042
1420326000000,0.232
1420329600000,0.437
1420333200000,0.585
1420336800000,0.67
1420340400000,0.708
1420344000000,0.699
1420347600000,0.642
1420351200000,0.534
1420354800000,0.375
1420358400000,0.161
1420362000000,0.002
1420365600000,0.0
1420369200000,0.0
1420372800000,0.0
1420376400000,0.0
1420380000000,0.0
1420383600000,0.0
1420387200000,0.0
1420390800000,0.0
1420394400000,0.0
1420398000000,0.0
1420401600000,0.0
1420405200000,0.0
1420408800000,0.037
1420412400000,0.195
1420416000000,0.361
1420419600000,0.488
1420423200000,0.6
1420426800000,0.651
1420430400000,0.655
1420434000000,0.607
1420437600000,0.497
1420441200000,0.316
1420444800000,0.112
1420448400000,0.0
1420452000000,0.0
1420455600000,0.0
1420459200000,0.0
1420462800000,0.0
1420466400000,0.0
1420470000000,0.0
1420473600000,0.0
1420477200000,0.0
1420480800000,0.0
1420484400000,0.0
1420488000000,0.0
1420491600000,0.0
1420495200000,0.016
1420498800000,0.129
1420502400000,0.296
1420506000000,0.459
1420509600000,0.591
1420513200000,0.636
1420516800000,0.614
1420520400000,0.549
1420524000000,0.43
1420527600000,0.284
1420531200000,0.123
1420534800000,0.0
1420538400000,0.0
1420542000000,0.0
1420545600000,0.0
1420549200000,0.0
1420552800000,0.0
1420556400000,0.0
1420560000000,0.0
1420563600000,0.0
1420567200000,0.0
1420570800000,0.0
1420574400000,0.0
1420578000000,0.0
1420581600000,0.04
1420585200000,0.222
1420588800000,0.453
1420592400000,0.593
1420596000000,0.68
1420599600000,0.718
1420603200000,0.696
1420606800000,0.626
1420610400000,0.495
1420614000000,0.317
1420617600000,0.11
1420621200000,0.0
1420624800000,0.0
1420628400000,0.0
1420632000000,0.0
1420635600000,0.0
1420639200000,0.0
1420642800000,0.0
1420646400000,0.0
1420650000000,0.0
1420653600000,0.0
1420657200000,0.0
1420660800000,0.0
1420664400000,0.0
1420668000000,0.037
