,N2
1041379200000,0.793
1041382800000,0.831
1041386400000,0.82
1041390000000,0.793
1041393600000,0.752
1041397200000,0.691
1041400800000,0.633
1041404400000,0.556
1041408000000,0.41
1041411600000,0.359
1041415200000,0.413
1041418800000,0.476
1041422400000,0.532
1041426000000,0.58
1041429600000,0.574
1041433200000,0.539
1041436800000,0.561
1041440400000,0.546
1041444000000,0.556
1041447600000,0.56
1041451200000,0.599
1041454800000,0.617
1041458400000,0.619
1041462000000,0.644
1041465600000,0.794
1041469200000,0.85
1041472800000,0.854
1041476400000,0.828
1041480000000,0.79
1041483600000,0.776
1041487200000,0.778
1041490800000,0.746
1041494400000,0.668
1041498000000,0.674
1041501600000,0.692
1041505200000,0.702
1041508800000,0.709
1041512400000,0.694
1041516000000,0.663
1041519600000,0.641
1041523200000,0.618
1041526800000,0.599
1041530400000,0.598
1041534000000,0.607
1041537600000,0.625
1041541200000,0.644
1041544800000,0.648
1041548400000,0.695
1041552000000,0.817
1041555600000,0.87
1041559200000,0.882
1041562800000,0.862
1041566400000,0.819
1041570000000,0.763
1041573600000,0.704
1041577200000,0.63
1041580800000,0.459
1041584400000,0.328
1041588000000,0.319
1041591600000,0.337
1041595200000,0.371
1041598800000,0.457
1041602400000,0.49
1041606000000,0.497
1041609600000,0.5
1041613200000,0.517
1041616800000,0.54
1041620400000,0.555
1041624000000,0.568
1041627600000,0.615
1041631200000,0.664
1041634800000,0.723
1041638400000,0.832
1041642000000,0.879
1041645600000,0.896
1041649200000,0.902
1041652800000,0.899
1041656400000,0.894
1041660000000,0.886
1041663600000,0.862
1041667200000,0.778
1041670800000,0.715
1041674400000,0.74
1041678000000,0.767
1041681600000,0.771
1041685200000,0.783
1041688800000,0.806
1041692400000,0.814
1041696000000,0.778
1041699600000,0.737
1041703200000,0.715
1041706800000,0.711
1041710400000,0.718
1041714000000,0.721
1041717600000,0.712
1041721200000,0.755
1041724800000,0.837
1041728400000,0.856
1041732000000,0.861
1041735600000,0.84
1041739200000,0.799
1041742800000,0.746
1041746400000,0.682
1041750000000,0.595
1041753600000,0.398
1041757200000,0.311
1041760800000,0.388
1041764400000,0.435
1041768000000,0.488
1041771600000,0.539
1041775200000,0.578
1041778800000,0.601
1041782400000,0.631
1041786000000,0.675
1041789600000,0.711
1041793200000,0.725
1041796800000,0.724
1041800400000,0.703
1041804000000,0.675
1041807600000,0.713
1041811200000,0.852
1041814800000,0.902
1041818400000,0.912
1041822000000,0.908
1041825600000,0.898
1041829200000,0.884
1041832800000,0.865
1041836400000,0.806
1041840000000,0.646
1041843600000,0.566
1041847200000,0.574
1041850800000,0.606
1041854400000,0.644
1041858000000,0.647
1041861600000,0.632
1041865200000,0.615
1041868800000,0.581
1041872400000,0.558
1041876000000,0.545
1041879600000,0.525
1041883200000,0.488
1041886800000,0.448
1041890400000,0.438
1041894000000,0.413
1041897600000,0.439
1041901200000,0.534
1041904800000,0.574
1041908400000,0.546
1041912000000,0.476
1041915600000,0.41
1041919200000,0.352
1041922800000,0.271
1041926400000,0.178
1041930000000,0.164
1041933600000,0.219
1041937200000,0.246
1041940800000,0.282
1041944400000,0.347
1041948000000,0.394
1041951600000,0.401
1041955200000,0.364
1041958800000,0.329
1041962400000,0.323
1041966000000,0.334
1041969600000,0.32
1041973200000,0.333
1041976800000,0.321
1041980400000,0.3
1041984000000,0.417
1041987600000,0.491
1041991200000,0.492
1041994800000,0.449
1041998400000,0.395
1042002000000,0.358
