,S1
1041379200000,0.571
1041382800000,0.663
1041386400000,0.677
1041390000000,0.623
1041393600000,0.55
1041397200000,0.488
1041400800000,0.46
1041404400000,0.421
1041408000000,0.415
1041411600000,0.462
1041415200000,0.501
1041418800000,0.532
1041422400000,0.565
1041426000000,0.601
1041429600000,0.623
1041433200000,0.666
1041436800000,0.72
1041440400000,0.759
1041444000000,0.786
1041447600000,0.797
1041451200000,0.809
1041454800000,0.821
1041458400000,0.833
1041462000000,0.846
1041465600000,0.91
1041469200000,0.941
1041472800000,0.951
1041476400000,0.951
1041480000000,0.944
1041483600000,0.932
1041487200000,0.911
1041490800000,0.893
1041494400000,0.867
1041498000000,0.847
1041501600000,0.846
1041505200000,0.828
1041508800000,0.823
1041512400000,0.813
1041516000000,0.817
1041519600000,0.797
1041523200000,0.77
1041526800000,0.75
1041530400000,0.724
1041534000000,0.692
1041537600000,0.674
1041541200000,0.697
1041544800000,0.731
1041548400000,0.753
1041552000000,0.786
1041555600000,0.833
1041559200000,0.84
1041562800000,0.802
1041566400000,0.737
1041570000000,0.666
1041573600000,0.593
1041577200000,0.51
1041580800000,0.499
1041584400000,0.56
1041588000000,0.596
1041591600000,0.62
1041595200000,0.65
1041598800000,0.69
1041602400000,0.698
1041606000000,0.708
1041609600000,0.72
1041613200000,0.737
1041616800000,0.762
1041620400000,0.774
1041624000000,0.786
1041627600000,0.822
1041631200000,0.809
1041634800000,0.817
1041638400000,0.879
1041642000000,0.93
1041645600000,0.949
1041649200000,0.957
1041652800000,0.959
1041656400000,0.956
1041660000000,0.944
1041663600000,0.933
1041667200000,0.931
1041670800000,0.926
1041674400000,0.905
1041678000000,0.868
1041681600000,0.841
1041685200000,0.817
1041688800000,0.795
1041692400000,0.77
1041696000000,0.749
1041699600000,0.731
1041703200000,0.702
1041706800000,0.689
1041710400000,0.678
1041714000000,0.625
1041717600000,0.539
1041721200000,0.476
1041724800000,0.575
1041728400000,0.75
1041732000000,0.845
1041735600000,0.878
1041739200000,0.888
1041742800000,0.879
1041746400000,0.873
1041750000000,0.865
1041753600000,0.847
1041757200000,0.874
1041760800000,0.91
1041764400000,0.935
1041768000000,0.947
1041771600000,0.95
1041775200000,0.95
1041778800000,0.949
1041782400000,0.945
1041786000000,0.94
1041789600000,0.933
1041793200000,0.933
1041796800000,0.939
1041800400000,0.942
1041804000000,0.945
1041807600000,0.943
1041811200000,0.953
1041814800000,0.968
1041818400000,0.977
1041822000000,0.969
1041825600000,0.958
1041829200000,0.946
1041832800000,0.926
1041836400000,0.899
1041840000000,0.866
1041843600000,0.862
1041847200000,0.863
1041850800000,0.858
1041854400000,0.821
1041858000000,0.792
1041861600000,0.774
1041865200000,0.765
1041868800000,0.755
1041872400000,0.744
1041876000000,0.734
1041879600000,0.722
1041883200000,0.71
1041886800000,0.71
1041890400000,0.699
1041894000000,0.659
1041897600000,0.7
1041901200000,0.762
1041904800000,0.779
1041908400000,0.742
1041912000000,0.673
1041915600000,0.594
1041919200000,0.502
1041922800000,0.427
1041926400000,0.352
1041930000000,0.337
1041933600000,0.341
1041937200000,0.345
1041940800000,0.358
1041944400000,0.378
1041948000000,0.398
1041951600000,0.4
1041955200000,0.368
1041958800000,0.328
1041962400000,0.31
1041966000000,0.325
1041969600000,0.343
1041973200000,0.362
1041976800000,0.356
1041980400000,0.295
1041984000000,0.36
1041987600000,0.411
1041991200000,0.398
1041994800000,0.364
1041998400000,0.327
1042002000000,0.311
1042005600000,0.281
1042009200000,0.27
1042012800000,0.267
1042016400000,0.304
1042020000000,0.323
1042023600000,0.359
1042027200000,0.402
1042030800000,0.443
1042034400000,0.485
1042038000000,0.516
1042041600000,0.532
1042045200000,0.544
1042048800000,0.55
1042052400000,0.574
1042056000000,0.601
1042059600000,0.621
1042063200000,0.64
1042066800000,0.679
1042070400000,0.774
1042074000000,0.835
1042077600000,0.834
1042081200000,0.815
1042084800000,0.777
1042088400000,0.708
1042092000000,0.642
1042095600000,0.568
1042099200000,0.47
1042102800000,0.457
1042106400000,0.484
1042110000000,0.485
1042113600000,0.494
1042117200000,0.488
1042120800000,0.494
1042124400000,0.51
1042128000000,0.533
1042131600000,0.555
1042135200000,0.578
1042138800000,0.591
1042142400000,0.596
1042146000000,0.597
1042149600000,0.574
1042153200000,0.484
1042156800000,0.547
1042160400000,0.603
1042164000000,0.599
1042167600000,0.549
1042171200000,0.485
1042174800000,0.438
1042178400000,0.399
1042182000000,0.312
1042185600000,0.251
1042189200000,0.249
1042192800000,0.262
1042196400000,0.259
1042200000000,0.25
1042203600000,0.233
1042207200000,0.237
1042210800000,0.236
1042214400000,0.224
1042218000000,0.201
1042221600000,0.189
1042225200000,0.2
1042228800000,0.219
1042232400000,0.224
1042236000000,0.193
1042239600000,0.142
1042243200000,0.162
1042246800000,0.155
1042250400000,0.139
1042254000000,0.136
1042257600000,0.145
1042261200000,0.159
1042264800000,0.177
1042268400000,0.175
1042272000000,0.179
1042275600000,0.204
1042279200000,0.221
1042282800000,0.234
1042286400000,0.244
1042290000000,0.246
1042293600000,0.233
1042297200000,0.231
1042300800000,0.231
1042304400000,0.235
1042308000000,0.256
1042311600000,0.293
1042315200000,0.333
1042318800000,0.375
1042322400000,0.382
1042326000000,0.355
1042329600000,0.438
1042333200000,0.496
1042336800000,0.491
1042340400000,0.484
1042344000000,0.479
1042347600000,0.47
1042351200000,0.466
1042354800000,0.444
1042358400000,0.393
1042362000000,0.379
1042365600000,0.386
1042369200000,0.4
1042372800000,0.407
1042376400000,0.395
1042380000000,0.375
1042383600000,0.348
1042387200000,0.328
1042390800000,0.332
1042394400000,0.364
1042398000000,0.395
1042401600000,0.427
1042405200000,0.442
1042408800000,0.431
1042412400000,0.359
1042416000000,0.47
1042419600000,0.539
1042423200000,0.541
1042426800000,0.535
1042430400000,0.527
1042434000000,0.516
1042437600000,0.501
1042441200000,0.467
1042444800000,0.422
1042448400000,0.425
1042452000000,0.447
1042455600000,0.459
1042459200000,0.492
1042462800000,0.501
1042466400000,0.516
1042470000000,0.498
1042473600000,0.454
1042477200000,0.41
1042480800000,0.379
1042484400000,0.4
1042488000000,0.438
1042491600000,0.468
1042495200000,0.516
1042498800000,0.535
1042502400000,0.607
1042506000000,0.75
1042509600000,0.794
1042513200000,0.804
1042516800000,0.801
1042520400000,0.783
1042524000000,0.754
1042527600000,0.698
1042531200000,0.633
1042534800000,0.599
1042538400000,0.63
1042542000000,0.657
1042545600000,0.644
1042549200000,0.661
1042552800000,0.658
