,V2
1293840000000,0.532
1293843600000,0.457
1293847200000,0.442
1293850800000,0.461
1293854400000,0.397
1293858000000,0.334
1293861600000,0.308
1293865200000,0.321
1293868800000,0.4
1293872400000,0.544
1293876000000,0.634
1293879600000,0.697
1293883200000,0.752
1293886800000,0.778
1293890400000,0.788
1293894000000,0.803
1293897600000,0.842
1293901200000,0.875
1293904800000,0.891
1293908400000,0.911
1293912000000,0.924
1293915600000,0.908
1293919200000,0.878
1293922800000,0.862
1293926400000,0.881
1293930000000,0.91
1293933600000,0.913
1293937200000,0.901
1293940800000,0.862
1293944400000,0.806
1293948000000,0.778
1293951600000,0.8
1293955200000,0.829
1293958800000,0.856
1293962400000,0.874
1293966000000,0.88
1293969600000,0.897
1293973200000,0.917
1293976800000,0.921
1293980400000,0.916
1293984000000,0.903
1293987600000,0.893
1293991200000,0.888
1293994800000,0.893
1293998400000,0.898
1294002000000,0.897
1294005600000,0.897
1294009200000,0.904
1294012800000,0.913
1294016400000,0.92
1294020000000,0.913
1294023600000,0.902
1294027200000,0.895
1294030800000,0.889
1294034400000,0.871
1294038000000,0.85
1294041600000,0.857
1294045200000,0.88
1294048800000,0.902
1294052400000,0.905
1294056000000,0.901
1294059600000,0.905
1294063200000,0.907
1294066800000,0.901
1294070400000,0.887
1294074000000,0.879
1294077600000,0.886
1294081200000,0.905
1294084800000,0.906
1294088400000,0.888
1294092000000,0.881
1294095600000,0.89
1294099200000,0.9
1294102800000,0.905
1294106400000,0.902
1294110000000,0.889
1294113600000,0.861
1294117200000,0.822
1294120800000,0.796
1294124400000,0.785
1294128000000,0.777
1294131600000,0.775
1294135200000,0.777
1294138800000,0.783
1294142400000,0.801
1294146000000,0.827
1294149600000,0.844
1294153200000,0.856
1294156800000,0.859
1294160400000,0.857
1294164000000,0.867
1294167600000,0.883
1294171200000,0.892
1294174800000,0.877
1294178400000,0.861
1294182000000,0.866
1294185600000,0.868
1294189200000,0.874
1294192800000,0.87
1294196400000,0.854
1294200000000,0.83
1294203600000,0.794
1294207200000,0.751
1294210800000,0.72
1294214400000,0.709
1294218000000,0.722
1294221600000,0.725
1294225200000,0.728
1294228800000,0.711
1294232400000,0.694
1294236000000,0.695
1294239600000,0.748
1294243200000,0.77
1294246800000,0.716
1294250400000,0.642
1294254000000,0.603
1294257600000,0.63
1294261200000,0.637
1294264800000,0.613
1294268400000,0.544
1294272000000,0.439
1294275600000,0.308
1294279200000,0.223
1294282800000,0.249
1294286400000,0.316
1294290000000,0.289
1294293600000,0.231
1294297200000,0.209
1294300800000,0.222
1294304400000,0.274
1294308000000,0.341
1294311600000,0.389
1294315200000,0.422
1294318800000,0.494
1294322400000,0.595
1294326000000,0.644
1294329600000,0.618
1294333200000,0.554
1294336800000,0.472
1294340400000,0.442
1294344000000,0.484
1294347600000,0.544
1294351200000,0.559
1294354800000,0.507
1294358400000,0.454
1294362000000,0.467
1294365600000,0.531
1294369200000,0.538
1294372800000,0.522
1294376400000,0.544
1294380000000,0.592
1294383600000,0.64
1294387200000,0.663
1294390800000,0.666
1294394400000,0.682
1294398000000,0.69
1294401600000,0.663
1294405200000,0.655
1294408800000,0.661
1294412400000,0.663
1294416000000,0.657
1294419600000,0.656
1294423200000,0.663
1294426800000,0.675
1294430400000,0.688
1294434000000,0.734
1294437600000,0.791
1294441200000,0.814
1294444800000,0.802
1294448400000,0.786
1294452000000,0.772
1294455600000,0.755
1294459200000,0.708
1294462800000,0.633
1294466400000,0.552
1294470000000,0.48
1294473600000,0.465
1294477200000,0.512
1294480800000,0.574
1294484400000,0.594
1294488000000,0.591
1294491600000,0.603
1294495200000,0.629
1294498800000,0.642
1294502400000,0.646
1294506000000,0.63
1294509600000,0.61
1294513200000,0.59
1294516800000,0.556
1294520400000,0.523
1294524000000,0.487
1294527600000,0.466
1294531200000,0.491
1294534800000,0.51
1294538400000,0.493
1294542000000,0.435
1294545600000,0.369
1294549200000,0.296
1294552800000,0.251
1294556400000,0.225
1294560000000,0.22
1294563600000,0.259
1294567200000,0.341
1294570800000,0.396
1294574400000,0.407
1294578000000,0.404
1294581600000,0.386
1294585200000,0.376
1294588800000,0.386
1294592400000,0.424
1294596000000,0.466
1294599600000,0.499
1294603200000,0.524
1294606800000,0.527
1294610400000,0.523
1294614000000,0.52
1294617600000,0.532
1294621200000,0.539
1294624800000,0.525
1294628400000,0.523
1294632000000,0.515
1294635600000,0.488
1294639200000,0.458
1294642800000,0.425
1294646400000,0.41
1294650000000,0.435
1294653600000,0.483
1294657200000,0.55
1294660800000,0.628
1294664400000,0.7
1294668000000,0.746
1294671600000,0.772
1294675200000,0.788
1294678800000,0.8
1294682400000,0.808
1294686000000,0.823
1294689600000,0.844
1294693200000,0.849
1294696800000,0.847
1294700400000,0.841
1294704000000,0.824
1294707600000,0.786
1294711200000,0.714
1294714800000,0.639
1294718400000,0.556
1294722000000,0.464
1294725600000,0.394
1294729200000,0.371
1294732800000,0.419
1294736400000,0.558
1294740000000,0.672
1294743600000,0.693
1294747200000,0.653
1294750800000,0.599
1294754400000,0.558
1294758000000,0.512
1294761600000,0.496
1294765200000,0.506
1294768800000,0.507
1294772400000,0.505
1294776000000,0.512
1294779600000,0.502
1294783200000,0.466
1294786800000,0.403
1294790400000,0.358
1294794000000,0.337
1294797600000,0.313
1294801200000,0.273
1294804800000,0.241
1294808400000,0.231
1294812000000,0.235
1294815600000,0.249
1294819200000,0.254
1294822800000,0.277
1294826400000,0.325
1294830000000,0.352
1294833600000,0.344
1294837200000,0.275
1294840800000,0.162
1294844400000,0.084
1294848000000,0.101
1294851600000,0.177
1294855200000,0.179
1294858800000,0.157
1294862400000,0.168
1294866000000,0.206
1294869600000,0.274
1294873200000,0.323
1294876800000,0.328
1294880400000,0.284
1294884000000,0.219
1294887600000,0.148
1294891200000,0.1
1294894800000,0.073
1294898400000,0.063
1294902000000,0.077
1294905600000,0.086
1294909200000,0.085
1294912800000,0.068
1294916400000,0.045
1294920000000,0.031
1294923600000,0.033
1294927200000,0.042
1294930800000,0.06
1294934400000,0.083
1294938000000,0.087
1294941600000,0.059
1294945200000,0.015
1294948800000,0.0
1294952400000,0.0
1294956000000,0.0
1294959600000,0.0
1294963200000,0.0
1294966800000,0.0
1294970400000,0.0
1294974000000,0.0
1294977600000,0.0
1294981200000,0.006
1294984800000,0.016
1294988400000,0.028
1294992000000,0.041
1294995600000,0.041
1294999200000,0.033
1295002800000,0.03
1295006400000,0.034
1295010000000,0.046
1295013600000,0.064
1295017200000,0.091
1295020800000,0.118
1295024400000,0.13
1295028000000,0.123
1295031600000,0.101
1295035200000,0.077
1295038800000,0.051
1295042400000,0.027
1295046000000,0.012
1295049600000,0.005
1295053200000,0.004
1295056800000,0.005
1295060400000,0.017
1295064000000,0.051
1295067600000,0.082
1295071200000,0.085
1295074800000,0.092
1295078400000,0.112
1295082000000,0.129
1295085600000,0.119
1295089200000,0.105
1295092800000,0.099
1295096400000,0.09
1295100000000,0.08
1295103600000,0.068
1295107200000,0.06
1295110800000,0.055
1295114400000,0.063
1295118000000,0.081
1295121600000,0.093
1295125200000,0.091
1295128800000,0.087
1295132400000,0.11
1295136000000,0.192
1295139600000,0.305
1295143200000,0.403
1295146800000,0.479
1295150400000,0.544
1295154000000,0.595
1295157600000,0.647
1295161200000,0.696
1295164800000,0.751
1295168400000,0.801
1295172000000,0.834
1295175600000,0.868
1295179200000,0.89
1295182800000,0.898
1295186400000,0.898
1295190000000,0.897
1295193600000,0.896
1295197200000,0.895
1295200800000,0.902
1295204400000,0.912
1295208000000,0.919
1295211600000,0.925
1295215200000,0.93
1295218800000,0.938
1295222400000,0.95
1295226000000,0.959
1295229600000,0.959
1295233200000,0.952
1295236800000,0.94
1295240400000,0.917
1295244000000,0.89
1295247600000,0.879
1295251200000,0.89
1295254800000,0.906
1295258400000,0.914
1295262000000,0.925
1295265600000,0.929
1295269200000,0.926
1295272800000,0.919
1295276400000,0.915
1295280000000,0.912
1295283600000,0.91
1295287200000,0.911
1295290800000,0.907
1295294400000,0.891
1295298000000,0.867
1295301600000,0.857
1295305200000,0.862
1295308800000,0.853
1295312400000,0.811
1295316000000,0.744
1295319600000,0.675
1295323200000,0.601
1295326800000,0.519
1295330400000,0.48
1295334000000,0.461
1295337600000,0.444
1295341200000,0.407
1295344800000,0.332
1295348400000,0.234
1295352000000,0.155
1295355600000,0.094
1295359200000,0.058
1295362800000,0.049
1295366400000,0.071
1295370000000,0.106
1295373600000,0.144
1295377200000,0.183
1295380800000,0.217
1295384400000,0.211
1295388000000,0.181
1295391600000,0.145
1295395200000,0.105
1295398800000,0.062
1295402400000,0.033
1295406000000,0.021
1295409600000,0.016
1295413200000,0.012
1295416800000,0.01
1295420400000,0.007
1295424000000,0.006
1295427600000,0.005
1295431200000,0.006
1295434800000,0.008
1295438400000,0.008
1295442000000,0.009
1295445600000,0.011
1295449200000,0.011
1295452800000,0.01
1295456400000,0.009
1295460000000,0.011
1295463600000,0.015
1295467200000,0.025
1295470800000,0.032
1295474400000,0.03
1295478000000,0.024
1295481600000,0.029
1295485200000,0.037
1295488800000,0.042
1295492400000,0.037
1295496000000,0.026
1295499600000,0.016
1295503200000,0.009
1295506800000,0.004
1295510400000,0.003
1295514000000,0.005
1295517600000,0.017
1295521200000,0.041
1295524800000,0.074
1295528400000,0.102
1295532000000,0.119
1295535600000,0.139
1295539200000,0.178
1295542800000,0.217
1295546400000,0.236
1295550000000,0.24
1295553600000,0.238
1295557200000,0.227
1295560800000,0.211
