,L1
852076800000,0.201
852080400000,0.187
852084000000,0.117
852087600000,0.068
852091200000,0.058
852094800000,0.075
852098400000,0.115
852102000000,0.175
852105600000,0.252
852109200000,0.375
852112800000,0.452
852116400000,0.464
852120000000,0.467
852123600000,0.46
852127200000,0.454
852130800000,0.485
852134400000,0.498
852138000000,0.496
852141600000,0.501
852145200000,0.527
852148800000,0.566
852152400000,0.598
852156000000,0.625
852159600000,0.62
852163200000,0.682
852166800000,0.757
852170400000,0.777
852174000000,0.789
852177600000,0.821
852181200000,0.84
852184800000,0.857
852188400000,0.863
852192000000,0.857
852195600000,0.849
852199200000,0.85
852202800000,0.861
852206400000,0.87
852210000000,0.867
852213600000,0.863
852217200000,0.832
852220800000,0.785
852224400000,0.732
852228000000,0.672
852231600000,0.622
852235200000,0.585
852238800000,0.591
852242400000,0.627
852246000000,0.599
852249600000,0.649
852253200000,0.751
852256800000,0.762
852260400000,0.744
852264000000,0.755
852267600000,0.781
852271200000,0.81
852274800000,0.826
852278400000,0.814
852282000000,0.788
852285600000,0.768
852289200000,0.746
852292800000,0.719
852296400000,0.693
852300000000,0.657
852303600000,0.608
852307200000,0.565
852310800000,0.512
852314400000,0.46
852318000000,0.422
852321600000,0.379
852325200000,0.345
852328800000,0.324
852332400000,0.239
852336000000,0.195
852339600000,0.182
852343200000,0.132
852346800000,0.072
852350400000,0.035
852354000000,0.021
852357600000,0.02
852361200000,0.022
852364800000,0.025
852368400000,0.031
852372000000,0.032
852375600000,0.034
852379200000,0.037
852382800000,0.041
852386400000,0.044
852390000000,0.047
852393600000,0.047
852397200000,0.045
852400800000,0.042
852404400000,0.04
852408000000,0.036
852411600000,0.028
852415200000,0.023
852418800000,0.031
852422400000,0.058
852426000000,0.076
852429600000,0.096
852433200000,0.117
852436800000,0.162
852440400000,0.248
852444000000,0.348
852447600000,0.43
852451200000,0.449
852454800000,0.498
852458400000,0.552
852462000000,0.583
852465600000,0.592
852469200000,0.618
852472800000,0.724
852476400000,0.819
852480000000,0.866
852483600000,0.886
852487200000,0.893
852490800000,0.891
852494400000,0.89
852498000000,0.886
852501600000,0.885
852505200000,0.893
852508800000,0.925
852512400000,0.947
852516000000,0.952
852519600000,0.959
852523200000,0.964
852526800000,0.964
852530400000,0.958
852534000000,0.955
852537600000,0.939
852541200000,0.931
852544800000,0.932
852548400000,0.935
852552000000,0.938
852555600000,0.936
852559200000,0.926
852562800000,0.908
852566400000,0.891
852570000000,0.887
852573600000,0.877
852577200000,0.873
852580800000,0.87
852584400000,0.869
852588000000,0.86
852591600000,0.836
852595200000,0.858
852598800000,0.865
852602400000,0.844
852606000000,0.833
852609600000,0.836
852613200000,0.847
852616800000,0.846
852620400000,0.838
852624000000,0.823
852627600000,0.815
852631200000,0.831
852634800000,0.836
852638400000,0.826
852642000000,0.821
852645600000,0.829
852649200000,0.823
852652800000,0.809
852656400000,0.783
852660000000,0.768
852663600000,0.754
852667200000,0.741
852670800000,0.763
852674400000,0.791
852678000000,0.818
852681600000,0.882
852685200000,0.943
852688800000,0.963
852692400000,0.966
852696000000,0.967
852699600000,0.968
852703200000,0.969
852706800000,0.97
852710400000,0.965
852714000000,0.968
852717600000,0.978
852721200000,0.981
852724800000,0.979
852728400000,0.975
852732000000,0.97
852735600000,0.965
852739200000,0.957
852742800000,0.94
852746400000,0.925
852750000000,0.913
852753600000,0.899
852757200000,0.885
852760800000,0.879
852764400000,0.881
852768000000,0.896
852771600000,0.895
852775200000,0.871
852778800000,0.821
852782400000,0.765
852786000000,0.72
852789600000,0.695
852793200000,0.663
852796800000,0.619
852800400000,0.635
852804000000,0.672
852807600000,0.688
852811200000,0.706
852814800000,0.704
852818400000,0.699
852822000000,0.669
852825600000,0.645
852829200000,0.621
852832800000,0.587
852836400000,0.538
852840000000,0.501
852843600000,0.499
852847200000,0.516
852850800000,0.51
852854400000,0.547
852858000000,0.604
852861600000,0.587
852865200000,0.538
852868800000,0.498
852872400000,0.481
852876000000,0.481
852879600000,0.484
852883200000,0.46
852886800000,0.484
852890400000,0.521
852894000000,0.527
852897600000,0.526
852901200000,0.5
852904800000,0.479
852908400000,0.442
852912000000,0.434
852915600000,0.416
852919200000,0.403
852922800000,0.401
852926400000,0.419
852930000000,0.422
852933600000,0.461
852937200000,0.457
852940800000,0.495
852944400000,0.55
852948000000,0.566
852951600000,0.587
852955200000,0.648
852958800000,0.719
852962400000,0.785
852966000000,0.822
852969600000,0.833
852973200000,0.851
852976800000,0.885
852980400000,0.903
852984000000,0.912
852987600000,0.913
852991200000,0.91
852994800000,0.899
852998400000,0.883
853002000000,0.869
853005600000,0.861
853009200000,0.859
853012800000,0.863
853016400000,0.868
853020000000,0.864
853023600000,0.86
853027200000,0.889
853030800000,0.92
853034400000,0.913
853038000000,0.909
853041600000,0.908
853045200000,0.909
853048800000,0.912
853052400000,0.909
853056000000,0.897
853059600000,0.895
853063200000,0.904
853066800000,0.911
853070400000,0.909
853074000000,0.897
853077600000,0.885
853081200000,0.865
853084800000,0.839
853088400000,0.816
853092000000,0.798
853095600000,0.785
853099200000,0.782
853102800000,0.785
853106400000,0.775
853110000000,0.774
853113600000,0.829
853117200000,0.867
853120800000,0.853
853124400000,0.833
853128000000,0.829
853131600000,0.831
853135200000,0.838
853138800000,0.836
853142400000,0.822
853146000000,0.822
853149600000,0.832
853153200000,0.844
853156800000,0.841
853160400000,0.83
853164000000,0.819
853167600000,0.812
853171200000,0.787
853174800000,0.752
853178400000,0.712
853182000000,0.668
853185600000,0.661
853189200000,0.652
853192800000,0.655
853196400000,0.626
853200000000,0.672
853203600000,0.708
853207200000,0.677
853210800000,0.635
853214400000,0.607
853218000000,0.607
853221600000,0.637
853225200000,0.669
853228800000,0.683
853232400000,0.693
853236000000,0.695
853239600000,0.686
853243200000,0.678
853246800000,0.666
853250400000,0.635
853254000000,0.608
853257600000,0.592
853261200000,0.568
853264800000,0.516
853268400000,0.462
853272000000,0.425
853275600000,0.421
853279200000,0.438
853282800000,0.387
853286400000,0.386
853290000000,0.407
853293600000,0.332
853297200000,0.246
853300800000,0.191
853304400000,0.157
853308000000,0.156
853311600000,0.18
853315200000,0.204
853318800000,0.272
853322400000,0.362
853326000000,0.435
853329600000,0.496
853333200000,0.519
853336800000,0.516
853340400000,0.516
853344000000,0.487
853347600000,0.431
853351200000,0.367
853354800000,0.325
853358400000,0.26
853362000000,0.192
853365600000,0.133
853369200000,0.064
853372800000,0.046
853376400000,0.018
853380000000,0.004
853383600000,0.001
853387200000,0.0
853390800000,0.001
853394400000,0.003
853398000000,0.007
853401600000,0.02
853405200000,0.054
853408800000,0.088
853412400000,0.118
853416000000,0.153
853419600000,0.18
853423200000,0.193
853426800000,0.192
853430400000,0.183
853434000000,0.174
853437600000,0.163
853441200000,0.152
853444800000,0.133
853448400000,0.112
853452000000,0.098
853455600000,0.073
853459200000,0.079
853462800000,0.097
853466400000,0.105
853470000000,0.122
853473600000,0.15
853477200000,0.192
853480800000,0.253
853484400000,0.328
853488000000,0.38
853491600000,0.46
853495200000,0.517
853498800000,0.501
853502400000,0.478
853506000000,0.429
853509600000,0.367
853513200000,0.315
853516800000,0.291
853520400000,0.285
853524000000,0.283
853527600000,0.27
853531200000,0.246
853534800000,0.216
853538400000,0.193
853542000000,0.146
853545600000,0.167
853549200000,0.179
853552800000,0.156
853556400000,0.147
853560000000,0.154
853563600000,0.165
853567200000,0.187
853570800000,0.228
853574400000,0.3
853578000000,0.41
853581600000,0.494
853585200000,0.508
853588800000,0.484
853592400000,0.456
853596000000,0.433
853599600000,0.432
853603200000,0.424
853606800000,0.413
853610400000,0.413
853614000000,0.43
853617600000,0.436
853621200000,0.411
853624800000,0.404
853628400000,0.355
853632000000,0.345
853635600000,0.282
853639200000,0.16
853642800000,0.078
