,V2
662688000000,0.252
662691600000,0.228
662695200000,0.188
662698800000,0.146
662702400000,0.118
662706000000,0.095
662709600000,0.078
662713200000,0.059
662716800000,0.042
662720400000,0.035
662724000000,0.061
662727600000,0.134
662731200000,0.22
662734800000,0.259
662738400000,0.289
662742000000,0.349
662745600000,0.416
662749200000,0.468
662752800000,0.503
662756400000,0.518
662760000000,0.532
662763600000,0.541
662767200000,0.555
662770800000,0.583
662774400000,0.641
662778000000,0.687
662781600000,0.708
662785200000,0.72
662788800000,0.731
662792400000,0.739
662796000000,0.744
662799600000,0.747
662803200000,0.739
662806800000,0.7
662810400000,0.63
662814000000,0.55
662817600000,0.528
662821200000,0.547
662824800000,0.591
662828400000,0.682
662832000000,0.762
662835600000,0.772
662839200000,0.783
662842800000,0.802
662846400000,0.823
662850000000,0.84
662853600000,0.844
662857200000,0.851
662860800000,0.876
662864400000,0.874
662868000000,0.851
662871600000,0.832
662875200000,0.813
662878800000,0.786
662882400000,0.754
662886000000,0.735
662889600000,0.728
662893200000,0.724
662896800000,0.715
662900400000,0.674
662904000000,0.645
662907600000,0.642
662911200000,0.66
662914800000,0.697
662918400000,0.722
662922000000,0.724
662925600000,0.729
662929200000,0.751
662932800000,0.767
662936400000,0.768
662940000000,0.755
662943600000,0.747
662947200000,0.791
662950800000,0.809
662954400000,0.781
662958000000,0.739
662961600000,0.701
662965200000,0.674
662968800000,0.657
662972400000,0.657
662976000000,0.666
662979600000,0.684
662983200000,0.687
662986800000,0.644
662990400000,0.594
662994000000,0.593
662997600000,0.648
663001200000,0.7
663004800000,0.706
663008400000,0.686
663012000000,0.65
663015600000,0.614
663019200000,0.582
663022800000,0.55
663026400000,0.525
663030000000,0.514
663033600000,0.506
663037200000,0.463
663040800000,0.399
663044400000,0.343
663048000000,0.3
663051600000,0.283
663055200000,0.302
663058800000,0.351
663062400000,0.379
663066000000,0.408
663069600000,0.464
663073200000,0.514
663076800000,0.505
663080400000,0.488
663084000000,0.529
663087600000,0.609
663091200000,0.663
663094800000,0.666
663098400000,0.633
663102000000,0.601
663105600000,0.593
663109200000,0.606
663112800000,0.623
663116400000,0.627
663120000000,0.654
663123600000,0.675
663127200000,0.671
663130800000,0.639
663134400000,0.606
663138000000,0.59
663141600000,0.599
663145200000,0.622
663148800000,0.645
663152400000,0.682
663156000000,0.697
663159600000,0.692
663163200000,0.66
663166800000,0.657
663170400000,0.718
663174000000,0.792
663177600000,0.812
663181200000,0.792
663184800000,0.764
663188400000,0.739
663192000000,0.717
663195600000,0.676
663199200000,0.622
663202800000,0.586
663206400000,0.572
663210000000,0.515
663213600000,0.422
663217200000,0.33
663220800000,0.265
663224400000,0.227
663228000000,0.225
663231600000,0.26
663235200000,0.316
663238800000,0.374
663242400000,0.421
663246000000,0.492
663249600000,0.58
663253200000,0.556
663256800000,0.552
663260400000,0.528
663264000000,0.491
663267600000,0.454
663271200000,0.436
663274800000,0.413
663278400000,0.38
663282000000,0.367
663285600000,0.355
663289200000,0.341
663292800000,0.357
663296400000,0.349
663300000000,0.293
663303600000,0.208
663307200000,0.124
663310800000,0.057
663314400000,0.026
663318000000,0.034
663321600000,0.064
663325200000,0.135
663328800000,0.269
663332400000,0.395
663336000000,0.432
663339600000,0.38
663343200000,0.337
663346800000,0.259
663350400000,0.193
663354000000,0.156
663357600000,0.145
663361200000,0.146
663364800000,0.16
663368400000,0.183
663372000000,0.181
663375600000,0.159
663379200000,0.199
663382800000,0.243
663386400000,0.232
663390000000,0.178
663393600000,0.12
663397200000,0.065
663400800000,0.031
663404400000,0.017
