,Mn8
1072915200000,0.282
1072918800000,0.328
1072922400000,0.364
1072926000000,0.391
1072929600000,0.394
1072933200000,0.388
1072936800000,0.362
1072940400000,0.27
1072944000000,0.183
1072947600000,0.118
1072951200000,0.09
1072954800000,0.085
1072958400000,0.098
1072962000000,0.108
1072965600000,0.102
1072969200000,0.085
1072972800000,0.073
1072976400000,0.072
1072980000000,0.073
1072983600000,0.07
1072987200000,0.07
1072990800000,0.08
1072994400000,0.089
1072998000000,0.192
1073001600000,0.274
1073005200000,0.296
1073008800000,0.278
1073012400000,0.241
1073016000000,0.206
1073019600000,0.182
1073023200000,0.176
1073026800000,0.167
1073030400000,0.139
1073034000000,0.118
1073037600000,0.112
1073041200000,0.099
1073044800000,0.084
1073048400000,0.079
1073052000000,0.093
1073055600000,0.131
1073059200000,0.177
1073062800000,0.162
1073066400000,0.151
1073070000000,0.127
1073073600000,0.121
1073077200000,0.138
1073080800000,0.158
1073084400000,0.231
1073088000000,0.259
1073091600000,0.243
1073095200000,0.209
1073098800000,0.167
1073102400000,0.137
1073106000000,0.133
1073109600000,0.127
1073113200000,0.096
1073116800000,0.068
1073120400000,0.059
1073124000000,0.058
1073127600000,0.055
1073131200000,0.061
1073134800000,0.069
1073138400000,0.071
1073142000000,0.073
1073145600000,0.068
1073149200000,0.066
1073152800000,0.071
1073156400000,0.068
1073160000000,0.058
1073163600000,0.058
1073167200000,0.057
1073170800000,0.094
1073174400000,0.165
1073178000000,0.205
1073181600000,0.205
1073185200000,0.181
1073188800000,0.14
1073192400000,0.118
1073196000000,0.127
1073199600000,0.163
1073203200000,0.191
1073206800000,0.183
1073210400000,0.184
1073214000000,0.162
1073217600000,0.13
1073221200000,0.111
1073224800000,0.09
1073228400000,0.073
1073232000000,0.062
1073235600000,0.061
1073239200000,0.067
1073242800000,0.068
1073246400000,0.067
1073250000000,0.062
1073253600000,0.054
1073257200000,0.081
1073260800000,0.111
1073264400000,0.134
1073268000000,0.16
1073271600000,0.175
1073275200000,0.172
1073278800000,0.16
1073282400000,0.145
1073286000000,0.133
1073289600000,0.116
1073293200000,0.094
1073296800000,0.082
1073300400000,0.069
1073304000000,0.056
1073307600000,0.045
1073311200000,0.037
1073314800000,0.036
1073318400000,0.04
1073322000000,0.049
1073325600000,0.058
1073329200000,0.064
1073332800000,0.062
1073336400000,0.057
1073340000000,0.045
1073343600000,0.076
1073347200000,0.136
1073350800000,0.172
1073354400000,0.181
1073358000000,0.17
1073361600000,0.149
1073365200000,0.132
1073368800000,0.119
1073372400000,0.107
1073376000000,0.091
1073379600000,0.081
1073383200000,0.077
1073386800000,0.079
1073390400000,0.079
1073394000000,0.079
1073397600000,0.082
1073401200000,0.079
1073404800000,0.083
1073408400000,0.087
1073412000000,0.093
1073415600000,0.097
1073419200000,0.101
1073422800000,0.102
1073426400000,0.096
1073430000000,0.185
1073433600000,0.249
1073437200000,0.248
1073440800000,0.227
1073444400000,0.214
1073448000000,0.21
1073451600000,0.211
1073455200000,0.231
1073458800000,0.256
1073462400000,0.236
1073466000000,0.206
1073469600000,0.206
1073473200000,0.241
1073476800000,0.282
1073480400000,0.259
1073484000000,0.217
1073487600000,0.195
1073491200000,0.177
1073494800000,0.17
1073498400000,0.183
1073502000000,0.207
1073505600000,0.227
1073509200000,0.233
1073512800000,0.217
1073516400000,0.34
1073520000000,0.501
1073523600000,0.552
1073527200000,0.544
1073530800000,0.518
1073534400000,0.494
1073538000000,0.468
1073541600000,0.447
1073545200000,0.417
1073548800000,0.344
1073552400000,0.302
1073556000000,0.31
1073559600000,0.344
1073563200000,0.379
1073566800000,0.367
1073570400000,0.328
1073574000000,0.313
1073577600000,0.303
1073581200000,0.301
1073584800000,0.3
1073588400000,0.301
1073592000000,0.291
1073595600000,0.263
1073599200000,0.212
1073602800000,0.266
1073606400000,0.367
1073610000000,0.341
1073613600000,0.279
1073617200000,0.233
1073620800000,0.206
1073624400000,0.18
1073628000000,0.159
1073631600000,0.146
1073635200000,0.132
1073638800000,0.139
1073642400000,0.179
