,Mn8
820454400000,0.355
820458000000,0.361
820461600000,0.343
820465200000,0.307
820468800000,0.264
820472400000,0.236
820476000000,0.22
820479600000,0.2
820483200000,0.179
820486800000,0.175
820490400000,0.194
820494000000,0.202
820497600000,0.212
820501200000,0.213
820504800000,0.201
820508400000,0.184
820512000000,0.17
820515600000,0.161
820519200000,0.162
820522800000,0.169
820526400000,0.18
820530000000,0.204
820533600000,0.22
820537200000,0.316
820540800000,0.46
820544400000,0.533
820548000000,0.551
820551600000,0.519
820555200000,0.464
820558800000,0.408
820562400000,0.356
820566000000,0.294
820569600000,0.211
820573200000,0.168
820576800000,0.171
820580400000,0.183
820584000000,0.188
820587600000,0.195
820591200000,0.2
820594800000,0.179
820598400000,0.164
820602000000,0.132
820605600000,0.114
820609200000,0.102
820612800000,0.09
820616400000,0.101
820620000000,0.117
820623600000,0.141
820627200000,0.216
820630800000,0.276
820634400000,0.332
820638000000,0.301
820641600000,0.227
820645200000,0.156
820648800000,0.106
820652400000,0.069
820656000000,0.039
820659600000,0.025
820663200000,0.024
820666800000,0.038
820670400000,0.068
820674000000,0.093
820677600000,0.119
820681200000,0.129
820684800000,0.132
820688400000,0.107
820692000000,0.076
820695600000,0.067
820699200000,0.082
820702800000,0.126
820706400000,0.173
820710000000,0.289
820713600000,0.405
820717200000,0.42
820720800000,0.398
820724400000,0.369
820728000000,0.317
820731600000,0.264
820735200000,0.229
820738800000,0.2
820742400000,0.152
820746000000,0.116
820749600000,0.119
820753200000,0.14
820756800000,0.148
820760400000,0.142
820764000000,0.131
820767600000,0.124
820771200000,0.12
820774800000,0.121
820778400000,0.121
820782000000,0.13
820785600000,0.129
820789200000,0.128
820792800000,0.121
820796400000,0.182
820800000000,0.276
820803600000,0.34
820807200000,0.384
820810800000,0.381
820814400000,0.345
820818000000,0.284
820821600000,0.233
820825200000,0.183
820828800000,0.128
820832400000,0.11
820836000000,0.118
820839600000,0.124
820843200000,0.127
820846800000,0.129
820850400000,0.119
820854000000,0.09
820857600000,0.056
820861200000,0.035
820864800000,0.024
820868400000,0.023
820872000000,0.027
820875600000,0.045
820879200000,0.069
820882800000,0.147
820886400000,0.261
820890000000,0.349
820893600000,0.388
820897200000,0.386
820900800000,0.374
820904400000,0.365
820908000000,0.357
820911600000,0.341
820915200000,0.296
820918800000,0.243
820922400000,0.195
820926000000,0.16
820929600000,0.141
820933200000,0.141
820936800000,0.14
820940400000,0.155
820944000000,0.171
820947600000,0.152
820951200000,0.131
820954800000,0.115
820958400000,0.106
820962000000,0.088
820965600000,0.086
820969200000,0.198
820972800000,0.278
820976400000,0.323
820980000000,0.341
820983600000,0.344
820987200000,0.341
820990800000,0.323
820994400000,0.28
820998000000,0.202
821001600000,0.102
821005200000,0.057
821008800000,0.04
821012400000,0.037
821016000000,0.041
821019600000,0.044
821023200000,0.052
821026800000,0.059
821030400000,0.071
821034000000,0.077
821037600000,0.078
821041200000,0.071
821044800000,0.075
821048400000,0.085
821052000000,0.097
821055600000,0.113
821059200000,0.195
821062800000,0.257
821066400000,0.337
821070000000,0.404
821073600000,0.448
821077200000,0.443
821080800000,0.41
821084400000,0.323
821088000000,0.207
821091600000,0.127
821095200000,0.107
821098800000,0.12
821102400000,0.144
821106000000,0.169
821109600000,0.192
821113200000,0.17
821116800000,0.135
821120400000,0.102
821124000000,0.064
821127600000,0.037
821131200000,0.022
821134800000,0.027
821138400000,0.041
821142000000,0.08
821145600000,0.215
821149200000,0.364
821152800000,0.496
821156400000,0.575
821160000000,0.605
821163600000,0.606
821167200000,0.578
821170800000,0.506
821174400000,0.389
821178000000,0.281
821181600000,0.192
821185200000,0.127
821188800000,0.09
821192400000,0.073
821196000000,0.077
821199600000,0.091
821203200000,0.083
821206800000,0.063
821210400000,0.046
821214000000,0.035
821217600000,0.032
821221200000,0.023
821224800000,0.028
821228400000,0.066
821232000000,0.094
821235600000,0.07
821239200000,0.04
821242800000,0.03
821246400000,0.03
821250000000,0.033
821253600000,0.023
821257200000,0.008
821260800000,0.003
821264400000,0.008
821268000000,0.022
821271600000,0.042
821275200000,0.069
821278800000,0.079
821282400000,0.093
821286000000,0.091
821289600000,0.078
821293200000,0.063
821296800000,0.047
821300400000,0.038
821304000000,0.022
821307600000,0.015
821311200000,0.011
821314800000,0.03
821318400000,0.062
821322000000,0.105
