,Mn2
536457600000,0.174
536461200000,0.174
536464800000,0.163
536468400000,0.144
536472000000,0.12
536475600000,0.101
536479200000,0.084
536482800000,0.073
536486400000,0.067
536490000000,0.057
536493600000,0.04
536497200000,0.021
536500800000,0.01
536504400000,0.008
536508000000,0.01
536511600000,0.016
536515200000,0.028
536518800000,0.051
536522400000,0.082
536526000000,0.111
536529600000,0.135
536533200000,0.157
536536800000,0.154
536540400000,0.117
536544000000,0.095
536547600000,0.072
536551200000,0.051
536554800000,0.028
536558400000,0.01
536562000000,0.002
536565600000,0.001
536569200000,0.001
536572800000,0.004
536576400000,0.025
536580000000,0.064
536583600000,0.088
536587200000,0.095
536590800000,0.085
536594400000,0.074
536598000000,0.063
536601600000,0.063
536605200000,0.07
536608800000,0.08
536612400000,0.094
536616000000,0.114
536619600000,0.147
536623200000,0.161
536626800000,0.159
536630400000,0.17
536634000000,0.166
536637600000,0.147
536641200000,0.113
536644800000,0.083
536648400000,0.063
536652000000,0.048
536655600000,0.033
536659200000,0.037
536662800000,0.066
536666400000,0.099
536670000000,0.124
536673600000,0.137
536677200000,0.137
536680800000,0.131
536684400000,0.117
536688000000,0.1
536691600000,0.099
536695200000,0.11
536698800000,0.135
536702400000,0.179
536706000000,0.243
536709600000,0.251
536713200000,0.251
536716800000,0.329
536720400000,0.388
536724000000,0.4
536727600000,0.324
536731200000,0.213
536734800000,0.113
536738400000,0.062
536742000000,0.069
536745600000,0.098
536749200000,0.102
536752800000,0.116
536756400000,0.139
536760000000,0.144
536763600000,0.131
536767200000,0.116
536770800000,0.095
536774400000,0.069
536778000000,0.053
536781600000,0.053
536785200000,0.061
536788800000,0.08
536792400000,0.103
536796000000,0.114
536799600000,0.108
536803200000,0.127
536806800000,0.13
536810400000,0.137
536814000000,0.153
536817600000,0.161
536821200000,0.154
536824800000,0.14
536828400000,0.131
536832000000,0.127
536835600000,0.125
536839200000,0.143
536842800000,0.182
536846400000,0.225
536850000000,0.242
536853600000,0.256
536857200000,0.264
536860800000,0.28
536864400000,0.314
536868000000,0.322
536871600000,0.318
536875200000,0.314
536878800000,0.317
536882400000,0.29
536886000000,0.374
536889600000,0.432
536893200000,0.395
536896800000,0.358
536900400000,0.341
536904000000,0.334
536907600000,0.333
536911200000,0.345
536914800000,0.377
536918400000,0.395
536922000000,0.376
536925600000,0.388
536929200000,0.383
536932800000,0.376
536936400000,0.412
536940000000,0.444
536943600000,0.469
536947200000,0.488
536950800000,0.502
536954400000,0.501
536958000000,0.474
536961600000,0.442
536965200000,0.405
536968800000,0.328
536972400000,0.37
536976000000,0.501
536979600000,0.476
536983200000,0.418
536986800000,0.376
536990400000,0.348
536994000000,0.331
536997600000,0.325
537001200000,0.32
537004800000,0.277
537008400000,0.203
537012000000,0.192
537015600000,0.223
537019200000,0.323
537022800000,0.41
537026400000,0.445
537030000000,0.411
537033600000,0.366
537037200000,0.358
537040800000,0.362
537044400000,0.367
537048000000,0.369
537051600000,0.376
537055200000,0.352
537058800000,0.466
537062400000,0.654
537066000000,0.689
537069600000,0.682
537073200000,0.651
537076800000,0.62
537080400000,0.599
537084000000,0.594
537087600000,0.582
537091200000,0.528
537094800000,0.474
537098400000,0.491
537102000000,0.528
537105600000,0.586
537109200000,0.591
537112800000,0.566
537116400000,0.535
537120000000,0.49
537123600000,0.449
537127200000,0.434
537130800000,0.438
537134400000,0.444
537138000000,0.447
537141600000,0.441
537145200000,0.49
537148800000,0.635
537152400000,0.669
537156000000,0.628
537159600000,0.567
537163200000,0.52
537166800000,0.515
537170400000,0.556
