,N2
1420070400000,0.358
1420074000000,0.387
1420077600000,0.377
1420081200000,0.407
1420084800000,0.48
1420088400000,0.536
1420092000000,0.571
1420095600000,0.537
1420099200000,0.398
1420102800000,0.378
1420106400000,0.431
1420110000000,0.526
1420113600000,0.574
1420117200000,0.631
1420120800000,0.681
1420124400000,0.773
1420128000000,0.812
1420131600000,0.841
1420135200000,0.824
1420138800000,0.802
1420142400000,0.777
1420146000000,0.773
1420149600000,0.791
1420153200000,0.83
1420156800000,0.913
1420160400000,0.94
1420164000000,0.952
1420167600000,0.951
1420171200000,0.942
1420174800000,0.926
1420178400000,0.896
1420182000000,0.833
1420185600000,0.723
1420189200000,0.691
1420192800000,0.694
1420196400000,0.7
1420200000000,0.72
1420203600000,0.739
1420207200000,0.741
1420210800000,0.724
1420214400000,0.706
1420218000000,0.692
1420221600000,0.682
1420225200000,0.659
1420228800000,0.633
1420232400000,0.605
1420236000000,0.58
1420239600000,0.613
1420243200000,0.744
1420246800000,0.804
1420250400000,0.821
1420254000000,0.824
1420257600000,0.817
1420261200000,0.795
1420264800000,0.755
1420268400000,0.655
1420272000000,0.534
1420275600000,0.513
1420279200000,0.534
1420282800000,0.559
1420286400000,0.586
1420290000000,0.622
1420293600000,0.631
1420297200000,0.636
1420300800000,0.635
1420304400000,0.619
1420308000000,0.601
1420311600000,0.596
1420315200000,0.601
1420318800000,0.59
1420322400000,0.562
1420326000000,0.586
1420329600000,0.684
1420333200000,0.718
1420336800000,0.72
1420340400000,0.718
1420344000000,0.73
1420347600000,0.729
1420351200000,0.697
1420354800000,0.619
1420358400000,0.407
1420362000000,0.328
1420365600000,0.321
1420369200000,0.318
1420372800000,0.295
1420376400000,0.266
1420380000000,0.29
1420383600000,0.354
1420387200000,0.382
1420390800000,0.405
1420394400000,0.42
1420398000000,0.459
1420401600000,0.49
1420405200000,0.476
1420408800000,0.42
1420412400000,0.396
1420416000000,0.494
1420419600000,0.535
1420423200000,0.532
1420426800000,0.527
1420430400000,0.544
1420434000000,0.568
1420437600000,0.568
1420441200000,0.507
1420444800000,0.368
1420448400000,0.285
1420452000000,0.227
1420455600000,0.214
1420459200000,0.241
1420462800000,0.291
1420466400000,0.352
1420470000000,0.41
1420473600000,0.462
1420477200000,0.484
1420480800000,0.504
1420484400000,0.52
1420488000000,0.527
1420491600000,0.51
1420495200000,0.484
1420498800000,0.461
1420502400000,0.556
1420506000000,0.607
1420509600000,0.605
1420513200000,0.577
1420516800000,0.543
1420520400000,0.504
1420524000000,0.478
1420527600000,0.457
1420531200000,0.401
1420534800000,0.369
1420538400000,0.343
1420542000000,0.327
1420545600000,0.361
1420549200000,0.441
1420552800000,0.489
1420556400000,0.54
1420560000000,0.571
1420563600000,0.58
1420567200000,0.546
1420570800000,0.489
1420574400000,0.479
1420578000000,0.516
1420581600000,0.535
1420585200000,0.579
1420588800000,0.692
1420592400000,0.711
1420596000000,0.713
1420599600000,0.705
1420603200000,0.69
1420606800000,0.681
1420610400000,0.676
1420614000000,0.643
1420617600000,0.523
1420621200000,0.437
1420624800000,0.382
1420628400000,0.369
1420632000000,0.388
1420635600000,0.379
1420639200000,0.332
