,B1
1420070400000,0.305
1420074000000,0.323
1420077600000,0.329
1420081200000,0.364
1420084800000,0.414
1420088400000,0.46
1420092000000,0.494
1420095600000,0.484
1420099200000,0.432
1420102800000,0.37
1420106400000,0.316
1420110000000,0.312
1420113600000,0.306
1420117200000,0.331
1420120800000,0.42
1420124400000,0.458
1420128000000,0.473
1420131600000,0.485
1420135200000,0.425
1420138800000,0.386
1420142400000,0.385
1420146000000,0.41
1420149600000,0.417
1420153200000,0.485
1420156800000,0.619
1420160400000,0.697
1420164000000,0.739
1420167600000,0.774
1420171200000,0.801
1420174800000,0.815
1420178400000,0.792
1420182000000,0.754
1420185600000,0.695
1420189200000,0.637
1420192800000,0.601
1420196400000,0.571
1420200000000,0.508
1420203600000,0.475
1420207200000,0.452
1420210800000,0.412
1420214400000,0.416
1420218000000,0.435
1420221600000,0.433
1420225200000,0.405
1420228800000,0.368
1420232400000,0.355
1420236000000,0.338
1420239600000,0.382
1420243200000,0.532
1420246800000,0.635
1420250400000,0.683
1420254000000,0.716
1420257600000,0.74
1420261200000,0.748
1420264800000,0.718
1420268400000,0.652
1420272000000,0.583
1420275600000,0.556
1420279200000,0.498
1420282800000,0.484
1420286400000,0.46
1420290000000,0.424
1420293600000,0.413
1420297200000,0.43
1420300800000,0.447
1420304400000,0.451
1420308000000,0.442
1420311600000,0.434
1420315200000,0.435
1420318800000,0.424
1420322400000,0.401
1420326000000,0.459
1420329600000,0.563
1420333200000,0.603
1420336800000,0.624
1420340400000,0.659
1420344000000,0.705
1420347600000,0.724
1420351200000,0.703
1420354800000,0.63
1420358400000,0.529
1420362000000,0.472
1420365600000,0.422
1420369200000,0.341
1420372800000,0.283
1420376400000,0.266
1420380000000,0.272
1420383600000,0.298
1420387200000,0.325
1420390800000,0.351
1420394400000,0.376
1420398000000,0.392
1420401600000,0.41
1420405200000,0.413
1420408800000,0.383
1420412400000,0.374
1420416000000,0.457
1420419600000,0.513
1420423200000,0.516
1420426800000,0.535
1420430400000,0.556
1420434000000,0.527
1420437600000,0.467
1420441200000,0.37
1420444800000,0.306
1420448400000,0.315
1420452000000,0.311
1420455600000,0.287
1420459200000,0.283
1420462800000,0.288
1420466400000,0.291
1420470000000,0.306
1420473600000,0.345
1420477200000,0.371
1420480800000,0.388
1420484400000,0.406
