,N1
1420070400000,0.305
1420074000000,0.345
1420077600000,0.346
1420081200000,0.386
1420084800000,0.462
1420088400000,0.517
1420092000000,0.535
1420095600000,0.471
1420099200000,0.329
1420102800000,0.35
1420106400000,0.511
1420110000000,0.644
1420113600000,0.7
1420117200000,0.77
1420120800000,0.816
1420124400000,0.87
1420128000000,0.884
1420131600000,0.88
1420135200000,0.855
1420138800000,0.828
1420142400000,0.803
1420146000000,0.799
1420149600000,0.821
1420153200000,0.857
1420156800000,0.923
1420160400000,0.942
1420164000000,0.95
1420167600000,0.948
1420171200000,0.935
1420174800000,0.916
1420178400000,0.886
1420182000000,0.826
1420185600000,0.729
1420189200000,0.707
1420192800000,0.715
1420196400000,0.724
1420200000000,0.745
1420203600000,0.758
1420207200000,0.759
1420210800000,0.746
1420214400000,0.731
1420218000000,0.72
1420221600000,0.712
1420225200000,0.698
1420228800000,0.678
1420232400000,0.653
1420236000000,0.626
1420239600000,0.638
1420243200000,0.746
1420246800000,0.792
1420250400000,0.808
1420254000000,0.813
1420257600000,0.809
1420261200000,0.795
1420264800000,0.77
1420268400000,0.686
1420272000000,0.571
1420275600000,0.568
1420279200000,0.601
1420282800000,0.639
1420286400000,0.666
1420290000000,0.681
1420293600000,0.675
1420297200000,0.674
1420300800000,0.668
1420304400000,0.645
1420308000000,0.622
1420311600000,0.615
1420315200000,0.607
1420318800000,0.578
1420322400000,0.535
1420326000000,0.538
1420329600000,0.635
1420333200000,0.668
1420336800000,0.671
1420340400000,0.672
1420344000000,0.683
1420347600000,0.676
1420351200000,0.639
1420354800000,0.55
1420358400000,0.341
1420362000000,0.302
1420365600000,0.344
1420369200000,0.382
1420372800000,0.345
1420376400000,0.302
1420380000000,0.311
1420383600000,0.362
1420387200000,0.374
1420390800000,0.389
1420394400000,0.401
1420398000000,0.42
1420401600000,0.437
1420405200000,0.424
1420408800000,0.38
1420412400000,0.371
1420416000000,0.466
1420419600000,0.504
1420423200000,0.51
1420426800000,0.519
1420430400000,0.538
1420434000000,0.552
1420437600000,0.537
1420441200000,0.467
1420444800000,0.317
1420448400000,0.257
1420452000000,0.256
1420455600000,0.274
1420459200000,0.307
1420462800000,0.35
1420466400000,0.379
1420470000000,0.395
1420473600000,0.425
1420477200000,0.45
1420480800000,0.468
1420484400000,0.481
1420488000000,0.482
1420491600000,0.466
1420495200000,0.434
1420498800000,0.407
1420502400000,0.52
1420506000000,0.563
1420509600000,0.561
1420513200000,0.535
1420516800000,0.494
1420520400000,0.446
1420524000000,0.411
1420527600000,0.377
1420531200000,0.325
1420534800000,0.328
1420538400000,0.356
1420542000000,0.386
1420545600000,0.444
1420549200000,0.509
1420552800000,0.525
