,B1
599616000000,0.547
599619600000,0.644
599623200000,0.669
599626800000,0.659
599630400000,0.639
599634000000,0.579
599637600000,0.498
599641200000,0.401
599644800000,0.332
599648400000,0.323
599652000000,0.37
599655600000,0.423
599659200000,0.469
599662800000,0.466
599666400000,0.432
599670000000,0.397
599673600000,0.354
599677200000,0.328
599680800000,0.311
599684400000,0.298
599688000000,0.278
599691600000,0.295
599695200000,0.311
599698800000,0.323
599702400000,0.407
599706000000,0.479
599709600000,0.51
599713200000,0.503
599716800000,0.502
599720400000,0.498
599724000000,0.461
599727600000,0.414
599731200000,0.37
599734800000,0.367
599738400000,0.376
599742000000,0.367
599745600000,0.341
599749200000,0.321
599752800000,0.325
599756400000,0.337
599760000000,0.345
599763600000,0.364
599767200000,0.375
599770800000,0.402
599774400000,0.439
599778000000,0.471
599781600000,0.481
599785200000,0.494
599788800000,0.55
599792400000,0.627
599796000000,0.681
599799600000,0.704
599803200000,0.708
599806800000,0.706
599810400000,0.695
599814000000,0.644
599817600000,0.562
599821200000,0.538
599824800000,0.508
599828400000,0.525
599832000000,0.523
599835600000,0.516
599839200000,0.519
599842800000,0.505
599846400000,0.498
599850000000,0.494
599853600000,0.498
599857200000,0.507
599860800000,0.529
599864400000,0.556
599868000000,0.577
599871600000,0.583
599875200000,0.644
599878800000,0.728
599882400000,0.75
599886000000,0.763
599889600000,0.786
599893200000,0.798
599896800000,0.795
599900400000,0.753
599904000000,0.69
599907600000,0.633
599911200000,0.59
599914800000,0.509
599918400000,0.406
599922000000,0.355
599925600000,0.302
599929200000,0.255
599932800000,0.235
599936400000,0.205
599940000000,0.179
599943600000,0.159
599947200000,0.163
599950800000,0.177
599954400000,0.228
599958000000,0.333
599961600000,0.543
599965200000,0.753
599968800000,0.84
599972400000,0.827
599976000000,0.747
599979600000,0.615
599983200000,0.612
599986800000,0.645
599990400000,0.616
599994000000,0.51
599997600000,0.398
600001200000,0.324
600004800000,0.294
600008400000,0.228
600012000000,0.151
600015600000,0.086
600019200000,0.058
600022800000,0.049
600026400000,0.06
600030000000,0.079
600033600000,0.11
600037200000,0.134
600040800000,0.167
600044400000,0.195
600048000000,0.249
600051600000,0.301
600055200000,0.334
600058800000,0.36
600062400000,0.367
600066000000,0.391
600069600000,0.428
600073200000,0.47
600076800000,0.479
600080400000,0.504
600084000000,0.556
600087600000,0.523
600091200000,0.513
600094800000,0.514
600098400000,0.525
600102000000,0.55
600105600000,0.571
600109200000,0.59
600112800000,0.603
600116400000,0.615
600120000000,0.615
600123600000,0.561
600127200000,0.494
600130800000,0.449
600134400000,0.547
600138000000,0.603
600141600000,0.599
600145200000,0.607
600148800000,0.624
600152400000,0.635
600156000000,0.648
600159600000,0.669
600163200000,0.657
600166800000,0.578
600170400000,0.486
600174000000,0.425
600177600000,0.43
600181200000,0.437
600184800000,0.456
600188400000,0.486
600192000000,0.494
600195600000,0.467
600199200000,0.443
600202800000,0.426
600206400000,0.425
600210000000,0.43
600213600000,0.436
600217200000,0.54
600220800000,0.608
600224400000,0.58
600228000000,0.539
600231600000,0.507
600235200000,0.469
600238800000,0.425
600242400000,0.388
600246000000,0.366
600249600000,0.321
600253200000,0.259
600256800000,0.253
600260400000,0.291
600264000000,0.341
600267600000,0.424
600271200000,0.488
600274800000,0.525
600278400000,0.528
600282000000,0.501
600285600000,0.454
600289200000,0.406
600292800000,0.344
600296400000,0.29
600300000000,0.245
600303600000,0.212
600307200000,0.212
600310800000,0.22
600314400000,0.225
600318000000,0.25
600321600000,0.301
600325200000,0.369
600328800000,0.43
600332400000,0.476
600336000000,0.454
600339600000,0.402
600343200000,0.367
600346800000,0.362
600350400000,0.348
600354000000,0.337
600357600000,0.324
600361200000,0.327
600364800000,0.334
600368400000,0.281
600372000000,0.231
600375600000,0.213
600379200000,0.225
600382800000,0.241
600386400000,0.243
600390000000,0.231
600393600000,0.272
600397200000,0.296
600400800000,0.306
600404400000,0.334
600408000000,0.38
600411600000,0.428
600415200000,0.466
600418800000,0.488
600422400000,0.491
600426000000,0.505
600429600000,0.502
600433200000,0.442
600436800000,0.339
600440400000,0.258
600444000000,0.221
600447600000,0.199
600451200000,0.191
600454800000,0.184
600458400000,0.193
600462000000,0.22
600465600000,0.241
600469200000,0.251
600472800000,0.255
600476400000,0.241
600480000000,0.305
600483600000,0.374
600487200000,0.479
600490800000,0.597
600494400000,0.675
600498000000,0.702
600501600000,0.682
600505200000,0.63
600508800000,0.501
600512400000,0.429
600516000000,0.432
600519600000,0.471
600523200000,0.517
600526800000,0.565
600530400000,0.597
600534000000,0.603
600537600000,0.579
600541200000,0.526
600544800000,0.467
600548400000,0.437
600552000000,0.432
600555600000,0.457
600559200000,0.494
600562800000,0.57
600566400000,0.723
600570000000,0.808
600573600000,0.855
600577200000,0.882
600580800000,0.894
600584400000,0.899
600588000000,0.897
600591600000,0.863
600595200000,0.793
600598800000,0.739
600602400000,0.742
600606000000,0.772
600609600000,0.792
600613200000,0.802
600616800000,0.813
600620400000,0.817
600624000000,0.808
600627600000,0.795
600631200000,0.783
600634800000,0.785
600638400000,0.788
600642000000,0.795
600645600000,0.799
600649200000,0.824
600652800000,0.887
600656400000,0.91
600660000000,0.92
600663600000,0.926
600667200000,0.928
600670800000,0.927
600674400000,0.924
600678000000,0.91
600681600000,0.875
600685200000,0.811
600688800000,0.741
600692400000,0.647
600696000000,0.56
600699600000,0.494
600703200000,0.464
600706800000,0.473
600710400000,0.451
600714000000,0.422
600717600000,0.403
600721200000,0.39
600724800000,0.389
600728400000,0.399
600732000000,0.4
600735600000,0.481
600739200000,0.618
600742800000,0.69
600746400000,0.725
600750000000,0.743
600753600000,0.749
600757200000,0.756
600760800000,0.759
600764400000,0.725
600768000000,0.627
600771600000,0.514
600775200000,0.464
600778800000,0.449
600782400000,0.433
600786000000,0.398
600789600000,0.372
600793200000,0.369
600796800000,0.371
600800400000,0.373
600804000000,0.403
600807600000,0.433
600811200000,0.455
600814800000,0.467
600818400000,0.477
600822000000,0.583
600825600000,0.743
600829200000,0.83
600832800000,0.872
600836400000,0.896
600840000000,0.912
600843600000,0.922
600847200000,0.924
600850800000,0.911
600854400000,0.877
600858000000,0.841
600861600000,0.824
600865200000,0.822
600868800000,0.817
600872400000,0.809
600876000000,0.803
600879600000,0.804
600883200000,0.809
600886800000,0.811
600890400000,0.812
600894000000,0.814
600897600000,0.812
600901200000,0.809
600904800000,0.799
600908400000,0.82
600912000000,0.878
600915600000,0.902
600919200000,0.915
600922800000,0.927
600926400000,0.934
600930000000,0.934
600933600000,0.931
600937200000,0.921
600940800000,0.883
600944400000,0.82
600948000000,0.799
600951600000,0.791
600955200000,0.764
600958800000,0.73
600962400000,0.721
600966000000,0.717
600969600000,0.72
600973200000,0.727
600976800000,0.721
600980400000,0.716
600984000000,0.711
600987600000,0.714
600991200000,0.715
600994800000,0.774
600998400000,0.857
601002000000,0.896
601005600000,0.884
601009200000,0.899
601012800000,0.912
601016400000,0.896
601020000000,0.884
601023600000,0.862
601027200000,0.806
601030800000,0.735
601034400000,0.685
601038000000,0.635
601041600000,0.607
601045200000,0.552
601048800000,0.476
601052400000,0.482
601056000000,0.437
601059600000,0.407
601063200000,0.377
601066800000,0.328
601070400000,0.307
601074000000,0.302
601077600000,0.308
601081200000,0.362
601084800000,0.499
601088400000,0.618
601092000000,0.663
601095600000,0.634
601099200000,0.593
601102800000,0.568
601106400000,0.526
601110000000,0.494
601113600000,0.446
601117200000,0.443
601120800000,0.434
601124400000,0.427
601128000000,0.401
601131600000,0.386
601135200000,0.379
601138800000,0.379
601142400000,0.38
601146000000,0.391
601149600000,0.403
601153200000,0.401
601156800000,0.378
601160400000,0.354
601164000000,0.352
601167600000,0.345
601171200000,0.444
601174800000,0.52
601178400000,0.525
601182000000,0.503
601185600000,0.464
601189200000,0.42
601192800000,0.389
601196400000,0.36
601200000000,0.302
601203600000,0.245
601207200000,0.223
601210800000,0.221
601214400000,0.227
601218000000,0.211
601221600000,0.179
601225200000,0.174
601228800000,0.225
601232400000,0.278
601236000000,0.313
601239600000,0.323
601243200000,0.339
601246800000,0.331
601250400000,0.305
601254000000,0.327
601257600000,0.42
601261200000,0.455
601264800000,0.444
601268400000,0.425
601272000000,0.407
601275600000,0.391
601279200000,0.376
601282800000,0.364
601286400000,0.332
601290000000,0.28
601293600000,0.271
601297200000,0.289
601300800000,0.291
601304400000,0.281
601308000000,0.264
601311600000,0.249
601315200000,0.233
601318800000,0.234
601322400000,0.249
601326000000,0.269
601329600000,0.279
601333200000,0.279
601336800000,0.255
601340400000,0.297
