,N1
599616000000,0.519
599619600000,0.685
599623200000,0.75
599626800000,0.739
599630400000,0.707
599634000000,0.648
599637600000,0.563
599641200000,0.466
599644800000,0.415
599648400000,0.391
599652000000,0.417
599655600000,0.523
599659200000,0.586
599662800000,0.613
599666400000,0.606
599670000000,0.567
599673600000,0.502
599677200000,0.42
599680800000,0.343
599684400000,0.323
599688000000,0.314
599691600000,0.386
599695200000,0.401
599698800000,0.36
599702400000,0.341
599706000000,0.449
599709600000,0.557
599713200000,0.623
599716800000,0.626
599720400000,0.577
599724000000,0.51
599727600000,0.42
599731200000,0.395
599734800000,0.394
599738400000,0.379
599742000000,0.409
599745600000,0.404
599749200000,0.413
599752800000,0.42
599756400000,0.417
599760000000,0.398
599763600000,0.369
599767200000,0.332
599770800000,0.278
599774400000,0.248
599778000000,0.282
599781600000,0.348
599785200000,0.37
599788800000,0.525
599792400000,0.599
599796000000,0.618
599799600000,0.615
599803200000,0.615
599806800000,0.623
599810400000,0.616
599814000000,0.576
599817600000,0.496
599821200000,0.508
599824800000,0.566
599828400000,0.622
599832000000,0.677
599835600000,0.699
599839200000,0.696
599842800000,0.695
599846400000,0.692
599850000000,0.698
599853600000,0.698
599857200000,0.698
599860800000,0.72
599864400000,0.733
599868000000,0.748
599871600000,0.765
599875200000,0.822
599878800000,0.874
599882400000,0.893
599886000000,0.895
599889600000,0.886
599893200000,0.871
599896800000,0.845
599900400000,0.774
599904000000,0.681
599907600000,0.666
599911200000,0.63
599914800000,0.603
599918400000,0.57
599922000000,0.552
599925600000,0.556
599929200000,0.568
599932800000,0.587
599936400000,0.586
599940000000,0.601
599943600000,0.626
599947200000,0.645
599950800000,0.658
599954400000,0.656
599958000000,0.722
599961600000,0.842
599965200000,0.896
599968800000,0.919
599972400000,0.924
599976000000,0.925
599979600000,0.918
599983200000,0.884
599986800000,0.794
599990400000,0.78
599994000000,0.822
599997600000,0.82
600001200000,0.777
600004800000,0.688
600008400000,0.619
600012000000,0.535
600015600000,0.479
600019200000,0.447
600022800000,0.421
600026400000,0.431
600030000000,0.447
600033600000,0.471
600037200000,0.467
600040800000,0.425
600044400000,0.349
600048000000,0.264
600051600000,0.254
600055200000,0.233
600058800000,0.25
600062400000,0.305
600066000000,0.341
600069600000,0.36
600073200000,0.347
600076800000,0.27
600080400000,0.28
600084000000,0.309
600087600000,0.316
600091200000,0.281
600094800000,0.336
600098400000,0.447
600102000000,0.47
600105600000,0.457
600109200000,0.459
600112800000,0.434
600116400000,0.449
600120000000,0.512
600123600000,0.491
600127200000,0.439
600130800000,0.371
600134400000,0.436
600138000000,0.476
600141600000,0.455
600145200000,0.442
600148800000,0.449
600152400000,0.461
600156000000,0.473
600159600000,0.413
600163200000,0.362
600166800000,0.4
600170400000,0.438
600174000000,0.444
600177600000,0.416
600181200000,0.407
600184800000,0.391
600188400000,0.387
600192000000,0.366
600195600000,0.33
600199200000,0.324
600202800000,0.36
600206400000,0.392
600210000000,0.428
600213600000,0.388
600217200000,0.465
600220800000,0.547
600224400000,0.524
600228000000,0.479
600231600000,0.435
600235200000,0.402
600238800000,0.368
600242400000,0.328
600246000000,0.282
600249600000,0.194
600253200000,0.152
600256800000,0.142
600260400000,0.158
600264000000,0.184
600267600000,0.22
600271200000,0.247
600274800000,0.259
600278400000,0.266
600282000000,0.302
600285600000,0.335
600289200000,0.315
600292800000,0.312
600296400000,0.345
600300000000,0.352
600303600000,0.35
600307200000,0.404
600310800000,0.371
600314400000,0.32
600318000000,0.278
600321600000,0.251
600325200000,0.245
600328800000,0.242
600332400000,0.231
600336000000,0.18
600339600000,0.144
600343200000,0.16
600346800000,0.196
600350400000,0.28
600354000000,0.358
600357600000,0.386
600361200000,0.361
600364800000,0.355
600368400000,0.321
600372000000,0.294
600375600000,0.294
600379200000,0.275
600382800000,0.255
600386400000,0.235
600390000000,0.236
600393600000,0.323
600397200000,0.365
600400800000,0.369
600404400000,0.358
600408000000,0.348
600411600000,0.334
600415200000,0.332
600418800000,0.306
600422400000,0.23
600426000000,0.241
600429600000,0.319
600433200000,0.378
600436800000,0.402
600440400000,0.386
600444000000,0.331
600447600000,0.27
600451200000,0.217
600454800000,0.21
600458400000,0.245
600462000000,0.274
600465600000,0.294
600469200000,0.325
600472800000,0.332
600476400000,0.385
600480000000,0.511
600483600000,0.576
600487200000,0.635
600490800000,0.682
600494400000,0.717
600498000000,0.73
600501600000,0.711
600505200000,0.618
600508800000,0.517
600512400000,0.494
600516000000,0.485
600519600000,0.47
600523200000,0.472
600526800000,0.516
600530400000,0.561
600534000000,0.598
600537600000,0.613
600541200000,0.61
600544800000,0.591
600548400000,0.568
600552000000,0.563
600555600000,0.58
600559200000,0.603
600562800000,0.652
600566400000,0.787
600570000000,0.86
600573600000,0.888
600577200000,0.893
600580800000,0.889
600584400000,0.882
600588000000,0.872
600591600000,0.837
600595200000,0.723
600598800000,0.732
600602400000,0.753
600606000000,0.782
600609600000,0.777
600613200000,0.787
600616800000,0.786
600620400000,0.788
600624000000,0.789
600627600000,0.793
600631200000,0.793
600634800000,0.789
600638400000,0.799
600642000000,0.814
600645600000,0.821
600649200000,0.855
600652800000,0.92
