,S1
599616000000,0.621
599619600000,0.683
599623200000,0.785
599626800000,0.782
599630400000,0.738
599634000000,0.696
599637600000,0.636
599641200000,0.573
599644800000,0.522
599648400000,0.513
599652000000,0.513
599655600000,0.519
599659200000,0.526
599662800000,0.523
599666400000,0.526
599670000000,0.495
599673600000,0.438
599677200000,0.37
599680800000,0.341
599684400000,0.347
599688000000,0.4
599691600000,0.412
599695200000,0.447
599698800000,0.42
599702400000,0.526
599706000000,0.679
599709600000,0.757
599713200000,0.748
599716800000,0.706
599720400000,0.667
599724000000,0.605
599727600000,0.538
599731200000,0.431
599734800000,0.402
599738400000,0.403
599742000000,0.395
599745600000,0.416
599749200000,0.458
599752800000,0.516
599756400000,0.654
599760000000,0.734
599763600000,0.72
599767200000,0.657
599770800000,0.621
599774400000,0.623
599778000000,0.688
599781600000,0.722
599785200000,0.733
599788800000,0.762
599792400000,0.817
599796000000,0.86
599799600000,0.864
599803200000,0.857
599806800000,0.854
599810400000,0.838
599814000000,0.824
599817600000,0.794
599821200000,0.792
599824800000,0.8
599828400000,0.823
599832000000,0.823
599835600000,0.824
599839200000,0.812
599842800000,0.763
599846400000,0.738
599850000000,0.75
599853600000,0.792
599857200000,0.805
599860800000,0.795
599864400000,0.785
599868000000,0.804
599871600000,0.827
599875200000,0.841
599878800000,0.886
599882400000,0.908
599886000000,0.906
599889600000,0.889
599893200000,0.871
599896800000,0.844
599900400000,0.809
599904000000,0.796
599907600000,0.806
599911200000,0.8
599914800000,0.796
599918400000,0.774
599922000000,0.766
599925600000,0.773
599929200000,0.771
599932800000,0.767
599936400000,0.768
599940000000,0.796
599943600000,0.809
599947200000,0.833
599950800000,0.844
599954400000,0.858
599958000000,0.872
599961600000,0.918
599965200000,0.935
599968800000,0.943
599972400000,0.943
599976000000,0.934
599979600000,0.91
599983200000,0.876
599986800000,0.851
599990400000,0.809
599994000000,0.777
599997600000,0.746
600001200000,0.725
600004800000,0.732
600008400000,0.75
600012000000,0.786
600015600000,0.804
600019200000,0.837
600022800000,0.845
600026400000,0.788
600030000000,0.744
600033600000,0.655
600037200000,0.672
600040800000,0.675
600044400000,0.635
600048000000,0.609
600051600000,0.705
600055200000,0.763
600058800000,0.744
600062400000,0.705
600066000000,0.65
600069600000,0.623
600073200000,0.684
600076800000,0.745
600080400000,0.768
600084000000,0.696
600087600000,0.65
600091200000,0.602
600094800000,0.581
600098400000,0.59
600102000000,0.603
600105600000,0.613
600109200000,0.623
600112800000,0.632
600116400000,0.635
600120000000,0.645
600123600000,0.644
600127200000,0.586
600130800000,0.509
600134400000,0.627
600138000000,0.615
600141600000,0.578
600145200000,0.552
600148800000,0.525
600152400000,0.489
600156000000,0.453
600159600000,0.397
600163200000,0.341
600166800000,0.33
600170400000,0.328
600174000000,0.321
600177600000,0.327
600181200000,0.317
600184800000,0.331
600188400000,0.388
600192000000,0.454
600195600000,0.444
600199200000,0.383
600202800000,0.311
600206400000,0.272
600210000000,0.249
600213600000,0.221
600217200000,0.177
600220800000,0.251
600224400000,0.287
600228000000,0.316
600231600000,0.334
600235200000,0.337
600238800000,0.333
600242400000,0.323
600246000000,0.317
600249600000,0.292
600253200000,0.311
600256800000,0.357
600260400000,0.376
600264000000,0.398
600267600000,0.425
600271200000,0.436
600274800000,0.413
600278400000,0.367
600282000000,0.306
600285600000,0.238
600289200000,0.185
600292800000,0.155
600296400000,0.136
600300000000,0.126
600303600000,0.118
600307200000,0.153
600310800000,0.192
600314400000,0.259
600318000000,0.323
600321600000,0.364
600325200000,0.374
600328800000,0.355
600332400000,0.303
600336000000,0.256
600339600000,0.245
600343200000,0.241
600346800000,0.249
600350400000,0.259
600354000000,0.285
600357600000,0.324
600361200000,0.364
600364800000,0.382
600368400000,0.418
600372000000,0.444
600375600000,0.464
600379200000,0.481
600382800000,0.484
600386400000,0.463
600390000000,0.441
600393600000,0.559
600397200000,0.594
600400800000,0.566
600404400000,0.525
600408000000,0.477
600411600000,0.424
600415200000,0.383
600418800000,0.347
600422400000,0.337
600426000000,0.387
600429600000,0.427
600433200000,0.435
600436800000,0.401
600440400000,0.388
600444000000,0.379
600447600000,0.376
600451200000,0.38
600454800000,0.4
600458400000,0.427
