,L2
694224000000,0.706
694227600000,0.716
694231200000,0.669
694234800000,0.624
694238400000,0.59
694242000000,0.563
694245600000,0.544
694249200000,0.527
694252800000,0.535
694256400000,0.546
694260000000,0.547
694263600000,0.544
694267200000,0.532
694270800000,0.532
694274400000,0.541
694278000000,0.562
694281600000,0.595
694285200000,0.627
694288800000,0.652
694292400000,0.668
694296000000,0.682
694299600000,0.668
694303200000,0.63
694306800000,0.586
694310400000,0.676
694314000000,0.697
694317600000,0.669
694321200000,0.638
694324800000,0.622
694328400000,0.624
694332000000,0.645
694335600000,0.674
694339200000,0.724
694342800000,0.737
694346400000,0.718
694350000000,0.673
694353600000,0.627
694357200000,0.595
694360800000,0.586
694364400000,0.605
694368000000,0.637
694371600000,0.659
694375200000,0.663
694378800000,0.656
694382400000,0.653
694386000000,0.639
694389600000,0.606
694393200000,0.601
694396800000,0.715
694400400000,0.77
694404000000,0.764
694407600000,0.733
694411200000,0.698
694414800000,0.668
694418400000,0.654
694422000000,0.656
694425600000,0.675
694429200000,0.695
694432800000,0.687
694436400000,0.67
694440000000,0.658
694443600000,0.654
694447200000,0.662
694450800000,0.676
694454400000,0.689
694458000000,0.69
694461600000,0.682
694465200000,0.674
694468800000,0.668
694472400000,0.653
694476000000,0.626
694479600000,0.618
694483200000,0.739
694486800000,0.815
694490400000,0.827
694494000000,0.801
694497600000,0.765
694501200000,0.732
694504800000,0.711
694508400000,0.713
694512000000,0.725
694515600000,0.726
694519200000,0.701
694522800000,0.653
694526400000,0.616
694530000000,0.598
694533600000,0.583
694537200000,0.574
694540800000,0.57
694544400000,0.575
694548000000,0.593
694551600000,0.603
694555200000,0.593
694558800000,0.525
694562400000,0.427
694566000000,0.352
694569600000,0.409
694573200000,0.457
694576800000,0.449
694580400000,0.413
694584000000,0.366
694587600000,0.31
694591200000,0.245
694594800000,0.192
694598400000,0.163
694602000000,0.174
694605600000,0.242
694609200000,0.346
694612800000,0.396
694616400000,0.401
694620000000,0.379
694623600000,0.355
694627200000,0.353
694630800000,0.353
694634400000,0.353
694638000000,0.355
694641600000,0.34
694645200000,0.295
694648800000,0.253
694652400000,0.233
694656000000,0.285
694659600000,0.307
694663200000,0.22
694666800000,0.106
694670400000,0.033
694674000000,0.004
694677600000,0.0
694681200000,0.001
694684800000,0.017
694688400000,0.038
694692000000,0.047
694695600000,0.058
694699200000,0.156
694702800000,0.394
694706400000,0.56
694710000000,0.538
694713600000,0.429
694717200000,0.35
694720800000,0.33
694724400000,0.335
694728000000,0.311
694731600000,0.269
694735200000,0.24
694738800000,0.234
694742400000,0.293
694746000000,0.323
694749600000,0.278
694753200000,0.192
694756800000,0.109
694760400000,0.048
694764000000,0.016
694767600000,0.003
694771200000,0.021
694774800000,0.05
694778400000,0.08
694782000000,0.097
694785600000,0.113
694789200000,0.158
694792800000,0.253
694796400000,0.356
694800000000,0.43
694803600000,0.454
694807200000,0.437
694810800000,0.413
694814400000,0.399
694818000000,0.379
694821600000,0.349
694825200000,0.313
694828800000,0.341
694832400000,0.334
694836000000,0.291
694839600000,0.241
694843200000,0.197
694846800000,0.162
694850400000,0.137
694854000000,0.12
694857600000,0.104
694861200000,0.077
694864800000,0.059
694868400000,0.068
694872000000,0.102
694875600000,0.134
694879200000,0.161
694882800000,0.167
694886400000,0.167
694890000000,0.177
694893600000,0.186
694897200000,0.192
694900800000,0.193
694904400000,0.194
694908000000,0.192
694911600000,0.172
694915200000,0.181
694918800000,0.182
694922400000,0.164
694926000000,0.117
694929600000,0.056
694933200000,0.015
694936800000,0.002
694940400000,0.015
694944000000,0.038
694947600000,0.053
694951200000,0.044
694954800000,0.044
694958400000,0.072
694962000000,0.114
694965600000,0.159
694969200000,0.186
694972800000,0.207
694976400000,0.225
694980000000,0.239
694983600000,0.255
694987200000,0.277
694990800000,0.332
694994400000,0.41
694998000000,0.475
695001600000,0.618
695005200000,0.712
695008800000,0.734
695012400000,0.722
695016000000,0.697
695019600000,0.682
695023200000,0.696
695026800000,0.729
695030400000,0.777
695034000000,0.809
695037600000,0.816
