,Mn4
1483228800000,0.212
1483232400000,0.351
1483236000000,0.425
1483239600000,0.403
1483243200000,0.373
1483246800000,0.317
1483250400000,0.253
1483254000000,0.164
1483257600000,0.048
1483261200000,0.0
1483264800000,0.0
1483268400000,0.0
1483272000000,0.0
1483275600000,0.0
1483279200000,0.0
1483282800000,0.0
1483286400000,0.0
1483290000000,0.0
1483293600000,0.0
1483297200000,0.0
1483300800000,0.0
1483304400000,0.0
1483308000000,0.071
1483311600000,0.24
1483315200000,0.35
1483318800000,0.413
1483322400000,0.507
1483326000000,0.527
1483329600000,0.507
1483333200000,0.453
1483336800000,0.379
1483340400000,0.229
1483344000000,0.069
1483347600000,0.0
1483351200000,0.0
1483354800000,0.0
1483358400000,0.0
1483362000000,0.0
1483365600000,0.0
1483369200000,0.0
1483372800000,0.0
1483376400000,0.0
1483380000000,0.0
1483383600000,0.0
1483387200000,0.0
1483390800000,0.0
1483394400000,0.039
1483398000000,0.167
1483401600000,0.293
1483405200000,0.405
1483408800000,0.45
1483412400000,0.453
1483416000000,0.433
1483419600000,0.351
1483423200000,0.25
1483426800000,0.137
1483430400000,0.049
1483434000000,0.0
1483437600000,0.0
1483441200000,0.0
1483444800000,0.0
1483448400000,0.0
1483452000000,0.0
1483455600000,0.0
1483459200000,0.0
1483462800000,0.0
1483466400000,0.0
1483470000000,0.0
1483473600000,0.0
1483477200000,0.0
1483480800000,0.037
1483484400000,0.11
1483488000000,0.153
1483491600000,0.205
1483495200000,0.294
1483498800000,0.431
1483502400000,0.525
1483506000000,0.555
1483509600000,0.475
1483513200000,0.312
1483516800000,0.121
1483520400000,0.0
1483524000000,0.0
1483527600000,0.0
1483531200000,0.0
1483534800000,0.0
1483538400000,0.0
1483542000000,0.0
1483545600000,0.0
1483549200000,0.0
1483552800000,0.0
1483556400000,0.0
1483560000000,0.0
1483563600000,0.0
1483567200000,0.006
1483570800000,0.058
1483574400000,0.13
1483578000000,0.222
1483581600000,0.271
1483585200000,0.267
1483588800000,0.225
1483592400000,0.178
1483596000000,0.143
1483599600000,0.09
1483603200000,0.028
1483606800000,0.0
1483610400000,0.0
1483614000000,0.0
1483617600000,0.0
1483621200000,0.0
1483624800000,0.0
1483628400000,0.0
1483632000000,0.0
1483635600000,0.0
1483639200000,0.0
