,V2
1483228800000,0.866
1483232400000,0.88
1483236000000,0.884
1483239600000,0.887
1483243200000,0.886
1483246800000,0.888
1483250400000,0.881
1483254000000,0.865
1483257600000,0.857
1483261200000,0.847
1483264800000,0.826
1483268400000,0.804
1483272000000,0.783
1483275600000,0.77
1483279200000,0.759
1483282800000,0.775
1483286400000,0.79
1483290000000,0.798
1483293600000,0.81
1483297200000,0.819
1483300800000,0.823
1483304400000,0.793
1483308000000,0.737
1483311600000,0.689
1483315200000,0.672
1483318800000,0.674
1483322400000,0.672
1483326000000,0.683
1483329600000,0.687
1483333200000,0.665
1483336800000,0.636
1483340400000,0.591
1483344000000,0.535
1483347600000,0.517
1483351200000,0.56
1483354800000,0.615
1483358400000,0.667
1483362000000,0.733
1483365600000,0.777
1483369200000,0.793
1483372800000,0.8
1483376400000,0.788
1483380000000,0.779
1483383600000,0.779
1483387200000,0.773
1483390800000,0.748
1483394400000,0.692
1483398000000,0.62
1483401600000,0.59
1483405200000,0.628
1483408800000,0.682
1483412400000,0.721
1483416000000,0.737
1483419600000,0.75
1483423200000,0.754
1483426800000,0.736
1483430400000,0.676
1483434000000,0.599
1483437600000,0.556
1483441200000,0.532
1483444800000,0.515
1483448400000,0.494
1483452000000,0.491
1483455600000,0.545
1483459200000,0.63
1483462800000,0.689
1483466400000,0.7
1483470000000,0.687
1483473600000,0.661
1483477200000,0.607
1483480800000,0.539
1483484400000,0.456
1483488000000,0.398
1483491600000,0.348
1483495200000,0.312
1483498800000,0.311
1483502400000,0.345
1483506000000,0.38
1483509600000,0.402
1483513200000,0.402
1483516800000,0.365
1483520400000,0.32
1483524000000,0.272
1483527600000,0.249
1483531200000,0.24
1483534800000,0.231
1483538400000,0.204
1483542000000,0.162
1483545600000,0.127
1483549200000,0.105
1483552800000,0.104
1483556400000,0.108
1483560000000,0.111
1483563600000,0.088
1483567200000,0.069
1483570800000,0.104
1483574400000,0.193
1483578000000,0.269
1483581600000,0.244
1483585200000,0.19
1483588800000,0.193
1483592400000,0.214
1483596000000,0.22
1483599600000,0.201
1483603200000,0.231
1483606800000,0.332
1483610400000,0.481
1483614000000,0.568
1483617600000,0.592
1483621200000,0.623
1483624800000,0.679
1483628400000,0.72
1483632000000,0.741
1483635600000,0.75
1483639200000,0.752
1483642800000,0.76
1483646400000,0.762
1483650000000,0.758
1483653600000,0.75
1483657200000,0.737
1483660800000,0.73
1483664400000,0.695
1483668000000,0.642
1483671600000,0.577
1483675200000,0.506
1483678800000,0.443
1483682400000,0.383
1483686000000,0.337
1483689600000,0.312
1483693200000,0.305
1483696800000,0.301
1483700400000,0.303
1483704000000,0.3
1483707600000,0.308
1483711200000,0.348
1483714800000,0.403
1483718400000,0.454
1483722000000,0.481
1483725600000,0.493
1483729200000,0.503
1483732800000,0.516
1483736400000,0.544
1483740000000,0.568
1483743600000,0.579
1483747200000,0.613
1483750800000,0.62
1483754400000,0.592
1483758000000,0.535
1483761600000,0.476
1483765200000,0.422
1483768800000,0.386
1483772400000,0.371
1483776000000,0.369
1483779600000,0.401
1483783200000,0.446
1483786800000,0.46
1483790400000,0.443
1483794000000,0.419
1483797600000,0.395
1483801200000,0.395
1483804800000,0.408
1483808400000,0.422
1483812000000,0.429
1483815600000,0.434
1483819200000,0.433
1483822800000,0.413
1483826400000,0.379
1483830000000,0.343
1483833600000,0.319
1483837200000,0.308
1483840800000,0.3
1483844400000,0.31
1483848000000,0.328
1483851600000,0.314
1483855200000,0.278
1483858800000,0.251
1483862400000,0.261
1483866000000,0.287
1483869600000,0.328
1483873200000,0.376
1483876800000,0.417
1483880400000,0.484
1483884000000,0.555
1483887600000,0.593
1483891200000,0.618
1483894800000,0.64
1483898400000,0.651
1483902000000,0.644
1483905600000,0.594
1483909200000,0.542
1483912800000,0.538
1483916400000,0.586
1483920000000,0.641
1483923600000,0.653
1483927200000,0.631
1483930800000,0.618
1483934400000,0.59
1483938000000,0.586
1483941600000,0.615
1483945200000,0.646
1483948800000,0.698
1483952400000,0.773
1483956000000,0.772
1483959600000,0.685
1483963200000,0.59
1483966800000,0.493
1483970400000,0.347
1483974000000,0.309
1483977600000,0.59
1483981200000,0.627
1483984800000,0.502
1483988400000,0.395
1483992000000,0.364
1483995600000,0.388
1483999200000,0.366
1484002800000,0.332
1484006400000,0.281
1484010000000,0.253
1484013600000,0.251
1484017200000,0.273
1484020800000,0.291
1484024400000,0.295
1484028000000,0.294
1484031600000,0.328
1484035200000,0.41
1484038800000,0.641
1484042400000,0.84
1484046000000,0.862
1484049600000,0.84
1484053200000,0.912
1484056800000,0.969
1484060400000,0.968
1484064000000,0.941
1484067600000,0.9
1484071200000,0.893
1484074800000,0.918
1484078400000,0.939
1484082000000,0.926
1484085600000,0.876
1484089200000,0.796
1484092800000,0.671
1484096400000,0.503
1484100000000,0.318
1484103600000,0.22
1484107200000,0.174
1484110800000,0.137
1484114400000,0.093
1484118000000,0.044
1484121600000,0.019
1484125200000,0.006
1484128800000,0.003
1484132400000,0.004
1484136000000,0.006
1484139600000,0.01
1484143200000,0.043
1484146800000,0.147
1484150400000,0.28
1484154000000,0.38
1484157600000,0.435
1484161200000,0.444
1484164800000,0.47
