,V1
852076800000,0.529
852080400000,0.544
852084000000,0.526
852087600000,0.498
852091200000,0.46
852094800000,0.429
852098400000,0.406
852102000000,0.381
852105600000,0.329
852109200000,0.306
852112800000,0.323
852116400000,0.328
852120000000,0.34
852123600000,0.351
852127200000,0.388
852130800000,0.444
852134400000,0.494
852138000000,0.55
852141600000,0.578
852145200000,0.588
852148800000,0.583
852152400000,0.54
852156000000,0.485
852159600000,0.432
852163200000,0.502
852166800000,0.487
852170400000,0.473
852174000000,0.491
852177600000,0.516
852181200000,0.525
852184800000,0.531
852188400000,0.54
852192000000,0.491
852195600000,0.451
852199200000,0.517
852202800000,0.603
852206400000,0.644
852210000000,0.633
852213600000,0.601
852217200000,0.568
852220800000,0.539
852224400000,0.517
852228000000,0.492
852231600000,0.476
852235200000,0.457
852238800000,0.432
852242400000,0.41
852246000000,0.371
852249600000,0.473
852253200000,0.516
852256800000,0.525
852260400000,0.517
852264000000,0.488
852267600000,0.457
852271200000,0.44
852274800000,0.428
852278400000,0.367
852282000000,0.332
852285600000,0.346
852289200000,0.386
852292800000,0.422
852296400000,0.436
852300000000,0.435
852303600000,0.401
852307200000,0.37
852310800000,0.337
852314400000,0.328
852318000000,0.328
852321600000,0.349
852325200000,0.367
852328800000,0.361
852332400000,0.332
852336000000,0.414
852339600000,0.432
852343200000,0.42
852346800000,0.401
852350400000,0.379
852354000000,0.361
852357600000,0.355
852361200000,0.352
852364800000,0.289
852368400000,0.237
852372000000,0.267
852375600000,0.283
852379200000,0.308
852382800000,0.338
852386400000,0.352
852390000000,0.358
852393600000,0.346
852397200000,0.353
852400800000,0.364
852404400000,0.379
852408000000,0.391
852411600000,0.404
852415200000,0.407
852418800000,0.46
852422400000,0.591
852426000000,0.61
852429600000,0.586
852433200000,0.526
852436800000,0.467
852440400000,0.432
852444000000,0.416
852447600000,0.41
852451200000,0.337
852454800000,0.274
852458400000,0.288
852462000000,0.333
852465600000,0.329
852469200000,0.346
852472800000,0.376
852476400000,0.402
852480000000,0.404
852483600000,0.407
852487200000,0.414
852490800000,0.442
852494400000,0.476
852498000000,0.522
852501600000,0.544
852505200000,0.574
852508800000,0.703
852512400000,0.724
852516000000,0.7
852519600000,0.656
852523200000,0.599
852526800000,0.544
852530400000,0.502
852534000000,0.474
852537600000,0.407
852541200000,0.383
852544800000,0.413
852548400000,0.439
852552000000,0.465
852555600000,0.484
852559200000,0.498
852562800000,0.47
852566400000,0.457
852570000000,0.437
852573600000,0.442
852577200000,0.444
852580800000,0.444
852584400000,0.454
852588000000,0.436
852591600000,0.58
852595200000,0.724
852598800000,0.765
852602400000,0.774
852606000000,0.754
852609600000,0.722
852613200000,0.682
852616800000,0.642
852620400000,0.59
852624000000,0.464
852627600000,0.404
852631200000,0.437
852634800000,0.445
852638400000,0.459
852642000000,0.461
852645600000,0.425
852649200000,0.386
852652800000,0.388
852656400000,0.342
852660000000,0.313
852663600000,0.315
852667200000,0.326
852670800000,0.337
852674400000,0.325
852678000000,0.443
852681600000,0.624
852685200000,0.666
852688800000,0.639
852692400000,0.574
852696000000,0.493
852699600000,0.424
852703200000,0.385
852706800000,0.35
