,N1
788918400000,0.44
788922000000,0.574
788925600000,0.657
788929200000,0.69
788932800000,0.671
788936400000,0.602
788940000000,0.486
788943600000,0.278
788947200000,0.116
788950800000,0.0
788954400000,0.0
788958000000,0.0
788961600000,0.0
788965200000,0.0
788968800000,0.0
788972400000,0.0
788976000000,0.0
788979600000,0.0
788983200000,0.0
788986800000,0.0
788990400000,0.0
788994000000,0.0
788997600000,0.026
789001200000,0.175
789004800000,0.346
789008400000,0.47
789012000000,0.52
789015600000,0.55
789019200000,0.476
789022800000,0.409
789026400000,0.314
789030000000,0.188
789033600000,0.065
789037200000,0.0
789040800000,0.0
789044400000,0.0
789048000000,0.0
789051600000,0.0
789055200000,0.0
789058800000,0.0
789062400000,0.0
789066000000,0.0
789069600000,0.0
789073200000,0.0
789076800000,0.0
789080400000,0.0
789084000000,0.036
789087600000,0.215
789091200000,0.408
789094800000,0.539
789098400000,0.631
789102000000,0.636
789105600000,0.619
789109200000,0.537
789112800000,0.409
789116400000,0.26
789120000000,0.102
789123600000,0.0
789127200000,0.0
789130800000,0.0
789134400000,0.0
789138000000,0.0
789141600000,0.0
789145200000,0.0
789148800000,0.0
789152400000,0.0
789156000000,0.0
789159600000,0.0
789163200000,0.0
789166800000,0.0
789170400000,0.035
789174000000,0.215
789177600000,0.391
789181200000,0.563
789184800000,0.653
789188400000,0.692
789192000000,0.678
789195600000,0.618
789199200000,0.504
789202800000,0.345
789206400000,0.142
789210000000,0.0
789213600000,0.0
789217200000,0.0
789220800000,0.0
789224400000,0.0
789228000000,0.0
789231600000,0.0
789235200000,0.0
789238800000,0.0
789242400000,0.0
789246000000,0.0
789249600000,0.0
789253200000,0.0
789256800000,0.035
789260400000,0.213
789264000000,0.4
789267600000,0.541
789271200000,0.63
789274800000,0.666
789278400000,0.654
789282000000,0.596
789285600000,0.491
789289200000,0.328
789292800000,0.137
789296400000,0.0
789300000000,0.0
789303600000,0.0
789307200000,0.0
789310800000,0.0
789314400000,0.0
789318000000,0.0
789321600000,0.0
789325200000,0.0
789328800000,0.0
789332400000,0.0
789336000000,0.0
789339600000,0.0
789343200000,0.048
789346800000,0.247
789350400000,0.452
789354000000,0.589
789357600000,0.678
789361200000,0.717
789364800000,0.707
789368400000,0.647
789372000000,0.538
789375600000,0.364
789379200000,0.149
789382800000,0.0
789386400000,0.0
789390000000,0.0
789393600000,0.0
789397200000,0.0
789400800000,0.0
789404400000,0.0
789408000000,0.0
789411600000,0.0
789415200000,0.0
789418800000,0.0
789422400000,0.0
789426000000,0.0
789429600000,0.044
789433200000,0.237
789436800000,0.429
789440400000,0.568
789444000000,0.651
789447600000,0.684
789451200000,0.635
789454800000,0.575
789458400000,0.471
789462000000,0.304
789465600000,0.11
789469200000,0.0
789472800000,0.0
789476400000,0.0
789480000000,0.0
789483600000,0.0
789487200000,0.0
789490800000,0.0
789494400000,0.0
789498000000,0.0
789501600000,0.0
789505200000,0.0
789508800000,0.0
789512400000,0.0
789516000000,0.045
789519600000,0.244
789523200000,0.447
789526800000,0.582
789530400000,0.665
789534000000,0.696
789537600000,0.681
789541200000,0.625
789544800000,0.517
789548400000,0.332
789552000000,0.149
789555600000,0.0
789559200000,0.0
789562800000,0.0
789566400000,0.0
789570000000,0.0
789573600000,0.0
789577200000,0.0
789580800000,0.0
789584400000,0.0
789588000000,0.0
789591600000,0.0
789595200000,0.0
789598800000,0.0
789602400000,0.049
789606000000,0.25
789609600000,0.447
789613200000,0.59
789616800000,0.674
789620400000,0.713
789624000000,0.703
789627600000,0.643
789631200000,0.537
789634800000,0.361
789638400000,0.161
789642000000,0.0
789645600000,0.0
789649200000,0.0
789652800000,0.0
789656400000,0.0
789660000000,0.0
789663600000,0.0
789667200000,0.0
789670800000,0.0
789674400000,0.0
789678000000,0.0
789681600000,0.0
789685200000,0.0
789688800000,0.039
789692400000,0.22
789696000000,0.461
789699600000,0.608
789703200000,0.697
789706800000,0.733
789710400000,0.721
789714000000,0.659
789717600000,0.545
789721200000,0.377
789724800000,0.163
789728400000,0.001
789732000000,0.0
789735600000,0.0
789739200000,0.0
789742800000,0.0
789746400000,0.0
789750000000,0.0
789753600000,0.0
789757200000,0.0
789760800000,0.0
789764400000,0.0
789768000000,0.0
789771600000,0.0
789775200000,0.033
789778800000,0.195
789782400000,0.365
789786000000,0.581
789789600000,0.682
789793200000,0.717
789796800000,0.712
789800400000,0.659
789804000000,0.552
789807600000,0.391
789811200000,0.17
789814800000,0.001
789818400000,0.0
789822000000,0.0
789825600000,0.0
789829200000,0.0
789832800000,0.0
789836400000,0.0
789840000000,0.0
789843600000,0.0
789847200000,0.0
789850800000,0.0
789854400000,0.0
789858000000,0.0
789861600000,0.044
789865200000,0.229
789868800000,0.438
789872400000,0.595
789876000000,0.704
789879600000,0.744
789883200000,0.733
789886800000,0.675
789890400000,0.564
789894000000,0.398
789897600000,0.187
789901200000,0.003
789904800000,0.0
789908400000,0.0
789912000000,0.0
789915600000,0.0
789919200000,0.0
789922800000,0.0
789926400000,0.0
789930000000,0.0
789933600000,0.0
789937200000,0.0
789940800000,0.0
789944400000,0.0
789948000000,0.042
789951600000,0.26
789955200000,0.418
789958800000,0.607
789962400000,0.696
789966000000,0.726
789969600000,0.707
789973200000,0.64
789976800000,0.531
789980400000,0.357
789984000000,0.157
789987600000,0.002
789991200000,0.0
789994800000,0.0
789998400000,0.0
790002000000,0.0
790005600000,0.0
790009200000,0.0
790012800000,0.0
790016400000,0.0
790020000000,0.0
790023600000,0.0
790027200000,0.0
790030800000,0.0
790034400000,0.053
790038000000,0.257
790041600000,0.446
790045200000,0.588
790048800000,0.673
790052400000,0.709
790056000000,0.694
790059600000,0.633
790063200000,0.525
790066800000,0.358
790070400000,0.145
790074000000,0.0
790077600000,0.0
790081200000,0.0
790084800000,0.0
790088400000,0.0
790092000000,0.0
790095600000,0.0
790099200000,0.0
790102800000,0.0
790106400000,0.0
790110000000,0.0
790113600000,0.0
790117200000,0.0
790120800000,0.057
790124400000,0.272
790128000000,0.473
790131600000,0.608
790135200000,0.689
790138800000,0.723
790142400000,0.709
790146000000,0.643
790149600000,0.533
790153200000,0.37
790156800000,0.16
790160400000,0.001
790164000000,0.0
790167600000,0.0
790171200000,0.0
790174800000,0.0
790178400000,0.0
790182000000,0.0
790185600000,0.0
790189200000,0.0
790192800000,0.0
790196400000,0.0
790200000000,0.0
790203600000,0.0
790207200000,0.037
790210800000,0.208
790214400000,0.36
790218000000,0.455
790221600000,0.488
790225200000,0.504
790228800000,0.493
790232400000,0.439
790236000000,0.366
790239600000,0.242
790243200000,0.101
790246800000,0.0
790250400000,0.0
790254000000,0.0
790257600000,0.0
790261200000,0.0
790264800000,0.0
790268400000,0.0
790272000000,0.0
790275600000,0.0
790279200000,0.0
790282800000,0.0
790286400000,0.0
790290000000,0.0
790293600000,0.029
790297200000,0.181
790300800000,0.381
790304400000,0.539
790308000000,0.622
790311600000,0.633
790315200000,0.602
790318800000,0.492
790322400000,0.384
790326000000,0.268
790329600000,0.115
790333200000,0.0
790336800000,0.0
790340400000,0.0
790344000000,0.0
790347600000,0.0
790351200000,0.0
790354800000,0.0
790358400000,0.0
790362000000,0.0
790365600000,0.0
790369200000,0.0
790372800000,0.0
790376400000,0.0
790380000000,0.045
790383600000,0.24
790387200000,0.453
790390800000,0.59
790394400000,0.673
790398000000,0.693
790401600000,0.673
790405200000,0.622
790408800000,0.521
790412400000,0.333
790416000000,0.121
790419600000,0.0
790423200000,0.0
790426800000,0.0
790430400000,0.0
790434000000,0.0
790437600000,0.0
790441200000,0.0
790444800000,0.0
790448400000,0.0
790452000000,0.0
790455600000,0.0
790459200000,0.0
790462800000,0.0
790466400000,0.029
790470000000,0.212
790473600000,0.439
790477200000,0.576
790480800000,0.667
790484400000,0.692
790488000000,0.668
790491600000,0.605
790495200000,0.476
790498800000,0.296
790502400000,0.131
790506000000,0.0
790509600000,0.0
790513200000,0.0
790516800000,0.0
790520400000,0.0
790524000000,0.0
790527600000,0.0
790531200000,0.0
790534800000,0.0
790538400000,0.0
790542000000,0.0
790545600000,0.0
790549200000,0.0
790552800000,0.016
790556400000,0.1
790560000000,0.22
790563600000,0.337
790567200000,0.47
790570800000,0.615
790574400000,0.664
790578000000,0.618
790581600000,0.464
790585200000,0.247
790588800000,0.073
790592400000,0.0
790596000000,0.0
790599600000,0.0
790603200000,0.0
790606800000,0.0
790610400000,0.0
790614000000,0.0
790617600000,0.0
790621200000,0.0
790624800000,0.0
790628400000,0.0
790632000000,0.0
790635600000,0.0
790639200000,0.026
790642800000,0.2
790646400000,0.356
790650000000,0.489
790653600000,0.565
790657200000,0.559
790660800000,0.491
790664400000,0.38
790668000000,0.252
790671600000,0.133
790675200000,0.046
790678800000,0.0
790682400000,0.0
790686000000,0.0
790689600000,0.0
790693200000,0.0
790696800000,0.0
790700400000,0.0
790704000000,0.0
