,Mn4
725846400000,0.284
725850000000,0.285
725853600000,0.282
725857200000,0.265
725860800000,0.235
725864400000,0.217
725868000000,0.217
725871600000,0.227
725875200000,0.234
725878800000,0.249
725882400000,0.259
725886000000,0.27
725889600000,0.27
725893200000,0.264
725896800000,0.269
725900400000,0.287
725904000000,0.302
725907600000,0.309
725911200000,0.305
725914800000,0.302
725918400000,0.299
725922000000,0.284
725925600000,0.236
725929200000,0.203
725932800000,0.196
725936400000,0.196
725940000000,0.192
725943600000,0.187
725947200000,0.185
725950800000,0.191
725954400000,0.206
725958000000,0.233
725961600000,0.256
725965200000,0.298
725968800000,0.299
725972400000,0.289
725976000000,0.267
725979600000,0.265
725983200000,0.323
725986800000,0.41
725990400000,0.476
725994000000,0.538
725997600000,0.568
726001200000,0.58
726004800000,0.603
726008400000,0.63
726012000000,0.63
726015600000,0.693
726019200000,0.742
726022800000,0.737
726026400000,0.71
726030000000,0.684
726033600000,0.668
726037200000,0.646
726040800000,0.613
726044400000,0.567
726048000000,0.502
726051600000,0.439
726055200000,0.391
726058800000,0.346
726062400000,0.311
726066000000,0.291
726069600000,0.3
726073200000,0.295
726076800000,0.319
726080400000,0.346
726084000000,0.38
726087600000,0.413
726091200000,0.442
726094800000,0.488
726098400000,0.49
726102000000,0.535
726105600000,0.613
726109200000,0.637
726112800000,0.654
726116400000,0.654
726120000000,0.643
726123600000,0.627
726127200000,0.617
726130800000,0.608
726134400000,0.59
726138000000,0.576
726141600000,0.58
726145200000,0.559
726148800000,0.515
726152400000,0.471
726156000000,0.379
726159600000,0.311
726163200000,0.245
726166800000,0.19
726170400000,0.18
726174000000,0.22
726177600000,0.301
726181200000,0.413
726184800000,0.549
726188400000,0.698
726192000000,0.785
726195600000,0.794
726199200000,0.788
726202800000,0.762
726206400000,0.727
726210000000,0.685
726213600000,0.647
726217200000,0.619
726220800000,0.578
726224400000,0.535
726228000000,0.499
726231600000,0.447
726235200000,0.403
726238800000,0.402
726242400000,0.401
726246000000,0.407
726249600000,0.42
726253200000,0.439
726256800000,0.454
726260400000,0.466
726264000000,0.49
726267600000,0.501
726271200000,0.48
726274800000,0.523
726278400000,0.56
726282000000,0.544
726285600000,0.514
726289200000,0.492
726292800000,0.467
726296400000,0.44
726300000000,0.42
726303600000,0.41
726307200000,0.406
726310800000,0.403
726314400000,0.398
726318000000,0.401
726321600000,0.389
726325200000,0.388
726328800000,0.398
726332400000,0.391
726336000000,0.355
726339600000,0.28
726343200000,0.205
726346800000,0.167
726350400000,0.156
726354000000,0.154
726357600000,0.225
726361200000,0.401
726364800000,0.578
726368400000,0.682
726372000000,0.722
726375600000,0.754
726379200000,0.786
726382800000,0.821
726386400000,0.854
726390000000,0.855
726393600000,0.802
726397200000,0.701
726400800000,0.627
726404400000,0.572
726408000000,0.558
726411600000,0.556
726415200000,0.596
726418800000,0.596
726422400000,0.537
726426000000,0.467
726429600000,0.448
726433200000,0.435
726436800000,0.435
726440400000,0.453
726444000000,0.479
726447600000,0.622
726451200000,0.763
726454800000,0.835
726458400000,0.86
726462000000,0.862
726465600000,0.86
726469200000,0.85
726472800000,0.837
726476400000,0.804
726480000000,0.765
726483600000,0.758
726487200000,0.773
726490800000,0.783
726494400000,0.777
726498000000,0.791
726501600000,0.805
726505200000,0.805
726508800000,0.781
726512400000,0.756
726516000000,0.734
726519600000,0.721
726523200000,0.704
726526800000,0.681
726530400000,0.635
726534000000,0.649
726537600000,0.713
726541200000,0.745
726544800000,0.737
726548400000,0.72
726552000000,0.701
726555600000,0.677
726559200000,0.66
726562800000,0.642
726566400000,0.591
726570000000,0.53
726573600000,0.493
726577200000,0.471
726580800000,0.457
726584400000,0.481
726588000000,0.48
726591600000,0.46
726595200000,0.468
726598800000,0.469
726602400000,0.464
726606000000,0.498
726609600000,0.504
726613200000,0.475
726616800000,0.475
726620400000,0.596
726624000000,0.702
726627600000,0.729
726631200000,0.739
726634800000,0.725
726638400000,0.693
726642000000,0.658
726645600000,0.633
726649200000,0.603
726652800000,0.549
726656400000,0.481
726660000000,0.419
726663600000,0.358
726667200000,0.311
726670800000,0.274
726674400000,0.25
726678000000,0.22
726681600000,0.185
726685200000,0.158
726688800000,0.145
726692400000,0.155
726696000000,0.168
726699600000,0.191
726703200000,0.179
726706800000,0.195
726710400000,0.241
726714000000,0.249
726717600000,0.243
726721200000,0.227
726724800000,0.222
726728400000,0.23
726732000000,0.249
726735600000,0.268
726739200000,0.268
726742800000,0.239
726746400000,0.204
726750000000,0.176
726753600000,0.158
726757200000,0.152
726760800000,0.155
726764400000,0.171
726768000000,0.194
726771600000,0.217
726775200000,0.233
726778800000,0.243
726782400000,0.264
726786000000,0.282
726789600000,0.321
726793200000,0.45
726796800000,0.59
726800400000,0.645
726804000000,0.667
726807600000,0.675
726811200000,0.675
726814800000,0.663
726818400000,0.651
726822000000,0.636
726825600000,0.594
726829200000,0.523
726832800000,0.448
726836400000,0.424
726840000000,0.38
726843600000,0.343
726847200000,0.319
726850800000,0.279
726854400000,0.29
726858000000,0.322
726861600000,0.372
726865200000,0.404
726868800000,0.434
726872400000,0.472
726876000000,0.485
726879600000,0.615
726883200000,0.711
726886800000,0.739
726890400000,0.754
726894000000,0.762
726897600000,0.762
726901200000,0.754
726904800000,0.741
726908400000,0.715
726912000000,0.644
726915600000,0.523
726919200000,0.43
726922800000,0.379
726926400000,0.35
726930000000,0.326
726933600000,0.307
726937200000,0.291
726940800000,0.278
726944400000,0.276
726948000000,0.275
726951600000,0.286
726955200000,0.296
726958800000,0.298
726962400000,0.305
726966000000,0.484
726969600000,0.658
726973200000,0.749
726976800000,0.785
726980400000,0.805
726984000000,0.812
726987600000,0.794
726991200000,0.757
726994800000,0.689
726998400000,0.591
727002000000,0.446
727005600000,0.358
727009200000,0.302
727012800000,0.264
727016400000,0.234
727020000000,0.21
727023600000,0.213
727027200000,0.231
727030800000,0.254
727034400000,0.283
727038000000,0.3
727041600000,0.311
727045200000,0.355
727048800000,0.371
727052400000,0.492
727056000000,0.568
727059600000,0.563
727063200000,0.535
727066800000,0.5
727070400000,0.442
727074000000,0.377
727077600000,0.328
727081200000,0.285
727084800000,0.231
727088400000,0.181
727092000000,0.162
727095600000,0.167
727099200000,0.159
727102800000,0.142
727106400000,0.121
727110000000,0.125
727113600000,0.137
727117200000,0.164
727120800000,0.197
727124400000,0.199
727128000000,0.142
727131600000,0.09
727135200000,0.072
727138800000,0.106
727142400000,0.162
727146000000,0.225
727149600000,0.278
727153200000,0.325
727156800000,0.364
727160400000,0.376
727164000000,0.374
727167600000,0.361
727171200000,0.317
727174800000,0.274
727178400000,0.227
727182000000,0.203
727185600000,0.208
727189200000,0.196
727192800000,0.186
727196400000,0.196
727200000000,0.21
727203600000,0.229
727207200000,0.239
727210800000,0.249
727214400000,0.262
727218000000,0.28
727221600000,0.282
727225200000,0.442
727228800000,0.566
727232400000,0.614
727236000000,0.638
727239600000,0.657
727243200000,0.666
727246800000,0.661
727250400000,0.648
727254000000,0.62
727257600000,0.553
727261200000,0.432
727264800000,0.332
727268400000,0.264
727272000000,0.228
727275600000,0.228
727279200000,0.227
727282800000,0.227
727286400000,0.225
727290000000,0.228
727293600000,0.241
727297200000,0.259
727300800000,0.282
727304400000,0.313
727308000000,0.305
727311600000,0.381
727315200000,0.42
727318800000,0.418
727322400000,0.398
727326000000,0.364
727329600000,0.334
727333200000,0.319
727336800000,0.322
727340400000,0.334
727344000000,0.337
727347600000,0.328
727351200000,0.302
727354800000,0.273
727358400000,0.246
727362000000,0.213
727365600000,0.192
727369200000,0.184
727372800000,0.174
727376400000,0.155
727380000000,0.144
727383600000,0.141
727387200000,0.142
727390800000,0.138
727394400000,0.113
727398000000,0.126
727401600000,0.121
727405200000,0.11
727408800000,0.107
727412400000,0.117
727416000000,0.14
727419600000,0.174
727423200000,0.22
727426800000,0.277
727430400000,0.325
727434000000,0.334
727437600000,0.311
727441200000,0.284
727444800000,0.256
727448400000,0.238
727452000000,0.211
727455600000,0.178
727459200000,0.156
727462800000,0.153
727466400000,0.153
727470000000,0.183
727473600000,0.225
727477200000,0.276
727480800000,0.274
727484400000,0.343
727488000000,0.367
727491600000,0.358
727495200000,0.341
727498800000,0.313
727502400000,0.294
727506000000,0.279
727509600000,0.274
727513200000,0.272
727516800000,0.261
727520400000,0.261
727524000000,0.245
727527600000,0.225
727531200000,0.208
727534800000,0.191
727538400000,0.179
727542000000,0.187
727545600000,0.213
727549200000,0.227
727552800000,0.225
727556400000,0.22
727560000000,0.237
727563600000,0.264
727567200000,0.265
727570800000,0.361
727574400000,0.488
727578000000,0.53
727581600000,0.561
727585200000,0.591
727588800000,0.621
727592400000,0.65
727596000000,0.678
727599600000,0.699
727603200000,0.69
727606800000,0.627
727610400000,0.556
727614000000,0.504
727617600000,0.451
727621200000,0.401
727624800000,0.381
727628400000,0.401
727632000000,0.453
727635600000,0.513
727639200000,0.516
727642800000,0.528
727646400000,0.531
727650000000,0.523
727653600000,0.484
727657200000,0.532
727660800000,0.56
727664400000,0.574
727668000000,0.59
727671600000,0.601
727675200000,0.615
727678800000,0.629
727682400000,0.63
727686000000,0.618
727689600000,0.571
727693200000,0.501
727696800000,0.432
727700400000,0.413
727704000000,0.434
727707600000,0.431
727711200000,0.467
727714800000,0.504
727718400000,0.527
727722000000,0.546
727725600000,0.539
727729200000,0.494
727732800000,0.432
727736400000,0.42
727740000000,0.404
727743600000,0.466
727747200000,0.522
727750800000,0.546
727754400000,0.574
727758000000,0.57
727761600000,0.55
727765200000,0.532
727768800000,0.517
727772400000,0.501
727776000000,0.466
727779600000,0.433
727783200000,0.42
727786800000,0.416
727790400000,0.381
727794000000,0.343
727797600000,0.333
727801200000,0.32
727804800000,0.285
727808400000,0.249
727812000000,0.233
727815600000,0.231
727819200000,0.234
727822800000,0.223
727826400000,0.185
727830000000,0.179
727833600000,0.204
727837200000,0.207
727840800000,0.193
727844400000,0.167
727848000000,0.146
727851600000,0.134
727855200000,0.123
727858800000,0.112
727862400000,0.113
727866000000,0.141
727869600000,0.183
727873200000,0.223
727876800000,0.262
727880400000,0.286
727884000000,0.294
727887600000,0.284
727891200000,0.275
727894800000,0.289
727898400000,0.297
727902000000,0.294
727905600000,0.272
727909200000,0.272
727912800000,0.259
727916400000,0.273
727920000000,0.294
