,Py1
599616000000,0.163
599619600000,0.217
599623200000,0.252
599626800000,0.257
599630400000,0.258
599634000000,0.22
599637600000,0.165
599641200000,0.104
599644800000,0.035
599648400000,0.0
599652000000,0.0
599655600000,0.0
599659200000,0.0
599662800000,0.0
599666400000,0.0
599670000000,0.0
599673600000,0.0
599677200000,0.0
599680800000,0.0
599684400000,0.0
599688000000,0.0
599691600000,0.0
599695200000,0.004
599698800000,0.073
599702400000,0.132
599706000000,0.191
599709600000,0.244
599713200000,0.27
599716800000,0.26
599720400000,0.217
599724000000,0.152
599727600000,0.078
599731200000,0.02
599734800000,0.0
599738400000,0.0
599742000000,0.0
599745600000,0.0
599749200000,0.0
599752800000,0.0
599756400000,0.0
599760000000,0.0
599763600000,0.0
599767200000,0.0
599770800000,0.0
599774400000,0.0
599778000000,0.0
599781600000,0.005
599785200000,0.102
599788800000,0.249
599792400000,0.386
599796000000,0.493
599799600000,0.565
599803200000,0.599
599806800000,0.56
599810400000,0.452
599814000000,0.292
599817600000,0.11
599821200000,0.0
599824800000,0.0
599828400000,0.0
599832000000,0.0
599835600000,0.0
599839200000,0.0
599842800000,0.0
599846400000,0.0
599850000000,0.0
599853600000,0.0
599857200000,0.0
599860800000,0.0
599864400000,0.0
599868000000,0.013
599871600000,0.114
599875200000,0.213
599878800000,0.319
599882400000,0.397
599886000000,0.436
599889600000,0.427
599893200000,0.349
599896800000,0.248
599900400000,0.137
599904000000,0.039
599907600000,0.0
599911200000,0.0
599914800000,0.0
599918400000,0.0
599922000000,0.0
599925600000,0.0
599929200000,0.0
599932800000,0.0
599936400000,0.0
599940000000,0.0
599943600000,0.0
599947200000,0.0
599950800000,0.0
599954400000,0.018
599958000000,0.162
599961600000,0.336
599965200000,0.49
599968800000,0.578
599972400000,0.625
599976000000,0.631
599979600000,0.569
599983200000,0.392
599986800000,0.216
599990400000,0.065
599994000000,0.0
599997600000,0.0
600001200000,0.0
600004800000,0.0
600008400000,0.0
600012000000,0.0
600015600000,0.0
600019200000,0.0
600022800000,0.0
600026400000,0.0
600030000000,0.0
600033600000,0.0
600037200000,0.0
600040800000,0.0
600044400000,0.028
600048000000,0.091
600051600000,0.177
600055200000,0.233
600058800000,0.25
600062400000,0.235
600066000000,0.216
600069600000,0.166
600073200000,0.094
600076800000,0.03
600080400000,0.0
600084000000,0.0
600087600000,0.0
600091200000,0.0
600094800000,0.0
600098400000,0.0
600102000000,0.0
600105600000,0.0
600109200000,0.0
600112800000,0.0
600116400000,0.0
600120000000,0.0
600123600000,0.0
600127200000,0.012
600130800000,0.135
600134400000,0.327
600138000000,0.495
600141600000,0.609
600145200000,0.674
600148800000,0.674
600152400000,0.617
600156000000,0.494
600159600000,0.311
600163200000,0.118
600166800000,0.0
600170400000,0.0
600174000000,0.0
600177600000,0.0
600181200000,0.0
600184800000,0.0
600188400000,0.0
600192000000,0.0
600195600000,0.0
600199200000,0.0
600202800000,0.0
600206400000,0.0
600210000000,0.0
600213600000,0.044
600217200000,0.25
600220800000,0.451
600224400000,0.597
600228000000,0.69
600231600000,0.727
600235200000,0.708
600238800000,0.652
600242400000,0.546
600246000000,0.372
600249600000,0.162
600253200000,0.001
600256800000,0.0
600260400000,0.0
600264000000,0.0
600267600000,0.0
600271200000,0.0
600274800000,0.0
600278400000,0.0
600282000000,0.0
600285600000,0.0
600289200000,0.0
600292800000,0.0
600296400000,0.0
600300000000,0.046
600303600000,0.242
600307200000,0.414
600310800000,0.563
600314400000,0.656
600318000000,0.7
600321600000,0.709
600325200000,0.642
600328800000,0.524
600332400000,0.36
600336000000,0.156
600339600000,0.0
600343200000,0.0
600346800000,0.0
600350400000,0.0
600354000000,0.0
600357600000,0.0
600361200000,0.0
600364800000,0.0
600368400000,0.0
600372000000,0.0
600375600000,0.0
600379200000,0.0
600382800000,0.0
600386400000,0.017
600390000000,0.147
600393600000,0.311
600397200000,0.461
600400800000,0.566
600404400000,0.624
600408000000,0.639
600411600000,0.585
600415200000,0.473
600418800000,0.313
600422400000,0.128
600426000000,0.0
600429600000,0.0
600433200000,0.0
600436800000,0.0
600440400000,0.0
600444000000,0.0
600447600000,0.0
600451200000,0.0
600454800000,0.0
600458400000,0.0
600462000000,0.0
600465600000,0.0
600469200000,0.0
600472800000,0.033
600476400000,0.223
600480000000,0.412
600483600000,0.544
600487200000,0.62
600490800000,0.642
600494400000,0.581
600498000000,0.482
600501600000,0.322
600505200000,0.173
600508800000,0.052
600512400000,0.0
600516000000,0.0
600519600000,0.0
600523200000,0.0
600526800000,0.0
600530400000,0.0
600534000000,0.0
600537600000,0.0
600541200000,0.0
600544800000,0.0
600548400000,0.0
600552000000,0.0
600555600000,0.0
600559200000,0.021
600562800000,0.179
600566400000,0.374
600570000000,0.534
600573600000,0.638
600577200000,0.685
600580800000,0.679
600584400000,0.608
600588000000,0.484
600591600000,0.315
600595200000,0.131
600598800000,0.0
600602400000,0.0
600606000000,0.0
600609600000,0.0
600613200000,0.0
600616800000,0.0
600620400000,0.0
600624000000,0.0
600627600000,0.0
600631200000,0.0
600634800000,0.0
600638400000,0.0
600642000000,0.0
600645600000,0.041
600649200000,0.246
600652800000,0.442
600656400000,0.593
600660000000,0.677
600663600000,0.719
600667200000,0.706
600670800000,0.649
600674400000,0.539
600678000000,0.334
600681600000,0.132
600685200000,0.0
600688800000,0.0
600692400000,0.0
600696000000,0.0
600699600000,0.0
600703200000,0.0
600706800000,0.0
600710400000,0.0
600714000000,0.0
600717600000,0.0
600721200000,0.0
600724800000,0.0
600728400000,0.0
600732000000,0.045
600735600000,0.255
600739200000,0.44
600742800000,0.575
600746400000,0.654
600750000000,0.697
600753600000,0.682
600757200000,0.614
600760800000,0.488
600764400000,0.311
600768000000,0.121
600771600000,0.0
600775200000,0.0
600778800000,0.0
600782400000,0.0
600786000000,0.0
600789600000,0.0
600793200000,0.0
600796800000,0.0
600800400000,0.0
600804000000,0.0
600807600000,0.0
600811200000,0.0
600814800000,0.0
600818400000,0.031
600822000000,0.214
600825600000,0.405
600829200000,0.549
600832800000,0.631
600836400000,0.673
600840000000,0.669
600843600000,0.592
600847200000,0.488
600850800000,0.326
600854400000,0.141
600858000000,0.0
600861600000,0.0
