,B1
1167609600000,0.576
1167613200000,0.614
1167616800000,0.672
1167620400000,0.71
1167624000000,0.719
1167627600000,0.684
1167631200000,0.601
1167634800000,0.501
1167638400000,0.409
1167642000000,0.364
1167645600000,0.376
1167649200000,0.386
1167652800000,0.348
1167656400000,0.305
1167660000000,0.254
1167663600000,0.251
1167667200000,0.251
1167670800000,0.249
1167674400000,0.255
1167678000000,0.243
1167681600000,0.239
1167685200000,0.246
1167688800000,0.232
1167692400000,0.219
1167696000000,0.283
1167699600000,0.4
1167703200000,0.485
1167706800000,0.522
1167710400000,0.535
1167714000000,0.568
1167717600000,0.618
1167721200000,0.653
1167724800000,0.643
1167728400000,0.605
1167732000000,0.572
1167735600000,0.541
1167739200000,0.501
1167742800000,0.454
1167746400000,0.446
1167750000000,0.409
1167753600000,0.343
1167757200000,0.282
1167760800000,0.24
1167764400000,0.223
1167768000000,0.22
1167771600000,0.217
1167775200000,0.194
1167778800000,0.2
1167782400000,0.232
1167786000000,0.269
1167789600000,0.348
1167793200000,0.449
1167796800000,0.526
1167800400000,0.532
1167804000000,0.478
1167807600000,0.388
1167811200000,0.31
1167814800000,0.307
1167818400000,0.334
1167822000000,0.345
1167825600000,0.349
1167829200000,0.325
1167832800000,0.291
1167836400000,0.237
1167840000000,0.199
1167843600000,0.192
1167847200000,0.178
1167850800000,0.16
1167854400000,0.154
1167858000000,0.161
1167861600000,0.175
1167865200000,0.212
1167868800000,0.328
1167872400000,0.42
1167876000000,0.438
1167879600000,0.406
1167883200000,0.393
1167886800000,0.394
1167890400000,0.402
1167894000000,0.388
1167897600000,0.364
1167901200000,0.41
1167904800000,0.447
1167908400000,0.425
1167912000000,0.414
1167915600000,0.414
1167919200000,0.413
1167922800000,0.406
1167926400000,0.386
1167930000000,0.401
1167933600000,0.402
1167937200000,0.376
1167940800000,0.362
1167944400000,0.369
1167948000000,0.357
1167951600000,0.342
1167955200000,0.423
1167958800000,0.506
1167962400000,0.538
1167966000000,0.526
1167969600000,0.527
1167973200000,0.538
1167976800000,0.54
1167980400000,0.506
1167984000000,0.447
1167987600000,0.479
1167991200000,0.494
1167994800000,0.492
1167998400000,0.493
1168002000000,0.473
1168005600000,0.438
1168009200000,0.394
1168012800000,0.349
1168016400000,0.343
1168020000000,0.339
1168023600000,0.337
1168027200000,0.333
1168030800000,0.315
1168034400000,0.278
1168038000000,0.259
1168041600000,0.279
1168045200000,0.294
1168048800000,0.264
1168052400000,0.236
1168056000000,0.251
1168059600000,0.3
1168063200000,0.362
1168066800000,0.436
1168070400000,0.474
1168074000000,0.481
1168077600000,0.459
1168081200000,0.414
1168084800000,0.386
1168088400000,0.371
1168092000000,0.376
1168095600000,0.41
1168099200000,0.451
1168102800000,0.498
1168106400000,0.501
1168110000000,0.494
1168113600000,0.488
1168117200000,0.481
1168120800000,0.452
1168124400000,0.513
1168128000000,0.676
1168131600000,0.746
1168135200000,0.755
1168138800000,0.76
1168142400000,0.755
1168146000000,0.744
1168149600000,0.714
1168153200000,0.675
1168156800000,0.66
1168160400000,0.649
1168164000000,0.656
1168167600000,0.684
1168171200000,0.709
1168174800000,0.698
1168178400000,0.687
1168182000000,0.69
1168185600000,0.68
1168189200000,0.663
