,N1
1167609600000,0.798
1167613200000,0.845
1167616800000,0.861
1167620400000,0.846
1167624000000,0.797
1167627600000,0.724
1167631200000,0.599
1167634800000,0.503
1167638400000,0.476
1167642000000,0.46
1167645600000,0.429
1167649200000,0.395
1167652800000,0.371
1167656400000,0.362
1167660000000,0.352
1167663600000,0.335
1167667200000,0.295
1167670800000,0.291
1167674400000,0.279
1167678000000,0.286
1167681600000,0.297
1167685200000,0.308
1167688800000,0.329
1167692400000,0.335
1167696000000,0.466
1167699600000,0.573
1167703200000,0.581
1167706800000,0.537
1167710400000,0.476
1167714000000,0.425
1167717600000,0.413
1167721200000,0.374
1167724800000,0.325
1167728400000,0.393
1167732000000,0.445
1167735600000,0.42
1167739200000,0.427
1167742800000,0.417
1167746400000,0.4
1167750000000,0.43
1167753600000,0.4
1167757200000,0.364
1167760800000,0.345
1167764400000,0.305
1167768000000,0.253
1167771600000,0.235
1167775200000,0.194
1167778800000,0.164
1167782400000,0.209
1167786000000,0.252
1167789600000,0.283
1167793200000,0.296
1167796800000,0.297
1167800400000,0.302
1167804000000,0.309
1167807600000,0.265
1167811200000,0.157
1167814800000,0.149
1167818400000,0.198
1167822000000,0.217
1167825600000,0.228
1167829200000,0.219
1167832800000,0.192
1167836400000,0.183
1167840000000,0.202
1167843600000,0.223
1167847200000,0.233
1167850800000,0.248
1167854400000,0.253
1167858000000,0.249
1167861600000,0.239
1167865200000,0.242
1167868800000,0.323
1167872400000,0.405
1167876000000,0.43
1167879600000,0.41
1167883200000,0.379
1167886800000,0.345
1167890400000,0.308
1167894000000,0.243
1167897600000,0.158
1167901200000,0.172
1167904800000,0.235
1167908400000,0.27
1167912000000,0.274
1167915600000,0.28
1167919200000,0.281
1167922800000,0.304
1167926400000,0.316
1167930000000,0.343
1167933600000,0.365
1167937200000,0.358
1167940800000,0.364
1167944400000,0.369
1167948000000,0.362
1167951600000,0.434
1167955200000,0.555
1167958800000,0.592
1167962400000,0.593
1167966000000,0.577
1167969600000,0.552
1167973200000,0.53
1167976800000,0.506
1167980400000,0.447
1167984000000,0.328
1167987600000,0.358
1167991200000,0.402
1167994800000,0.413
1167998400000,0.439
1168002000000,0.501
1168005600000,0.507
1168009200000,0.531
1168012800000,0.507
1168016400000,0.527
1168020000000,0.538
1168023600000,0.547
1168027200000,0.55
1168030800000,0.529
