,S1
504921600000,0.067
504925200000,0.041
504928800000,0.024
504932400000,0.018
504936000000,0.018
504939600000,0.02
504943200000,0.023
504946800000,0.032
504950400000,0.055
504954000000,0.107
504957600000,0.13
504961200000,0.118
504964800000,0.11
504968400000,0.122
504972000000,0.155
504975600000,0.181
504979200000,0.199
504982800000,0.223
504986400000,0.259
504990000000,0.294
504993600000,0.332
504997200000,0.377
505000800000,0.4
505004400000,0.425
505008000000,0.532
505011600000,0.591
505015200000,0.624
505018800000,0.633
505022400000,0.621
505026000000,0.594
505029600000,0.55
505033200000,0.51
505036800000,0.491
505040400000,0.516
505044000000,0.556
505047600000,0.559
505051200000,0.581
505054800000,0.583
505058400000,0.566
505062000000,0.54
505065600000,0.534
505069200000,0.579
505072800000,0.613
505076400000,0.674
505080000000,0.704
505083600000,0.718
505087200000,0.687
505090800000,0.661
505094400000,0.772
505098000000,0.755
505101600000,0.676
505105200000,0.597
505108800000,0.547
505112400000,0.493
505116000000,0.45
505119600000,0.413
505123200000,0.355
505126800000,0.346
505130400000,0.376
505134000000,0.4
505137600000,0.413
505141200000,0.429
505144800000,0.444
505148400000,0.448
505152000000,0.47
505155600000,0.502
505159200000,0.523
505162800000,0.529
505166400000,0.524
505170000000,0.53
505173600000,0.513
505177200000,0.434
505180800000,0.464
505184400000,0.448
505188000000,0.404
505191600000,0.369
505195200000,0.367
505198800000,0.369
505202400000,0.345
505206000000,0.269
505209600000,0.187
505213200000,0.185
505216800000,0.203
505220400000,0.23
505224000000,0.251
505227600000,0.259
505231200000,0.267
505234800000,0.265
505238400000,0.27
505242000000,0.284
505245600000,0.305
505249200000,0.325
505252800000,0.354
505256400000,0.384
505260000000,0.379
505263600000,0.398
505267200000,0.571
505270800000,0.671
505274400000,0.716
505278000000,0.737
505281600000,0.742
505285200000,0.737
505288800000,0.717
505292400000,0.686
505296000000,0.647
505299600000,0.672
505303200000,0.725
505306800000,0.777
505310400000,0.812
505314000000,0.847
505317600000,0.89
505321200000,0.917
505324800000,0.928
505328400000,0.938
505332000000,0.942
505335600000,0.95
505339200000,0.959
505342800000,0.963
505346400000,0.962
505350000000,0.961
505353600000,0.971
505357200000,0.976
505360800000,0.973
505364400000,0.969
505368000000,0.966
505371600000,0.959
505375200000,0.938
505378800000,0.917
505382400000,0.899
505386000000,0.891
505389600000,0.893
505393200000,0.902
505396800000,0.903
505400400000,0.904
505404000000,0.899
505407600000,0.892
505411200000,0.884
505414800000,0.878
505418400000,0.882
505422000000,0.872
505425600000,0.851
505429200000,0.85
505432800000,0.853
505436400000,0.887
505440000000,0.938
505443600000,0.957
505447200000,0.961
505450800000,0.958
505454400000,0.951
505458000000,0.939
505461600000,0.923
505465200000,0.893
505468800000,0.86
505472400000,0.845
505476000000,0.862
505479600000,0.879
505483200000,0.886
505486800000,0.89
505490400000,0.893
505494000000,0.896
505497600000,0.906
505501200000,0.916
505504800000,0.922
505508400000,0.926
505512000000,0.927
505515600000,0.933
505519200000,0.945
505522800000,0.965
505526400000,0.982
505530000000,0.988
505533600000,0.989
505537200000,0.988
505540800000,0.985
505544400000,0.983
505548000000,0.98
505551600000,0.975
505555200000,0.965
505558800000,0.963
505562400000,0.969
505566000000,0.975
505569600000,0.977
505573200000,0.977
505576800000,0.978
505580400000,0.976
505584000000,0.972
505587600000,0.968
505591200000,0.964
505594800000,0.962
505598400000,0.961
505602000000,0.96
505605600000,0.961
505609200000,0.972
505612800000,0.982
505616400000,0.987
505620000000,0.988
505623600000,0.986
505627200000,0.983
505630800000,0.98
505634400000,0.974
505638000000,0.962
505641600000,0.943
505645200000,0.933
505648800000,0.939
505652400000,0.947
505656000000,0.951
505659600000,0.954
505663200000,0.956
505666800000,0.956
505670400000,0.954
505674000000,0.951
505677600000,0.949
505681200000,0.947
505684800000,0.949
505688400000,0.953
505692000000,0.951
505695600000,0.957
505699200000,0.97
505702800000,0.977
505706400000,0.979
505710000000,0.976
505713600000,0.973
505717200000,0.97
505720800000,0.964
505724400000,0.952
505728000000,0.936
505731600000,0.929
505735200000,0.939
505738800000,0.95
505742400000,0.952
505746000000,0.951
505749600000,0.951
505753200000,0.947
505756800000,0.943
505760400000,0.943
505764000000,0.94
505767600000,0.937
505771200000,0.935
505774800000,0.933
505778400000,0.926
505782000000,0.933
505785600000,0.954
505789200000,0.971
505792800000,0.977
505796400000,0.98
505800000000,0.983
505803600000,0.982
505807200000,0.974
505810800000,0.949
505814400000,0.902
505818000000,0.833
505821600000,0.812
505825200000,0.84
505828800000,0.869
505832400000,0.88
505836000000,0.876
505839600000,0.872
505843200000,0.866
505846800000,0.867
505850400000,0.871
505854000000,0.888
505857600000,0.917
505861200000,0.932
505864800000,0.92
505868400000,0.893
505872000000,0.87
505875600000,0.894
505879200000,0.906
505882800000,0.902
505886400000,0.874
505890000000,0.827
505893600000,0.794
505897200000,0.8
505900800000,0.815
505904400000,0.804
505908000000,0.829
505911600000,0.822
505915200000,0.823
505918800000,0.837
505922400000,0.845
505926000000,0.853
505929600000,0.831
505933200000,0.806
505936800000,0.791
505940400000,0.781
505944000000,0.781
505947600000,0.778
505951200000,0.759
505954800000,0.804
505958400000,0.869
505962000000,0.896
505965600000,0.895
505969200000,0.885
505972800000,0.871
505976400000,0.855
505980000000,0.832
505983600000,0.796
505987200000,0.739
505990800000,0.677
505994400000,0.684
505998000000,0.72
506001600000,0.718
506005200000,0.722
506008800000,0.746
506012400000,0.786
506016000000,0.801
506019600000,0.818
506023200000,0.824
506026800000,0.826
506030400000,0.822
506034000000,0.821
506037600000,0.791
506041200000,0.803
506044800000,0.858
506048400000,0.892
506052000000,0.891
506055600000,0.88
506059200000,0.868
506062800000,0.857
506066400000,0.829
506070000000,0.791
506073600000,0.762
506077200000,0.746
506080800000,0.754
506084400000,0.748
506088000000,0.758
506091600000,0.756
506095200000,0.737
506098800000,0.714
506102400000,0.687
506106000000,0.68
506109600000,0.69
506113200000,0.701
506116800000,0.717
506120400000,0.705
506124000000,0.692
506127600000,0.682
506131200000,0.802
506134800000,0.836
506138400000,0.84
506142000000,0.836
506145600000,0.822
506149200000,0.8
506152800000,0.77
506156400000,0.727
506160000000,0.661
506163600000,0.634
506167200000,0.654
506170800000,0.683
506174400000,0.675
506178000000,0.644
506181600000,0.627
506185200000,0.654
506188800000,0.661
506192400000,0.672
506196000000,0.688
506199600000,0.697
506203200000,0.705
506206800000,0.755
506210400000,0.759
506214000000,0.78
506217600000,0.87
506221200000,0.889
506224800000,0.896
506228400000,0.905
506232000000,0.914
506235600000,0.916
506239200000,0.908
506242800000,0.885
506246400000,0.839
506250000000,0.81
506253600000,0.794
506257200000,0.796
506260800000,0.812
506264400000,0.824
506268000000,0.811
506271600000,0.81
506275200000,0.794
506278800000,0.772
506282400000,0.78
506286000000,0.774
506289600000,0.789
506293200000,0.768
506296800000,0.71
506300400000,0.681
506304000000,0.805
506307600000,0.84
506311200000,0.824
506314800000,0.813
506318400000,0.807
506322000000,0.772
506325600000,0.695
506329200000,0.642
506332800000,0.639
506336400000,0.678
506340000000,0.718
506343600000,0.77
506347200000,0.751
