,B1
504921600000,0.12
504925200000,0.131
504928800000,0.122
504932400000,0.084
504936000000,0.043
504939600000,0.021
504943200000,0.013
504946800000,0.01
504950400000,0.009
504954000000,0.011
504957600000,0.023
504961200000,0.043
504964800000,0.064
504968400000,0.084
504972000000,0.101
504975600000,0.111
504979200000,0.122
504982800000,0.128
504986400000,0.131
504990000000,0.132
504993600000,0.139
504997200000,0.161
505000800000,0.181
505004400000,0.184
505008000000,0.24
505011600000,0.314
505015200000,0.352
505018800000,0.36
505022400000,0.355
505026000000,0.348
505029600000,0.337
505033200000,0.305
505036800000,0.274
505040400000,0.296
505044000000,0.334
505047600000,0.366
505051200000,0.389
505054800000,0.402
505058400000,0.42
505062000000,0.414
505065600000,0.4
505069200000,0.376
505072800000,0.369
505076400000,0.374
505080000000,0.432
505083600000,0.386
505087200000,0.316
505090800000,0.303
505094400000,0.382
505098000000,0.391
505101600000,0.349
505105200000,0.334
505108800000,0.355
505112400000,0.358
505116000000,0.36
505119600000,0.362
505123200000,0.355
505126800000,0.372
505130400000,0.391
505134000000,0.379
505137600000,0.319
505141200000,0.286
505144800000,0.289
505148400000,0.326
505152000000,0.366
505155600000,0.374
505159200000,0.428
505162800000,0.428
505166400000,0.401
505170000000,0.375
505173600000,0.315
505177200000,0.325
505180800000,0.423
505184400000,0.457
505188000000,0.437
505191600000,0.407
505195200000,0.395
505198800000,0.414
505202400000,0.456
505206000000,0.466
505209600000,0.442
505213200000,0.417
505216800000,0.388
505220400000,0.382
505224000000,0.395
505227600000,0.416
505231200000,0.428
505234800000,0.41
505238400000,0.376
505242000000,0.341
505245600000,0.298
505249200000,0.254
505252800000,0.221
505256400000,0.205
505260000000,0.187
505263600000,0.167
505267200000,0.172
505270800000,0.179
505274400000,0.183
505278000000,0.185
505281600000,0.183
505285200000,0.183
505288800000,0.184
505292400000,0.187
505296000000,0.196
505299600000,0.267
505303200000,0.388
505306800000,0.457
505310400000,0.523
505314000000,0.536
505317600000,0.499
505321200000,0.466
505324800000,0.429
505328400000,0.377
505332000000,0.32
505335600000,0.274
505339200000,0.256
505342800000,0.272
505346400000,0.289
505350000000,0.343
505353600000,0.505
505357200000,0.697
505360800000,0.829
505364400000,0.882
505368000000,0.879
505371600000,0.86
