,V1
978307200000,0.661
978310800000,0.737
978314400000,0.741
978318000000,0.717
978321600000,0.679
978325200000,0.648
978328800000,0.634
978332400000,0.614
978336000000,0.539
978339600000,0.513
978343200000,0.528
978346800000,0.579
978350400000,0.627
978354000000,0.653
978357600000,0.671
978361200000,0.685
978364800000,0.658
978368400000,0.62
978372000000,0.583
978375600000,0.547
978379200000,0.516
978382800000,0.503
978386400000,0.497
978390000000,0.467
978393600000,0.525
978397200000,0.488
978400800000,0.432
978404400000,0.372
978408000000,0.32
978411600000,0.283
978415200000,0.265
978418800000,0.264
978422400000,0.264
978426000000,0.283
978429600000,0.33
978433200000,0.371
978436800000,0.386
978440400000,0.399
978444000000,0.415
978447600000,0.422
978451200000,0.418
978454800000,0.4
978458400000,0.4
978462000000,0.41
978465600000,0.423
978469200000,0.446
978472800000,0.449
978476400000,0.466
978480000000,0.533
978483600000,0.532
978487200000,0.518
978490800000,0.481
978494400000,0.431
978498000000,0.383
978501600000,0.35
978505200000,0.325
978508800000,0.289
978512400000,0.291
978516000000,0.329
978519600000,0.36
978523200000,0.389
978526800000,0.422
978530400000,0.486
978534000000,0.542
978537600000,0.554
978541200000,0.535
978544800000,0.508
978548400000,0.476
978552000000,0.447
978555600000,0.432
978559200000,0.402
978562800000,0.414
978566400000,0.539
978570000000,0.602
978573600000,0.623
978577200000,0.622
978580800000,0.599
978584400000,0.56
978588000000,0.519
978591600000,0.467
978595200000,0.358
978598800000,0.312
978602400000,0.341
978606000000,0.408
978609600000,0.455
978613200000,0.476
978616800000,0.479
978620400000,0.471
978624000000,0.467
978627600000,0.467
978631200000,0.487
978634800000,0.488
978638400000,0.51
978642000000,0.516
978645600000,0.525
978649200000,0.576
978652800000,0.714
978656400000,0.78
978660000000,0.799
978663600000,0.79
978667200000,0.77
978670800000,0.746
978674400000,0.724
978678000000,0.676
978681600000,0.586
978685200000,0.561
978688800000,0.594
978692400000,0.599
978696000000,0.569
978699600000,0.55
978703200000,0.523
978706800000,0.501
978710400000,0.481
978714000000,0.467
978717600000,0.44
978721200000,0.419
978724800000,0.388
978728400000,0.362
978732000000,0.337
978735600000,0.325
978739200000,0.457
978742800000,0.51
978746400000,0.519
978750000000,0.494
978753600000,0.442
978757200000,0.373
978760800000,0.302
978764400000,0.23
978768000000,0.167
978771600000,0.175
978775200000,0.187
978778800000,0.2
978782400000,0.206
978786000000,0.201
978789600000,0.205
978793200000,0.204
978796800000,0.206
978800400000,0.205
978804000000,0.214
978807600000,0.22
978811200000,0.205
978814800000,0.176
978818400000,0.148
978822000000,0.115
978825600000,0.112
978829200000,0.122
978832800000,0.13
978836400000,0.122
978840000000,0.103
978843600000,0.085
978847200000,0.079
978850800000,0.073
978854400000,0.068
978858000000,0.079
978861600000,0.105
978865200000,0.139
978868800000,0.17
978872400000,0.205
978876000000,0.206
978879600000,0.191
978883200000,0.164
978886800000,0.142
978890400000,0.146
978894000000,0.156
978897600000,0.17
978901200000,0.179
978904800000,0.193
978908400000,0.205
978912000000,0.291
978915600000,0.328
978919200000,0.284
978922800000,0.234
978926400000,0.205
978930000000,0.185
978933600000,0.175
978937200000,0.156
978940800000,0.131
978944400000,0.124
978948000000,0.14
978951600000,0.16
978955200000,0.187
978958800000,0.208
978962400000,0.231
978966000000,0.238
978969600000,0.238
978973200000,0.235
978976800000,0.25
978980400000,0.293
978984000000,0.332
978987600000,0.338
978991200000,0.324
978994800000,0.281
978998400000,0.317
979002000000,0.332
979005600000,0.285
979009200000,0.251
979012800000,0.232
979016400000,0.227
979020000000,0.242
979023600000,0.265
979027200000,0.244
979030800000,0.27
979034400000,0.325
979038000000,0.355
979041600000,0.352
979045200000,0.341
979048800000,0.314
979052400000,0.295
979056000000,0.264
979059600000,0.254
979063200000,0.251
979066800000,0.259
979070400000,0.272
979074000000,0.285
979077600000,0.28
979081200000,0.279
979084800000,0.302
979088400000,0.291
979092000000,0.289
979095600000,0.295
979099200000,0.296
979102800000,0.269
979106400000,0.217
979110000000,0.157
979113600000,0.122
979117200000,0.12
979120800000,0.126
979124400000,0.119
979128000000,0.105
979131600000,0.09
979135200000,0.077
979138800000,0.066
979142400000,0.057
979146000000,0.054
979149600000,0.054
979153200000,0.061
979156800000,0.07
979160400000,0.077
979164000000,0.078
979167600000,0.064
979171200000,0.058
979174800000,0.048
979178400000,0.039
979182000000,0.029
979185600000,0.019
979189200000,0.012
979192800000,0.009
979196400000,0.01
979200000000,0.014
979203600000,0.027
979207200000,0.045
979210800000,0.063
979214400000,0.073
979218000000,0.075
979221600000,0.071
979225200000,0.066
979228800000,0.061
