,V2
1041379200000,0.785
1041382800000,0.8
1041386400000,0.761
1041390000000,0.688
1041393600000,0.599
1041397200000,0.498
1041400800000,0.434
1041404400000,0.422
1041408000000,0.434
1041411600000,0.459
1041415200000,0.544
1041418800000,0.625
1041422400000,0.679
1041426000000,0.74
1041429600000,0.795
1041433200000,0.829
1041436800000,0.845
1041440400000,0.835
1041444000000,0.82
1041447600000,0.805
1041451200000,0.808
1041454800000,0.819
1041458400000,0.831
1041462000000,0.845
1041465600000,0.87
1041469200000,0.882
1041472800000,0.875
1041476400000,0.851
1041480000000,0.815
1041483600000,0.781
1041487200000,0.75
1041490800000,0.731
1041494400000,0.746
1041498000000,0.809
1041501600000,0.839
1041505200000,0.835
1041508800000,0.84
1041512400000,0.841
1041516000000,0.83
1041519600000,0.812
1041523200000,0.789
1041526800000,0.766
1041530400000,0.75
1041534000000,0.746
1041537600000,0.75
1041541200000,0.764
1041544800000,0.777
1041548400000,0.799
1041552000000,0.837
1041555600000,0.865
1041559200000,0.873
1041562800000,0.851
1041566400000,0.8
1041570000000,0.734
1041573600000,0.672
1041577200000,0.615
1041580800000,0.556
1041584400000,0.501
1041588000000,0.52
1041591600000,0.547
1041595200000,0.56
1041598800000,0.586
1041602400000,0.628
1041606000000,0.682
1041609600000,0.721
1041613200000,0.736
1041616800000,0.744
1041620400000,0.766
1041624000000,0.788
1041627600000,0.806
1041631200000,0.816
1041634800000,0.834
1041638400000,0.863
1041642000000,0.88
1041645600000,0.874
1041649200000,0.856
1041652800000,0.836
1041656400000,0.816
1041660000000,0.801
1041663600000,0.791
1041667200000,0.771
1041670800000,0.757
1041674400000,0.769
1041678000000,0.781
1041681600000,0.793
1041685200000,0.823
1041688800000,0.848
1041692400000,0.871
1041696000000,0.885
1041699600000,0.877
1041703200000,0.862
1041706800000,0.856
1041710400000,0.865
1041714000000,0.871
1041717600000,0.873
1041721200000,0.885
1041724800000,0.903
1041728400000,0.901
1041732000000,0.887
1041735600000,0.866
1041739200000,0.834
1041742800000,0.796
1041746400000,0.755
1041750000000,0.71
1041753600000,0.618
1041757200000,0.544
1041760800000,0.484
1041764400000,0.427
1041768000000,0.424
1041771600000,0.501
1041775200000,0.611
1041778800000,0.68
1041782400000,0.707
1041786000000,0.778
1041789600000,0.837
1041793200000,0.863
1041796800000,0.873
1041800400000,0.862
1041804000000,0.843
1041807600000,0.836
1041811200000,0.861
1041814800000,0.878
1041818400000,0.888
1041822000000,0.886
1041825600000,0.872
1041829200000,0.849
1041832800000,0.827
1041836400000,0.801
1041840000000,0.763
1041843600000,0.744
1041847200000,0.739
1041850800000,0.752
1041854400000,0.757
1041858000000,0.772
1041861600000,0.777
1041865200000,0.762
1041868800000,0.737
1041872400000,0.721
1041876000000,0.713
1041879600000,0.7
1041883200000,0.666
1041886800000,0.648
1041890400000,0.654
1041894000000,0.636
1041897600000,0.6
1041901200000,0.591
1041904800000,0.601
1041908400000,0.568
1041912000000,0.516
1041915600000,0.467
1041919200000,0.429
1041922800000,0.388
1041926400000,0.341
1041930000000,0.317
1041933600000,0.338
1041937200000,0.374
1041940800000,0.416
1041944400000,0.447
1041948000000,0.462
1041951600000,0.481
1041955200000,0.488
1041958800000,0.469
1041962400000,0.457
1041966000000,0.459
1041969600000,0.466
1041973200000,0.484
1041976800000,0.484
1041980400000,0.46
1041984000000,0.474
1041987600000,0.488
1041991200000,0.473
1041994800000,0.432
1041998400000,0.372
1042002000000,0.31
1042005600000,0.274
1042009200000,0.264
1042012800000,0.257
1042016400000,0.231
1042020000000,0.221
1042023600000,0.225
1042027200000,0.307
1042030800000,0.337
1042034400000,0.345
1042038000000,0.38
1042041600000,0.431
1042045200000,0.504
1042048800000,0.571
1042052400000,0.624
1042056000000,0.663
1042059600000,0.69
1042063200000,0.711
1042066800000,0.762
1042070400000,0.802
1042074000000,0.817
1042077600000,0.813
1042081200000,0.783
1042084800000,0.739
1042088400000,0.692
1042092000000,0.666
1042095600000,0.656
1042099200000,0.623
1042102800000,0.519
1042106400000,0.45
1042110000000,0.419
1042113600000,0.414
1042117200000,0.41
1042120800000,0.41
1042124400000,0.411
1042128000000,0.423
1042131600000,0.441
1042135200000,0.479
1042138800000,0.536
1042142400000,0.571
1042146000000,0.576
1042149600000,0.574
1042153200000,0.586
1042156800000,0.602
1042160400000,0.584
1042164000000,0.526
1042167600000,0.449
1042171200000,0.381
1042174800000,0.325
1042178400000,0.291
1042182000000,0.274
1042185600000,0.251
1042189200000,0.213
1042192800000,0.214
1042196400000,0.218
1042200000000,0.261
1042203600000,0.276
1042207200000,0.25
1042210800000,0.225
1042214400000,0.217
1042218000000,0.237
1042221600000,0.281
1042225200000,0.334
1042228800000,0.376
1042232400000,0.406
1042236000000,0.416
1042239600000,0.387
1042243200000,0.362
1042246800000,0.312
1042250400000,0.251
1042254000000,0.201
1042257600000,0.16
1042261200000,0.124
1042264800000,0.107
1042268400000,0.108
1042272000000,0.109
1042275600000,0.121
1042279200000,0.169
1042282800000,0.219
1042286400000,0.244
1042290000000,0.248
1042293600000,0.227
1042297200000,0.211
1042300800000,0.211
1042304400000,0.233
1042308000000,0.278
1042311600000,0.348
1042315200000,0.428
1042318800000,0.494
1042322400000,0.548
1042326000000,0.586
1042329600000,0.593
1042333200000,0.571
1042336800000,0.527
1042340400000,0.476
1042344000000,0.423
1042347600000,0.381
1042351200000,0.36
1042354800000,0.343
1042358400000,0.325
1042362000000,0.289
1042365600000,0.258
1042369200000,0.22
1042372800000,0.234
1042376400000,0.259
1042380000000,0.255
1042383600000,0.264
1042387200000,0.291
1042390800000,0.341
1042394400000,0.415
1042398000000,0.497
1042401600000,0.558
1042405200000,0.58
1042408800000,0.568
1042412400000,0.55
1042416000000,0.559
1042419600000,0.544
1042423200000,0.488
1042426800000,0.43
1042430400000,0.374
1042434000000,0.332
1042437600000,0.317
1042441200000,0.338
1042444800000,0.379
1042448400000,0.441
1042452000000,0.554
1042455600000,0.618
1042459200000,0.62
1042462800000,0.605
1042466400000,0.595
1042470000000,0.595
1042473600000,0.599
1042477200000,0.61
1042480800000,0.638
1042484400000,0.678
1042488000000,0.707
1042491600000,0.712
1042495200000,0.707
1042498800000,0.702
1042502400000,0.723
1042506000000,0.74
1042509600000,0.726
1042513200000,0.689
1042516800000,0.643
1042520400000,0.601
1042524000000,0.572
1042527600000,0.559
1042531200000,0.556
1042534800000,0.535
1042538400000,0.568
1042542000000,0.601
1042545600000,0.642
1042549200000,0.675
1042552800000,0.685
1042556400000,0.674
1042560000000,0.665
1042563600000,0.651
1042567200000,0.639
1042570800000,0.644
1042574400000,0.661
1042578000000,0.667
1042581600000,0.678
1042585200000,0.708
1042588800000,0.758
1042592400000,0.785
1042596000000,0.79
1042599600000,0.776
1042603200000,0.744
1042606800000,0.722
1042610400000,0.744
1042614000000,0.788
1042617600000,0.816
1042621200000,0.818
1042624800000,0.808
1042628400000,0.776
1042632000000,0.751
1042635600000,0.765
1042639200000,0.788
1042642800000,0.806
1042646400000,0.815
1042650000000,0.829
1042653600000,0.855
1042657200000,0.882
1042660800000,0.905
1042664400000,0.916
1042668000000,0.917
1042671600000,0.926
1042675200000,0.931
1042678800000,0.921
