,S1
631152000000,0.591
631155600000,0.668
631159200000,0.666
631162800000,0.666
631166400000,0.667
631170000000,0.659
631173600000,0.624
631177200000,0.557
631180800000,0.468
631184400000,0.416
631188000000,0.413
631191600000,0.443
631195200000,0.484
631198800000,0.502
631202400000,0.504
631206000000,0.488
631209600000,0.464
631213200000,0.435
631216800000,0.413
631220400000,0.403
631224000000,0.4
631227600000,0.432
631231200000,0.394
631234800000,0.401
631238400000,0.501
631242000000,0.536
631245600000,0.503
631249200000,0.432
631252800000,0.349
631256400000,0.281
631260000000,0.238
631263600000,0.2
631267200000,0.179
631270800000,0.22
631274400000,0.258
631278000000,0.311
631281600000,0.358
631285200000,0.42
631288800000,0.485
631292400000,0.513
631296000000,0.561
631299600000,0.596
631303200000,0.649
631306800000,0.69
631310400000,0.714
631314000000,0.754
631317600000,0.724
631321200000,0.768
631324800000,0.865
631328400000,0.904
631332000000,0.907
631335600000,0.903
631339200000,0.89
631342800000,0.878
631346400000,0.856
631350000000,0.811
631353600000,0.773
631357200000,0.778
631360800000,0.798
631364400000,0.816
631368000000,0.831
631371600000,0.833
631375200000,0.838
631378800000,0.841
631382400000,0.827
631386000000,0.806
631389600000,0.774
631393200000,0.737
631396800000,0.724
631400400000,0.744
631404000000,0.766
631407600000,0.813
631411200000,0.901
631414800000,0.929
631418400000,0.931
631422000000,0.924
631425600000,0.906
631429200000,0.88
631432800000,0.848
631436400000,0.8
631440000000,0.733
631443600000,0.689
631447200000,0.692
631450800000,0.722
631454400000,0.729
631458000000,0.74
631461600000,0.749
631465200000,0.738
631468800000,0.722
631472400000,0.701
631476000000,0.687
631479600000,0.701
631483200000,0.72
631486800000,0.727
631490400000,0.703
631494000000,0.718
631497600000,0.812
631501200000,0.865
631504800000,0.863
631508400000,0.865
631512000000,0.871
631515600000,0.865
631519200000,0.845
631522800000,0.812
631526400000,0.757
631530000000,0.723
631533600000,0.733
631537200000,0.755
631540800000,0.77
631544400000,0.779
631548000000,0.806
631551600000,0.804
631555200000,0.804
631558800000,0.813
631562400000,0.792
631566000000,0.774
631569600000,0.768
631573200000,0.758
631576800000,0.692
631580400000,0.683
631584000000,0.8
631587600000,0.813
631591200000,0.785
631594800000,0.777
631598400000,0.775
631602000000,0.766
631605600000,0.75
631609200000,0.722
631612800000,0.677
631616400000,0.682
631620000000,0.71
631623600000,0.74
631627200000,0.715
631630800000,0.727
631634400000,0.737
631638000000,0.734
631641600000,0.729
631645200000,0.731
631648800000,0.782
631652400000,0.792
631656000000,0.807
631659600000,0.82
631663200000,0.82
631666800000,0.86
631670400000,0.913
631674000000,0.934
631677600000,0.931
631681200000,0.918
631684800000,0.908
631688400000,0.895
631692000000,0.89
631695600000,0.863
631699200000,0.81
631702800000,0.774
631706400000,0.778
631710000000,0.805
631713600000,0.804
631717200000,0.79
631720800000,0.763
631724400000,0.777
631728000000,0.8
631731600000,0.822
631735200000,0.833
631738800000,0.846
631742400000,0.841
631746000000,0.831
631749600000,0.802
631753200000,0.828
631756800000,0.885
631760400000,0.916
631764000000,0.917
631767600000,0.918
631771200000,0.919
631774800000,0.914
631778400000,0.902
631782000000,0.875
631785600000,0.834
631789200000,0.791
631792800000,0.772
631796400000,0.774
631800000000,0.776
631803600000,0.765
631807200000,0.765
631810800000,0.769
631814400000,0.761
631818000000,0.758
631821600000,0.753
631825200000,0.753
631828800000,0.751
631832400000,0.746
631836000000,0.741
631839600000,0.734
631843200000,0.795
631846800000,0.841
631850400000,0.839
631854000000,0.829
631857600000,0.803
631861200000,0.76
631864800000,0.695
631868400000,0.615
631872000000,0.524
631875600000,0.498
631879200000,0.445
631882800000,0.417
631886400000,0.423
631890000000,0.409
631893600000,0.432
631897200000,0.467
631900800000,0.477
631904400000,0.46
631908000000,0.457
631911600000,0.454
631915200000,0.449
631918800000,0.422
631922400000,0.385
631926000000,0.341
631929600000,0.413
631933200000,0.48
631936800000,0.491
631940400000,0.497
631944000000,0.497
631947600000,0.484
631951200000,0.473
631954800000,0.44
631958400000,0.391
631962000000,0.373
631965600000,0.369
631969200000,0.366
631972800000,0.341
631976400000,0.323
631980000000,0.343
631983600000,0.392
631987200000,0.442
631990800000,0.489
631994400000,0.538
631998000000,0.571
632001600000,0.57
632005200000,0.54
632008800000,0.476
632012400000,0.474
632016000000,0.618
632019600000,0.744
632023200000,0.788
632026800000,0.802
632030400000,0.791
632034000000,0.754
632037600000,0.694
632041200000,0.598
632044800000,0.51
632048400000,0.494
632052000000,0.532
632055600000,0.574
632059200000,0.587
632062800000,0.601
632066400000,0.634
632070000000,0.666
632073600000,0.684
632077200000,0.691
632080800000,0.692
632084400000,0.692
632088000000,0.698
632091600000,0.686
632095200000,0.65
632098800000,0.599
632102400000,0.635
632106000000,0.654
632109600000,0.623
632113200000,0.607
632116800000,0.602
632120400000,0.586
632124000000,0.564
632127600000,0.526
632131200000,0.488
632134800000,0.544
632138400000,0.601
632142000000,0.635
632145600000,0.666
632149200000,0.679
632152800000,0.686
632156400000,0.693
632160000000,0.69
632163600000,0.679
632167200000,0.685
632170800000,0.713
632174400000,0.731
632178000000,0.714
632181600000,0.658
632185200000,0.615
632188800000,0.644
632192400000,0.642
632196000000,0.595
632199600000,0.575
632203200000,0.578
632206800000,0.58
632210400000,0.586
632214000000,0.557
632217600000,0.53
632221200000,0.578
632224800000,0.638
632228400000,0.69
632232000000,0.712
632235600000,0.718
632239200000,0.745
632242800000,0.744
632246400000,0.73
632250000000,0.71
632253600000,0.707
632257200000,0.705
632260800000,0.695
632264400000,0.674
632268000000,0.625
632271600000,0.562
632275200000,0.737
632278800000,0.809
632282400000,0.823
632286000000,0.826
632289600000,0.825
632293200000,0.812
632296800000,0.779
632300400000,0.713
632304000000,0.638
632307600000,0.613
632311200000,0.588
632314800000,0.582
632318400000,0.618
632322000000,0.643
632325600000,0.673
632329200000,0.674
632332800000,0.672
632336400000,0.652
632340000000,0.648
632343600000,0.668
632347200000,0.686
632350800000,0.661
632354400000,0.619
632358000000,0.569
632361600000,0.695
632365200000,0.74
632368800000,0.715
632372400000,0.699
632376000000,0.69
632379600000,0.655
632383200000,0.599
632386800000,0.517
632390400000,0.413
632394000000,0.379
632397600000,0.341
632401200000,0.325
632404800000,0.32
632408400000,0.315
632412000000,0.33
632415600000,0.295
632419200000,0.266
632422800000,0.261
632426400000,0.272
632430000000,0.296
632433600000,0.332
632437200000,0.364
632440800000,0.333
632444400000,0.289
632448000000,0.336
632451600000,0.303
632455200000,0.255
632458800000,0.234
632462400000,0.23
632466000000,0.228
632469600000,0.231
632473200000,0.227
632476800000,0.245
632480400000,0.3
632484000000,0.312
632487600000,0.332
632491200000,0.355
632494800000,0.37
632498400000,0.386
632502000000,0.401
632505600000,0.417
632509200000,0.444
632512800000,0.46
632516400000,0.485
632520000000,0.513
632523600000,0.51
632527200000,0.472
632530800000,0.416
632534400000,0.505
632538000000,0.514
632541600000,0.498
632545200000,0.506
632548800000,0.538
632552400000,0.556
632556000000,0.563
632559600000,0.538
632563200000,0.505
632566800000,0.517
632570400000,0.535
632574000000,0.562
632577600000,0.621
632581200000,0.661
632584800000,0.684
632588400000,0.722
632592000000,0.754
632595600000,0.765
632599200000,0.767
632602800000,0.762
632606400000,0.75
632610000000,0.756
632613600000,0.728
632617200000,0.725
632620800000,0.839
632624400000,0.829
632628000000,0.794
632631600000,0.754
632635200000,0.71
632638800000,0.658
632642400000,0.599
632646000000,0.516
632649600000,0.44
632653200000,0.452
632656800000,0.459
632660400000,0.479
632664000000,0.504
632667600000,0.502
632671200000,0.501
632674800000,0.498
632678400000,0.484
632682000000,0.479
632685600000,0.488
632689200000,0.51
632692800000,0.527
632696400000,0.527
632700000000,0.485
632703600000,0.394
632707200000,0.471
632710800000,0.467
632714400000,0.433
632718000000,0.395
632721600000,0.355
632725200000,0.33
632728800000,0.318
632732400000,0.305
632736000000,0.29
632739600000,0.332
632743200000,0.346
632746800000,0.346
632750400000,0.345
632754000000,0.359
632757600000,0.374
632761200000,0.415
632764800000,0.458
632768400000,0.481
632772000000,0.476
632775600000,0.488
632779200000,0.519
632782800000,0.549
632786400000,0.552
632790000000,0.578
632793600000,0.691
632797200000,0.69
632800800000,0.649
632804400000,0.6
632808000000,0.572
632811600000,0.572
632815200000,0.591
632818800000,0.588
632822400000,0.552
632826000000,0.579
632829600000,0.599
632833200000,0.601
632836800000,0.613
632840400000,0.613
632844000000,0.6
632847600000,0.593
632851200000,0.633
632854800000,0.649
632858400000,0.65
632862000000,0.631
632865600000,0.635
632869200000,0.655
632872800000,0.608
632876400000,0.623
632880000000,0.775
632883600000,0.811
632887200000,0.819
632890800000,0.808
632894400000,0.795
632898000000,0.785
632901600000,0.768
632905200000,0.739
632908800000,0.667
632912400000,0.583
632916000000,0.518
632919600000,0.528
632923200000,0.556
632926800000,0.523
632930400000,0.485
632934000000,0.498
632937600000,0.519
632941200000,0.541
632944800000,0.566
632948400000,0.588
632952000000,0.593
632955600000,0.58
632959200000,0.538
632962800000,0.586
632966400000,0.679
632970000000,0.733
632973600000,0.74
632977200000,0.705
632980800000,0.675
632984400000,0.647
632988000000,0.615
632991600000,0.556
632995200000,0.508
632998800000,0.464
633002400000,0.436
633006000000,0.443
633009600000,0.45
633013200000,0.503
633016800000,0.513
633020400000,0.532
633024000000,0.523
633027600000,0.51
633031200000,0.494
633034800000,0.504
633038400000,0.444
633042000000,0.401
633045600000,0.354
633049200000,0.347
633052800000,0.466
633056400000,0.549
633060000000,0.539
633063600000,0.485
633067200000,0.431
633070800000,0.386
633074400000,0.352
633078000000,0.311
633081600000,0.259
633085200000,0.243
633088800000,0.22
633092400000,0.207
633096000000,0.209
633099600000,0.22
633103200000,0.231
633106800000,0.251
633110400000,0.257
633114000000,0.264
633117600000,0.285
633121200000,0.306
633124800000,0.322
633128400000,0.355
633132000000,0.351
633135600000,0.425
633139200000,0.552
633142800000,0.59
633146400000,0.603
633150000000,0.605
633153600000,0.601
633157200000,0.598
633160800000,0.599
633164400000,0.593
633168000000,0.571
633171600000,0.564
633175200000,0.594
633178800000,0.646
633182400000,0.68
633186000000,0.684
633189600000,0.697
633193200000,0.711
633196800000,0.724
633200400000,0.722
633204000000,0.725
633207600000,0.728
633211200000,0.718
633214800000,0.703
633218400000,0.666
633222000000,0.711
633225600000,0.81
633229200000,0.841
633232800000,0.824
633236400000,0.8
633240000000,0.768
633243600000,0.737
633247200000,0.704
633250800000,0.668
633254400000,0.593
633258000000,0.513
633261600000,0.476
633265200000,0.455
633268800000,0.454
633272400000,0.438
633276000000,0.424
633279600000,0.432
633283200000,0.459
633286800000,0.494
633290400000,0.501
633294000000,0.532
633297600000,0.55
633301200000,0.566
633304800000,0.51
633308400000,0.561
633312000000,0.641
633315600000,0.667
633319200000,0.607
633322800000,0.557
633326400000,0.523
633330000000,0.505
633333600000,0.501
633337200000,0.473
633340800000,0.406
633344400000,0.369
633348000000,0.38
633351600000,0.415
633355200000,0.424
633358800000,0.422
633362400000,0.422
633366000000,0.429
633369600000,0.43
633373200000,0.439
633376800000,0.457
633380400000,0.471
633384000000,0.47
633387600000,0.437
633391200000,0.367
633394800000,0.389
633398400000,0.497
633402000000,0.511
633405600000,0.473
633409200000,0.442
633412800000,0.415
633416400000,0.399
633420000000,0.397
633423600000,0.381
633427200000,0.345
633430800000,0.334
633434400000,0.37
633438000000,0.401
633441600000,0.419
633445200000,0.409
633448800000,0.394
633452400000,0.38
633456000000,0.362
633459600000,0.364
633463200000,0.363
633466800000,0.347
633470400000,0.367
633474000000,0.407
633477600000,0.378
633481200000,0.411
633484800000,0.595
633488400000,0.667
633492000000,0.643
633495600000,0.598
633499200000,0.55
633502800000,0.497
633506400000,0.447
633510000000,0.377
633513600000,0.313
633517200000,0.281
633520800000,0.291
633524400000,0.299
633528000000,0.296
633531600000,0.302
633535200000,0.311
633538800000,0.316
633542400000,0.321
633546000000,0.332
633549600000,0.344
633553200000,0.351
633556800000,0.362
633560400000,0.374
633564000000,0.337
633567600000,0.313
633571200000,0.453
633574800000,0.491
633578400000,0.464
633582000000,0.438
633585600000,0.419
633589200000,0.391
633592800000,0.356
633596400000,0.311
633600000000,0.245
633603600000,0.244
633607200000,0.239
633610800000,0.232
633614400000,0.236
633618000000,0.245
633621600000,0.252
633625200000,0.265
633628800000,0.278
633632400000,0.286
633636000000,0.297
633639600000,0.318
633643200000,0.341
633646800000,0.34
633650400000,0.283
633654000000,0.236
633657600000,0.313
633661200000,0.32
633664800000,0.305
633668400000,0.314
633672000000,0.33
633675600000,0.321
633679200000,0.299
633682800000,0.256
633686400000,0.217
633690000000,0.227
633693600000,0.227
633697200000,0.226
633700800000,0.228
633704400000,0.243
633708000000,0.261
633711600000,0.245
633715200000,0.23
633718800000,0.227
633722400000,0.24
633726000000,0.264
633729600000,0.294
633733200000,0.29
633736800000,0.233
633740400000,0.201
633744000000,0.227
633747600000,0.217
633751200000,0.201
633754800000,0.204
633758400000,0.211
633762000000,0.19
633765600000,0.157
633769200000,0.132
633772800000,0.122
633776400000,0.152
633780000000,0.157
633783600000,0.165
633787200000,0.181
633790800000,0.193
633794400000,0.198
633798000000,0.207
633801600000,0.214
633805200000,0.209
633808800000,0.186
633812400000,0.164
633816000000,0.145
633819600000,0.144
633823200000,0.149
633826800000,0.127
633830400000,0.197
633834000000,0.259
633837600000,0.297
633841200000,0.325
633844800000,0.354
633848400000,0.376
633852000000,0.383
633855600000,0.359
633859200000,0.316
633862800000,0.309
633866400000,0.285
633870000000,0.28
633873600000,0.28
633877200000,0.279
633880800000,0.282
633884400000,0.278
633888000000,0.283
633891600000,0.302
633895200000,0.318
633898800000,0.328
633902400000,0.369
633906000000,0.382
633909600000,0.388
633913200000,0.445
633916800000,0.599
633920400000,0.661
633924000000,0.666
633927600000,0.651
633931200000,0.642
633934800000,0.644
633938400000,0.66
633942000000,0.674
633945600000,0.636
633949200000,0.595
633952800000,0.579
633956400000,0.605
633960000000,0.551
633963600000,0.526
633967200000,0.534
633970800000,0.592
633974400000,0.605
633978000000,0.618
633981600000,0.595
633985200000,0.587
633988800000,0.591
633992400000,0.581
633996000000,0.556
633999600000,0.546
634003200000,0.672
634006800000,0.697
634010400000,0.682
634014000000,0.664
634017600000,0.66
634021200000,0.663
634024800000,0.661
634028400000,0.626
634032000000,0.574
634035600000,0.561
634039200000,0.546
634042800000,0.559
634046400000,0.61
634050000000,0.612
634053600000,0.615
634057200000,0.618
634060800000,0.604
634064400000,0.587
634068000000,0.557
634071600000,0.574
634075200000,0.555
634078800000,0.525
634082400000,0.445
634086000000,0.48
634089600000,0.586
634093200000,0.603
634096800000,0.618
634100400000,0.634
634104000000,0.655
634107600000,0.659
634111200000,0.642
634114800000,0.558
634118400000,0.474
634122000000,0.423
634125600000,0.395
634129200000,0.398
634132800000,0.411
634136400000,0.4
634140000000,0.415
634143600000,0.468
634147200000,0.51
634150800000,0.525
634154400000,0.566
634158000000,0.593
634161600000,0.598
634165200000,0.588
634168800000,0.545
634172400000,0.5
634176000000,0.591
634179600000,0.638
634183200000,0.666
634186800000,0.682
634190400000,0.691
634194000000,0.686
634197600000,0.666
634201200000,0.628
634204800000,0.532
634208400000,0.484
634212000000,0.491
634215600000,0.52
634219200000,0.559
634222800000,0.614
634226400000,0.63
634230000000,0.625
634233600000,0.654
634237200000,0.695
634240800000,0.73
634244400000,0.706
634248000000,0.712
634251600000,0.716
634255200000,0.706
634258800000,0.724
634262400000,0.835
634266000000,0.849
634269600000,0.85
634273200000,0.853
634276800000,0.856
634280400000,0.847
634284000000,0.824
634287600000,0.781
634291200000,0.727
634294800000,0.728
634298400000,0.765
634302000000,0.794
634305600000,0.818
634309200000,0.82
634312800000,0.813
634316400000,0.808
634320000000,0.811
634323600000,0.821
634327200000,0.829
634330800000,0.829
634334400000,0.814
634338000000,0.803
634341600000,0.792
634345200000,0.75
634348800000,0.839
634352400000,0.893
634356000000,0.898
634359600000,0.884
634363200000,0.862
634366800000,0.843
634370400000,0.822
634374000000,0.8
634377600000,0.768
634381200000,0.748
634384800000,0.757
634388400000,0.778
634392000000,0.777
634395600000,0.768
634399200000,0.754
634402800000,0.737
634406400000,0.726
634410000000,0.715
634413600000,0.69
634417200000,0.646
634420800000,0.637
634424400000,0.576
634428000000,0.535
634431600000,0.573
634435200000,0.694
634438800000,0.758
634442400000,0.768
634446000000,0.781
634449600000,0.811
634453200000,0.83
634456800000,0.848
634460400000,0.84
634464000000,0.816
634467600000,0.789
634471200000,0.763
634474800000,0.752
634478400000,0.774
634482000000,0.799
634485600000,0.817
634489200000,0.837
634492800000,0.855
634496400000,0.873
634500000000,0.891
634503600000,0.903
634507200000,0.904
634510800000,0.895
634514400000,0.869
634518000000,0.841
634521600000,0.845
634525200000,0.862
634528800000,0.857
634532400000,0.85
634536000000,0.849
634539600000,0.84
634543200000,0.82
634546800000,0.787
634550400000,0.749
634554000000,0.696
634557600000,0.71
634561200000,0.71
634564800000,0.724
634568400000,0.736
634572000000,0.746
634575600000,0.758
634579200000,0.762
634582800000,0.754
634586400000,0.742
634590000000,0.748
634593600000,0.738
634597200000,0.734
634600800000,0.717
634604400000,0.759
634608000000,0.88
634611600000,0.901
634615200000,0.879
634618800000,0.849
634622400000,0.819
634626000000,0.787
634629600000,0.762
634633200000,0.739
634636800000,0.705
634640400000,0.7
634644000000,0.669
634647600000,0.657
634651200000,0.666
634654800000,0.679
634658400000,0.686
634662000000,0.684
634665600000,0.674
634669200000,0.666
634672800000,0.675
634676400000,0.704
634680000000,0.713
634683600000,0.687
634687200000,0.608
634690800000,0.538
634694400000,0.611
634698000000,0.636
634701600000,0.596
634705200000,0.58
634708800000,0.59
634712400000,0.589
634716000000,0.574
634719600000,0.535
634723200000,0.484
634726800000,0.474
634730400000,0.481
634734000000,0.505
634737600000,0.504
634741200000,0.501
634744800000,0.473
634748400000,0.485
634752000000,0.531
634755600000,0.547
634759200000,0.553
634762800000,0.578
634766400000,0.599
634770000000,0.595
634773600000,0.488
634777200000,0.406
634780800000,0.504
634784400000,0.494
634788000000,0.425
634791600000,0.376
634795200000,0.351
634798800000,0.338
634802400000,0.337
634806000000,0.306
634809600000,0.234
634813200000,0.227
634816800000,0.243
634820400000,0.251
634824000000,0.278
634827600000,0.325
634831200000,0.428
634834800000,0.532
634838400000,0.584
634842000000,0.619
634845600000,0.651
634849200000,0.677
634852800000,0.698
634856400000,0.731
634860000000,0.754
634863600000,0.791
634867200000,0.849
634870800000,0.862
634874400000,0.85
634878000000,0.831
634881600000,0.806
634885200000,0.768
634888800000,0.719
634892400000,0.65
634896000000,0.552
634899600000,0.488
634903200000,0.474
634906800000,0.489
634910400000,0.505
634914000000,0.519
634917600000,0.55
634921200000,0.59
634924800000,0.599
634928400000,0.616
634932000000,0.611
634935600000,0.606
634939200000,0.566
634942800000,0.45
634946400000,0.3
634950000000,0.178
634953600000,0.209
634957200000,0.216
634960800000,0.199
634964400000,0.198
634968000000,0.21
634971600000,0.222
634975200000,0.227
634978800000,0.216
634982400000,0.203
634986000000,0.265
634989600000,0.285
634993200000,0.301
634996800000,0.328
635000400000,0.358
635004000000,0.38
635007600000,0.398
635011200000,0.403
635014800000,0.416
635018400000,0.423
635022000000,0.437
635025600000,0.458
635029200000,0.465
635032800000,0.404
635036400000,0.387
635040000000,0.457
635043600000,0.454
635047200000,0.422
635050800000,0.394
635054400000,0.376
635058000000,0.367
635061600000,0.357
635065200000,0.343
635068800000,0.323
635072400000,0.366
635076000000,0.388
635079600000,0.384
635083200000,0.379
635086800000,0.377
635090400000,0.388
635094000000,0.402
635097600000,0.416
635101200000,0.438
635104800000,0.462
635108400000,0.491
635112000000,0.506
635115600000,0.479
635119200000,0.401
635122800000,0.393
635126400000,0.449
635130000000,0.459
635133600000,0.448
635137200000,0.464
635140800000,0.495
635144400000,0.523
635148000000,0.544
635151600000,0.547
635155200000,0.507
635158800000,0.485
635162400000,0.458
635166000000,0.449
635169600000,0.467
635173200000,0.497
635176800000,0.518
635180400000,0.547
635184000000,0.578
635187600000,0.599
635191200000,0.59
635194800000,0.563
635198400000,0.516
635202000000,0.511
635205600000,0.448
635209200000,0.433
635212800000,0.559
635216400000,0.599
635220000000,0.599
635223600000,0.586
635227200000,0.569
635230800000,0.55
635234400000,0.528
635238000000,0.483
635241600000,0.413
635245200000,0.403
635248800000,0.437
635252400000,0.51
635256000000,0.562
635259600000,0.603
635263200000,0.626
635266800000,0.615
635270400000,0.587
635274000000,0.555
635277600000,0.51
635281200000,0.453
635284800000,0.412
635288400000,0.394
635292000000,0.381
635295600000,0.335
635299200000,0.408
635302800000,0.48
635306400000,0.468
635310000000,0.447
635313600000,0.416
635317200000,0.368
635320800000,0.316
635324400000,0.261
635328000000,0.248
