,N1
631152000000,0.413
631155600000,0.415
631159200000,0.402
631162800000,0.41
631166400000,0.414
631170000000,0.391
631173600000,0.362
631177200000,0.334
631180800000,0.294
631184400000,0.234
631188000000,0.27
631191600000,0.347
631195200000,0.411
631198800000,0.436
631202400000,0.414
631206000000,0.328
631209600000,0.343
631213200000,0.323
631216800000,0.302
631220400000,0.287
631224000000,0.27
631227600000,0.271
631231200000,0.264
631234800000,0.343
631238400000,0.479
631242000000,0.525
631245600000,0.513
631249200000,0.471
631252800000,0.422
631256400000,0.378
631260000000,0.34
631263600000,0.312
631267200000,0.274
631270800000,0.236
631274400000,0.251
631278000000,0.308
631281600000,0.352
631285200000,0.385
631288800000,0.422
631292400000,0.432
631296000000,0.388
631299600000,0.328
631303200000,0.338
631306800000,0.386
631310400000,0.431
631314000000,0.481
631317600000,0.523
631321200000,0.641
631324800000,0.756
631328400000,0.794
631332000000,0.794
631335600000,0.794
631339200000,0.793
631342800000,0.788
631346400000,0.776
631350000000,0.739
631353600000,0.613
631357200000,0.562
631360800000,0.638
631364400000,0.736
631368000000,0.803
631371600000,0.84
631375200000,0.846
631378800000,0.815
631382400000,0.773
631386000000,0.74
631389600000,0.726
631393200000,0.722
631396800000,0.728
631400400000,0.74
631404000000,0.759
631407600000,0.8
631411200000,0.882
631414800000,0.916
631418400000,0.924
631422000000,0.916
631425600000,0.902
631429200000,0.888
631432800000,0.876
631436400000,0.856
631440000000,0.799
631443600000,0.705
631447200000,0.701
631450800000,0.78
631454400000,0.823
631458000000,0.842
631461600000,0.844
631465200000,0.828
631468800000,0.802
631472400000,0.772
631476000000,0.75
631479600000,0.735
631483200000,0.72
631486800000,0.699
631490400000,0.67
631494000000,0.74
631497600000,0.822
631501200000,0.849
631504800000,0.851
631508400000,0.856
631512000000,0.853
631515600000,0.836
631519200000,0.813
631522800000,0.78
631526400000,0.697
631530000000,0.515
631533600000,0.454
631537200000,0.503
631540800000,0.598
631544400000,0.63
631548000000,0.657
631551600000,0.659
631555200000,0.661
631558800000,0.66
631562400000,0.647
631566000000,0.638
631569600000,0.63
631573200000,0.601
631576800000,0.556
631580400000,0.597
631584000000,0.695
631587600000,0.71
631591200000,0.678
631594800000,0.668
631598400000,0.674
631602000000,0.666
631605600000,0.655
631609200000,0.649
631612800000,0.605
631616400000,0.525
631620000000,0.557
631623600000,0.607
631627200000,0.606
631630800000,0.64
631634400000,0.649
631638000000,0.654
631641600000,0.661
631645200000,0.67
631648800000,0.672
631652400000,0.676
631656000000,0.679
631659600000,0.681
631663200000,0.675
631666800000,0.759
631670400000,0.849
631674000000,0.883
631677600000,0.892
631681200000,0.89
631684800000,0.879
631688400000,0.853
631692000000,0.808
631695600000,0.74
631699200000,0.595
631702800000,0.415
631706400000,0.425
631710000000,0.511
631713600000,0.607
631717200000,0.644
631720800000,0.649
631724400000,0.642
631728000000,0.629
631731600000,0.63
631735200000,0.631
631738800000,0.633
631742400000,0.627
631746000000,0.615
631749600000,0.598
631753200000,0.609
631756800000,0.733
631760400000,0.806
631764000000,0.84
631767600000,0.851
631771200000,0.845
631774800000,0.834
631778400000,0.808
631782000000,0.765
631785600000,0.635
631789200000,0.547
631792800000,0.574
631796400000,0.53
631800000000,0.468
631803600000,0.521
631807200000,0.546
631810800000,0.55
631814400000,0.544
631818000000,0.523
631821600000,0.51
631825200000,0.498
631828800000,0.468
631832400000,0.448
631836000000,0.427
631839600000,0.45
631843200000,0.591
631846800000,0.675
631850400000,0.704
631854000000,0.697
631857600000,0.666
631861200000,0.613
631864800000,0.525
631868400000,0.401
631872000000,0.266
631875600000,0.245
631879200000,0.236
631882800000,0.223
631886400000,0.197
631890000000,0.188
631893600000,0.221
631897200000,0.232
631900800000,0.234
631904400000,0.259
631908000000,0.296
631911600000,0.319
631915200000,0.386
631918800000,0.425
631922400000,0.427
631926000000,0.435
631929600000,0.439
631933200000,0.451
631936800000,0.458
631940400000,0.447
631944000000,0.441
631947600000,0.455
631951200000,0.481
631954800000,0.498
631958400000,0.445
631962000000,0.334
631965600000,0.325
631969200000,0.337
631972800000,0.358
631976400000,0.381
631980000000,0.402
631983600000,0.441
631987200000,0.467
631990800000,0.471
631994400000,0.448
631998000000,0.429
632001600000,0.395
632005200000,0.337
632008800000,0.28
632012400000,0.323
632016000000,0.467
632019600000,0.605
632023200000,0.697
632026800000,0.744
632030400000,0.776
632034000000,0.811
632037600000,0.85
632041200000,0.855
632044800000,0.786
632048400000,0.633
632052000000,0.59
632055600000,0.57
632059200000,0.51
632062800000,0.44
632066400000,0.368
632070000000,0.341
632073600000,0.321
632077200000,0.305
632080800000,0.308
632084400000,0.338
632088000000,0.391
632091600000,0.45
632095200000,0.473
632098800000,0.581
632102400000,0.673
632106000000,0.683
632109600000,0.654
632113200000,0.625
632116800000,0.604
632120400000,0.587
632124000000,0.568
632127600000,0.547
632131200000,0.498
632134800000,0.404
632138400000,0.401
632142000000,0.476
632145600000,0.538
632149200000,0.515
632152800000,0.523
632156400000,0.519
632160000000,0.514
632163600000,0.538
632167200000,0.532
632170800000,0.526
632174400000,0.528
632178000000,0.484
632181600000,0.425
632185200000,0.541
632188800000,0.586
632192400000,0.552
632196000000,0.488
632199600000,0.472
632203200000,0.491
632206800000,0.497
632210400000,0.502
632214000000,0.516
632217600000,0.519
632221200000,0.459
632224800000,0.48
632228400000,0.557
632232000000,0.607
632235600000,0.622
632239200000,0.621
632242800000,0.615
632246400000,0.601
632250000000,0.586
632253600000,0.569
632257200000,0.583
632260800000,0.599
632264400000,0.578
632268000000,0.528
632271600000,0.641
632275200000,0.701
632278800000,0.702
632282400000,0.683
632286000000,0.666
632289600000,0.65
632293200000,0.635
632296800000,0.627
632300400000,0.618
632304000000,0.571
632307600000,0.477
632311200000,0.491
632314800000,0.513
632318400000,0.511
632322000000,0.519
632325600000,0.502
632329200000,0.523
632332800000,0.498
632336400000,0.484
632340000000,0.496
632343600000,0.493
632347200000,0.519
632350800000,0.456
632354400000,0.338
632358000000,0.31
632361600000,0.343
632365200000,0.329
632368800000,0.289
632372400000,0.295
632376000000,0.311
632379600000,0.291
632383200000,0.254
632386800000,0.218
632390400000,0.182
632394000000,0.145
632397600000,0.131
632401200000,0.125
632404800000,0.159
632408400000,0.216
632412000000,0.238
632415600000,0.228
632419200000,0.233
632422800000,0.232
632426400000,0.257
632430000000,0.325
632433600000,0.381
632437200000,0.413
632440800000,0.402
632444400000,0.407
632448000000,0.437
632451600000,0.41
632455200000,0.362
632458800000,0.325
632462400000,0.308
632466000000,0.308
632469600000,0.32
632473200000,0.335
632476800000,0.348
632480400000,0.311
632484000000,0.289
632487600000,0.32
632491200000,0.341
632494800000,0.413
632498400000,0.483
632502000000,0.5
632505600000,0.501
632509200000,0.503
632512800000,0.51
632516400000,0.519
632520000000,0.504
632523600000,0.47
632527200000,0.413
632530800000,0.433
632534400000,0.449
632538000000,0.437
632541600000,0.421
632545200000,0.441
632548800000,0.484
632552400000,0.513
632556000000,0.523
632559600000,0.515
632563200000,0.471
632566800000,0.347
632570400000,0.347
632574000000,0.418
632577600000,0.498
632581200000,0.514
632584800000,0.466
632588400000,0.454
632592000000,0.436
632595600000,0.413
632599200000,0.425
632602800000,0.498
632606400000,0.546
632610000000,0.584
632613600000,0.589
632617200000,0.649
632620800000,0.758
632624400000,0.793
632628000000,0.782
632631600000,0.747
632635200000,0.705
632638800000,0.663
632642400000,0.628
632646000000,0.591
632649600000,0.527
632653200000,0.425
632656800000,0.415
632660400000,0.438
632664000000,0.491
632667600000,0.516
632671200000,0.513
632674800000,0.536
632678400000,0.551
632682000000,0.557
632685600000,0.532
632689200000,0.542
632692800000,0.545
632696400000,0.556
632700000000,0.546
632703600000,0.633
632707200000,0.675
632710800000,0.657
632714400000,0.626
632718000000,0.578
632721600000,0.525
632725200000,0.48
632728800000,0.442
632732400000,0.408
632736000000,0.367
632739600000,0.307
632743200000,0.293
632746800000,0.302
632750400000,0.328
632754000000,0.369
632757600000,0.416
632761200000,0.459
632764800000,0.508
632768400000,0.538
632772000000,0.56
632775600000,0.599
632779200000,0.608
632782800000,0.603
632786400000,0.59
632790000000,0.636
632793600000,0.641
632797200000,0.606
632800800000,0.568
632804400000,0.521
632808000000,0.491
632811600000,0.489
632815200000,0.512
632818800000,0.538
632822400000,0.544
632826000000,0.482
632829600000,0.479
632833200000,0.538
632836800000,0.615
632840400000,0.646
632844000000,0.642
632847600000,0.626
632851200000,0.614
632854800000,0.606
632858400000,0.604
632862000000,0.614
632865600000,0.61
632869200000,0.599
632872800000,0.614
632876400000,0.742
632880000000,0.797
632883600000,0.805
632887200000,0.795
632890800000,0.763
632894400000,0.718
632898000000,0.674
632901600000,0.638
632905200000,0.615
632908800000,0.586
632912400000,0.476
632916000000,0.358
632919600000,0.375
632923200000,0.423
632926800000,0.431
632930400000,0.392
632934000000,0.369
632937600000,0.347
632941200000,0.345
632944800000,0.393
632948400000,0.401
632952000000,0.42
632955600000,0.49
632959200000,0.464
632962800000,0.578
632966400000,0.691
632970000000,0.737
632973600000,0.75
632977200000,0.735
632980800000,0.7
632984400000,0.661
632988000000,0.632
632991600000,0.601
632995200000,0.516
632998800000,0.368
633002400000,0.334
633006000000,0.302
633009600000,0.311
633013200000,0.332
633016800000,0.286
633020400000,0.289
633024000000,0.282
633027600000,0.278
633031200000,0.275
633034800000,0.275
633038400000,0.267
633042000000,0.264
633045600000,0.228
633049200000,0.313
633052800000,0.479
633056400000,0.532
633060000000,0.519
633063600000,0.484
