,N2
631152000000,0.407
631155600000,0.408
631159200000,0.374
631162800000,0.363
631166400000,0.367
631170000000,0.355
631173600000,0.343
631177200000,0.331
631180800000,0.309
631184400000,0.253
631188000000,0.257
631191600000,0.308
631195200000,0.341
631198800000,0.355
631202400000,0.352
631206000000,0.278
631209600000,0.3
631213200000,0.302
631216800000,0.283
631220400000,0.247
631224000000,0.227
631227600000,0.231
631231200000,0.231
631234800000,0.326
631238400000,0.483
631242000000,0.534
631245600000,0.51
631249200000,0.459
631252800000,0.4
631256400000,0.35
631260000000,0.317
631263600000,0.303
631267200000,0.279
631270800000,0.252
631274400000,0.271
631278000000,0.286
631281600000,0.279
631285200000,0.272
631288800000,0.291
631292400000,0.337
631296000000,0.343
631299600000,0.298
631303200000,0.305
631306800000,0.349
631310400000,0.392
631314000000,0.439
631317600000,0.467
631321200000,0.607
631324800000,0.757
631328400000,0.8
631332000000,0.796
631335600000,0.793
631339200000,0.799
631342800000,0.795
631346400000,0.786
631350000000,0.763
631353600000,0.654
631357200000,0.58
631360800000,0.63
631364400000,0.728
631368000000,0.812
631371600000,0.862
631375200000,0.87
631378800000,0.837
631382400000,0.794
631386000000,0.763
631389600000,0.75
631393200000,0.741
631396800000,0.738
631400400000,0.739
631404000000,0.751
631407600000,0.799
631411200000,0.886
631414800000,0.924
631418400000,0.932
631422000000,0.925
631425600000,0.913
631429200000,0.899
631432800000,0.886
631436400000,0.867
631440000000,0.81
631443600000,0.709
631447200000,0.704
631450800000,0.767
631454400000,0.82
631458000000,0.856
631461600000,0.862
631465200000,0.845
631468800000,0.815
631472400000,0.781
631476000000,0.751
631479600000,0.733
631483200000,0.724
631486800000,0.71
631490400000,0.686
631494000000,0.758
631497600000,0.851
631501200000,0.878
631504800000,0.875
631508400000,0.871
631512000000,0.866
631515600000,0.849
631519200000,0.827
631522800000,0.802
631526400000,0.737
631530000000,0.556
631533600000,0.454
631537200000,0.484
631540800000,0.56
631544400000,0.596
631548000000,0.625
631551600000,0.628
631555200000,0.63
631558800000,0.631
631562400000,0.624
631566000000,0.618
631569600000,0.613
631573200000,0.587
631576800000,0.562
631580400000,0.615
631584000000,0.718
631587600000,0.733
631591200000,0.695
631594800000,0.678
631598400000,0.682
631602000000,0.677
631605600000,0.672
631609200000,0.674
631612800000,0.636
631616400000,0.532
631620000000,0.519
631623600000,0.554
631627200000,0.563
631630800000,0.576
631634400000,0.604
631638000000,0.643
631641600000,0.647
631645200000,0.654
631648800000,0.653
631652400000,0.658
631656000000,0.665
631659600000,0.663
631663200000,0.661
631666800000,0.765
631670400000,0.865
631674000000,0.896
631677600000,0.9
631681200000,0.896
631684800000,0.886
631688400000,0.864
631692000000,0.823
631695600000,0.768
631699200000,0.647
631702800000,0.469
631706400000,0.458
631710000000,0.519
631713600000,0.593
631717200000,0.625
631720800000,0.644
631724400000,0.642
631728000000,0.636
631731600000,0.634
631735200000,0.625
631738800000,0.625
631742400000,0.615
631746000000,0.601
631749600000,0.581
631753200000,0.613
631756800000,0.762
631760400000,0.839
631764000000,0.868
631767600000,0.876
631771200000,0.873
631774800000,0.865
631778400000,0.844
631782000000,0.812
631785600000,0.7
631789200000,0.575
631792800000,0.559
631796400000,0.551
631800000000,0.537
631803600000,0.59
631807200000,0.618
631810800000,0.634
631814400000,0.616
631818000000,0.59
631821600000,0.571
631825200000,0.544
631828800000,0.512
631832400000,0.488
631836000000,0.466
631839600000,0.501
631843200000,0.653
631846800000,0.735
631850400000,0.76
631854000000,0.75
631857600000,0.718
631861200000,0.666
631864800000,0.583
631868400000,0.467
631872000000,0.305
631875600000,0.245
631879200000,0.228
631882800000,0.225
631886400000,0.211
631890000000,0.211
631893600000,0.259
631897200000,0.279
631900800000,0.291
631904400000,0.315
631908000000,0.356
631911600000,0.368
631915200000,0.42
631918800000,0.444
631922400000,0.433
631926000000,0.457
631929600000,0.485
631933200000,0.503
631936800000,0.5
631940400000,0.476
631944000000,0.457
631947600000,0.469
631951200000,0.504
631954800000,0.536
631958400000,0.499
631962000000,0.394
631965600000,0.362
631969200000,0.353
631972800000,0.358
631976400000,0.391
631980000000,0.405
631983600000,0.432
631987200000,0.464
631990800000,0.459
631994400000,0.437
631998000000,0.396
632001600000,0.388
632005200000,0.353
632008800000,0.309
632012400000,0.355
632016000000,0.513
632019600000,0.638
632023200000,0.727
632026800000,0.777
632030400000,0.812
632034000000,0.848
632037600000,0.882
632041200000,0.89
632044800000,0.841
632048400000,0.696
632052000000,0.612
632055600000,0.58
632059200000,0.526
632062800000,0.466
632066400000,0.41
632070000000,0.376
632073600000,0.361
632077200000,0.342
632080800000,0.337
632084400000,0.359
632088000000,0.407
632091600000,0.459
632095200000,0.485
632098800000,0.587
632102400000,0.695
632106000000,0.72
632109600000,0.697
632113200000,0.674
632116800000,0.655
632120400000,0.637
632124000000,0.618
632127600000,0.597
632131200000,0.547
632134800000,0.434
632138400000,0.416
632142000000,0.454
632145600000,0.498
632149200000,0.496
632152800000,0.523
632156400000,0.54
632160000000,0.555
632163600000,0.599
632167200000,0.589
632170800000,0.58
632174400000,0.59
632178000000,0.553
632181600000,0.487
632185200000,0.59
632188800000,0.618
