,B1
631152000000,0.272
631155600000,0.303
631159200000,0.283
631162800000,0.284
631166400000,0.302
631170000000,0.309
631173600000,0.314
631177200000,0.317
631180800000,0.295
631184400000,0.241
631188000000,0.228
631191600000,0.251
631195200000,0.27
631198800000,0.241
631202400000,0.193
631206000000,0.172
631209600000,0.178
631213200000,0.193
631216800000,0.209
631220400000,0.213
631224000000,0.199
631227600000,0.196
631231200000,0.195
631234800000,0.233
631238400000,0.277
631242000000,0.286
631245600000,0.267
631249200000,0.231
631252800000,0.195
631256400000,0.167
631260000000,0.154
631263600000,0.147
631267200000,0.144
631270800000,0.151
631274400000,0.172
631278000000,0.178
631281600000,0.177
631285200000,0.176
631288800000,0.182
631292400000,0.16
631296000000,0.146
631299600000,0.16
631303200000,0.158
631306800000,0.163
631310400000,0.173
631314000000,0.177
631317600000,0.181
631321200000,0.217
631324800000,0.33
631328400000,0.446
631332000000,0.535
631335600000,0.586
631339200000,0.622
631342800000,0.653
631346400000,0.63
631350000000,0.571
631353600000,0.479
631357200000,0.491
631360800000,0.595
631364400000,0.698
631368000000,0.757
631371600000,0.771
631375200000,0.748
631378800000,0.693
631382400000,0.641
631386000000,0.596
631389600000,0.547
631393200000,0.53
631396800000,0.519
631400400000,0.513
631404000000,0.527
631407600000,0.633
631411200000,0.763
631414800000,0.832
631418400000,0.863
631422000000,0.88
631425600000,0.889
631429200000,0.886
631432800000,0.875
631436400000,0.847
631440000000,0.778
631443600000,0.705
631447200000,0.73
631450800000,0.77
631454400000,0.786
631458000000,0.795
631461600000,0.802
631465200000,0.777
631468800000,0.75
631472400000,0.725
631476000000,0.707
631479600000,0.697
631483200000,0.682
631486800000,0.659
631490400000,0.619
631494000000,0.672
631497600000,0.767
631501200000,0.827
631504800000,0.845
631508400000,0.856
631512000000,0.866
631515600000,0.868
631519200000,0.863
631522800000,0.844
631526400000,0.788
631530000000,0.648
631533600000,0.544
631537200000,0.538
631540800000,0.531
631544400000,0.535
631548000000,0.549
631551600000,0.552
631555200000,0.554
631558800000,0.556
631562400000,0.556
631566000000,0.556
631569600000,0.579
631573200000,0.55
631576800000,0.498
631580400000,0.541
631584000000,0.606
631587600000,0.635
631591200000,0.627
631594800000,0.645
631598400000,0.679
631602000000,0.702
631605600000,0.728
631609200000,0.751
631612800000,0.739
631616400000,0.697
631620000000,0.647
