,L1
1293840000000,0.886
1293843600000,0.889
1293847200000,0.876
1293850800000,0.874
1293854400000,0.882
1293858000000,0.89
1293861600000,0.896
1293865200000,0.901
1293868800000,0.89
1293872400000,0.888
1293876000000,0.89
1293879600000,0.891
1293883200000,0.891
1293886800000,0.893
1293890400000,0.89
1293894000000,0.874
1293897600000,0.855
1293901200000,0.83
1293904800000,0.812
1293908400000,0.803
1293912000000,0.812
1293915600000,0.812
1293919200000,0.806
1293922800000,0.808
1293926400000,0.815
1293930000000,0.839
1293933600000,0.832
1293937200000,0.839
1293940800000,0.849
1293944400000,0.861
1293948000000,0.871
1293951600000,0.875
1293955200000,0.869
1293958800000,0.868
1293962400000,0.879
1293966000000,0.876
1293969600000,0.868
1293973200000,0.857
1293976800000,0.842
1293980400000,0.817
1293984000000,0.79
1293987600000,0.767
1293991200000,0.753
1293994800000,0.744
1293998400000,0.713
1294002000000,0.695
1294005600000,0.684
1294009200000,0.661
1294012800000,0.639
1294016400000,0.625
1294020000000,0.564
1294023600000,0.509
1294027200000,0.485
1294030800000,0.471
1294034400000,0.47
1294038000000,0.492
1294041600000,0.529
1294045200000,0.586
1294048800000,0.631
1294052400000,0.669
1294056000000,0.691
1294059600000,0.695
1294063200000,0.692
1294066800000,0.663
1294070400000,0.642
1294074000000,0.636
1294077600000,0.63
1294081200000,0.629
1294084800000,0.65
1294088400000,0.672
1294092000000,0.701
1294095600000,0.668
1294099200000,0.665
1294102800000,0.682
1294106400000,0.669
1294110000000,0.644
1294113600000,0.615
1294117200000,0.584
1294120800000,0.574
1294124400000,0.578
1294128000000,0.585
1294131600000,0.644
1294135200000,0.682
1294138800000,0.687
1294142400000,0.701
1294146000000,0.711
1294149600000,0.718
1294153200000,0.71
1294156800000,0.692
1294160400000,0.666
1294164000000,0.635
1294167600000,0.618
1294171200000,0.613
1294174800000,0.595
1294178400000,0.562
1294182000000,0.491
1294185600000,0.47
1294189200000,0.521
1294192800000,0.501
1294196400000,0.502
1294200000000,0.525
1294203600000,0.558
1294207200000,0.616
1294210800000,0.676
1294214400000,0.727
1294218000000,0.772
1294221600000,0.797
1294225200000,0.809
1294228800000,0.8
1294232400000,0.793
1294236000000,0.78
1294239600000,0.752
1294243200000,0.722
1294246800000,0.679
1294250400000,0.62
1294254000000,0.55
1294257600000,0.498
1294261200000,0.48
1294264800000,0.487
1294268400000,0.46
1294272000000,0.466
1294275600000,0.472
1294279200000,0.413
1294282800000,0.337
1294286400000,0.29
1294290000000,0.302
1294293600000,0.359
1294297200000,0.43
1294300800000,0.481
1294304400000,0.561
1294308000000,0.61
1294311600000,0.631
1294315200000,0.664
1294318800000,0.706
1294322400000,0.727
1294326000000,0.72
1294329600000,0.74
1294333200000,0.756
1294336800000,0.762
1294340400000,0.77
1294344000000,0.78
1294347600000,0.801
1294351200000,0.812
1294354800000,0.809
1294358400000,0.846
1294362000000,0.874
1294365600000,0.881
1294369200000,0.889
1294372800000,0.904
1294376400000,0.918
1294380000000,0.933
1294383600000,0.934
1294387200000,0.927
1294390800000,0.917
1294394400000,0.926
1294398000000,0.927
1294401600000,0.926
1294405200000,0.918
1294408800000,0.906
1294412400000,0.89
1294416000000,0.881
1294419600000,0.869
1294423200000,0.857
1294426800000,0.842
1294430400000,0.829
1294434000000,0.808
1294437600000,0.79
1294441200000,0.753
1294444800000,0.732
1294448400000,0.763
1294452000000,0.737
1294455600000,0.726
1294459200000,0.734
1294462800000,0.762
1294466400000,0.785
1294470000000,0.791
1294473600000,0.777
1294477200000,0.765
1294480800000,0.757
1294484400000,0.751
1294488000000,0.74
1294491600000,0.71
1294495200000,0.668
1294498800000,0.649
1294502400000,0.633
1294506000000,0.625
1294509600000,0.602
1294513200000,0.595
1294516800000,0.601
1294520400000,0.577
1294524000000,0.55
1294527600000,0.495
1294531200000,0.484
1294534800000,0.486
1294538400000,0.444
1294542000000,0.471
1294545600000,0.543
1294549200000,0.618
1294552800000,0.695
1294556400000,0.737
1294560000000,0.734
1294563600000,0.727
1294567200000,0.737
1294570800000,0.741
1294574400000,0.741
1294578000000,0.75
