,L2
1262304000000,0.777
1262307600000,0.796
1262311200000,0.77
1262314800000,0.728
1262318400000,0.683
1262322000000,0.654
1262325600000,0.649
1262329200000,0.661
1262332800000,0.701
1262336400000,0.741
1262340000000,0.745
1262343600000,0.724
1262347200000,0.699
1262350800000,0.66
1262354400000,0.599
1262358000000,0.481
1262361600000,0.368
1262365200000,0.303
1262368800000,0.278
1262372400000,0.277
1262376000000,0.294
1262379600000,0.371
1262383200000,0.467
1262386800000,0.555
1262390400000,0.684
1262394000000,0.695
1262397600000,0.63
1262401200000,0.541
1262404800000,0.457
1262408400000,0.398
1262412000000,0.385
1262415600000,0.405
1262419200000,0.444
1262422800000,0.498
1262426400000,0.546
1262430000000,0.58
1262433600000,0.514
1262437200000,0.433
1262440800000,0.382
1262444400000,0.294
1262448000000,0.215
1262451600000,0.175
1262455200000,0.148
1262458800000,0.131
1262462400000,0.118
1262466000000,0.112
1262469600000,0.107
1262473200000,0.088
1262476800000,0.064
1262480400000,0.029
1262484000000,0.004
1262487600000,0.0
1262491200000,0.006
1262494800000,0.053
1262498400000,0.113
1262502000000,0.147
1262505600000,0.156
1262509200000,0.126
1262512800000,0.07
1262516400000,0.041
1262520000000,0.045
1262523600000,0.058
1262527200000,0.085
1262530800000,0.107
1262534400000,0.109
1262538000000,0.107
1262541600000,0.105
1262545200000,0.104
1262548800000,0.105
1262552400000,0.11
1262556000000,0.113
1262559600000,0.112
1262563200000,0.119
1262566800000,0.108
1262570400000,0.073
1262574000000,0.029
1262577600000,0.003
1262581200000,0.0
1262584800000,0.0
1262588400000,0.002
1262592000000,0.016
1262595600000,0.032
1262599200000,0.057
1262602800000,0.072
1262606400000,0.079
1262610000000,0.106
1262613600000,0.179
1262617200000,0.226
1262620800000,0.219
1262624400000,0.201
1262628000000,0.176
1262631600000,0.154
1262635200000,0.139
1262638800000,0.157
1262642400000,0.2
1262646000000,0.231
1262649600000,0.256
1262653200000,0.218
1262656800000,0.137
1262660400000,0.057
1262664000000,0.009
1262667600000,0.0
1262671200000,0.0
1262674800000,0.0
1262678400000,0.01
1262682000000,0.035
1262685600000,0.073
1262689200000,0.095
1262692800000,0.085
1262696400000,0.083
1262700000000,0.123
1262703600000,0.159
1262707200000,0.143
1262710800000,0.111
1262714400000,0.084
1262718000000,0.076
1262721600000,0.082
1262725200000,0.121
1262728800000,0.177
1262732400000,0.22
1262736000000,0.259
1262739600000,0.223
1262743200000,0.155
1262746800000,0.078
1262750400000,0.022
1262754000000,0.002
1262757600000,0.002
1262761200000,0.011
1262764800000,0.045
1262768400000,0.098
1262772000000,0.15
1262775600000,0.172
1262779200000,0.148
1262782800000,0.123
1262786400000,0.129
1262790000000,0.144
1262793600000,0.142
1262797200000,0.115
1262800800000,0.089
1262804400000,0.08
1262808000000,0.084
1262811600000,0.096
1262815200000,0.106
1262818800000,0.108
1262822400000,0.107
1262826000000,0.086
1262829600000,0.05
1262833200000,0.016
1262836800000,0.002
1262840400000,0.0
1262844000000,0.0
1262847600000,0.002
1262851200000,0.022
1262854800000,0.037
1262858400000,0.028
1262862000000,0.031
1262865600000,0.088
1262869200000,0.192
1262872800000,0.269
1262876400000,0.242
1262880000000,0.183
1262883600000,0.139
1262887200000,0.101
1262890800000,0.078
1262894400000,0.067
1262898000000,0.101
1262901600000,0.179
1262905200000,0.259
1262908800000,0.342
1262912400000,0.34
1262916000000,0.255
1262919600000,0.133
1262923200000,0.045
1262926800000,0.015
1262930400000,0.025
1262934000000,0.06
1262937600000,0.102
1262941200000,0.139
1262944800000,0.141
1262948400000,0.113
1262952000000,0.139
1262955600000,0.227
1262959200000,0.272
1262962800000,0.241
1262966400000,0.192
1262970000000,0.155
1262973600000,0.13
1262977200000,0.116
1262980800000,0.107
1262984400000,0.126
1262988000000,0.163
1262991600000,0.187
1262995200000,0.217
1262998800000,0.205
1263002400000,0.168
1263006000000,0.111
1263009600000,0.059
1263013200000,0.025
1263016800000,0.009
1263020400000,0.003
1263024000000,0.001
1263027600000,0.005
1263031200000,0.011
1263034800000,0.035
1263038400000,0.085
1263042000000,0.149
1263045600000,0.213
1263049200000,0.251
1263052800000,0.264
1263056400000,0.264
1263060000000,0.255
1263063600000,0.249
1263067200000,0.244
1263070800000,0.255
1263074400000,0.267
1263078000000,0.265
1263081600000,0.249
1263085200000,0.176
1263088800000,0.094
1263092400000,0.038
1263096000000,0.009
1263099600000,0.001
1263103200000,0.0
1263106800000,0.0
1263110400000,0.007
1263114000000,0.025
1263117600000,0.046
1263121200000,0.065
1263124800000,0.069
1263128400000,0.065
1263132000000,0.071
1263135600000,0.088
1263139200000,0.097
1263142800000,0.098
1263146400000,0.094
1263150000000,0.095
1263153600000,0.101
1263157200000,0.112
1263160800000,0.118
1263164400000,0.117
1263168000000,0.112
1263171600000,0.086
1263175200000,0.05
1263178800000,0.017
1263182400000,0.003
1263186000000,0.002
1263189600000,0.008
1263193200000,0.039
1263196800000,0.069
1263200400000,0.081
1263204000000,0.063
1263207600000,0.088
1263211200000,0.107
1263214800000,0.118
1263218400000,0.131
1263222000000,0.144
1263225600000,0.152
1263229200000,0.157
1263232800000,0.184
1263236400000,0.246
1263240000000,0.319
1263243600000,0.37
1263247200000,0.407
1263250800000,0.424
1263254400000,0.404
1263258000000,0.341
1263261600000,0.272
1263265200000,0.227
1263268800000,0.205
1263272400000,0.22
1263276000000,0.256
1263279600000,0.296
1263283200000,0.352
1263286800000,0.432
1263290400000,0.507
1263294000000,0.525
1263297600000,0.513
1263301200000,0.492
1263304800000,0.461
1263308400000,0.4
1263312000000,0.349
1263315600000,0.324
1263319200000,0.316
1263322800000,0.334
1263326400000,0.356
1263330000000,0.43
1263333600000,0.538
1263337200000,0.641
1263340800000,0.712
1263344400000,0.71
1263348000000,0.647
1263351600000,0.525
1263355200000,0.416
1263358800000,0.367
1263362400000,0.386
1263366000000,0.467
1263369600000,0.609
1263373200000,0.753
1263376800000,0.854
1263380400000,0.908
1263384000000,0.919
1263387600000,0.925
1263391200000,0.934
1263394800000,0.911
1263398400000,0.865
1263402000000,0.827
1263405600000,0.803
1263409200000,0.782
1263412800000,0.77
1263416400000,0.819
1263420000000,0.867
1263423600000,0.907
1263427200000,0.94
1263430800000,0.941
1263434400000,0.919
1263438000000,0.888
1263441600000,0.861
1263445200000,0.849
1263448800000,0.856
1263452400000,0.88
1263456000000,0.911
1263459600000,0.93
1263463200000,0.936
1263466800000,0.938
1263470400000,0.934
1263474000000,0.922
1263477600000,0.914
1263481200000,0.881
1263484800000,0.819
1263488400000,0.761
1263492000000,0.744
1263495600000,0.755
1263499200000,0.765
1263502800000,0.798
1263506400000,0.832
1263510000000,0.871
1263513600000,0.902
1263517200000,0.896
1263520800000,0.869
1263524400000,0.832
1263528000000,0.801
1263531600000,0.788
1263535200000,0.802
1263538800000,0.837
1263542400000,0.87
1263546000000,0.886
1263549600000,0.887
1263553200000,0.875
1263556800000,0.85
1263560400000,0.821
1263564000000,0.793
1263567600000,0.728
1263571200000,0.642
1263574800000,0.59
1263578400000,0.568
1263582000000,0.563
1263585600000,0.567
1263589200000,0.619
1263592800000,0.662
