,Mn2
788918400000,0.657
788922000000,0.668
788925600000,0.633
788929200000,0.578
788932800000,0.501
788936400000,0.436
788940000000,0.391
788943600000,0.361
788947200000,0.32
788950800000,0.277
788954400000,0.284
788958000000,0.243
788961600000,0.22
788965200000,0.274
788968800000,0.302
788972400000,0.364
788976000000,0.438
788979600000,0.478
788983200000,0.454
788986800000,0.413
788990400000,0.376
788994000000,0.323
788997600000,0.249
789001200000,0.213
789004800000,0.303
789008400000,0.361
789012000000,0.336
789015600000,0.264
789019200000,0.182
789022800000,0.118
789026400000,0.074
789030000000,0.049
789033600000,0.036
789037200000,0.032
789040800000,0.039
789044400000,0.092
789048000000,0.145
789051600000,0.165
789055200000,0.193
789058800000,0.201
789062400000,0.213
789066000000,0.225
789069600000,0.241
789073200000,0.259
789076800000,0.259
789080400000,0.228
789084000000,0.157
789087600000,0.172
789091200000,0.185
789094800000,0.147
789098400000,0.108
789102000000,0.085
789105600000,0.077
789109200000,0.074
789112800000,0.082
789116400000,0.1
789120000000,0.115
789123600000,0.12
789127200000,0.134
789130800000,0.136
789134400000,0.145
789138000000,0.206
789141600000,0.272
789145200000,0.211
789148800000,0.2
789152400000,0.199
789156000000,0.179
789159600000,0.154
789163200000,0.131
789166800000,0.099
789170400000,0.068
789174000000,0.071
789177600000,0.112
789181200000,0.117
789184800000,0.093
789188400000,0.067
789192000000,0.046
789195600000,0.032
789199200000,0.024
789202800000,0.022
789206400000,0.028
789210000000,0.065
789213600000,0.106
789217200000,0.133
789220800000,0.156
789224400000,0.14
789228000000,0.14
789231600000,0.125
789235200000,0.118
789238800000,0.118
789242400000,0.149
789246000000,0.172
789249600000,0.225
789253200000,0.2
789256800000,0.163
789260400000,0.192
789264000000,0.21
789267600000,0.22
789271200000,0.211
789274800000,0.192
789278400000,0.164
789282000000,0.136
789285600000,0.114
789289200000,0.112
789292800000,0.132
789296400000,0.158
789300000000,0.194
789303600000,0.227
789307200000,0.244
789310800000,0.293
789314400000,0.338
789318000000,0.368
789321600000,0.384
789325200000,0.432
789328800000,0.444
789332400000,0.452
789336000000,0.453
789339600000,0.433
789343200000,0.374
789346800000,0.422
789350400000,0.482
789354000000,0.473
789357600000,0.419
789361200000,0.35
789364800000,0.294
789368400000,0.255
789372000000,0.236
789375600000,0.232
789379200000,0.238
789382800000,0.242
789386400000,0.271
789390000000,0.279
789393600000,0.28
789397200000,0.278
789400800000,0.237
789404400000,0.207
789408000000,0.2
789411600000,0.22
789415200000,0.248
789418800000,0.279
789422400000,0.279
789426000000,0.278
789429600000,0.212
789433200000,0.219
789436800000,0.221
789440400000,0.164
789444000000,0.112
789447600000,0.086
789451200000,0.076
789454800000,0.067
789458400000,0.059
789462000000,0.058
789465600000,0.063
789469200000,0.09
789472800000,0.123
789476400000,0.14
789480000000,0.137
789483600000,0.124
789487200000,0.116
789490800000,0.103
