,V2
1136073600000,0.501
1136077200000,0.498
1136080800000,0.501
1136084400000,0.473
1136088000000,0.426
1136091600000,0.383
1136095200000,0.351
1136098800000,0.332
1136102400000,0.32
1136106000000,0.356
1136109600000,0.4
1136113200000,0.439
1136116800000,0.441
1136120400000,0.42
1136124000000,0.403
1136127600000,0.404
1136131200000,0.437
1136134800000,0.467
1136138400000,0.486
1136142000000,0.498
1136145600000,0.513
1136149200000,0.527
1136152800000,0.538
1136156400000,0.545
1136160000000,0.555
1136163600000,0.575
1136167200000,0.592
1136170800000,0.586
1136174400000,0.566
1136178000000,0.544
1136181600000,0.529
1136185200000,0.522
1136188800000,0.512
1136192400000,0.543
1136196000000,0.624
1136199600000,0.661
1136203200000,0.672
1136206800000,0.716
1136210400000,0.758
1136214000000,0.778
1136217600000,0.765
1136221200000,0.745
1136224800000,0.737
1136228400000,0.73
1136232000000,0.729
1136235600000,0.716
1136239200000,0.695
1136242800000,0.696
1136246400000,0.713
1136250000000,0.715
1136253600000,0.695
1136257200000,0.661
1136260800000,0.625
1136264400000,0.593
1136268000000,0.576
1136271600000,0.523
1136275200000,0.458
1136278800000,0.479
1136282400000,0.573
1136286000000,0.618
1136289600000,0.636
1136293200000,0.673
1136296800000,0.735
1136300400000,0.762
1136304000000,0.762
1136307600000,0.754
1136311200000,0.749
1136314800000,0.755
1136318400000,0.768
1136322000000,0.786
1136325600000,0.803
1136329200000,0.819
1136332800000,0.834
1136336400000,0.835
1136340000000,0.82
1136343600000,0.788
1136347200000,0.748
1136350800000,0.697
1136354400000,0.641
1136358000000,0.552
1136361600000,0.459
1136365200000,0.413
1136368800000,0.401
1136372400000,0.407
1136376000000,0.416
1136379600000,0.436
1136383200000,0.479
1136386800000,0.544
1136390400000,0.621
1136394000000,0.653
1136397600000,0.656
1136401200000,0.655
1136404800000,0.661
1136408400000,0.657
1136412000000,0.645
1136415600000,0.63
1136419200000,0.61
1136422800000,0.586
1136426400000,0.544
1136430000000,0.498
1136433600000,0.46
1136437200000,0.438
1136440800000,0.432
1136444400000,0.463
