,N2
915148800000,0.877
915152400000,0.908
915156000000,0.916
915159600000,0.913
915163200000,0.899
915166800000,0.885
915170400000,0.865
915174000000,0.788
915177600000,0.697
915181200000,0.688
915184800000,0.728
915188400000,0.781
915192000000,0.813
915195600000,0.828
915199200000,0.818
915202800000,0.799
915206400000,0.788
915210000000,0.788
915213600000,0.786
915217200000,0.779
915220800000,0.766
915224400000,0.756
915228000000,0.739
915231600000,0.74
915235200000,0.854
915238800000,0.88
915242400000,0.879
915246000000,0.867
915249600000,0.844
915253200000,0.812
915256800000,0.77
915260400000,0.688
915264000000,0.55
915267600000,0.535
915271200000,0.569
915274800000,0.585
915278400000,0.603
915282000000,0.605
915285600000,0.62
915289200000,0.649
915292800000,0.633
915296400000,0.557
915300000000,0.507
915303600000,0.555
915307200000,0.571
915310800000,0.544
915314400000,0.501
915318000000,0.476
915321600000,0.535
915325200000,0.557
915328800000,0.541
915332400000,0.501
915336000000,0.465
915339600000,0.435
915343200000,0.413
915346800000,0.353
915350400000,0.273
915354000000,0.27
915357600000,0.295
915361200000,0.313
915364800000,0.328
915368400000,0.338
915372000000,0.326
915375600000,0.316
915379200000,0.315
915382800000,0.324
915386400000,0.343
915390000000,0.346
915393600000,0.344
915397200000,0.311
915400800000,0.261
915404400000,0.216
915408000000,0.274
915411600000,0.291
915415200000,0.276
915418800000,0.231
915422400000,0.171
915426000000,0.131
915429600000,0.104
915433200000,0.093
915436800000,0.088
915440400000,0.107
915444000000,0.134
915447600000,0.144
915451200000,0.154
915454800000,0.139
915458400000,0.123
915462000000,0.113
915465600000,0.096
915469200000,0.089
915472800000,0.085
915476400000,0.084
915480000000,0.084
915483600000,0.086
915487200000,0.088
915490800000,0.076
915494400000,0.096
915498000000,0.118
915501600000,0.129
915505200000,0.111
915508800000,0.076
915512400000,0.051
915516000000,0.042
915519600000,0.041
915523200000,0.048
915526800000,0.065
915530400000,0.079
915534000000,0.084
915537600000,0.084
915541200000,0.08
915544800000,0.082
915548400000,0.083
915552000000,0.079
915555600000,0.078
915559200000,0.091
915562800000,0.108
915566400000,0.076
915570000000,0.058
915573600000,0.085
915577200000,0.084
915580800000,0.079
915584400000,0.062
915588000000,0.039
915591600000,0.019
915595200000,0.006
915598800000,0.001
915602400000,0.0
915606000000,0.0
915609600000,0.001
915613200000,0.002
915616800000,0.003
915620400000,0.003
915624000000,0.003
915627600000,0.002
915631200000,0.003
915634800000,0.004
915638400000,0.006
915642000000,0.012
915645600000,0.027
915649200000,0.047
915652800000,0.062
915656400000,0.074
915660000000,0.076
915663600000,0.061
915667200000,0.053
915670800000,0.041
915674400000,0.028
915678000000,0.017
915681600000,0.01
915685200000,0.006
915688800000,0.006
915692400000,0.008
915696000000,0.011
915699600000,0.017
915703200000,0.026
915706800000,0.035
915710400000,0.039
915714000000,0.048
915717600000,0.076
915721200000,0.13
915724800000,0.2
915728400000,0.261
915732000000,0.32
915735600000,0.339
915739200000,0.347
915742800000,0.332
915746400000,0.298
915750000000,0.267
915753600000,0.33
915757200000,0.362
915760800000,0.367
915764400000,0.348
915768000000,0.328
915771600000,0.319
915775200000,0.332
915778800000,0.334
915782400000,0.301
915786000000,0.308
915789600000,0.345
915793200000,0.374
915796800000,0.386
915800400000,0.385
915804000000,0.365
915807600000,0.355
915811200000,0.352
915814800000,0.334
915818400000,0.323
915822000000,0.319
915825600000,0.342
915829200000,0.337
915832800000,0.334
915836400000,0.314
915840000000,0.426
915843600000,0.479
915847200000,0.476
915850800000,0.445
915854400000,0.401
915858000000,0.374
915861600000,0.327
915865200000,0.267
915868800000,0.201
915872400000,0.181
915876000000,0.207
915879600000,0.233
915883200000,0.277
915886800000,0.361
915890400000,0.42
915894000000,0.442
915897600000,0.508
915901200000,0.54
915904800000,0.559
915908400000,0.586
915912000000,0.613
915915600000,0.63
915919200000,0.629
915922800000,0.648
915926400000,0.774
915930000000,0.816
915933600000,0.823
915937200000,0.82
915940800000,0.812
915944400000,0.798
915948000000,0.75
915951600000,0.666
915955200000,0.635
915958800000,0.69
915962400000,0.751
915966000000,0.785
915969600000,0.795
915973200000,0.796
915976800000,0.792
915980400000,0.779
915984000000,0.768
915987600000,0.762
915991200000,0.758
915994800000,0.777
915998400000,0.791
916002000000,0.8
916005600000,0.805
916009200000,0.8
916012800000,0.841
916016400000,0.869
916020000000,0.876
916023600000,0.863
916027200000,0.823
916030800000,0.751
916034400000,0.65
916038000000,0.532
916041600000,0.484
916045200000,0.497
916048800000,0.516
916052400000,0.541
916056000000,0.544
916059600000,0.51
