,B1
567993600000,0.752
567997200000,0.786
568000800000,0.787
568004400000,0.777
568008000000,0.765
568011600000,0.759
568015200000,0.753
568018800000,0.733
568022400000,0.695
568026000000,0.65
568029600000,0.625
568033200000,0.605
568036800000,0.58
568040400000,0.538
568044000000,0.498
568047600000,0.464
568051200000,0.431
568054800000,0.413
568058400000,0.41
568062000000,0.429
568065600000,0.432
568069200000,0.379
568072800000,0.315
568076400000,0.277
568080000000,0.282
568083600000,0.304
568087200000,0.325
568090800000,0.358
568094400000,0.388
568098000000,0.424
568101600000,0.466
568105200000,0.494
568108800000,0.476
568112400000,0.454
568116000000,0.432
568119600000,0.402
568123200000,0.37
568126800000,0.346
568130400000,0.34
568134000000,0.352
568137600000,0.371
568141200000,0.39
568144800000,0.4
568148400000,0.41
568152000000,0.428
568155600000,0.417
568159200000,0.383
568162800000,0.314
568166400000,0.263
568170000000,0.223
568173600000,0.192
568177200000,0.173
568180800000,0.163
568184400000,0.145
568188000000,0.133
568191600000,0.134
568195200000,0.154
568198800000,0.187
568202400000,0.229
568206000000,0.279
568209600000,0.326
568213200000,0.358
568216800000,0.368
568220400000,0.374
568224000000,0.37
568227600000,0.355
568231200000,0.323
568234800000,0.289
568238400000,0.252
568242000000,0.204
568245600000,0.157
568249200000,0.117
568252800000,0.103
568256400000,0.101
568260000000,0.098
568263600000,0.099
568267200000,0.101
568270800000,0.105
568274400000,0.119
568278000000,0.147
568281600000,0.187
568285200000,0.246
568288800000,0.314
568292400000,0.366
568296000000,0.379
568299600000,0.37
568303200000,0.351
568306800000,0.311
568310400000,0.259
568314000000,0.221
568317600000,0.201
568321200000,0.179
568324800000,0.159
568328400000,0.145
568332000000,0.133
568335600000,0.118
568339200000,0.119
568342800000,0.112
568346400000,0.099
568350000000,0.09
568353600000,0.084
568357200000,0.076
568360800000,0.076
568364400000,0.088
568368000000,0.112
568371600000,0.147
568375200000,0.186
568378800000,0.211
568382400000,0.22
568386000000,0.235
568389600000,0.261
568393200000,0.271
568396800000,0.278
568400400000,0.27
568404000000,0.264
568407600000,0.269
568411200000,0.27
568414800000,0.274
568418400000,0.273
568422000000,0.251
568425600000,0.264
568429200000,0.278
568432800000,0.268
568436400000,0.248
568440000000,0.227
568443600000,0.209
568447200000,0.197
568450800000,0.199
568454400000,0.216
568458000000,0.263
568461600000,0.317
568465200000,0.352
568468800000,0.365
568472400000,0.356
568476000000,0.346
568479600000,0.351
568483200000,0.334
568486800000,0.32
568490400000,0.31
568494000000,0.302
568497600000,0.299
568501200000,0.289
568504800000,0.269
568508400000,0.238
568512000000,0.233
568515600000,0.21
568519200000,0.181
568522800000,0.156
568526400000,0.142
