,S1
567993600000,0.782
567997200000,0.82
568000800000,0.805
568004400000,0.778
568008000000,0.741
568011600000,0.698
568015200000,0.633
568018800000,0.552
568022400000,0.479
568026000000,0.459
568029600000,0.452
568033200000,0.452
568036800000,0.46
568040400000,0.449
568044000000,0.44
568047600000,0.438
568051200000,0.424
568054800000,0.428
568058400000,0.444
568062000000,0.481
568065600000,0.51
568069200000,0.503
568072800000,0.489
568076400000,0.419
568080000000,0.458
568083600000,0.493
568087200000,0.484
568090800000,0.481
568094400000,0.476
568098000000,0.459
568101600000,0.444
568105200000,0.409
568108800000,0.371
568112400000,0.384
568116000000,0.364
568119600000,0.336
568123200000,0.285
568126800000,0.227
568130400000,0.192
568134000000,0.183
568137600000,0.198
568141200000,0.224
568144800000,0.259
568148400000,0.28
568152000000,0.305
568155600000,0.328
568159200000,0.311
568162800000,0.309
568166400000,0.364
568170000000,0.343
568173600000,0.289
568177200000,0.248
568180800000,0.233
568184400000,0.256
568188000000,0.312
568191600000,0.362
568195200000,0.376
568198800000,0.398
568202400000,0.398
568206000000,0.387
568209600000,0.34
568213200000,0.262
568216800000,0.167
568220400000,0.076
568224000000,0.024
568227600000,0.008
568231200000,0.014
568234800000,0.068
568238400000,0.153
568242000000,0.191
568245600000,0.163
568249200000,0.106
568252800000,0.104
568256400000,0.103
568260000000,0.103
568263600000,0.103
568267200000,0.096
568270800000,0.086
568274400000,0.088
568278000000,0.102
568281600000,0.13
568285200000,0.183
568288800000,0.209
568292400000,0.228
568296000000,0.239
568299600000,0.256
568303200000,0.251
568306800000,0.229
568310400000,0.201
568314000000,0.184
568317600000,0.176
568321200000,0.167
568324800000,0.161
568328400000,0.155
568332000000,0.133
568335600000,0.105
568339200000,0.13
568342800000,0.141
568346400000,0.153
568350000000,0.162
568353600000,0.169
568357200000,0.173
568360800000,0.176
568364400000,0.172
568368000000,0.175
568371600000,0.23
568375200000,0.26
568378800000,0.279
568382400000,0.32
568386000000,0.347
568389600000,0.38
568393200000,0.376
568396800000,0.374
568400400000,0.358
568404000000,0.343
568407600000,0.342
568411200000,0.343
568414800000,0.353
568418400000,0.337
568422000000,0.32
568425600000,0.381
568429200000,0.388
568432800000,0.367
568436400000,0.323
568440000000,0.283
568443600000,0.251
568447200000,0.227
568450800000,0.197
568454400000,0.167
568458000000,0.207
568461600000,0.233
568465200000,0.249
568468800000,0.278
568472400000,0.307
568476000000,0.324
568479600000,0.332
568483200000,0.323
568486800000,0.312
568490400000,0.311
568494000000,0.323
568497600000,0.347
568501200000,0.37
568504800000,0.364
568508400000,0.313
568512000000,0.402
568515600000,0.422
568519200000,0.402
568522800000,0.375
568526400000,0.348
568530000000,0.32
568533600000,0.294
568537200000,0.252
568540800000,0.222
568544400000,0.252
568548000000,0.261
568551600000,0.266
568555200000,0.278
568558800000,0.28
568562400000,0.285
568566000000,0.294
568569600000,0.299
568573200000,0.309
568576800000,0.325
568580400000,0.356
568584000000,0.373
568587600000,0.394
