,Py2
567993600000,0.733
567997200000,0.749
568000800000,0.724
568004400000,0.691
568008000000,0.657
568011600000,0.625
568015200000,0.608
568018800000,0.576
568022400000,0.451
568026000000,0.413
568029600000,0.432
568033200000,0.432
568036800000,0.429
568040400000,0.43
568044000000,0.458
568047600000,0.494
568051200000,0.508
568054800000,0.513
568058400000,0.513
568062000000,0.51
568065600000,0.501
568069200000,0.454
568072800000,0.379
568076400000,0.277
568080000000,0.342
568083600000,0.352
568087200000,0.338
568090800000,0.358
568094400000,0.374
568098000000,0.378
568101600000,0.375
568105200000,0.352
568108800000,0.27
568112400000,0.217
568116000000,0.208
568119600000,0.214
568123200000,0.256
568126800000,0.315
568130400000,0.358
568134000000,0.382
568137600000,0.394
568141200000,0.419
568144800000,0.436
568148400000,0.438
568152000000,0.441
568155600000,0.434
568159200000,0.417
568162800000,0.369
568166400000,0.413
568170000000,0.4
568173600000,0.361
568177200000,0.325
568180800000,0.303
568184400000,0.278
568188000000,0.261
568191600000,0.252
568195200000,0.233
568198800000,0.197
568202400000,0.192
568206000000,0.218
568209600000,0.261
568213200000,0.367
568216800000,0.447
568220400000,0.473
568224000000,0.457
568227600000,0.418
568231200000,0.364
568234800000,0.31
568238400000,0.277
568242000000,0.22
568245600000,0.163
568249200000,0.123
568252800000,0.127
568256400000,0.118
568260000000,0.11
568263600000,0.11
568267200000,0.118
568270800000,0.132
568274400000,0.144
568278000000,0.145
568281600000,0.132
568285200000,0.117
568288800000,0.106
568292400000,0.093
568296000000,0.09
568299600000,0.102
568303200000,0.128
568306800000,0.178
568310400000,0.232
568314000000,0.256
568317600000,0.259
568321200000,0.259
568324800000,0.245
568328400000,0.233
568332000000,0.22
568335600000,0.215
568339200000,0.219
568342800000,0.22
568346400000,0.228
568350000000,0.233
568353600000,0.227
568357200000,0.214
568360800000,0.201
568364400000,0.201
568368000000,0.202
568371600000,0.201
568375200000,0.206
568378800000,0.208
568382400000,0.23
568386000000,0.296
568389600000,0.36
568393200000,0.422
568396800000,0.44
568400400000,0.44
568404000000,0.438
568407600000,0.428
568411200000,0.423
568414800000,0.42
568418400000,0.397
568422000000,0.406
568425600000,0.45
568429200000,0.444
568432800000,0.41
568436400000,0.35
568440000000,0.289
568443600000,0.241
568447200000,0.209
568450800000,0.192
568454400000,0.175
568458000000,0.188
568461600000,0.225
568465200000,0.234
568468800000,0.238
568472400000,0.241
568476000000,0.25
568479600000,0.255
568483200000,0.283
568486800000,0.3
568490400000,0.315
568494000000,0.328
568497600000,0.323
568501200000,0.323
568504800000,0.3
568508400000,0.262
568512000000,0.27
568515600000,0.248
568519200000,0.22
568522800000,0.205
568526400000,0.2
568530000000,0.193
568533600000,0.192
568537200000,0.201
568540800000,0.198
568544400000,0.183
568548000000,0.187
568551600000,0.19
568555200000,0.193
568558800000,0.213
568562400000,0.261
568566000000,0.292
568569600000,0.302
568573200000,0.305
568576800000,0.315
568580400000,0.302
568584000000,0.273
568587600000,0.251
568591200000,0.237
568594800000,0.251
568598400000,0.28
568602000000,0.281
568605600000,0.291
568609200000,0.289
568612800000,0.272
