,N2
1514764800000,0.162
1514768400000,0.268
1514772000000,0.361
1514775600000,0.362
1514779200000,0.346
1514782800000,0.298
1514786400000,0.179
1514790000000,0.097
1514793600000,0.026
1514797200000,0.0
1514800800000,0.0
1514804400000,0.0
1514808000000,0.0
1514811600000,0.0
1514815200000,0.0
1514818800000,0.0
1514822400000,0.0
1514826000000,0.0
1514829600000,0.0
1514833200000,0.0
1514836800000,0.0
1514840400000,0.0
1514844000000,0.001
1514847600000,0.053
1514851200000,0.112
1514854800000,0.153
1514858400000,0.174
1514862000000,0.158
1514865600000,0.145
1514869200000,0.15
1514872800000,0.11
1514876400000,0.056
1514880000000,0.013
1514883600000,0.0
1514887200000,0.0
1514890800000,0.0
1514894400000,0.0
1514898000000,0.0
1514901600000,0.0
1514905200000,0.0
1514908800000,0.0
1514912400000,0.0
1514916000000,0.0
1514919600000,0.0
1514923200000,0.0
1514926800000,0.0
1514930400000,0.009
1514934000000,0.125
1514937600000,0.228
1514941200000,0.278
1514944800000,0.307
1514948400000,0.337
1514952000000,0.308
1514955600000,0.253
1514959200000,0.186
1514962800000,0.116
1514966400000,0.04
1514970000000,0.0
1514973600000,0.0
1514977200000,0.0
1514980800000,0.0
1514984400000,0.0
1514988000000,0.0
1514991600000,0.0
1514995200000,0.0
1514998800000,0.0
1515002400000,0.0
1515006000000,0.0
1515009600000,0.0
1515013200000,0.0
1515016800000,0.011
1515020400000,0.106
1515024000000,0.227
1515027600000,0.419
1515031200000,0.591
1515034800000,0.68
1515038400000,0.691
1515042000000,0.645
1515045600000,0.529
1515049200000,0.371
1515052800000,0.146
1515056400000,0.0
1515060000000,0.0
1515063600000,0.0
1515067200000,0.0
1515070800000,0.0
1515074400000,0.0
1515078000000,0.0
1515081600000,0.0
1515085200000,0.0
1515088800000,0.0
1515092400000,0.0
1515096000000,0.0
1515099600000,0.0
1515103200000,0.017
1515106800000,0.116
1515110400000,0.236
1515114000000,0.373
1515117600000,0.444
1515121200000,0.422
1515124800000,0.411
1515128400000,0.362
1515132000000,0.302
1515135600000,0.186
1515139200000,0.056
1515142800000,0.0
1515146400000,0.0
1515150000000,0.0
1515153600000,0.0
1515157200000,0.0
1515160800000,0.0
1515164400000,0.0
1515168000000,0.0
1515171600000,0.0
1515175200000,0.0
1515178800000,0.0
1515182400000,0.0
1515186000000,0.0
1515189600000,0.007
1515193200000,0.09
1515196800000,0.188
1515200400000,0.258
1515204000000,0.293
1515207600000,0.366
1515211200000,0.424
1515214800000,0.421
1515218400000,0.345
1515222000000,0.226
1515225600000,0.073
1515229200000,0.0
1515232800000,0.0
1515236400000,0.0
1515240000000,0.0
1515243600000,0.0
1515247200000,0.0
1515250800000,0.0
1515254400000,0.0
1515258000000,0.0
1515261600000,0.0
1515265200000,0.0
1515268800000,0.0
1515272400000,0.0
1515276000000,0.022
1515279600000,0.159
1515283200000,0.28
1515286800000,0.344
1515290400000,0.415
1515294000000,0.419
1515297600000,0.373
1515301200000,0.34
1515304800000,0.271
1515308400000,0.167
1515312000000,0.057
1515315600000,0.0
1515319200000,0.0
1515322800000,0.0
1515326400000,0.0
1515330000000,0.0
1515333600000,0.0
1515337200000,0.0
1515340800000,0.0
1515344400000,0.0
1515348000000,0.0
1515351600000,0.0
1515355200000,0.0
1515358800000,0.0
1515362400000,0.0
1515366000000,0.032
1515369600000,0.108
1515373200000,0.193
1515376800000,0.278
1515380400000,0.345
1515384000000,0.379
