,N2
1672531200000,0.279
1672534800000,0.343
1672538400000,0.39
1672542000000,0.431
1672545600000,0.456
1672549200000,0.451
1672552800000,0.403
1672556400000,0.28
1672560000000,0.169
1672563600000,0.175
1672567200000,0.237
1672570800000,0.222
1672574400000,0.169
1672578000000,0.133
1672581600000,0.137
1672585200000,0.188
1672588800000,0.239
1672592400000,0.265
1672596000000,0.29
1672599600000,0.341
1672603200000,0.314
1672606800000,0.242
1672610400000,0.217
1672614000000,0.202
1672617600000,0.272
1672621200000,0.42
1672624800000,0.506
1672628400000,0.538
1672632000000,0.556
1672635600000,0.557
1672639200000,0.538
1672642800000,0.467
1672646400000,0.343
1672650000000,0.289
1672653600000,0.252
1672657200000,0.27
1672660800000,0.249
1672664400000,0.261
1672668000000,0.303
1672671600000,0.356
1672675200000,0.413
1672678800000,0.426
1672682400000,0.45
1672686000000,0.518
1672689600000,0.636
1672693200000,0.629
1672696800000,0.563
1672700400000,0.449
1672704000000,0.525
1672707600000,0.625
1672711200000,0.702
1672714800000,0.654
1672718400000,0.587
1672722000000,0.519
1672725600000,0.512
1672729200000,0.476
1672732800000,0.508
1672736400000,0.61
1672740000000,0.618
1672743600000,0.566
1672747200000,0.507
1672750800000,0.484
1672754400000,0.513
1672758000000,0.538
1672761600000,0.556
1672765200000,0.556
1672768800000,0.541
1672772400000,0.519
1672776000000,0.46
1672779600000,0.37
1672783200000,0.274
1672786800000,0.183
1672790400000,0.228
1672794000000,0.469
1672797600000,0.605
1672801200000,0.65
1672804800000,0.615
1672808400000,0.565
1672812000000,0.566
1672815600000,0.614
1672819200000,0.63
1672822800000,0.56
1672826400000,0.482
1672830000000,0.478
1672833600000,0.516
1672837200000,0.54
1672840800000,0.529
1672844400000,0.471
1672848000000,0.422
1672851600000,0.394
1672855200000,0.399
1672858800000,0.41
1672862400000,0.415
1672866000000,0.355
1672869600000,0.302
1672873200000,0.264
1672876800000,0.321
1672880400000,0.407
1672884000000,0.453
1672887600000,0.477
1672891200000,0.494
1672894800000,0.494
1672898400000,0.469
1672902000000,0.348
1672905600000,0.259
1672909200000,0.22
1672912800000,0.192
1672916400000,0.192
1672920000000,0.206
1672923600000,0.227
1672927200000,0.248
1672930800000,0.259
1672934400000,0.261
1672938000000,0.281
1672941600000,0.278
1672945200000,0.265
1672948800000,0.271
1672952400000,0.285
1672956000000,0.292
1672959600000,0.273
1672963200000,0.312
1672966800000,0.349
1672970400000,0.39
1672974000000,0.432
1672977600000,0.464
1672981200000,0.486
1672984800000,0.507
1672988400000,0.435
1672992000000,0.288
1672995600000,0.271
1672999200000,0.276
1673002800000,0.267
1673006400000,0.28
1673010000000,0.289
1673013600000,0.297
1673017200000,0.345
1673020800000,0.407
1673024400000,0.424
1673028000000,0.483
1673031600000,0.556
1673035200000,0.605
1673038800000,0.587
1673042400000,0.572
1673046000000,0.547
1673049600000,0.613
1673053200000,0.676
1673056800000,0.704
1673060400000,0.711
1673064000000,0.694
1673067600000,0.649
1673071200000,0.58
1673074800000,0.443
1673078400000,0.367
1673082000000,0.376
1673085600000,0.388
1673089200000,0.448
1673092800000,0.516
1673096400000,0.539
1673100000000,0.53
1673103600000,0.535
1673107200000,0.547
1673110800000,0.556
1673114400000,0.56
1673118000000,0.558
1673121600000,0.558
1673125200000,0.561
1673128800000,0.544
1673132400000,0.607
1673136000000,0.755
1673139600000,0.779
1673143200000,0.765
1673146800000,0.737
1673150400000,0.701
1673154000000,0.652
1673157600000,0.603
1673161200000,0.538
1673164800000,0.494
1673168400000,0.506
1673172000000,0.568
1673175600000,0.607
1673179200000,0.611
1673182800000,0.626
1673186400000,0.596
1673190000000,0.539
1673193600000,0.481
1673197200000,0.485
1673200800000,0.464
1673204400000,0.404
1673208000000,0.435
1673211600000,0.391
1673215200000,0.349
1673218800000,0.291
1673222400000,0.308
1673226000000,0.363
1673229600000,0.385
1673233200000,0.374
1673236800000,0.374
1673240400000,0.38
1673244000000,0.377
1673247600000,0.328
1673251200000,0.311
1673254800000,0.305
1673258400000,0.298
1673262000000,0.317
1673265600000,0.342
1673269200000,0.37
1673272800000,0.359
1673276400000,0.294
1673280000000,0.261
1673283600000,0.241
1673287200000,0.241
1673290800000,0.257
1673294400000,0.274
1673298000000,0.299
1673301600000,0.294
1673305200000,0.255
1673308800000,0.299
1673312400000,0.425
1673316000000,0.539
1673319600000,0.623
1673323200000,0.647
1673326800000,0.641
1673330400000,0.578
1673334000000,0.466
1673337600000,0.43
1673341200000,0.407
1673344800000,0.407
1673348400000,0.341
1673352000000,0.362
1673355600000,0.322
1673359200000,0.291
1673362800000,0.291
1673366400000,0.308
1673370000000,0.325
1673373600000,0.347
1673377200000,0.369
1673380800000,0.374
1673384400000,0.362
1673388000000,0.38
1673391600000,0.448
1673395200000,0.512
1673398800000,0.641
1673402400000,0.722
1673406000000,0.734
1673409600000,0.695
1673413200000,0.627
1673416800000,0.543
1673420400000,0.435
1673424000000,0.376
1673427600000,0.411
1673431200000,0.456
1673434800000,0.479
1673438400000,0.502
1673442000000,0.601
1673445600000,0.668
1673449200000,0.661
1673452800000,0.633
1673456400000,0.609
1673460000000,0.586
1673463600000,0.556
1673467200000,0.522
1673470800000,0.53
1673474400000,0.566
1673478000000,0.541
1673481600000,0.534
1673485200000,0.602
1673488800000,0.677
1673492400000,0.758
1673496000000,0.765
1673499600000,0.746
1673503200000,0.72
1673506800000,0.648
1673510400000,0.601
1673514000000,0.575
1673517600000,0.468
1673521200000,0.367
1673524800000,0.357
1673528400000,0.367
1673532000000,0.377
1673535600000,0.43
1673539200000,0.514
1673542800000,0.657
1673546400000,0.734
1673550000000,0.782
1673553600000,0.808
1673557200000,0.806
1673560800000,0.779
1673564400000,0.734
1673568000000,0.646
1673571600000,0.603
1673575200000,0.57
1673578800000,0.552
1673582400000,0.555
1673586000000,0.626
1673589600000,0.697
1673593200000,0.768
1673596800000,0.781
1673600400000,0.695
1673604000000,0.583
1673607600000,0.567
1673611200000,0.54
1673614800000,0.422
1673618400000,0.333
1673622000000,0.324
1673625600000,0.369
1673629200000,0.411
1673632800000,0.41
1673636400000,0.329
1673640000000,0.243
1673643600000,0.181
