,N2
725846400000,0.369
725850000000,0.523
725853600000,0.585
725857200000,0.592
725860800000,0.566
725864400000,0.493
725868000000,0.395
725871600000,0.27
725875200000,0.101
725878800000,0.0
725882400000,0.0
725886000000,0.0
725889600000,0.0
725893200000,0.0
725896800000,0.0
725900400000,0.0
725904000000,0.0
725907600000,0.0
725911200000,0.0
725914800000,0.0
725918400000,0.0
725922000000,0.0
725925600000,0.039
725929200000,0.225
725932800000,0.402
725936400000,0.572
725940000000,0.658
725943600000,0.687
725947200000,0.677
725950800000,0.622
725954400000,0.503
725958000000,0.343
725961600000,0.127
725965200000,0.0
725968800000,0.0
725972400000,0.0
725976000000,0.0
725979600000,0.0
725983200000,0.0
725986800000,0.0
725990400000,0.0
725994000000,0.0
725997600000,0.0
726001200000,0.0
726004800000,0.0
726008400000,0.0
726012000000,0.045
726015600000,0.245
726019200000,0.447
726022800000,0.586
726026400000,0.677
726030000000,0.719
726033600000,0.706
726037200000,0.64
726040800000,0.535
726044400000,0.372
726048000000,0.169
726051600000,0.0
726055200000,0.0
726058800000,0.0
726062400000,0.0
726066000000,0.0
726069600000,0.0
726073200000,0.0
726076800000,0.0
726080400000,0.0
726084000000,0.0
726087600000,0.0
726091200000,0.0
726094800000,0.0
726098400000,0.058
726102000000,0.278
726105600000,0.472
726109200000,0.609
726112800000,0.698
726116400000,0.734
726120000000,0.721
726123600000,0.661
726127200000,0.545
726130800000,0.382
726134400000,0.168
726138000000,0.0
726141600000,0.0
726145200000,0.0
726148800000,0.0
726152400000,0.0
726156000000,0.0
726159600000,0.0
726163200000,0.0
726166800000,0.0
726170400000,0.0
726174000000,0.0
726177600000,0.0
726181200000,0.0
726184800000,0.039
726188400000,0.247
726192000000,0.447
726195600000,0.585
726199200000,0.667
726202800000,0.699
726206400000,0.676
726210000000,0.615
726213600000,0.488
726217200000,0.337
726220800000,0.145
726224400000,0.0
726228000000,0.0
726231600000,0.0
726235200000,0.0
726238800000,0.0
726242400000,0.0
726246000000,0.0
726249600000,0.0
726253200000,0.0
726256800000,0.0
726260400000,0.0
726264000000,0.0
726267600000,0.0
726271200000,0.038
726274800000,0.248
726278400000,0.45
726282000000,0.59
726285600000,0.662
726289200000,0.687
726292800000,0.65
726296400000,0.597
726300000000,0.504
726303600000,0.331
726307200000,0.105
726310800000,0.0
726314400000,0.0
726318000000,0.0
726321600000,0.0
726325200000,0.0
726328800000,0.0
726332400000,0.0
726336000000,0.0
726339600000,0.0
726343200000,0.0
726346800000,0.0
726350400000,0.0
726354000000,0.0
726357600000,0.043
726361200000,0.218
726364800000,0.395
726368400000,0.541
726372000000,0.646
726375600000,0.687
726379200000,0.681
726382800000,0.622
726386400000,0.516
726390000000,0.349
726393600000,0.146
726397200000,0.0
726400800000,0.0
726404400000,0.0
726408000000,0.0
726411600000,0.0
726415200000,0.0
726418800000,0.0
726422400000,0.0
726426000000,0.0
726429600000,0.0
726433200000,0.0
726436800000,0.0
726440400000,0.0
726444000000,0.04
726447600000,0.242
726451200000,0.439
726454800000,0.557
726458400000,0.642
726462000000,0.691
726465600000,0.656
726469200000,0.624
726472800000,0.516
726476400000,0.356
726480000000,0.143
726483600000,0.0
726487200000,0.0
726490800000,0.0
726494400000,0.0
726498000000,0.0
726501600000,0.0
726505200000,0.0
726508800000,0.0
726512400000,0.0
726516000000,0.0
726519600000,0.0
726523200000,0.0
726526800000,0.0
726530400000,0.045
726534000000,0.241
726537600000,0.439
726541200000,0.572
726544800000,0.653
726548400000,0.687
726552000000,0.685
726555600000,0.624
726559200000,0.517
726562800000,0.353
726566400000,0.161
726570000000,0.001
726573600000,0.0
726577200000,0.0
726580800000,0.0
726584400000,0.0
726588000000,0.0
726591600000,0.0
726595200000,0.0
726598800000,0.0
726602400000,0.0
726606000000,0.0
726609600000,0.0
726613200000,0.0
726616800000,0.054
726620400000,0.275
726624000000,0.47
726627600000,0.611
726631200000,0.698
726634800000,0.734
726638400000,0.722
726642000000,0.663
726645600000,0.551
726649200000,0.382
726652800000,0.171
726656400000,0.001
726660000000,0.0
726663600000,0.0
726667200000,0.0
726670800000,0.0
726674400000,0.0
726678000000,0.0
726681600000,0.0
726685200000,0.0
726688800000,0.0
726692400000,0.0
726696000000,0.0
726699600000,0.0
726703200000,0.048
726706800000,0.242
726710400000,0.413
726714000000,0.527
726717600000,0.621
726721200000,0.679
726724800000,0.68
726728400000,0.622
726732000000,0.519
726735600000,0.359
726739200000,0.152
726742800000,0.001
726746400000,0.0
726750000000,0.0
726753600000,0.0
726757200000,0.0
726760800000,0.0
726764400000,0.0
726768000000,0.0
726771600000,0.0
726775200000,0.0
726778800000,0.0
726782400000,0.0
726786000000,0.0
726789600000,0.041
726793200000,0.226
726796800000,0.435
726800400000,0.568
726804000000,0.651
726807600000,0.682
726811200000,0.659
726814800000,0.605
726818400000,0.498
726822000000,0.308
726825600000,0.127
726829200000,0.0
726832800000,0.0
726836400000,0.0
726840000000,0.0
726843600000,0.0
726847200000,0.0
726850800000,0.0
726854400000,0.0
726858000000,0.0
726861600000,0.0
726865200000,0.0
726868800000,0.0
726872400000,0.0
726876000000,0.045
726879600000,0.24
726883200000,0.445
726886800000,0.583
726890400000,0.674
726894000000,0.702
726897600000,0.682
726901200000,0.587
726904800000,0.442
726908400000,0.281
726912000000,0.122
726915600000,0.0
726919200000,0.0
726922800000,0.0
726926400000,0.0
726930000000,0.0
726933600000,0.0
726937200000,0.0
726940800000,0.0
726944400000,0.0
726948000000,0.0
726951600000,0.0
726955200000,0.0
726958800000,0.0
726962400000,0.042
726966000000,0.222
726969600000,0.442
726973200000,0.586
726976800000,0.678
726980400000,0.709
726984000000,0.696
726987600000,0.633
726991200000,0.518
726994800000,0.331
726998400000,0.123
727002000000,0.0
727005600000,0.0
727009200000,0.0
727012800000,0.0
727016400000,0.0
727020000000,0.0
727023600000,0.0
727027200000,0.0
727030800000,0.0
727034400000,0.0
727038000000,0.0
727041600000,0.0
727045200000,0.0
727048800000,0.019
727052400000,0.149
727056000000,0.33
727059600000,0.509
727063200000,0.616
727066800000,0.601
727070400000,0.544
727074000000,0.422
727077600000,0.289
727081200000,0.165
727084800000,0.059
727088400000,0.0
727092000000,0.0
727095600000,0.0
727099200000,0.0
727102800000,0.0
727106400000,0.0
727110000000,0.0
727113600000,0.0
727117200000,0.0
727120800000,0.0
727124400000,0.0
727128000000,0.0
727131600000,0.0
727135200000,0.02
727138800000,0.15
727142400000,0.31
727146000000,0.431
727149600000,0.472
727153200000,0.444
727156800000,0.386
727160400000,0.311
727164000000,0.233
727167600000,0.158
727171200000,0.069
727174800000,0.0
727178400000,0.0
727182000000,0.0
727185600000,0.0
727189200000,0.0
727192800000,0.0
727196400000,0.0
727200000000,0.0
727203600000,0.0
727207200000,0.0
727210800000,0.0
727214400000,0.0
727218000000,0.0
727221600000,0.019
727225200000,0.133
727228800000,0.304
727232400000,0.491
727236000000,0.63
727239600000,0.688
727243200000,0.686
727246800000,0.63
727250400000,0.513
727254000000,0.348
727257600000,0.137
727261200000,0.001
727264800000,0.0
727268400000,0.0
727272000000,0.0
727275600000,0.0
727279200000,0.0
727282800000,0.0
727286400000,0.0
727290000000,0.0
727293600000,0.0
727297200000,0.0
727300800000,0.0
727304400000,0.0
727308000000,0.045
727311600000,0.243
727315200000,0.45
727318800000,0.593
727322400000,0.685
727326000000,0.722
727329600000,0.711
727333200000,0.651
727336800000,0.539
727340400000,0.382
727344000000,0.169
727347600000,0.003
727351200000,0.0
727354800000,0.0
727358400000,0.0
727362000000,0.0
727365600000,0.0
727369200000,0.0
727372800000,0.0
727376400000,0.0
727380000000,0.0
727383600000,0.0
727387200000,0.0
727390800000,0.0
727394400000,0.046
727398000000,0.241
727401600000,0.458
727405200000,0.591
727408800000,0.663
727412400000,0.677
727416000000,0.661
727419600000,0.627
727423200000,0.544
727426800000,0.392
727430400000,0.184
727434000000,0.005
727437600000,0.0
727441200000,0.0
727444800000,0.0
727448400000,0.0
727452000000,0.0
727455600000,0.0
727459200000,0.0
