,Mn7
1356998400000,0.519
1357002000000,0.54
1357005600000,0.528
1357009200000,0.497
1357012800000,0.479
1357016400000,0.457
1357020000000,0.438
1357023600000,0.367
1357027200000,0.224
1357030800000,0.172
1357034400000,0.165
1357038000000,0.138
1357041600000,0.107
1357045200000,0.107
1357048800000,0.104
1357052400000,0.107
1357056000000,0.161
1357059600000,0.241
1357063200000,0.337
1357066800000,0.482
1357070400000,0.571
1357074000000,0.565
1357077600000,0.53
1357081200000,0.454
1357084800000,0.404
1357088400000,0.428
1357092000000,0.455
1357095600000,0.43
1357099200000,0.373
1357102800000,0.315
1357106400000,0.253
1357110000000,0.217
1357113600000,0.232
1357117200000,0.341
1357120800000,0.501
1357124400000,0.526
1357128000000,0.468
1357131600000,0.342
1357135200000,0.284
1357138800000,0.328
1357142400000,0.422
1357146000000,0.391
1357149600000,0.301
1357153200000,0.257
1357156800000,0.249
1357160400000,0.142
1357164000000,0.252
1357167600000,0.586
1357171200000,0.677
1357174800000,0.744
1357178400000,0.733
1357182000000,0.685
1357185600000,0.674
1357189200000,0.636
1357192800000,0.551
1357196400000,0.414
1357200000000,0.246
1357203600000,0.167
1357207200000,0.162
1357210800000,0.141
1357214400000,0.107
1357218000000,0.129
1357221600000,0.184
1357225200000,0.24
1357228800000,0.203
1357232400000,0.184
1357236000000,0.195
1357239600000,0.181
1357243200000,0.133
1357246800000,0.103
1357250400000,0.074
1357254000000,0.054
1357257600000,0.09
1357261200000,0.117
1357264800000,0.121
1357268400000,0.094
1357272000000,0.067
1357275600000,0.048
1357279200000,0.036
1357282800000,0.029
1357286400000,0.025
1357290000000,0.02
1357293600000,0.013
1357297200000,0.006
1357300800000,0.003
1357304400000,0.002
1357308000000,0.002
1357311600000,0.003
1357315200000,0.005
1357318800000,0.01
1357322400000,0.015
1357326000000,0.019
1357329600000,0.022
1357333200000,0.029
1357336800000,0.032
1357340400000,0.056
1357344000000,0.122
1357347600000,0.16
1357351200000,0.179
1357354800000,0.176
1357358400000,0.161
1357362000000,0.145
1357365600000,0.127
1357369200000,0.102
1357372800000,0.08
1357376400000,0.075
1357380000000,0.107
1357383600000,0.138
1357387200000,0.143
1357390800000,0.168
1357394400000,0.184
1357398000000,0.155
1357401600000,0.149
1357405200000,0.153
1357408800000,0.125
1357412400000,0.105
1357416000000,0.074
1357419600000,0.049
1357423200000,0.035
1357426800000,0.055
1357430400000,0.133
1357434000000,0.162
1357437600000,0.155
1357441200000,0.16
1357444800000,0.186
1357448400000,0.228
1357452000000,0.264
1357455600000,0.281
1357459200000,0.234
1357462800000,0.228
1357466400000,0.202
1357470000000,0.19
1357473600000,0.16
1357477200000,0.149
1357480800000,0.139
1357484400000,0.136
1357488000000,0.165
1357491600000,0.212
1357495200000,0.208
1357498800000,0.154
1357502400000,0.118
1357506000000,0.122
1357509600000,0.131
1357513200000,0.203
1357516800000,0.359
1357520400000,0.401
1357524000000,0.36
1357527600000,0.302
1357531200000,0.278
1357534800000,0.266
1357538400000,0.255
1357542000000,0.22
1357545600000,0.177
1357549200000,0.167
1357552800000,0.186
1357556400000,0.156
1357560000000,0.112
1357563600000,0.093
1357567200000,0.087
1357570800000,0.094
1357574400000,0.103
1357578000000,0.116
1357581600000,0.13
1357585200000,0.142
1357588800000,0.12
1357592400000,0.087
1357596000000,0.043
1357599600000,0.018
1357603200000,0.034
1357606800000,0.054
1357610400000,0.054
1357614000000,0.068
1357617600000,0.106
1357621200000,0.146
1357624800000,0.155
1357628400000,0.144
1357632000000,0.103
1357635600000,0.108
1357639200000,0.137
1357642800000,0.145
1357646400000,0.146
1357650000000,0.122
1357653600000,0.082
1357657200000,0.041
1357660800000,0.018
1357664400000,0.022
1357668000000,0.064
1357671600000,0.147
1357675200000,0.209
1357678800000,0.258
1357682400000,0.233
1357686000000,0.207
1357689600000,0.365
1357693200000,0.47
1357696800000,0.465
1357700400000,0.395
1357704000000,0.325
1357707600000,0.281
1357711200000,0.241
1357714800000,0.188
1357718400000,0.159
1357722000000,0.187
1357725600000,0.193
1357729200000,0.174
1357732800000,0.165
1357736400000,0.185
1357740000000,0.192
1357743600000,0.192
1357747200000,0.184
1357750800000,0.179
1357754400000,0.18
1357758000000,0.204
1357761600000,0.241
1357765200000,0.207
1357768800000,0.131
1357772400000,0.095
1357776000000,0.114
1357779600000,0.112
1357783200000,0.119
1357786800000,0.121
1357790400000,0.112
1357794000000,0.084
1357797600000,0.058
1357801200000,0.041
1357804800000,0.04
1357808400000,0.069
1357812000000,0.099
1357815600000,0.111
1357819200000,0.122
1357822800000,0.125
1357826400000,0.106
1357830000000,0.058
1357833600000,0.022
1357837200000,0.013
1357840800000,0.011
1357844400000,0.014
1357848000000,0.025
