,B1
788918400000,0.72
788922000000,0.777
788925600000,0.8
788929200000,0.808
788932800000,0.822
788936400000,0.86
788940000000,0.886
788943600000,0.889
788947200000,0.859
788950800000,0.791
788954400000,0.765
788958000000,0.776
788961600000,0.794
788965200000,0.802
788968800000,0.797
788972400000,0.775
788976000000,0.727
788979600000,0.618
788983200000,0.507
788986800000,0.42
788990400000,0.381
788994000000,0.39
788997600000,0.422
789001200000,0.552
789004800000,0.732
789008400000,0.82
789012000000,0.849
789015600000,0.857
789019200000,0.857
789022800000,0.843
789026400000,0.824
789030000000,0.796
789033600000,0.739
789037200000,0.612
789040800000,0.507
789044400000,0.481
789048000000,0.459
789051600000,0.424
789055200000,0.379
789058800000,0.361
789062400000,0.353
789066000000,0.354
789069600000,0.367
789073200000,0.369
789076800000,0.369
789080400000,0.378
789084000000,0.386
789087600000,0.511
789091200000,0.648
789094800000,0.712
789098400000,0.754
789102000000,0.799
789105600000,0.838
789109200000,0.86
789112800000,0.862
789116400000,0.84
789120000000,0.772
789123600000,0.697
789127200000,0.672
789130800000,0.663
789134400000,0.648
789138000000,0.615
789141600000,0.545
789145200000,0.382
789148800000,0.243
789152400000,0.192
789156000000,0.191
789159600000,0.215
789163200000,0.253
789166800000,0.291
789170400000,0.305
789174000000,0.386
789177600000,0.53
789181200000,0.601
789184800000,0.621
789188400000,0.615
789192000000,0.602
789195600000,0.592
789199200000,0.595
789202800000,0.605
789206400000,0.566
789210000000,0.484
789213600000,0.42
789217200000,0.395
789220800000,0.371
789224400000,0.362
789228000000,0.364
789231600000,0.367
789235200000,0.373
789238800000,0.384
789242400000,0.411
789246000000,0.438
789249600000,0.447
789253200000,0.42
789256800000,0.4
789260400000,0.486
789264000000,0.596
789267600000,0.62
789271200000,0.614
789274800000,0.606
789278400000,0.605
789282000000,0.602
789285600000,0.593
789289200000,0.592
789292800000,0.578
789296400000,0.514
789300000000,0.454
789303600000,0.416
789307200000,0.374
789310800000,0.349
789314400000,0.312
789318000000,0.295
789321600000,0.318
789325200000,0.348
789328800000,0.376
789332400000,0.413
789336000000,0.449
789339600000,0.459
789343200000,0.444
789346800000,0.476
789350400000,0.505
789354000000,0.484
