,S1
788918400000,0.909
788922000000,0.938
788925600000,0.941
788929200000,0.943
788932800000,0.941
788936400000,0.937
788940000000,0.929
788943600000,0.91
788947200000,0.88
788950800000,0.87
788954400000,0.875
788958000000,0.879
788961600000,0.878
788965200000,0.867
788968800000,0.853
788972400000,0.846
788976000000,0.841
788979600000,0.835
788983200000,0.834
788986800000,0.822
788990400000,0.812
788994000000,0.806
788997600000,0.798
789001200000,0.825
789004800000,0.891
789008400000,0.924
789012000000,0.93
789015600000,0.928
789019200000,0.919
789022800000,0.9
789026400000,0.872
789030000000,0.845
789033600000,0.815
789037200000,0.801
789040800000,0.811
789044400000,0.822
789048000000,0.826
789051600000,0.816
789055200000,0.798
789058800000,0.798
789062400000,0.782
789066000000,0.795
789069600000,0.816
789073200000,0.844
789076800000,0.846
789080400000,0.849
789084000000,0.85
789087600000,0.872
789091200000,0.904
789094800000,0.913
789098400000,0.906
789102000000,0.889
789105600000,0.873
789109200000,0.847
789112800000,0.829
789116400000,0.801
789120000000,0.762
789123600000,0.736
789127200000,0.707
789130800000,0.656
789134400000,0.625
789138000000,0.599
789141600000,0.61
789145200000,0.592
789148800000,0.556
789152400000,0.488
789156000000,0.429
789159600000,0.388
789163200000,0.385
789166800000,0.407
789170400000,0.397
789174000000,0.371
789177600000,0.442
789181200000,0.525
789184800000,0.522
789188400000,0.5
789192000000,0.481
789195600000,0.466
789199200000,0.451
789202800000,0.4
789206400000,0.348
789210000000,0.332
789213600000,0.352
789217200000,0.366
789220800000,0.365
789224400000,0.344
789228000000,0.362
789231600000,0.354
789235200000,0.344
789238800000,0.344
789242400000,0.356
789246000000,0.348
789249600000,0.356
789253200000,0.391
789256800000,0.402
789260400000,0.429
789264000000,0.532
789267600000,0.578
789271200000,0.55
789274800000,0.491
789278400000,0.434
789282000000,0.394
789285600000,0.361
789289200000,0.311
789292800000,0.262
789296400000,0.284
789300000000,0.324
789303600000,0.355
789307200000,0.38
789310800000,0.38
789314400000,0.401
789318000000,0.429
789321600000,0.435
789325200000,0.427
789328800000,0.467
789332400000,0.501
789336000000,0.519
789339600000,0.543
789343200000,0.532
789346800000,0.494
789350400000,0.55
789354000000,0.588
789357600000,0.54
789361200000,0.5
789364800000,0.473
789368400000,0.471
789372000000,0.479
789375600000,0.459
789379200000,0.459
789382800000,0.479
789386400000,0.506
789390000000,0.55
789393600000,0.578
789397200000,0.618
789400800000,0.628
789404400000,0.643
789408000000,0.649
789411600000,0.656
789415200000,0.676
789418800000,0.679
789422400000,0.666
789426000000,0.664
789429600000,0.644
789433200000,0.673
789436800000,0.791
789440400000,0.851
789444000000,0.859
789447600000,0.847
789451200000,0.833
789454800000,0.826
789458400000,0.812
789462000000,0.77
789465600000,0.714
789469200000,0.65
789472800000,0.613
789476400000,0.599
789480000000,0.612
789483600000,0.611
789487200000,0.601
789490800000,0.59
789494400000,0.578
789498000000,0.551
789501600000,0.552
789505200000,0.557
789508800000,0.557
789512400000,0.577
789516000000,0.571
789519600000,0.558
789523200000,0.668
789526800000,0.751
789530400000,0.763
789534000000,0.767
789537600000,0.766
789541200000,0.761
789544800000,0.737
789548400000,0.69
789552000000,0.617
789555600000,0.572
789559200000,0.565
789562800000,0.547
789566400000,0.519
789570000000,0.541
789573600000,0.582
789577200000,0.586
789580800000,0.618
789584400000,0.645
789588000000,0.663
789591600000,0.671
789595200000,0.691
789598800000,0.707
789602400000,0.719
789606000000,0.716
789609600000,0.789
789613200000,0.809
789616800000,0.773
789620400000,0.717
789624000000,0.663
789627600000,0.637
789631200000,0.642
789634800000,0.633
789638400000,0.596
789642000000,0.592
789645600000,0.635
789649200000,0.658
789652800000,0.674
789656400000,0.656
789660000000,0.647
789663600000,0.613
789667200000,0.589
789670800000,0.583
789674400000,0.569
789678000000,0.544
789681600000,0.523
789685200000,0.513
789688800000,0.495
789692400000,0.424
789696000000,0.462
789699600000,0.458
789703200000,0.407
789706800000,0.364
789710400000,0.341
789714000000,0.342
789717600000,0.361
789721200000,0.375
789724800000,0.388
789728400000,0.464
789732000000,0.513
789735600000,0.535
789739200000,0.541
789742800000,0.535
789746400000,0.512
789750000000,0.481
789753600000,0.45
789757200000,0.426
789760800000,0.403
789764400000,0.383
789768000000,0.369
789771600000,0.341
789775200000,0.296
