,N2
788918400000,0.836
788922000000,0.882
788925600000,0.894
788929200000,0.892
788932800000,0.884
788936400000,0.882
788940000000,0.881
788943600000,0.858
788947200000,0.772
788950800000,0.708
788954400000,0.721
788958000000,0.737
788961600000,0.756
788965200000,0.763
788968800000,0.777
788972400000,0.782
788976000000,0.76
788979600000,0.721
788983200000,0.679
788986800000,0.651
788990400000,0.642
788994000000,0.646
788997600000,0.652
789001200000,0.697
789004800000,0.82
789008400000,0.87
789012000000,0.88
789015600000,0.878
789019200000,0.851
789022800000,0.809
789026400000,0.769
789030000000,0.71
789033600000,0.578
789037200000,0.51
789040800000,0.505
789044400000,0.457
789048000000,0.425
789051600000,0.432
789055200000,0.483
789058800000,0.501
789062400000,0.527
789066000000,0.547
789069600000,0.566
789073200000,0.586
789076800000,0.602
789080400000,0.601
789084000000,0.558
789087600000,0.575
789091200000,0.692
789094800000,0.744
789098400000,0.75
789102000000,0.743
789105600000,0.746
789109200000,0.751
789112800000,0.753
789116400000,0.72
789120000000,0.599
789123600000,0.491
789127200000,0.391
789130800000,0.411
789134400000,0.432
789138000000,0.43
789141600000,0.435
789145200000,0.414
789148800000,0.374
789152400000,0.341
789156000000,0.325
789159600000,0.294
789163200000,0.267
789166800000,0.272
789170400000,0.264
789174000000,0.332
789177600000,0.48
789181200000,0.56
789184800000,0.583
789188400000,0.574
789192000000,0.558
789195600000,0.544
789199200000,0.538
789202800000,0.521
789206400000,0.42
789210000000,0.347
789213600000,0.305
789217200000,0.285
789220800000,0.294
789224400000,0.305
789228000000,0.334
789231600000,0.376
789235200000,0.381
789238800000,0.433
789242400000,0.425
789246000000,0.432
789249600000,0.438
789253200000,0.425
789256800000,0.413
789260400000,0.519
789264000000,0.63
789267600000,0.681
789271200000,0.698
789274800000,0.685
789278400000,0.661
789282000000,0.644
789285600000,0.636
789289200000,0.61
789292800000,0.516
789296400000,0.397
789300000000,0.35
789303600000,0.376
789307200000,0.399
789310800000,0.413
789314400000,0.41
789318000000,0.424
789321600000,0.44
789325200000,0.478
789328800000,0.488
789332400000,0.501
