,L12
978307200000,0.984
978310800000,0.986
978314400000,0.983
978318000000,0.976
978321600000,0.963
978325200000,0.945
978328800000,0.927
978332400000,0.91
978336000000,0.893
978339600000,0.879
978343200000,0.869
978346800000,0.858
978350400000,0.846
978354000000,0.826
978357600000,0.791
978361200000,0.746
978364800000,0.691
978368400000,0.645
978372000000,0.62
978375600000,0.616
978379200000,0.622
978382800000,0.651
978386400000,0.674
978390000000,0.65
978393600000,0.642
978397200000,0.61
978400800000,0.574
978404400000,0.527
978408000000,0.486
978411600000,0.473
978415200000,0.496
978418800000,0.532
978422400000,0.559
978426000000,0.59
978429600000,0.606
978433200000,0.601
978436800000,0.586
978440400000,0.555
978444000000,0.518
978447600000,0.489
978451200000,0.465
978454800000,0.447
978458400000,0.444
978462000000,0.447
978465600000,0.457
978469200000,0.466
978472800000,0.481
978476400000,0.472
978480000000,0.517
978483600000,0.539
978487200000,0.545
978490800000,0.535
978494400000,0.516
978498000000,0.498
978501600000,0.492
978505200000,0.495
978508800000,0.498
978512400000,0.519
978516000000,0.528
978519600000,0.534
978523200000,0.535
978526800000,0.521
978530400000,0.514
978534000000,0.516
978537600000,0.537
978541200000,0.574
978544800000,0.588
978548400000,0.592
978552000000,0.591
978555600000,0.604
978559200000,0.634
978562800000,0.666
978566400000,0.763
978570000000,0.793
978573600000,0.786
978577200000,0.772
978580800000,0.751
978584400000,0.727
978588000000,0.708
978591600000,0.697
978595200000,0.682
978598800000,0.661
978602400000,0.647
978606000000,0.644
978609600000,0.648
978613200000,0.664
978616800000,0.682
978620400000,0.687
978624000000,0.705
978627600000,0.726
978631200000,0.753
978634800000,0.778
978638400000,0.793
978642000000,0.795
978645600000,0.801
978649200000,0.821
978652800000,0.874
978656400000,0.876
978660000000,0.866
978663600000,0.851
978667200000,0.831
978670800000,0.812
978674400000,0.803
978678000000,0.8
978681600000,0.777
978685200000,0.731
978688800000,0.71
978692400000,0.687
978696000000,0.651
978699600000,0.586
978703200000,0.538
978706800000,0.501
978710400000,0.488
978714000000,0.484
978717600000,0.482
978721200000,0.47
978724800000,0.467
978728400000,0.485
978732000000,0.516
978735600000,0.594
978739200000,0.751
978742800000,0.799
978746400000,0.804
978750000000,0.788
978753600000,0.758
978757200000,0.725
978760800000,0.695
978764400000,0.663
978768000000,0.579
978771600000,0.485
978775200000,0.454
978778800000,0.461
978782400000,0.469
978786000000,0.46
978789600000,0.447
978793200000,0.422
978796800000,0.404
978800400000,0.376
978804000000,0.333
978807600000,0.279
978811200000,0.223
978814800000,0.164
978818400000,0.111
978822000000,0.071
978825600000,0.084
978829200000,0.118
978832800000,0.136
978836400000,0.136
978840000000,0.122
978843600000,0.103
978847200000,0.087
978850800000,0.079
978854400000,0.066
978858000000,0.061
978861600000,0.071
978865200000,0.095
978868800000,0.114
978872400000,0.124
978876000000,0.126
978879600000,0.115
978883200000,0.1
978886800000,0.086
978890400000,0.083
978894000000,0.094
978897600000,0.115
978901200000,0.13
978904800000,0.128
978908400000,0.127
978912000000,0.159
978915600000,0.148
978919200000,0.116
978922800000,0.097
978926400000,0.086
978930000000,0.082
978933600000,0.092
978937200000,0.115
978940800000,0.138
978944400000,0.165
978948000000,0.205
978951600000,0.237
978955200000,0.252
978958800000,0.246
978962400000,0.227
978966000000,0.196
978969600000,0.165
978973200000,0.146
978976800000,0.139
978980400000,0.133
978984000000,0.128
978987600000,0.117
978991200000,0.103
978994800000,0.089
978998400000,0.082
979002000000,0.071
979005600000,0.056
979009200000,0.049
979012800000,0.051
979016400000,0.062
979020000000,0.083
979023600000,0.116
979027200000,0.157
979030800000,0.202
979034400000,0.233
979038000000,0.245
979041600000,0.238
979045200000,0.21
979048800000,0.173
979052400000,0.144
979056000000,0.124
979059600000,0.117
979063200000,0.127
979066800000,0.154
979070400000,0.175
979074000000,0.17
979077600000,0.157
979081200000,0.144
979084800000,0.169
979088400000,0.192
979092000000,0.194
979095600000,0.19
979099200000,0.178
979102800000,0.163
979106400000,0.154
979110000000,0.145
979113600000,0.131
979117200000,0.12
979120800000,0.103
979124400000,0.093
979128000000,0.092
979131600000,0.087
979135200000,0.077
979138800000,0.067
979142400000,0.058
979146000000,0.05
979149600000,0.046
979153200000,0.047
979156800000,0.051
979160400000,0.054
979164000000,0.051
979167600000,0.039
979171200000,0.035
979174800000,0.027
979178400000,0.017
979182000000,0.006
979185600000,0.001
979189200000,0.0
979192800000,0.0
979196400000,0.0
979200000000,0.0
979203600000,0.004
979207200000,0.02
979210800000,0.047
979214400000,0.075
979218000000,0.095
979221600000,0.104
979225200000,0.095
979228800000,0.073
979232400000,0.053
979236000000,0.041
979239600000,0.041
979243200000,0.046
979246800000,0.057
979250400000,0.066
979254000000,0.069
979257600000,0.078
979261200000,0.072
979264800000,0.056
979268400000,0.042
979272000000,0.037
979275600000,0.036
979279200000,0.039
979282800000,0.046
979286400000,0.058
979290000000,0.079
979293600000,0.103
979297200000,0.124
979300800000,0.133
979304400000,0.13
979308000000,0.122
979311600000,0.109
979315200000,0.091
979318800000,0.084
979322400000,0.086
979326000000,0.084
979329600000,0.075
979333200000,0.068
979336800000,0.06
979340400000,0.048
979344000000,0.039
979347600000,0.025
979351200000,0.009
979354800000,0.005
979358400000,0.006
979362000000,0.011
