,N2
852076800000,0.487
852080400000,0.505
852084000000,0.498
852087600000,0.476
852091200000,0.447
852094800000,0.422
852098400000,0.406
852102000000,0.383
852105600000,0.328
852109200000,0.295
852112800000,0.309
852116400000,0.312
852120000000,0.32
852123600000,0.325
852127200000,0.365
852130800000,0.432
852134400000,0.487
852138000000,0.54
852141600000,0.566
852145200000,0.574
852148800000,0.568
852152400000,0.538
852156000000,0.484
852159600000,0.424
852163200000,0.494
852166800000,0.481
852170400000,0.466
852174000000,0.479
852177600000,0.499
852181200000,0.505
852184800000,0.512
852188400000,0.521
852192000000,0.464
852195600000,0.414
852199200000,0.464
852202800000,0.563
852206400000,0.619
852210000000,0.617
852213600000,0.584
852217200000,0.54
852220800000,0.515
852224400000,0.507
852228000000,0.483
852231600000,0.457
852235200000,0.433
852238800000,0.404
852242400000,0.383
852246000000,0.349
852249600000,0.447
852253200000,0.496
852256800000,0.512
852260400000,0.505
852264000000,0.479
852267600000,0.45
852271200000,0.436
852274800000,0.42
852278400000,0.351
852282000000,0.311
852285600000,0.32
852289200000,0.346
852292800000,0.379
852296400000,0.395
852300000000,0.404
852303600000,0.377
852307200000,0.348
852310800000,0.317
852314400000,0.316
852318000000,0.311
852321600000,0.336
852325200000,0.352
852328800000,0.345
852332400000,0.32
852336000000,0.4
852339600000,0.416
852343200000,0.403
852346800000,0.383
852350400000,0.359
852354000000,0.34
852357600000,0.334
852361200000,0.332
852364800000,0.268
852368400000,0.224
852372000000,0.253
852375600000,0.257
852379200000,0.278
852382800000,0.313
852386400000,0.327
852390000000,0.343
852393600000,0.331
852397200000,0.334
852400800000,0.344
852404400000,0.363
852408000000,0.376
852411600000,0.387
852415200000,0.395
852418800000,0.466
852422400000,0.584
852426000000,0.597
852429600000,0.568
852433200000,0.507
852436800000,0.448
852440400000,0.413
852444000000,0.398
852447600000,0.391
852451200000,0.315
852454800000,0.251
852458400000,0.264
852462000000,0.323
852465600000,0.315
852469200000,0.32
852472800000,0.346
852476400000,0.369
852480000000,0.371
852483600000,0.375
852487200000,0.384
852490800000,0.418
852494400000,0.453
852498000000,0.499
852501600000,0.524
852505200000,0.54
852508800000,0.673
852512400000,0.696
852516000000,0.672
852519600000,0.628
852523200000,0.574
852526800000,0.522
852530400000,0.484
852534000000,0.457
852537600000,0.382
852541200000,0.353
852544800000,0.386
852548400000,0.41
852552000000,0.432
852555600000,0.451
852559200000,0.47
852562800000,0.449
852566400000,0.439
852570000000,0.413
852573600000,0.415
852577200000,0.415
852580800000,0.413
852584400000,0.422
852588000000,0.402
852591600000,0.557
852595200000,0.71
852598800000,0.756
852602400000,0.764
852606000000,0.739
852609600000,0.699
852613200000,0.653
852616800000,0.609
852620400000,0.556
852624000000,0.429
852627600000,0.373
852631200000,0.42
852634800000,0.442
852638400000,0.466
852642000000,0.468
852645600000,0.414
852649200000,0.35
852652800000,0.353
852656400000,0.311
852660000000,0.278
852663600000,0.278
852667200000,0.286
852670800000,0.296
852674400000,0.288
852678000000,0.413
852681600000,0.573
852685200000,0.604
852688800000,0.582
852692400000,0.522
852696000000,0.444
852699600000,0.379
852703200000,0.337
852706800000,0.307
852710400000,0.234
852714000000,0.187
852717600000,0.186
852721200000,0.174
852724800000,0.162
852728400000,0.171
852732000000,0.185
852735600000,0.184
852739200000,0.2
852742800000,0.186
852746400000,0.196
852750000000,0.238
852753600000,0.261
852757200000,0.267
852760800000,0.218
852764400000,0.235
852768000000,0.334
852771600000,0.374
852775200000,0.372
852778800000,0.362
852782400000,0.355
852786000000,0.343
852789600000,0.336
852793200000,0.328
852796800000,0.28
852800400000,0.286
852804000000,0.344
852807600000,0.391
852811200000,0.42
852814800000,0.477
852818400000,0.533
852822000000,0.535
852825600000,0.516
852829200000,0.486
852832800000,0.459
852836400000,0.437
852840000000,0.422
852843600000,0.429
852847200000,0.374
852850800000,0.416
852854400000,0.552
852858000000,0.581
852861600000,0.56
852865200000,0.51
852868800000,0.448
852872400000,0.398
852876000000,0.363
852879600000,0.332
852883200000,0.272
852886800000,0.234
852890400000,0.257
852894000000,0.294
852897600000,0.31
852901200000,0.341
852904800000,0.38
852908400000,0.388
852912000000,0.393
852915600000,0.391
852919200000,0.375
852922800000,0.352
852926400000,0.341
852930000000,0.337
852933600000,0.311
852937200000,0.391
852940800000,0.488
852944400000,0.513
852948000000,0.51
852951600000,0.486
852955200000,0.459
852958800000,0.444
852962400000,0.444
852966000000,0.437
852969600000,0.374
852973200000,0.334
852976800000,0.383
852980400000,0.476
852984000000,0.546
852987600000,0.646
852991200000,0.695
852994800000,0.615
852998400000,0.629
853002000000,0.655
853005600000,0.669
853009200000,0.655
853012800000,0.633
853016400000,0.624
853020000000,0.623
853023600000,0.709
853027200000,0.82
853030800000,0.844
853034400000,0.831
853038000000,0.8
853041600000,0.761
853045200000,0.72
853048800000,0.675
853052400000,0.61
853056000000,0.488
853059600000,0.414
853063200000,0.454
853066800000,0.494
853070400000,0.535
853074000000,0.574
853077600000,0.574
853081200000,0.568
853084800000,0.571
853088400000,0.588
853092000000,0.619
853095600000,0.63
853099200000,0.643
853102800000,0.668
853106400000,0.674
853110000000,0.748
853113600000,0.84
853117200000,0.864
853120800000,0.856
853124400000,0.836
853128000000,0.817
853131600000,0.793
853135200000,0.754
853138800000,0.674
853142400000,0.556
853146000000,0.516
853149600000,0.504
853153200000,0.498
853156800000,0.547
853160400000,0.586
853164000000,0.59
853167600000,0.6
853171200000,0.605
853174800000,0.566
853178400000,0.567
853182000000,0.574
853185600000,0.583
853189200000,0.598
853192800000,0.613
853196400000,0.739
853200000000,0.85
853203600000,0.884
853207200000,0.895
853210800000,0.899
853214400000,0.894
853218000000,0.882
853221600000,0.859
853225200000,0.806
853228800000,0.669
853232400000,0.538
853236000000,0.494
853239600000,0.491
853243200000,0.535
853246800000,0.556
853250400000,0.541
853254000000,0.579
853257600000,0.598
853261200000,0.56
853264800000,0.568
853268400000,0.613
853272000000,0.644
853275600000,0.618
853279200000,0.61
853282800000,0.697
853286400000,0.812
853290000000,0.841
853293600000,0.838
853297200000,0.822
853300800000,0.798
853304400000,0.777
853308000000,0.753
853311600000,0.72
853315200000,0.616
853318800000,0.48
853322400000,0.386
853326000000,0.333
853329600000,0.357
853333200000,0.41
853336800000,0.462
853340400000,0.504
853344000000,0.447
853347600000,0.416
853351200000,0.422
853354800000,0.445
853358400000,0.472
853362000000,0.501
853365600000,0.527
853369200000,0.72
853372800000,0.792
853376400000,0.787
853380000000,0.74
853383600000,0.666
853387200000,0.587
853390800000,0.515
853394400000,0.464
853398000000,0.439
853401600000,0.394
853405200000,0.328
853408800000,0.302
853412400000,0.298
853416000000,0.301
853419600000,0.325
853423200000,0.346
853426800000,0.373
853430400000,0.395
853434000000,0.406
853437600000,0.422
853441200000,0.46
853444800000,0.454
853448400000,0.467
853452000000,0.456
853455600000,0.568
853459200000,0.665
853462800000,0.659
853466400000,0.635
853470000000,0.617
853473600000,0.601
853477200000,0.58
853480800000,0.566
853484400000,0.552
853488000000,0.491
853491600000,0.379
853495200000,0.376
853498800000,0.399
853502400000,0.433
853506000000,0.466
853509600000,0.494
853513200000,0.499
853516800000,0.469
853520400000,0.457
853524000000,0.449
853527600000,0.457
853531200000,0.476
853534800000,0.481
853538400000,0.456
853542000000,0.532
853545600000,0.603
853549200000,0.584
853552800000,0.544
853556400000,0.523
853560000000,0.508
853563600000,0.494
853567200000,0.476
853570800000,0.449
853574400000,0.355
853578000000,0.315
853581600000,0.319
853585200000,0.311
853588800000,0.294
853592400000,0.265
853596000000,0.234
853599600000,0.245
853603200000,0.272
853606800000,0.318
853610400000,0.37
853614000000,0.41
853617600000,0.432
853621200000,0.429
853624800000,0.417
853628400000,0.494
853632000000,0.607
853635600000,0.623
853639200000,0.605
853642800000,0.571
853646400000,0.523
853650000000,0.481
853653600000,0.453
853657200000,0.42
853660800000,0.331
853664400000,0.274
853668000000,0.311
853671600000,0.355
853675200000,0.386
853678800000,0.362
853682400000,0.395
853686000000,0.411
853689600000,0.401
853693200000,0.386
853696800000,0.391
853700400000,0.41
853704000000,0.416
853707600000,0.402
853711200000,0.371
853714800000,0.449
853718400000,0.516
853722000000,0.516
853725600000,0.49
853729200000,0.458
853732800000,0.434
853736400000,0.432
853740000000,0.451
853743600000,0.444
853747200000,0.379
853750800000,0.294
853754400000,0.267
853758000000,0.28
853761600000,0.264
853765200000,0.281
853768800000,0.302
853772400000,0.315
853776000000,0.33
853779600000,0.362
853783200000,0.43
853786800000,0.457
853790400000,0.466
853794000000,0.433
853797600000,0.377
853801200000,0.386
853804800000,0.41
853808400000,0.372
853812000000,0.333
853815600000,0.295
853819200000,0.267
853822800000,0.249
853826400000,0.249
853830000000,0.258
853833600000,0.264
853837200000,0.266
853840800000,0.269
853844400000,0.244
853848000000,0.23
853851600000,0.249
853855200000,0.302
853858800000,0.394
853862400000,0.488
853866000000,0.547
853869600000,0.55
853873200000,0.513
853876800000,0.539
853880400000,0.551
853884000000,0.538
853887600000,0.566
853891200000,0.699
853894800000,0.725
853898400000,0.718
853902000000,0.697
853905600000,0.674
853909200000,0.669
853912800000,0.677
853916400000,0.676
853920000000,0.637
853923600000,0.578
853927200000,0.562
853930800000,0.578
853934400000,0.592
853938000000,0.602
853941600000,0.599
853945200000,0.58
853948800000,0.582
853952400000,0.601
853956000000,0.619
853959600000,0.636
853963200000,0.652
853966800000,0.657
853970400000,0.625
853974000000,0.613
853977600000,0.663
853981200000,0.604
853984800000,0.51
853988400000,0.424
853992000000,0.353
853995600000,0.305
853999200000,0.284
854002800000,0.282
854006400000,0.278
854010000000,0.249
854013600000,0.253
854017200000,0.257
854020800000,0.269
854024400000,0.286
854028000000,0.309
854031600000,0.327
854035200000,0.355
854038800000,0.386
854042400000,0.388
854046000000,0.37
854049600000,0.363
854053200000,0.355
854056800000,0.31
854060400000,0.335
854064000000,0.32
854067600000,0.248
854071200000,0.178
854074800000,0.125
854078400000,0.094
854082000000,0.083
854085600000,0.088
854089200000,0.104
854092800000,0.131
854096400000,0.157
854100000000,0.153
854103600000,0.118
854107200000,0.082
854110800000,0.06
854114400000,0.051
854118000000,0.053
854121600000,0.063
854125200000,0.079
854128800000,0.103
854132400000,0.138
854136000000,0.171
854139600000,0.191
854143200000,0.204
854146800000,0.202
854150400000,0.238
854154000000,0.26
854157600000,0.277
854161200000,0.305
854164800000,0.337
854168400000,0.362
854172000000,0.385
854175600000,0.395
854179200000,0.383
854182800000,0.327
854186400000,0.281
854190000000,0.282
854193600000,0.286
854197200000,0.29
854200800000,0.31
854204400000,0.339
854208000000,0.38
854211600000,0.391
854215200000,0.376
854218800000,0.358
854222400000,0.348
854226000000,0.334
854229600000,0.289
854233200000,0.305
854236800000,0.347
854240400000,0.339
854244000000,0.323
854247600000,0.317
854251200000,0.322
854254800000,0.338
854258400000,0.374
854262000000,0.415
854265600000,0.431
854269200000,0.34
854272800000,0.32
854276400000,0.361
854280000000,0.403
854283600000,0.388
854287200000,0.35
854290800000,0.36
854294400000,0.404
854298000000,0.42
854301600000,0.425
854305200000,0.425
854308800000,0.415
854312400000,0.411
854316000000,0.399
854319600000,0.544
854323200000,0.656
854326800000,0.675
854330400000,0.674
854334000000,0.661
854337600000,0.64
854341200000,0.606
854344800000,0.578
854348400000,0.541
854352000000,0.457
854355600000,0.411
854359200000,0.435
854362800000,0.47
854366400000,0.503
854370000000,0.534
854373600000,0.494
854377200000,0.433
854380800000,0.38
854384400000,0.386
854388000000,0.438
854391600000,0.408
854395200000,0.325
854398800000,0.315
854402400000,0.32
854406000000,0.335
854409600000,0.466
854413200000,0.549
854416800000,0.575
854420400000,0.547
854424000000,0.513
854427600000,0.459
854431200000,0.388
854434800000,0.321
854438400000,0.244
854442000000,0.192
854445600000,0.193
854449200000,0.202
854452800000,0.216
854456400000,0.226
854460000000,0.245
854463600000,0.258
854467200000,0.261
854470800000,0.278
854474400000,0.276
854478000000,0.289
854481600000,0.289
854485200000,0.259
854488800000,0.23
854492400000,0.27
854496000000,0.475
854499600000,0.604
854503200000,0.654
854506800000,0.666
854510400000,0.661
854514000000,0.646
854517600000,0.603
854521200000,0.494
854524800000,0.333
854528400000,0.233
854532000000,0.221
854535600000,0.234
854539200000,0.264
854542800000,0.312
854546400000,0.347
854550000000,0.376
854553600000,0.4
854557200000,0.42
854560800000,0.425
854564400000,0.437
854568000000,0.444
854571600000,0.445
854575200000,0.447
854578800000,0.658
854582400000,0.746
854586000000,0.762
854589600000,0.746
854593200000,0.72
854596800000,0.69
854600400000,0.661
854604000000,0.635
854607600000,0.604
854611200000,0.496
854614800000,0.357
854618400000,0.314
854622000000,0.332
854625600000,0.381
854629200000,0.433
854632800000,0.454
854636400000,0.467
854640000000,0.424
854643600000,0.407
854647200000,0.362
854650800000,0.361
854654400000,0.394
854658000000,0.391
854661600000,0.386
854665200000,0.552
854668800000,0.656
854672400000,0.677
854676000000,0.664
854679600000,0.648
854683200000,0.635
854686800000,0.615
854690400000,0.593
854694000000,0.571
854697600000,0.471
854701200000,0.388
854704800000,0.364
854708400000,0.364
854712000000,0.391
854715600000,0.434
854719200000,0.458
854722800000,0.46
854726400000,0.442
854730000000,0.42
854733600000,0.403
854737200000,0.41
854740800000,0.419
854744400000,0.386
854748000000,0.373
854751600000,0.555
854755200000,0.656
854758800000,0.677
854762400000,0.663
854766000000,0.646
854769600000,0.63
