,B1
852076800000,0.279
852080400000,0.251
852084000000,0.217
852087600000,0.191
852091200000,0.175
852094800000,0.17
852098400000,0.187
852102000000,0.214
852105600000,0.238
852109200000,0.286
852112800000,0.338
852116400000,0.376
852120000000,0.398
852123600000,0.414
852127200000,0.444
852130800000,0.481
852134400000,0.52
852138000000,0.549
852141600000,0.578
852145200000,0.588
852148800000,0.59
852152400000,0.566
852156000000,0.525
852159600000,0.454
852163200000,0.433
852166800000,0.407
852170400000,0.362
852174000000,0.312
852177600000,0.253
852181200000,0.205
852184800000,0.186
852188400000,0.216
852192000000,0.274
852195600000,0.355
852199200000,0.466
852202800000,0.55
852206400000,0.597
852210000000,0.613
852213600000,0.583
852217200000,0.539
852220800000,0.499
852224400000,0.448
852228000000,0.407
852231600000,0.379
852235200000,0.346
852238800000,0.316
852242400000,0.301
852246000000,0.296
852249600000,0.367
852253200000,0.427
852256800000,0.446
852260400000,0.436
852264000000,0.425
852267600000,0.42
852271200000,0.433
852274800000,0.453
852278400000,0.435
852282000000,0.413
852285600000,0.407
852289200000,0.422
852292800000,0.434
852296400000,0.414
852300000000,0.398
852303600000,0.388
852307200000,0.375
852310800000,0.377
852314400000,0.383
852318000000,0.398
852321600000,0.415
852325200000,0.419
852328800000,0.395
852332400000,0.361
852336000000,0.384
852339600000,0.374
852343200000,0.337
852346800000,0.316
852350400000,0.309
852354000000,0.311
852357600000,0.343
852361200000,0.386
852364800000,0.4
852368400000,0.414
852372000000,0.429
852375600000,0.445
852379200000,0.454
852382800000,0.441
852386400000,0.42
852390000000,0.398
852393600000,0.398
852397200000,0.418
852400800000,0.443
852404400000,0.465
852408000000,0.494
852411600000,0.528
852415200000,0.54
852418800000,0.57
852422400000,0.601
852426000000,0.59
852429600000,0.572
852433200000,0.528
852436800000,0.486
852440400000,0.457
852444000000,0.441
852447600000,0.444
852451200000,0.466
852454800000,0.516
852458400000,0.552
852462000000,0.537
852465600000,0.506
852469200000,0.459
852472800000,0.407
852476400000,0.362
852480000000,0.32
852483600000,0.298
852487200000,0.297
852490800000,0.302
852494400000,0.315
852498000000,0.337
852501600000,0.352
852505200000,0.345
852508800000,0.389
852512400000,0.427
852516000000,0.432
852519600000,0.422
852523200000,0.407
852526800000,0.392
852530400000,0.386
852534000000,0.371
852537600000,0.321
852541200000,0.302
852544800000,0.311
852548400000,0.282
852552000000,0.281
852555600000,0.305
852559200000,0.327
852562800000,0.348
852566400000,0.38
852570000000,0.407
852573600000,0.41
852577200000,0.415
852580800000,0.4
852584400000,0.394
852588000000,0.362
852591600000,0.42
852595200000,0.501
852598800000,0.52
852602400000,0.481
852606000000,0.422
852609600000,0.371
852613200000,0.341
852616800000,0.338
852620400000,0.336
852624000000,0.299
