,N1
1230768000000,0.758
1230771600000,0.763
1230775200000,0.754
1230778800000,0.739
1230782400000,0.706
1230786000000,0.642
1230789600000,0.559
1230793200000,0.464
1230796800000,0.422
1230800400000,0.432
1230804000000,0.525
1230807600000,0.584
1230811200000,0.61
1230814800000,0.632
1230818400000,0.644
1230822000000,0.682
1230825600000,0.7
1230829200000,0.71
1230832800000,0.738
1230836400000,0.791
1230840000000,0.8
1230843600000,0.79
1230847200000,0.791
1230850800000,0.826
1230854400000,0.871
1230858000000,0.907
1230861600000,0.918
1230865200000,0.921
1230868800000,0.93
1230872400000,0.941
1230876000000,0.937
1230879600000,0.927
1230883200000,0.937
1230886800000,0.949
1230890400000,0.958
1230894000000,0.964
1230897600000,0.966
1230901200000,0.958
1230904800000,0.938
1230908400000,0.924
1230912000000,0.918
1230915600000,0.91
1230919200000,0.91
1230922800000,0.909
1230926400000,0.904
1230930000000,0.889
1230933600000,0.867
1230937200000,0.859
1230940800000,0.905
1230944400000,0.928
1230948000000,0.929
1230951600000,0.917
1230955200000,0.899
1230958800000,0.874
1230962400000,0.849
1230966000000,0.813
1230969600000,0.821
1230973200000,0.839
1230976800000,0.851
1230980400000,0.84
1230984000000,0.826
1230987600000,0.786
1230991200000,0.73
1230994800000,0.709
1230998400000,0.741
1231002000000,0.773
1231005600000,0.792
1231009200000,0.791
1231012800000,0.782
1231016400000,0.771
1231020000000,0.762
1231023600000,0.751
1231027200000,0.786
1231030800000,0.814
1231034400000,0.821
1231038000000,0.805
1231041600000,0.77
1231045200000,0.757
1231048800000,0.77
1231052400000,0.762
1231056000000,0.756
1231059600000,0.788
1231063200000,0.797
1231066800000,0.766
1231070400000,0.729
1231074000000,0.733
1231077600000,0.75
1231081200000,0.732
1231084800000,0.727
1231088400000,0.713
1231092000000,0.695
1231095600000,0.695
1231099200000,0.692
1231102800000,0.706
1231106400000,0.714
1231110000000,0.713
1231113600000,0.765
1231117200000,0.793
1231120800000,0.8
1231124400000,0.806
1231128000000,0.8
1231131600000,0.765
1231135200000,0.676
1231138800000,0.568
1231142400000,0.544
1231146000000,0.573
1231149600000,0.574
1231153200000,0.592
1231156800000,0.603
1231160400000,0.601
1231164000000,0.602
1231167600000,0.622
1231171200000,0.636
1231174800000,0.636
1231178400000,0.65
1231182000000,0.633
1231185600000,0.608
1231189200000,0.586
1231192800000,0.559
1231196400000,0.539
1231200000000,0.6
1231203600000,0.603
1231207200000,0.581
1231210800000,0.547
1231214400000,0.516
1231218000000,0.488
1231221600000,0.438
1231225200000,0.352
1231228800000,0.276
1231232400000,0.295
1231236000000,0.304
1231239600000,0.293
1231243200000,0.278
1231246800000,0.248
1231250400000,0.249
1231254000000,0.254
1231257600000,0.248
1231261200000,0.205
1231264800000,0.144
1231268400000,0.082
1231272000000,0.063
1231275600000,0.061
1231279200000,0.048
1231282800000,0.019
1231286400000,0.019
1231290000000,0.027
1231293600000,0.038
1231297200000,0.043
1231300800000,0.041
1231304400000,0.038
1231308000000,0.039
1231311600000,0.036
1231315200000,0.035
1231318800000,0.045
1231322400000,0.061
1231326000000,0.079
1231329600000,0.113
1231333200000,0.161
1231336800000,0.208
