,V2
788918400000,0.851
788922000000,0.872
788925600000,0.873
788929200000,0.866
788932800000,0.85
788936400000,0.829
788940000000,0.809
788943600000,0.793
788947200000,0.786
788950800000,0.804
788954400000,0.816
788958000000,0.826
788961600000,0.849
788965200000,0.872
788968800000,0.882
788972400000,0.886
788976000000,0.882
788979600000,0.863
788983200000,0.848
788986800000,0.832
788990400000,0.82
788994000000,0.813
788997600000,0.809
789001200000,0.812
789004800000,0.84
789008400000,0.862
789012000000,0.858
789015600000,0.819
789019200000,0.763
789022800000,0.722
789026400000,0.694
789030000000,0.659
789033600000,0.574
789037200000,0.507
789040800000,0.487
789044400000,0.578
789048000000,0.613
789051600000,0.638
789055200000,0.689
789058800000,0.707
789062400000,0.739
789066000000,0.757
789069600000,0.77
789073200000,0.785
789076800000,0.791
789080400000,0.769
789084000000,0.713
789087600000,0.656
789091200000,0.645
789094800000,0.644
789098400000,0.623
789102000000,0.569
789105600000,0.514
789109200000,0.467
789112800000,0.455
789116400000,0.491
789120000000,0.542
789123600000,0.574
789127200000,0.582
789130800000,0.516
789134400000,0.446
789138000000,0.404
789141600000,0.382
789145200000,0.428
789148800000,0.466
789152400000,0.466
789156000000,0.481
789159600000,0.498
789163200000,0.51
789166800000,0.49
789170400000,0.453
789174000000,0.427
789177600000,0.457
789181200000,0.485
789184800000,0.47
789188400000,0.428
789192000000,0.376
789195600000,0.331
789199200000,0.308
789202800000,0.303
789206400000,0.305
789210000000,0.343
789213600000,0.413
789217200000,0.414
789220800000,0.364
789224400000,0.32
789228000000,0.3
789231600000,0.294
789235200000,0.33
789238800000,0.507
789242400000,0.538
789246000000,0.55
789249600000,0.565
789253200000,0.574
789256800000,0.581
789260400000,0.613
789264000000,0.653
789267600000,0.674
789271200000,0.68
789274800000,0.646
789278400000,0.592
789282000000,0.545
789285600000,0.516
789289200000,0.509
789292800000,0.502
789296400000,0.516
789300000000,0.525
789303600000,0.477
789307200000,0.433
789310800000,0.422
789314400000,0.454
789318000000,0.523
789321600000,0.615
789325200000,0.679
789328800000,0.706
789332400000,0.724
789336000000,0.744
789339600000,0.725
789343200000,0.669
789346800000,0.638
789350400000,0.615
789354000000,0.583
789357600000,0.525
789361200000,0.477
789364800000,0.444
789368400000,0.415
789372000000,0.425
789375600000,0.468
789379200000,0.513
789382800000,0.542
789386400000,0.532
789390000000,0.459
789393600000,0.394
789397200000,0.386
789400800000,0.426
789404400000,0.547
789408000000,0.624
789411600000,0.648
789415200000,0.693
789418800000,0.726
789422400000,0.749
789426000000,0.755
789429600000,0.751
789433200000,0.767
789436800000,0.791
789440400000,0.802
789444000000,0.786
789447600000,0.758
789451200000,0.733
789454800000,0.696
789458400000,0.65
789462000000,0.608
789465600000,0.559
789469200000,0.544
789472800000,0.53
789476400000,0.459
789480000000,0.444
789483600000,0.432
789487200000,0.438
789490800000,0.473
789494400000,0.595
789498000000,0.677
789501600000,0.691
789505200000,0.679
789508800000,0.663
789512400000,0.622
789516000000,0.567
789519600000,0.549
789523200000,0.55
789526800000,0.533
789530400000,0.488
789534000000,0.439
789537600000,0.394
789541200000,0.344
789544800000,0.323
789548400000,0.329
789552000000,0.341
789555600000,0.342
789559200000,0.358
789562800000,0.334
789566400000,0.29
789570000000,0.289
789573600000,0.323
789577200000,0.367
789580800000,0.45
789584400000,0.539
789588000000,0.578
789591600000,0.596
789595200000,0.607
789598800000,0.595
789602400000,0.574
789606000000,0.599
789609600000,0.674
789613200000,0.718
789616800000,0.705
789620400000,0.675
789624000000,0.638
789627600000,0.61
789631200000,0.613
789634800000,0.64
789638400000,0.678
789642000000,0.69
789645600000,0.678
789649200000,0.644
789652800000,0.574
789656400000,0.566
789660000000,0.643
789663600000,0.702
789667200000,0.72
789670800000,0.718
789674400000,0.72
789678000000,0.716
789681600000,0.729
789685200000,0.737
789688800000,0.726
789692400000,0.739
789696000000,0.739
789699600000,0.71
789703200000,0.672
789706800000,0.633
789710400000,0.586
789714000000,0.538
789717600000,0.506
789721200000,0.498
789724800000,0.507
789728400000,0.559
789732000000,0.666
789735600000,0.702
789739200000,0.686
789742800000,0.673
789746400000,0.663
789750000000,0.668
789753600000,0.676
789757200000,0.673
789760800000,0.662
789764400000,0.653
789768000000,0.644
789771600000,0.623
789775200000,0.607
789778800000,0.603
789782400000,0.604
789786000000,0.566
789789600000,0.518
789793200000,0.459
789796800000,0.401
789800400000,0.358
789804000000,0.338
789807600000,0.343
789811200000,0.374
789814800000,0.413
789818400000,0.466
789822000000,0.488
789825600000,0.447
789829200000,0.391
789832800000,0.343
789836400000,0.325
789840000000,0.33
789843600000,0.344
789847200000,0.364
789850800000,0.386
789854400000,0.4
789858000000,0.374
789861600000,0.323
789865200000,0.264
789868800000,0.211
789872400000,0.153
789876000000,0.096
789879600000,0.067
789883200000,0.055
789886800000,0.053
789890400000,0.061
789894000000,0.086
789897600000,0.134
789901200000,0.218
789904800000,0.38
789908400000,0.527
789912000000,0.545
789915600000,0.467
789919200000,0.385
789922800000,0.346
789926400000,0.344
789930000000,0.371
789933600000,0.432
789937200000,0.507
789940800000,0.562
789944400000,0.557
789948000000,0.523
789951600000,0.494
789955200000,0.447
789958800000,0.352
789962400000,0.228
789966000000,0.13
789969600000,0.068
789973200000,0.034
789976800000,0.022
789980400000,0.028
789984000000,0.049
789987600000,0.089
789991200000,0.201
789994800000,0.32
789998400000,0.369
790002000000,0.364
790005600000,0.311
790009200000,0.237
790012800000,0.173
790016400000,0.133
790020000000,0.138
790023600000,0.206
790027200000,0.328
790030800000,0.448
790034400000,0.512
790038000000,0.545
790041600000,0.599
790045200000,0.638
790048800000,0.639
790052400000,0.618
790056000000,0.582
790059600000,0.577
790063200000,0.61
790066800000,0.651
790070400000,0.664
790074000000,0.681
790077600000,0.686
790081200000,0.678
790084800000,0.681
790088400000,0.718
790092000000,0.747
790095600000,0.773
790099200000,0.796
790102800000,0.813
790106400000,0.815
790110000000,0.815
790113600000,0.82
790117200000,0.819
790120800000,0.813
790124400000,0.819
790128000000,0.849
790131600000,0.869
790135200000,0.871
790138800000,0.873
790142400000,0.87
790146000000,0.862
790149600000,0.859
790153200000,0.856
790156800000,0.841
790160400000,0.806
790164000000,0.754
790167600000,0.658
790171200000,0.602
790174800000,0.586
790178400000,0.639
790182000000,0.71
790185600000,0.752
790189200000,0.766
790192800000,0.771
790196400000,0.778
790200000000,0.79
790203600000,0.788
790207200000,0.78
790210800000,0.8
790214400000,0.846
790218000000,0.864
790221600000,0.857
790225200000,0.839
790228800000,0.825
790232400000,0.82
790236000000,0.829
790239600000,0.841
790243200000,0.85
790246800000,0.865
790250400000,0.895
790254000000,0.909
790257600000,0.921
790261200000,0.935
790264800000,0.937
790268400000,0.931
790272000000,0.922
790275600000,0.914
790279200000,0.914
790282800000,0.92
790286400000,0.926
790290000000,0.925
790293600000,0.922
790297200000,0.934
790300800000,0.948
790304400000,0.954
790308000000,0.947
790311600000,0.929
790315200000,0.908
790318800000,0.888
790322400000,0.878
790326000000,0.878
790329600000,0.882
790333200000,0.891
790336800000,0.896
790340400000,0.897
790344000000,0.906
790347600000,0.918
790351200000,0.928
790354800000,0.931
790358400000,0.93
790362000000,0.927
790365600000,0.929
790369200000,0.935
790372800000,0.939
790376400000,0.937
790380000000,0.931
790383600000,0.935
790387200000,0.945
790390800000,0.947
790394400000,0.937
790398000000,0.917
790401600000,0.896
790405200000,0.881
790408800000,0.873
790412400000,0.873
790416000000,0.875
790419600000,0.875
790423200000,0.865
790426800000,0.84
790430400000,0.809
790434000000,0.791
790437600000,0.799
790441200000,0.807
790444800000,0.805
790448400000,0.802
790452000000,0.804
790455600000,0.812
790459200000,0.824
790462800000,0.834
790466400000,0.844
790470000000,0.869
790473600000,0.881
790477200000,0.872
790480800000,0.845
790484400000,0.803
790488000000,0.757
790491600000,0.716
790495200000,0.698
790498800000,0.7
790502400000,0.714
790506000000,0.728
790509600000,0.756
790513200000,0.751
790516800000,0.737
790520400000,0.753
790524000000,0.788
790527600000,0.808
790531200000,0.821
790534800000,0.824
790538400000,0.821
790542000000,0.815
790545600000,0.811
790549200000,0.793
790552800000,0.774
790556400000,0.775
790560000000,0.796
790563600000,0.817
790567200000,0.824
790570800000,0.808
790574400000,0.774
790578000000,0.723
790581600000,0.682
790585200000,0.672
790588800000,0.671
790592400000,0.666
790596000000,0.711
790599600000,0.73
790603200000,0.725
790606800000,0.72
790610400000,0.75
790614000000,0.768
790617600000,0.782
790621200000,0.786
790624800000,0.788
790628400000,0.793
790632000000,0.799
790635600000,0.785
790639200000,0.75
790642800000,0.736
790646400000,0.735
790650000000,0.734
790653600000,0.711
790657200000,0.676
790660800000,0.643
790664400000,0.606
790668000000,0.585
790671600000,0.551
790675200000,0.474
790678800000,0.429
790682400000,0.402
790686000000,0.401
790689600000,0.394
790693200000,0.372
790696800000,0.356
790700400000,0.361
790704000000,0.395
790707600000,0.458
790711200000,0.538
790714800000,0.591
790718400000,0.625
790722000000,0.635
790725600000,0.632
790729200000,0.648
790732800000,0.687
790736400000,0.684
790740000000,0.626
790743600000,0.532
790747200000,0.415
790750800000,0.292
790754400000,0.205
790758000000,0.167
790761600000,0.152
790765200000,0.205
790768800000,0.364
790772400000,0.491
790776000000,0.54
790779600000,0.508
790783200000,0.484
790786800000,0.448
790790400000,0.415
790794000000,0.425
790797600000,0.455
790801200000,0.454
790804800000,0.492
790808400000,0.538
790812000000,0.504
790815600000,0.507
790819200000,0.568
790822800000,0.58
790826400000,0.52
790830000000,0.428
790833600000,0.32
790837200000,0.22
790840800000,0.152
790844400000,0.137
790848000000,0.17
790851600000,0.274
790855200000,0.422
790858800000,0.442
790862400000,0.395
790866000000,0.317
790869600000,0.284
790873200000,0.301
790876800000,0.309
790880400000,0.32
790884000000,0.362
790887600000,0.438
790891200000,0.501
790894800000,0.51
790898400000,0.478
790902000000,0.446
790905600000,0.416
790909200000,0.357
790912800000,0.287
790916400000,0.244
790920000000,0.22
790923600000,0.22
790927200000,0.27
790930800000,0.376
790934400000,0.497
790938000000,0.553
790941600000,0.498
790945200000,0.46
790948800000,0.437
790952400000,0.344
790956000000,0.339
790959600000,0.414
790963200000,0.543
790966800000,0.636
790970400000,0.687
790974000000,0.725
790977600000,0.755
790981200000,0.764
790984800000,0.756
790988400000,0.758
790992000000,0.763
790995600000,0.763
790999200000,0.751
791002800000,0.727
791006400000,0.7
791010000000,0.685
791013600000,0.698
791017200000,0.736
791020800000,0.769
791024400000,0.768
791028000000,0.727
791031600000,0.633
791035200000,0.528
791038800000,0.466
791042400000,0.454
791046000000,0.476
791049600000,0.54
791053200000,0.591
791056800000,0.613
791060400000,0.615
791064000000,0.613
791067600000,0.583
791071200000,0.513
791074800000,0.481
791078400000,0.507
791082000000,0.501
791085600000,0.45
791089200000,0.398
791092800000,0.346
791096400000,0.323
791100000000,0.332
791103600000,0.395
791107200000,0.467
791110800000,0.485
791114400000,0.498
791118000000,0.494
791121600000,0.422
791125200000,0.367
791128800000,0.337
791132400000,0.361
791136000000,0.416
791139600000,0.471
791143200000,0.491
791146800000,0.497
791150400000,0.502
791154000000,0.479
791157600000,0.425
791161200000,0.388
791164800000,0.373
791168400000,0.346
791172000000,0.295
791175600000,0.238
791179200000,0.186
791182800000,0.121
791186400000,0.069
791190000000,0.045
791193600000,0.039
791197200000,0.064
791200800000,0.156
791204400000,0.311
791208000000,0.395
791211600000,0.395
791215200000,0.401
791218800000,0.415
791222400000,0.444
791226000000,0.532
791229600000,0.583
791233200000,0.619
791236800000,0.647
791240400000,0.663
791244000000,0.675
791247600000,0.71
791251200000,0.748
791254800000,0.731
791258400000,0.66
791262000000,0.556
791265600000,0.45
791269200000,0.386
791272800000,0.374
791276400000,0.391
791280000000,0.431
791283600000,0.45
791287200000,0.464
791290800000,0.439
791294400000,0.379
791298000000,0.325
791301600000,0.285
791305200000,0.269
791308800000,0.3
791312400000,0.367
791316000000,0.47
791319600000,0.551
791323200000,0.589
791326800000,0.606
791330400000,0.61
791334000000,0.623
791337600000,0.633
791341200000,0.591
791344800000,0.521
791348400000,0.455
791352000000,0.409
791355600000,0.382
791359200000,0.388
791362800000,0.433
791366400000,0.504
791370000000,0.564
791373600000,0.621
791377200000,0.65
791380800000,0.648
791384400000,0.61
791388000000,0.61
791391600000,0.651
791395200000,0.701
791398800000,0.735
791402400000,0.744
791406000000,0.744
791409600000,0.738
791413200000,0.72
791416800000,0.69
791420400000,0.679
791424000000,0.654
791427600000,0.594
791431200000,0.517
791434800000,0.461
791438400000,0.426
791442000000,0.406
791445600000,0.416
791449200000,0.471
791452800000,0.552
791456400000,0.594
791460000000,0.642
791463600000,0.633
791467200000,0.578
791470800000,0.534
791474400000,0.527
791478000000,0.578
791481600000,0.645
791485200000,0.697
791488800000,0.722
791492400000,0.737
791496000000,0.744
791499600000,0.717
791503200000,0.659
791506800000,0.613
791510400000,0.555
791514000000,0.459
791517600000,0.349
791521200000,0.259
791524800000,0.202
791528400000,0.171
791532000000,0.159
791535600000,0.186
791539200000,0.245
791542800000,0.331
791546400000,0.478
791550000000,0.594
791553600000,0.642
791557200000,0.666
791560800000,0.644
791564400000,0.641
791568000000,0.674
791571600000,0.714
791575200000,0.74
791578800000,0.752
791582400000,0.757
791586000000,0.748
791589600000,0.728
791593200000,0.725
791596800000,0.702
791600400000,0.643
791604000000,0.571
791607600000,0.501
791611200000,0.442
791614800000,0.417
791618400000,0.449
791622000000,0.528
791625600000,0.632
791629200000,0.687
791632800000,0.7
791636400000,0.675
791640000000,0.648
791643600000,0.59
791647200000,0.565
791650800000,0.612
791654400000,0.697
791658000000,0.737
791661600000,0.728
791665200000,0.711
791668800000,0.687
791672400000,0.637
791676000000,0.576
791679600000,0.562
791683200000,0.573
791686800000,0.574
791690400000,0.556
791694000000,0.525
791697600000,0.479
791701200000,0.415
791704800000,0.388
791708400000,0.414
791712000000,0.481
791715600000,0.547
791719200000,0.61
791722800000,0.648
791726400000,0.592
791730000000,0.556
791733600000,0.604
791737200000,0.687
791740800000,0.761
791744400000,0.775
791748000000,0.782
791751600000,0.778
791755200000,0.769
791758800000,0.731
791762400000,0.684
791766000000,0.694
791769600000,0.707
791773200000,0.709
791776800000,0.689
791780400000,0.653
791784000000,0.607
791787600000,0.544
791791200000,0.481
791794800000,0.449
791798400000,0.466
791802000000,0.53
791805600000,0.61
791809200000,0.61
791812800000,0.556
791816400000,0.469
791820000000,0.41
791823600000,0.382
791827200000,0.387
791830800000,0.401
791834400000,0.447
791838000000,0.485
791841600000,0.506
791845200000,0.484
791848800000,0.451
791852400000,0.516
791856000000,0.622
791859600000,0.666
791863200000,0.63
791866800000,0.535
791870400000,0.4
791874000000,0.249
791877600000,0.121
791881200000,0.043
791884800000,0.011
791888400000,0.018
791892000000,0.055
791895600000,0.105
791899200000,0.178
791902800000,0.253
791906400000,0.415
791910000000,0.487
791913600000,0.571
791917200000,0.599
791920800000,0.599
791924400000,0.595
791928000000,0.601
791931600000,0.574
791935200000,0.526
791938800000,0.513
791942400000,0.495
791946000000,0.425
791949600000,0.322
791953200000,0.22
791956800000,0.134
791960400000,0.073
791964000000,0.041
791967600000,0.032
791971200000,0.042
791974800000,0.09
791978400000,0.215
791982000000,0.357
791985600000,0.411
791989200000,0.449
791992800000,0.47
791996400000,0.485
792000000000,0.516
792003600000,0.566
792007200000,0.622
792010800000,0.642
792014400000,0.635
792018000000,0.607
792021600000,0.586
792025200000,0.603
792028800000,0.618
792032400000,0.595
792036000000,0.543
792039600000,0.482
792043200000,0.432
792046800000,0.407
792050400000,0.43
792054000000,0.481
792057600000,0.541
792061200000,0.602
792064800000,0.674
792068400000,0.737
792072000000,0.773
792075600000,0.813
792079200000,0.845
792082800000,0.856
792086400000,0.853
792090000000,0.854
792093600000,0.862
792097200000,0.878
792100800000,0.895
792104400000,0.896
792108000000,0.882
792111600000,0.885
792115200000,0.889
792118800000,0.869
792122400000,0.815
792126000000,0.755
792129600000,0.713
792133200000,0.685
792136800000,0.684
792140400000,0.704
792144000000,0.737
792147600000,0.772
792151200000,0.795
792154800000,0.792
792158400000,0.772
792162000000,0.78
792165600000,0.816
792169200000,0.823
792172800000,0.814
792176400000,0.804
792180000000,0.799
792183600000,0.809
792187200000,0.822
792190800000,0.832
792194400000,0.843
792198000000,0.861
792201600000,0.866
792205200000,0.849
792208800000,0.809
792212400000,0.753
792216000000,0.684
792219600000,0.618
792223200000,0.574
792226800000,0.583
792230400000,0.621
792234000000,0.653
792237600000,0.71
792241200000,0.738
792244800000,0.766
792248400000,0.779
792252000000,0.787
792255600000,0.778
792259200000,0.756
792262800000,0.744
792266400000,0.744
792270000000,0.752
792273600000,0.759
792277200000,0.751
792280800000,0.737
792284400000,0.729
792288000000,0.712
792291600000,0.67
792295200000,0.582
792298800000,0.46
792302400000,0.348
792306000000,0.271
792309600000,0.23
792313200000,0.22
792316800000,0.242
792320400000,0.317
792324000000,0.433
792327600000,0.46
792331200000,0.442
792334800000,0.42
792338400000,0.459
792342000000,0.494
792345600000,0.545
792349200000,0.618
792352800000,0.686
792356400000,0.714
792360000000,0.737
792363600000,0.75
792367200000,0.757
792370800000,0.791
792374400000,0.816
792378000000,0.816
792381600000,0.795
792385200000,0.74
792388800000,0.667
792392400000,0.607
792396000000,0.571
792399600000,0.562
792403200000,0.567
792406800000,0.541
792410400000,0.554
792414000000,0.584
792417600000,0.618
792421200000,0.69
792424800000,0.753
792428400000,0.8
792432000000,0.824
792435600000,0.84
792439200000,0.852
792442800000,0.846
792446400000,0.835
792450000000,0.845
792453600000,0.86
792457200000,0.873
792460800000,0.883
792464400000,0.886
792468000000,0.87
792471600000,0.831
792475200000,0.791
792478800000,0.762
792482400000,0.722
792486000000,0.696
792489600000,0.683
792493200000,0.672
792496800000,0.664
792500400000,0.692
792504000000,0.656
792507600000,0.621
792511200000,0.621
792514800000,0.652
792518400000,0.724
792522000000,0.739
792525600000,0.773
792529200000,0.798
792532800000,0.814
792536400000,0.802
792540000000,0.772
792543600000,0.773
792547200000,0.742
792550800000,0.655
792554400000,0.502
792558000000,0.368
792561600000,0.3
792565200000,0.253
792568800000,0.235
792572400000,0.264
792576000000,0.343
792579600000,0.469
792583200000,0.602
792586800000,0.637
792590400000,0.605
792594000000,0.485
792597600000,0.405
792601200000,0.387
792604800000,0.412
792608400000,0.473
792612000000,0.523
792615600000,0.557
792619200000,0.589
792622800000,0.568
792626400000,0.523
792630000000,0.523
792633600000,0.494
792637200000,0.386
792640800000,0.231
792644400000,0.112
792648000000,0.039
792651600000,0.006
792655200000,0.0
792658800000,0.0
792662400000,0.002
792666000000,0.024
792669600000,0.067
792673200000,0.07
792676800000,0.065
792680400000,0.086
792684000000,0.099
792687600000,0.087
792691200000,0.078
792694800000,0.076
792698400000,0.084
792702000000,0.12
792705600000,0.163
792709200000,0.171
792712800000,0.167
792716400000,0.195
792720000000,0.219
792723600000,0.207
792727200000,0.167
792730800000,0.121
792734400000,0.069
792738000000,0.015
792741600000,0.0
792745200000,0.0
792748800000,0.024
792752400000,0.099
792756000000,0.159
792759600000,0.149
792763200000,0.112
792766800000,0.097
792770400000,0.102
792774000000,0.093
792777600000,0.085
792781200000,0.086
792784800000,0.104
792788400000,0.151
792792000000,0.222
792795600000,0.241
792799200000,0.225
792802800000,0.227
792806400000,0.206
792810000000,0.151
792813600000,0.077
792817200000,0.023
792820800000,0.001
792824400000,0.0
792828000000,0.0
792831600000,0.002
792835200000,0.012
792838800000,0.034
792842400000,0.065
792846000000,0.083
792849600000,0.083
792853200000,0.073
792856800000,0.06
792860400000,0.054
792864000000,0.064
792867600000,0.095
792871200000,0.141
792874800000,0.183
792878400000,0.209
792882000000,0.233
